"","AniId","RemLactation_LacNumber","CalculatedLactationCycle","LacCalvingDate","LacId","LacRemarks","LacColostrumDate","milk_production_start_date","milk_production_end_date","lactation_duration","total_milk_production","avg_daily_yield","early_lactation_yield","mid_lactation_yield","delta_early_mid_yield","mean_fat_percent","mean_protein_percent","dry_off_date","dry_off_interval","AniLifeNumber","entry_code","entry_date","exit_code","exit_date","AniGenId","AniBirthday","AniMotherLifeNumber","still_milking","est_deliver_total_milk_L","est_deliver_avg_daily_yield","est_deliver_early_lactation_yield","est_deliver_mid_lactation_yield","est_deliver_delta_lactation_yield"
"163","64",4,4,2016-08-26,565,"NULL",2016-09-02,2016-08-27,2017-03-21,206,8043.883495,40.219417,1256.213577,2863.009679,1606.796102,3.633875,2.756375,2017-03-21,NA,"FR4401572094","N",2011-09-04,"B",2017-03-21,2,2011-09-04,"",FALSE,7714.084271705,38.570420903,1204.708820343,2745.626282161,1540.917461818
"164","106",2,2,2016-08-30,566,"",2016-09-06,2016-08-30,2017-10-31,427,14278.349514,34.44192,1087.961149,2428.543663,1340.582514,4.435316,3.122151,2017-10-31,80,"FR4401572128","N",2012-12-26,"B",2020-01-28,2,2012-12-26,"",FALSE,13692.937183926,33.02980128,1043.354741891,2328.973372817,1285.618630926
"165","280",1,1,2016-08-30,568,"",2016-09-06,2016-08-30,2018-01-05,493,12888.737864,26.927789,676.213576,1727.669871,1051.456295,3.948589,3.461538,2018-01-05,150,"FR7947950550","A",2014-07-29,"B",2019-11-19,2,2014-07-16,"",FALSE,12360.299611576,25.823749651,648.488819384,1656.835406289,1008.346586905
"166","109",2,2,2016-09-07,569,"NULL",2016-09-14,2016-09-07,2017-08-01,328,10081.650485,31.658841,906.407752,2071.35919,1164.951438,3.977564,3.395512,2017-08-01,NA,"FR4401572132","N",2013-03-09,"B",2017-08-01,2,2013-03-09,"",FALSE,9668.302815115,30.360828519,869.245034168,1986.43346321,1117.188429042
"167","52",4,4,2016-09-19,570,"",2016-09-26,2016-09-19,2017-06-24,278,9829.708737,36.419424,1243.883478,2684.07764,1440.194162,4.230512,3.499358,2017-06-24,108,"FR4401572080","N",2011-04-21,"B",2019-11-19,2,2011-04-21,"",FALSE,9426.690678783,34.926227616,1192.884255402,2574.03045676,1381.146201358
"168","120",2,2,2016-09-20,571,"",2016-09-27,2016-09-20,2017-07-05,288,8783.203883,31.412152,1066.796099,2317.087348,1250.291249,4.457594,3.249746,2017-07-05,44,"FR4401572144","N",2013-09-04,"B",2020-11-24,2,2013-09-04,"FR4401572035",FALSE,8423.092523797,30.124253768,1023.057458941,2222.086766732,1199.029307791
"169","260",1,1,2016-09-20,573,"NULL",2016-09-27,2016-09-21,2017-01-08,109,3102.330097,29.315596,751.941735,1797.184439,1045.242704,4.308292,3.456097,2017-01-08,NA,"FR4913260364","A",2014-07-03,"M",2017-01-15,2,2014-06-07,"",FALSE,2975.134563023,28.113656564,721.112123865,1723.499877001,1002.387753136
"170","153",3,4,2016-09-30,575,"NULL",2016-10-07,2016-09-30,2017-05-05,217,6251.650485,29.673732,809.80581,2192.427156,1382.621346,3.883544,3.419367,2017-05-05,NA,"FR4401572102","N",2011-11-18,"B",2017-07-18,2,2011-11-18,"",FALSE,5995.332815115,28.457108988,776.60377179,2102.537642604,1325.933870814
"171","180",1,1,2016-10-10,578,"",2016-10-17,2016-10-10,2017-08-18,312,8753.68932,28.898397,628.543672,1676.990264,1048.446592,3.649367,3.389367,2017-08-18,34,"FR4401572163","A",2016-04-22,"B",2023-03-06,2,2014-07-21,"FR4435728574",FALSE,8394.78805788,27.713562723,602.773381448,1608.233663176,1005.460281728
"172","138",2,2,2016-10-15,580,"",2016-10-22,2016-10-15,2017-08-24,313,8430.582524,27.742811,914.563092,1902.135895,987.572803,4.577179,3.242051,2017-08-24,53,"FR4401572154","N",2013-11-18,"B",2021-12-27,2,2013-11-18,"FR4401572065",FALSE,8084.928640516,26.605355749,877.066005228,1824.148323305,947.082318077
"173","82",3,3,2016-10-29,581,"NULL",2016-11-05,2016-10-29,2017-10-30,366,13374.077669,37.637431,1205.048529,2684.757256,1479.708727,3.492051,3.188333,2017-10-30,NA,"FR4401572109","N",2012-04-14,"B",2017-10-30,2,2012-04-14,"",FALSE,12825.740484571,36.094296329,1155.641539311,2574.682208504,1419.040669193
"174","47",5,4,2016-11-02,582,"NULL",2016-11-09,2016-11-02,2017-09-12,314,8845.436893,29.015286,712.33008,1995.631037,1283.300957,4.522151,3.458987,2017-09-12,NA,"FR4401572070","N",2010-10-20,"B",2017-09-12,2,2010-10-20,"",FALSE,8482.773980387,27.825659274,683.12454672,1913.810164483,1230.685617763
"175","192",1,1,2016-11-02,584,"",2016-11-03,2016-11-02,2017-10-25,357,7912.038834,22.82745,382.330081,1320.679581,938.3495,4.291153,3.76141,2017-10-25,95,"FR4401572167","N",2014-09-08,"E",2018-02-28,2,2014-09-08,"FR4401572038",FALSE,7587.645241806,21.89152455,366.654547679,1266.531718179,899.8771705
"176","97",3,3,2016-11-09,585,"",2016-11-14,2016-11-09,2018-01-29,446,14169.126213,32.722421,1191.747561,2618.058223,1426.310662,3.747341,3.292405,2018-01-29,225,"FR4401572115","N",2012-07-08,"B",2020-11-02,2,2012-07-08,"",FALSE,13588.192038267,31.380801739,1142.885910999,2510.717835857,1367.831924858
"177","115",2,2,2016-11-10,586,"",2016-11-16,2016-11-10,2017-11-13,368,11741.45631,32.863315,996.990276,2308.446575,1311.456299,3.638227,3.279746,2017-11-13,63,"FR4401572139","N",2013-08-18,"B",2019-01-14,2,2013-08-18,"",FALSE,11260.05660129,31.515919085,956.113674684,2213.800265425,1257.686590741
"178","123",2,2,2016-11-11,588,"",2016-11-16,2016-11-11,2017-09-08,301,9910.291262,33.912292,1068.932023,2220.582498,1151.650475,3.396329,3.301392,2017-09-08,54,"FR4401572149","N",2013-10-06,"B",2020-01-28,2,2013-10-06,"",FALSE,9503.969320258,32.521888028,1025.105810057,2129.538615582,1104.432805525
"179","336",1,1,2016-11-11,591,"NULL",2016-11-15,2016-11-11,2017-01-06,56,1493.398058,27.467857,649.999983,843.398043,193.39806,3.52921,3.412631,2017-01-06,NA,"FR4913260365","A",2014-07-03,"E",2017-01-06,2,2014-06-08,"",FALSE,1432.168737622,26.341674863,623.349983697,808.818723237,185.46873954
"180","121",2,2,2016-11-13,592,"",2016-11-19,2016-11-13,2017-09-28,319,10480.097087,33.838557,1020.873774,2371.747548,1350.873774,3.351038,3.05935,2017-09-28,50,"FR4401572145","N",2013-09-13,"B",2018-11-13,2,2013-09-13,"",FALSE,10050.413106433,32.451176163,979.017949266,2274.505898532,1295.487949266
"181","42",5,4,2016-11-22,594,"NULL",2016-11-28,2016-11-22,2016-11-22,0,2.524271,NA,2.524271,0,-2.524271,NA,NA,2016-11-22,NA,"FR4401572064",NA,NA,NA,NA,NA,2010-08-04,NA,FALSE,2.420775889,NA,2.420775889,0,-2.420775889
"182","61",4,4,2016-11-23,596,"NULL",2016-11-28,2016-11-23,2017-10-30,341,11261.747572,34.016422,1227.572802,2720.873758,1493.300956,3.794615,3.306025,2017-10-30,NA,"FR4401572091","N",2011-08-04,"B",2017-10-30,2,2011-08-04,"",FALSE,10800.015921548,32.621748698,1177.242317118,2609.317933922,1432.075616804
"183","53",4,4,2016-11-25,599,"",2016-12-30,2016-11-25,2018-01-16,417,16460.291262,40.657314,1386.019404,2921.74754,1535.728136,3.307215,2.981012,2018-01-16,109,"FR4401572082","N",2011-05-14,"B",2020-02-11,2,2011-05-14,"",FALSE,15785.419320258,38.990364126,1329.192608436,2801.95589086,1472.763282424
"184","339",1,1,2016-11-30,602,"NULL",2016-12-05,2016-11-30,2017-03-21,111,3104.077669,28.803603,727.378624,1798.349485,1070.970861,2.631025,3.088461,2017-03-21,NA,"FR7947950551","A",2014-08-05,"B",2017-03-21,2,2014-07-23,"",FALSE,2976.810484571,27.622655277,697.556100416,1724.617156115,1027.061055699
"185","126",2,2,2016-12-04,604,"",2016-12-11,2016-12-04,2017-09-08,278,8920.970873,33.052517,914.368918,2234.271815,1319.902897,3.693378,3.554864,2017-09-08,53,"FR4401572152","N",2013-10-17,"B",2020-03-17,2,2013-10-17,"",FALSE,8555.211067207,31.697363803,876.879792362,2142.666670585,1265.786878223
"186","193",1,1,2016-12-10,605,"NULL",2016-12-15,2016-12-11,2017-01-27,47,650,14.24468,319.029112,330.970864,11.941752,4.101777,3.667111,2017-01-27,NA,"FR4401572168","N",2014-09-12,"E",2017-01-27,2,2014-09-12,"FR4401572073",FALSE,623.35,13.66064812,305.948918408,317.401058576,11.452140168
"187","36",5,4,2016-12-13,607,"",2016-12-19,2016-12-14,2017-11-20,341,12469.029126,37.663049,1108.155324,2753.106765,1644.951441,4.274687,3.561875,2017-11-20,213,"FR4401572055","N",2010-03-10,"B",2019-05-07,2,2010-03-10,"",FALSE,11957.798931834,36.118863991,1062.720955716,2640.229387635,1577.508431919
"188","200",1,1,2016-12-14,608,"NULL",2016-12-18,2016-12-14,2017-01-06,23,492.135922,22.03913,492.13591,0,-492.13591,4.159166,3.831666,2017-01-06,NA,"FR4401572172","N",2014-10-06,"E",2017-01-06,2,2014-10-06,"FR4401572086",FALSE,471.958349198,21.13552567,471.95833769,0,-471.95833769
"189","23",6,4,2016-12-20,610,"NULL",2016-12-25,2016-12-20,2018-01-16,392,13938.446601,36.623979,1048.3495,2690.679585,1642.330085,4.068596,3.487017,2018-01-16,NA,"FR4401572023","N",2008-10-13,"B",2018-01-16,2,2008-10-13,"",FALSE,13366.970290359,35.122395861,1005.3671705,2580.361722015,1574.994551515
"190","199",1,1,2016-12-22,612,"",2016-12-27,2016-12-22,2017-10-13,295,6206.699029,21.670847,470.485422,1347.087349,876.601927,4.755818,3.740909,2017-10-13,58,"FR4401572171","N",2014-10-06,"E",2018-02-23,2,2014-10-06,"FR4401571216",FALSE,5952.224368811,20.782342273,451.195519698,1291.856767691,840.661247993
"191","75",3,3,2016-12-27,614,"NULL",2017-01-02,2016-12-28,2017-10-30,306,12090.388349,40.696405,1303.592217,2750.679581,1447.087364,3.7246,3.2472,2017-10-30,NA,"FR4401572106","N",2012-02-22,"B",2017-10-30,2,2012-02-22,"",FALSE,11594.682426691,39.027852395,1250.144936103,2637.901718179,1387.756782076
"192","162",1,1,2016-12-30,615,"NULL",2017-01-03,2016-12-30,2017-01-27,28,877.281553,32.271428,877.28154,0,-877.28154,4.504827,3.416551,2017-01-27,NA,"FR4969340199","A",2014-09-02,"E",2017-01-27,2,2014-08-03,"FR4401572020",FALSE,841.313009327,30.948299452,841.31299686,0,-841.31299686
"193","73",4,4,2017-01-04,616,"NULL",2017-01-09,2017-01-04,2017-06-02,149,6014.951456,41.579865,1126.11649,2627.572786,1501.456296,4.094651,3.57186,2017-06-02,NA,"FR4401572104","N",2011-12-06,"B",2018-03-14,2,2011-12-06,"",FALSE,5768.338446304,39.875090535,1079.94571391,2519.842301774,1439.896587864
"194","76",3,3,2017-01-11,618,"NULL",2017-01-18,2017-01-11,2017-10-16,278,9852.718446,36.504676,1116.699014,2634.854338,1518.155324,3.959428,3.582571,2017-10-16,NA,"FR4401572108","N",2012-04-12,"B",2018-03-14,2,2012-04-12,"",FALSE,9448.756989714,35.007984284,1070.914354426,2526.825310142,1455.910955716
"195","182",1,1,2017-01-14,620,"NULL",2017-01-21,2017-01-14,2017-01-27,13,233.980582,18.538461,233.980576,0,-233.980576,4.37,4.189285,2017-01-27,NA,"FR4401572164","N",2014-08-05,"E",2017-01-27,2,2014-08-05,"FR4401571239",FALSE,224.387378138,17.778384099,224.387372384,0,-224.387372384
"196","113",2,2,2017-01-15,622,"",2017-01-20,2017-01-16,2017-10-16,273,10176.796116,38.39597,1040.582508,2501.553372,1460.970864,3.704516,3.644516,2017-10-16,76,"FR4401572137","P",2015-06-11,"B",2020-09-07,2,2013-06-23,"FR4435728574",FALSE,9759.547475244,36.82173523,997.918625172,2398.989683748,1401.071058576
"197","130",2,2,2017-01-22,625,"",2017-01-26,2017-01-22,2017-11-06,288,8896.407766,31.817013,982.33008,2217.669881,1235.339801,3.916666,3.802916,2017-11-06,68,"FR4401572153","N",2013-10-27,"B",2021-03-01,2,2013-10-27,"FR4401571216",FALSE,8531.655047594,30.512515467,942.05454672,2126.745415879,1184.690869159
"198","205",1,1,2017-02-05,626,"",2017-02-06,2017-02-05,2018-02-14,374,8725.92233,24.031283,471.359208,1277.475702,806.116494,4.308,4.541,2018-02-14,73,"FR4401572175","N",2014-11-14,"B",2021-04-26,2,2014-11-14,"FR4401572084",FALSE,8368.15951447,23.046000397,452.033480472,1225.099198218,773.065717746
"199","108",3,3,2017-02-13,628,"",2017-02-18,2017-02-13,2017-10-31,260,7860.679611,31.140384,974.174743,1933.495117,959.320374,3.13,4.84,2017-10-31,90,"FR4401572131","N",2013-03-05,"M",2018-05-06,2,2013-03-05,"",FALSE,7538.391746949,29.863628256,934.233578537,1854.221817203,919.988238666
"200","203",1,1,2017-02-14,630,"",2017-02-17,2017-02-15,2018-01-05,324,6581.650485,20.923148,465.825226,1288.640743,822.815517,NA,NA,2018-01-05,95,"FR4401572173","N",2014-11-01,"B",2022-05-30,2,2014-11-01,"FR4401572112",FALSE,6311.802815115,20.065298932,446.726391734,1235.806472537,789.080080803
"201","70",4,5,2017-02-20,631,"NULL",2017-03-28,2017-02-24,2017-10-05,223,7612.621359,35.161434,1217.864064,2798.15531,1580.291246,NA,NA,2017-10-05,NA,"FR4401572101","N",2011-11-08,"B",2018-03-14,2,2011-11-08,"",FALSE,7300.503883281,33.719815206,1167.931637376,2683.43094229,1515.499304914
"202","204",1,1,2017-02-26,633,"",2017-03-29,2017-02-27,2017-12-04,280,7201.747572,26.492142,679.708721,1646.698999,966.990278,NA,NA,2017-12-04,72,"FR4401572174","N",2014-11-06,"E",2018-02-28,2,2014-11-06,"FR4401571288",FALSE,6906.475921548,25.405964178,651.840663439,1579.184340041,927.343676602
"203","142",2,2,2017-03-04,634,"",2017-03-08,2017-03-04,2018-04-10,402,11758.349514,30.127114,1109.223286,2337.184436,1227.96115,NA,NA,2018-04-10,169,"FR4401572155","N",2013-11-24,"B",2019-10-01,2,2013-11-24,"FR4401572101",FALSE,11276.257183926,28.891902326,1063.745131274,2241.359874124,1177.61474285
"204","195",1,1,2017-03-06,635,"",2017-03-10,2017-03-06,2018-01-05,305,7073.980582,23.88918,537.669887,1511.941718,974.271831,NA,NA,2018-01-05,40,"FR4401572170","N",2014-09-14,NA,NA,2,2014-09-14,"FR4401572120",FALSE,6783.947378138,22.90972362,515.625421633,1449.952107562,934.326685929
"205","145",2,2,2017-03-15,636,"",2017-03-22,2017-03-15,2018-01-12,303,9467.669902,32.183828,911.165033,2051.067936,1139.902903,NA,NA,2018-01-12,47,"FR4401572156","N",2013-12-08,"B",2022-10-24,2,2013-12-08,"FR4401572020",FALSE,9079.495436018,30.864291052,873.807266647,1966.974150624,1093.166883977
"206","111",3,4,2017-03-18,638,"",2017-03-22,2017-03-18,2018-01-12,300,8605.145631,29.544333,910.776685,2105.145602,1194.368917,NA,NA,2018-01-12,129,"FR4401572135","N",2013-04-19,"B",2024-12-23,2,2013-04-19,"FR4401572002",FALSE,8252.334660129,28.333015347,873.434840915,2018.834632318,1145.399791403
"207","194",1,1,2017-03-18,639,"",2017-03-22,2017-03-18,2018-01-05,293,7664.077669,26.941979,620.776685,1708.349485,1087.5728,NA,NA,2018-01-05,90,"FR4401572169","N",2014-09-13,"B",2020-03-17,2,2014-09-13,"FR4401572064",FALSE,7349.850484571,25.837357861,595.324840915,1638.307156115,1042.9823152
"208","60",4,4,2017-03-21,640,"NULL",2017-03-26,2017-03-21,2017-08-15,147,5506.213592,38.580952,1257.864062,2640.485408,1382.621346,NA,NA,2017-08-15,NA,"FR4401572090","N",2011-08-01,"B",2018-01-16,2,2011-08-01,"",FALSE,5280.458834728,36.999132968,1206.291635458,2532.225506272,1325.933870814
"209","207",1,1,2017-04-02,641,"NULL",2017-04-06,2017-04-03,2017-05-19,46,1058.349514,23.697826,574.951445,483.39805,-91.553395,NA,NA,2017-05-19,NA,"FR4401572176","N",2014-11-28,"E",2017-05-24,2,2014-11-28,"FR4401572095",FALSE,1014.957183926,22.726215134,551.378435755,463.57872995,-87.799705805
"210","210",1,1,2017-04-20,642,"NULL",2017-04-24,2017-04-20,2017-05-19,29,672.038834,23.868965,672.03882,0,-672.03882,NA,NA,2017-05-19,NA,"FR4401572178","N",2014-12-25,"E",2017-05-24,2,2014-12-25,"FR4401572072",FALSE,644.485241806,22.890337435,644.48522838,0,-644.48522838
"211","157",2,2,2017-04-29,643,"",2017-05-05,2017-04-29,2018-08-25,483,13356.213592,28.482194,874.368918,2044.757251,1170.388333,NA,NA,2018-08-25,58,"FR4401572159","N",2014-01-31,"B",2021-06-09,2,2014-01-31,"FR4401572099",FALSE,12808.608834728,27.314424046,838.519792362,1960.922203709,1122.402411347
"212","209",1,1,2017-05-04,645,"",2017-05-09,2017-05-05,2018-06-04,395,9955.145631,25.958987,621.650472,1616.116477,994.466005,NA,NA,2018-06-04,82,"FR4401572177","N",2014-12-23,"B",2020-12-07,2,2014-12-23,"FR4401572124",FALSE,9546.984660129,24.894668533,596.162802648,1549.855701443,953.692898795
"213","259",1,1,2017-06-21,648,"NULL",2017-06-28,2017-06-21,2018-09-11,447,10883.980582,25.079418,572.330081,1414.757252,842.427171,NA,NA,2018-09-11,NA,"FR4401572201","N",2015-08-29,"B",2018-09-11,2,2015-08-29,"FR4401572108",FALSE,10437.737378138,24.051161862,548.864547679,1356.752204668,807.887656989
"214","222",1,1,2017-07-06,650,"",2017-07-10,2017-07-06,2018-05-12,310,9933.592233,33.005161,815.436881,2151.165017,1335.728136,NA,NA,2018-05-12,51,"FR4401572182","N",2015-01-29,"B",2022-12-26,2,2015-01-29,"FR4401572122",FALSE,9526.314951447,31.651949399,782.003968879,2062.967251303,1280.963282424
"215","151",2,2,2017-07-19,652,"",2017-07-23,2017-07-19,2018-06-14,330,10879.320388,33.956666,1047.669885,2409.611623,1361.941738,NA,NA,2018-06-14,47,"FR4401572158","N",2014-01-08,"B",2021-01-11,2,2014-01-08,"FR4401571277",FALSE,10433.268252092,32.564442694,1004.715419715,2310.817546457,1306.102126742
"216","230",1,1,2017-07-19,654,"",2017-07-23,2017-07-19,2018-10-05,443,11670.388349,27.134311,861.650471,2093.009683,1231.359212,NA,NA,2018-10-05,74,"FR4401572185","N",2015-02-16,"E",2019-01-29,2,2015-02-16,"FR4401572123",FALSE,11191.902426691,26.021804249,826.322801689,2007.196285997,1180.873484308
"217","122",2,2,2017-07-21,655,"",2017-07-27,2017-07-22,2018-06-30,343,11684.660194,35.088046,1109.417461,2526.990264,1417.572803,NA,NA,2018-06-30,54,"FR4401572148","N",2013-10-04,"B",2021-11-22,2,2013-10-04,"FR4401572039",FALSE,11205.589126046,33.649436114,1063.931345099,2423.383663176,1359.452318077
"218","237",1,1,2017-07-31,658,"",2017-08-05,2017-07-31,2018-06-30,334,9480.194174,29.235329,671.456297,1763.106765,1091.650468,NA,NA,2018-06-30,42,"FR4401572191","N",2015-04-04,"B",2021-04-26,2,2015-04-04,"FR4401572135",FALSE,9091.506212866,28.036680511,643.926588823,1690.819387635,1046.892798812
"219","301",2,2,2017-08-02,659,"",2017-08-08,2017-08-02,2018-10-02,426,18001.84466,43.525586,1177.766976,2794.465988,1616.699012,NA,NA,2018-10-02,39,"FR1442982480","A",2015-11-04,"B",2021-12-27,2,2014-02-09,"FR5008263260",FALSE,17263.76902894,41.741036974,1129.478529984,2679.892882492,1550.414352508
"220","29",7,5,2017-08-04,663,"NULL",2017-08-11,2017-08-04,2018-09-11,403,12140.194174,31.028287,1208.252412,2564.951429,1356.699017,NA,NA,2018-09-11,NA,"FR4401572038","N",2009-06-02,"B",2018-09-11,2,2009-06-02,"",FALSE,11642.446212866,29.756127233,1158.714063108,2459.788420411,1301.074357303
"221","69",4,4,2017-08-09,665,"NULL",2017-08-16,2017-08-09,2018-11-13,461,19696.796116,44.008026,1256.601925,3014.854343,1758.252418,NA,NA,2018-11-13,NA,"FR4401572100","N",2011-11-03,"B",2018-11-13,2,2011-11-03,"",FALSE,18889.227475244,42.203696934,1205.081246075,2891.245314937,1686.164068862
"222","120",3,3,2017-08-18,668,"",2017-08-24,2017-08-18,2018-07-04,320,8707.281553,28.026562,1100.679599,2089.029097,988.349498,NA,NA,2018-07-04,91,"FR4401572144","N",2013-09-04,"B",2020-11-24,2,2013-09-04,"FR4401572035",FALSE,8350.283009327,26.877472958,1055.551735441,2003.378904023,947.827168582
"223","221",1,1,2017-08-22,669,"",2017-08-25,2017-08-22,2018-07-13,325,8080.873786,25.610153,701.456297,1458.834926,757.378629,NA,NA,2018-07-13,44,"FR4401572181","N",2015-01-29,"B",2021-01-11,2,2015-01-29,"FR4401572104",FALSE,7749.557960774,24.560136727,672.696588823,1399.022694034,726.326105211
"224","190",2,2,2017-08-24,671,"",2017-08-29,2017-08-24,2018-07-31,341,12179.708737,36.789149,1124.077657,2513.300939,1389.223282,NA,NA,2018-07-31,44,"FR4401572166","N",2014-08-30,"M",2020-05-13,2,2014-08-30,"FR4401571247",FALSE,11680.340678783,35.280793891,1077.990473063,2410.255600501,1332.265127438
"225","342",1,1,2017-08-26,672,"",2017-08-31,2017-08-26,2018-06-05,283,9310.097087,33.884805,821.067946,2058.543655,1237.475709,NA,NA,2018-06-05,107,"FR4916869235","A",2015-03-11,"B",2022-04-13,2,2015-02-04,"FR4916868836",FALSE,8928.383106433,32.495527995,787.404160214,1974.143365145,1186.739204931
"226","124",3,3,2017-08-27,673,"",2017-09-01,2017-08-27,2018-05-15,261,8370.970873,33.034865,1134.757267,2359.805796,1225.048529,NA,NA,2018-05-15,85,"FR4401572150","N",2013-10-07,"B",2019-03-05,2,2013-10-07,"",FALSE,8027.761067207,31.680435535,1088.232219053,2263.053758364,1174.821539311
"227","358",1,1,2017-08-27,675,"",2017-08-31,2017-08-29,2018-07-04,309,9347.184466,31.157281,747.087365,1959.417448,1212.330083,NA,NA,2018-07-04,59,"FR4916869232","A",2015-03-11,"B",2020-07-20,2,2015-01-29,"FR4916869031",FALSE,8963.949902894,29.879832479,716.456783035,1879.081332632,1162.624549597
"228","344",1,1,2017-08-31,677,"",2017-09-05,2017-08-31,2018-08-09,343,8453.592233,25.385422,609.029111,1502.232981,893.20387,NA,NA,2018-08-09,67,"FR4401572184","N",2015-01-31,"B",2021-07-19,2,2015-01-31,"FR4401572068",FALSE,8106.994951447,24.344619698,584.058917449,1440.641428779,856.58251133
"229","125",2,3,2017-09-06,678,"",2017-09-11,2017-09-06,2018-09-17,376,14846.407766,40.66968,1237.766976,2765.728125,1527.961149,NA,NA,2018-09-17,46,"FR4401572151","N",2013-10-08,"B",2021-12-27,2,2013-10-08,"FR4401572064",FALSE,14237.705047594,39.00222312,1187.018529984,2652.333271875,1465.314741891
"230","169",2,2,2017-09-06,680,"",2017-09-11,2017-09-06,2018-07-17,314,11547.572815,37.87898,1052.718433,2390.097059,1337.378626,NA,NA,2018-07-17,45,"FR4401572160","N",2014-05-23,"B",2022-03-21,2,2014-05-23,"FR4401572089",FALSE,11074.122329585,36.32594182,1009.556977247,2292.103079581,1282.546102334
"231","81",4,4,2017-09-08,681,"NULL",2017-09-13,2017-09-08,2018-02-06,151,4302.815533,29.350331,946.019403,2134.757252,1188.737849,NA,NA,2018-02-06,NA,"FR4401572107","N",2012-03-24,"B",2018-02-06,2,2012-03-24,"",FALSE,4126.400096147,28.146967429,907.232607477,2047.232204668,1139.999597191
"232","31",6,4,2017-09-09,682,"NULL",2017-09-13,2017-09-09,2018-07-24,318,10084.077669,32.662264,1225.825228,2552.524238,1326.69901,NA,NA,2018-07-24,NA,"FR4401572045","N",2009-09-25,"B",2018-07-24,2,2009-09-25,"",FALSE,9670.630484571,31.323111176,1175.566393652,2447.870744242,1272.30435059
"233","116",3,3,2017-09-10,683,"",2017-09-14,2017-09-10,2018-08-31,355,12234.951456,35.498591,1109.611635,2529.902882,1420.291247,NA,NA,2018-08-31,46,"FR4401572140","N",2013-08-22,"B",2022-12-26,2,2013-08-22,"FR4401571288",FALSE,11733.318446304,34.043148769,1064.117557965,2426.176863838,1362.059305873
"234","112",3,3,2017-09-12,684,"",2017-09-16,2017-09-12,2018-10-05,388,12987.76699,34.477835,986.0194,2580.970843,1594.951443,NA,NA,2018-10-05,45,"FR4401572136","N",2013-05-04,"B",2020-05-25,2,2013-05-04,"FR4401572056",FALSE,12455.26854341,33.064243765,945.5926046,2475.151038437,1529.558433837
"235","180",2,2,2017-09-21,686,"",2017-09-28,2017-09-21,2018-09-17,361,11435.339805,32.627146,903.980566,2180.970848,1276.990282,NA,NA,2018-09-17,22,"FR4401572163","A",2016-04-22,"B",2023-03-06,2,2014-07-21,"FR4435728574",FALSE,10966.490872995,31.289433014,866.917362794,2091.551043232,1224.633680438
"236","77",4,4,2017-09-24,688,"",2017-09-29,2017-09-24,2018-07-23,302,10508.252427,35.839403,981.456295,2478.543661,1497.087366,NA,NA,2018-07-23,52,"FR4401572111","N",2012-05-06,"M",2019-10-27,2,2012-05-06,"",FALSE,10077.414077493,34.369987477,941.216586905,2376.923370899,1435.706783994
"237","107",3,4,2017-09-28,690,"",2017-10-03,2017-09-28,2018-12-27,455,15513.883495,35.11934,1251.262122,2454.854339,1203.592217,NA,NA,2018-12-27,86,"FR4401572129","N",2013-02-05,"B",2019-11-19,2,2013-02-05,"",FALSE,14877.814271705,33.67944706,1199.960374998,2354.205311101,1154.244936103
"238","266",2,2,2017-10-02,692,"",2017-10-08,2017-10-03,2018-10-19,381,13446.990291,36.352755,1013.300959,2401.94172,1388.640761,NA,NA,2018-10-19,51,"FR7947950552","A",2014-08-11,"B",2020-05-25,2,2014-07-29,"",FALSE,12895.663689069,34.862292045,971.755619681,2303.46210948,1331.706489799
"239","52",5,5,2017-10-10,693,"",2017-10-15,2017-10-10,2018-07-21,284,9301.553398,33.734507,1011.067947,2270.582498,1259.514551,NA,NA,2018-07-21,136,"FR4401572080","N",2011-04-21,"B",2019-11-19,2,2011-04-21,"",FALSE,8920.189708682,32.351392213,969.614161173,2177.488615582,1207.874454409
"240","232",1,1,2017-10-12,695,"",2017-10-17,2017-10-12,2018-07-21,282,6475.92233,23.653191,532.912607,1399.41745,866.504843,NA,NA,2018-07-21,NA,"FR4401572187","N",2015-03-02,"M",2018-09-30,2,2015-03-02,"FR4401571277",FALSE,6210.40951447,22.683410169,511.063190113,1342.04133455,830.978144437
"241","118",3,3,2017-10-14,697,"",2017-10-19,2017-10-14,2018-10-01,352,11622.718446,34.009659,1086.796101,2165.339776,1078.543675,NA,NA,2018-10-01,43,"FR4401572142","N",2013-08-29,"B",2020-11-02,2,2013-08-29,"",FALSE,11146.186989714,32.615262981,1042.237460859,2076.560845184,1034.323384325
"242","138",3,3,2017-10-16,698,"",2017-10-21,2017-10-16,2018-08-31,319,10039.805825,32.416927,1094.466005,2347.669875,1253.20387,NA,NA,2018-08-31,61,"FR4401572154","N",2013-11-18,"B",2021-12-27,2,2013-11-18,"FR4401572065",FALSE,9628.173786175,31.087832993,1049.592898795,2251.415410125,1201.82251133
"243","239",1,1,2017-10-16,700,"",2017-10-20,2017-10-16,2018-11-10,390,11855.53398,31.310769,664.854352,1801.94172,1137.087368,NA,NA,2018-11-10,48,"FR4401572192",NA,NA,"M",2023-08-26,2,2015-04-07,"FR4441171393",FALSE,11369.45708682,30.027027471,637.595323568,1728.06210948,1090.466785912
