CowID,RemLactation_LacNumber,CalculatedLactationCycle,LacCalvingDate,milk_production_start_date,milk_production_end_date,lactation_duration,total_milk_production,mean_fat_percent,mean_protein_percent,dry_off_date,dry_off_interval,still_milking,AniLifeNumber
56,3,4,2018-01-09 00:00:00.000,2018-01-09 00:00:00.000,2018-12-26 00:00:00.000,351,12051.6,3.361590,3.127585,2018-12-26 00:00:00.000,NULL,1,FR 4404288137
58,3,2,2017-09-09 00:00:00.000,2017-09-09 00:00:00.000,2018-07-30 00:00:00.000,324,7909.0,4.736492,3.663323,2018-07-30 00:00:00.000,50,0,FR 4404288139
58,4,3,2018-09-18 00:00:00.000,2018-09-18 00:00:00.000,2019-08-14 00:00:00.000,330,10385.4,4.757341,3.585317,2019-08-14 00:00:00.000,56,0,FR 4404288139
58,5,4,2019-10-09 00:00:00.000,2019-10-09 00:00:00.000,2020-07-29 00:00:00.000,294,9951.9,4.876033,3.587050,2020-07-29 00:00:00.000,51,0,FR 4404288139
58,6,5,2020-09-17 00:00:00.000,2020-09-18 00:00:00.000,2021-07-27 00:00:00.000,312,9160.0,5.027252,3.771821,2021-07-27 00:00:00.000,62,0,FR 4404288139
58,7,6,2021-09-26 00:00:00.000,2021-09-27 00:00:00.000,2022-07-22 00:00:00.000,298,10817.1,4.976923,3.696488,2022-07-22 00:00:00.000,64,0,FR 4404288139
58,8,7,2022-09-23 00:00:00.000,2022-09-24 00:00:00.000,2023-06-09 00:00:00.000,258,9639.8,4.950965,3.715135,2023-06-09 00:00:00.000,83,0,FR 4404288139
58,9,8,2023-08-31 00:00:00.000,2023-08-31 00:00:00.000,2024-06-14 00:00:00.000,288,9893.3,5.176262,3.765536,2024-06-14 00:00:00.000,80,0,FR 4404288139
58,10,9,2024-09-02 00:00:00.000,2024-09-02 00:00:00.000,2024-09-19 00:00:00.000,17,574.6,4.309444,3.870555,2024-09-19 00:00:00.000,NULL,1,FR 4404288139
59,2,2,2017-07-11 00:00:00.000,2017-07-11 00:00:00.000,2018-06-01 00:00:00.000,325,12226.4,4.169846,3.270552,2018-06-01 00:00:00.000,59,0,FR 4404288140
59,3,3,2018-07-30 00:00:00.000,2018-07-30 00:00:00.000,2019-07-29 00:00:00.000,364,13382.2,4.036410,3.281972,2019-07-29 00:00:00.000,53,0,FR 4404288140
59,4,4,2019-09-20 00:00:00.000,2019-09-20 00:00:00.000,2020-08-21 00:00:00.000,336,12229.4,3.999317,3.278872,2020-08-21 00:00:00.000,55,0,FR 4404288140
59,5,5,2020-10-15 00:00:00.000,2020-10-15 00:00:00.000,2021-10-04 00:00:00.000,354,12432.6,3.906366,3.272873,2021-10-04 00:00:00.000,112,0,FR 4404288140
59,6,6,2022-01-23 00:00:00.000,2022-01-24 00:00:00.000,2023-01-29 00:00:00.000,370,12580.0,4.153396,3.332776,2023-01-29 00:00:00.000,NULL,1,FR 4404288140
61,2,2,2017-03-11 00:00:00.000,2017-03-11 00:00:00.000,2018-04-12 00:00:00.000,397,10080.9,4.969095,3.608517,2018-04-12 00:00:00.000,NULL,1,FR 4404288142
64,6,6,2022-01-19 00:00:00.000,2022-01-19 00:00:00.000,2022-11-14 00:00:00.000,299,10994.8,5.361337,3.459933,2022-11-14 00:00:00.000,NULL,1,FR 4404288145
64,5,5,2020-09-22 00:00:00.000,2020-09-22 00:00:00.000,2021-09-21 00:00:00.000,364,11351.9,5.089945,3.650739,2021-09-21 00:00:00.000,120,0,FR 4404288145
64,4,4,2019-09-23 00:00:00.000,2019-09-23 00:00:00.000,2020-07-29 00:00:00.000,310,11164.0,5.366655,3.506045,2020-07-29 00:00:00.000,55,0,FR 4404288145
64,3,3,2018-07-30 00:00:00.000,2018-07-30 00:00:00.000,2019-07-16 00:00:00.000,351,10372.0,5.242897,3.593636,2019-07-16 00:00:00.000,69,0,FR 4404288145
64,2,2,2017-07-01 00:00:00.000,2017-07-01 00:00:00.000,2018-04-12 00:00:00.000,285,8376.7,5.140000,3.523951,2018-04-12 00:00:00.000,109,0,FR 4404288145
65,2,2,2017-03-29 00:00:00.000,2017-03-29 00:00:00.000,2018-06-15 00:00:00.000,443,13692.4,4.168716,3.422094,2018-06-15 00:00:00.000,NULL,1,FR 4404288146
68,2,2,2017-06-11 00:00:00.000,2017-06-12 00:00:00.000,2018-06-01 00:00:00.000,354,10688.0,4.230591,3.421690,2018-06-01 00:00:00.000,74,0,FR 4404288149
68,3,3,2018-08-14 00:00:00.000,2018-08-14 00:00:00.000,2019-07-21 00:00:00.000,341,11574.1,4.321788,3.388475,2019-07-21 00:00:00.000,NULL,1,FR 4404288149
69,2,2,2017-04-24 00:00:00.000,2017-04-24 00:00:00.000,2018-09-24 00:00:00.000,518,16326.2,5.149768,3.214161,2018-09-24 00:00:00.000,61,0,FR 4404288150
69,3,3,2018-11-24 00:00:00.000,2018-11-24 00:00:00.000,2020-09-15 00:00:00.000,661,20919.0,5.179607,3.451767,2020-09-15 00:00:00.000,NULL,1,FR 4404288150
70,2,2,2017-07-11 00:00:00.000,2017-07-12 00:00:00.000,2018-10-02 00:00:00.000,447,13719.4,4.776919,3.474508,2018-10-02 00:00:00.000,76,0,FR 4404288151
70,3,3,2018-12-17 00:00:00.000,2018-12-17 00:00:00.000,2020-09-15 00:00:00.000,638,19552.8,5.289639,3.648746,2020-09-15 00:00:00.000,NULL,1,FR 4404288151
72,2,2,2017-06-08 00:00:00.000,2017-06-08 00:00:00.000,2018-03-12 00:00:00.000,277,9449.8,3.955143,3.392482,2018-03-12 00:00:00.000,57,0,FR 4404288154
72,3,3,2018-05-08 00:00:00.000,2018-05-08 00:00:00.000,2019-02-28 00:00:00.000,296,10574.1,3.919898,3.370269,2019-02-28 00:00:00.000,95,0,FR 4404288154
72,4,4,2019-06-02 00:00:00.000,2019-06-03 00:00:00.000,2020-03-08 00:00:00.000,279,10597.8,3.891892,3.359821,2020-03-08 00:00:00.000,NULL,1,FR 4404288154
73,2,2,2017-07-19 00:00:00.000,2017-07-19 00:00:00.000,2018-05-23 00:00:00.000,308,10251.8,4.176893,3.352588,2018-05-23 00:00:00.000,59,0,FR 4404288155
73,3,3,2018-07-21 00:00:00.000,2018-07-21 00:00:00.000,2019-02-28 00:00:00.000,222,5829.3,4.082376,3.408071,2019-02-28 00:00:00.000,137,0,FR 4404288155
73,4,4,2019-07-15 00:00:00.000,2019-07-15 00:00:00.000,2020-05-12 00:00:00.000,302,8840.8,4.233609,3.409569,2020-05-12 00:00:00.000,NULL,1,FR 4404288155
74,2,2,2017-11-13 00:00:00.000,2017-11-13 00:00:00.000,2018-11-22 00:00:00.000,374,13013.7,4.686346,3.316373,2018-11-22 00:00:00.000,NULL,1,FR 4404288156
75,2,2,2017-08-08 00:00:00.000,2017-08-08 00:00:00.000,2018-06-01 00:00:00.000,297,8811.9,4.948456,3.437281,2018-06-01 00:00:00.000,52,0,FR 4404288157
75,3,3,2018-07-23 00:00:00.000,2018-07-23 00:00:00.000,2019-05-14 00:00:00.000,295,7918.4,4.997263,3.473445,2019-05-14 00:00:00.000,NULL,1,FR 4404288157
76,2,2,2017-07-28 00:00:00.000,2017-07-28 00:00:00.000,2018-07-30 00:00:00.000,367,12262.0,3.829836,3.235570,2018-07-30 00:00:00.000,58,0,FR 4404288158
76,3,3,2018-09-26 00:00:00.000,2018-09-26 00:00:00.000,2019-02-05 00:00:00.000,132,4543.2,3.557969,3.361804,2019-02-05 00:00:00.000,NULL,1,FR 4404288158
77,2,2,2018-03-02 00:00:00.000,2018-03-02 00:00:00.000,2018-12-26 00:00:00.000,299,10448.9,5.368466,3.324066,2018-12-26 00:00:00.000,45,0,FR 4404288159
77,3,3,2019-02-09 00:00:00.000,2019-02-09 00:00:00.000,2019-06-01 00:00:00.000,112,4552.5,5.105929,3.419026,2019-06-01 00:00:00.000,NULL,1,FR 4404288159
78,6,6,2021-08-29 00:00:00.000,2021-08-30 00:00:00.000,2022-01-04 00:00:00.000,127,3457.7,5.308125,3.666562,2022-01-04 00:00:00.000,NULL,1,FR 4404288161
78,5,5,2020-08-16 00:00:00.000,2020-08-17 00:00:00.000,2021-06-28 00:00:00.000,315,10995.2,5.070000,3.698761,2021-06-28 00:00:00.000,63,0,FR 4404288161
78,4,4,2019-06-08 00:00:00.000,2019-06-08 00:00:00.000,2020-06-19 00:00:00.000,377,12472.1,5.012116,3.555423,2020-06-19 00:00:00.000,59,0,FR 4404288161
78,3,3,2018-06-21 00:00:00.000,2018-06-21 00:00:00.000,2019-04-15 00:00:00.000,298,9155.7,4.868662,3.564949,2019-04-15 00:00:00.000,54,0,FR 4404288161
78,2,2,2017-07-08 00:00:00.000,2017-07-08 00:00:00.000,2018-05-06 00:00:00.000,302,8685.1,5.011617,3.514587,2018-05-06 00:00:00.000,46,0,FR 4404288161
79,2,2,2018-02-26 00:00:00.000,2018-02-27 00:00:00.000,2019-02-28 00:00:00.000,366,13092.6,3.415286,3.093869,2019-02-28 00:00:00.000,NULL,1,FR 4404288162
80,1,1,2016-12-03 00:00:00.000,2016-12-04 00:00:00.000,2018-01-23 00:00:00.000,415,11279.2,4.220793,3.312355,2018-01-23 00:00:00.000,47,0,FR 4404288163
80,2,2,2018-03-10 00:00:00.000,2018-03-11 00:00:00.000,2019-02-05 00:00:00.000,331,10439.4,4.129969,3.295000,2019-02-05 00:00:00.000,NULL,1,FR 4404288163
81,2,2,2017-09-19 00:00:00.000,2017-09-19 00:00:00.000,2018-08-03 00:00:00.000,318,11609.9,4.948714,3.321285,2018-08-03 00:00:00.000,61,0,FR 4404288164
81,3,3,2018-10-03 00:00:00.000,2018-10-03 00:00:00.000,2020-01-08 00:00:00.000,462,13995.9,5.308574,3.438293,2020-01-08 00:00:00.000,44,0,FR 4404288164
81,4,4,2020-02-21 00:00:00.000,2020-02-21 00:00:00.000,2020-11-23 00:00:00.000,276,9043.9,5.188375,3.592346,2020-11-23 00:00:00.000,60,0,FR 4404288164
81,5,5,2021-01-22 00:00:00.000,2021-01-22 00:00:00.000,2022-04-01 00:00:00.000,434,15259.7,5.519862,3.507034,2022-04-01 00:00:00.000,59,0,FR 4404288164
81,6,6,2022-05-30 00:00:00.000,2022-05-30 00:00:00.000,2022-09-24 00:00:00.000,117,4358.4,5.438448,3.280603,2022-09-24 00:00:00.000,NULL,1,FR 4404288164
82,2,1,2018-03-20 00:00:00.000,2018-03-20 00:00:00.000,2019-03-05 00:00:00.000,350,8702.5,6.360712,3.651595,2019-03-05 00:00:00.000,NULL,1,FR 4404288165
84,1,1,2016-12-07 00:00:00.000,2016-12-07 00:00:00.000,2017-10-19 00:00:00.000,316,9527.6,3.721451,3.401608,2017-10-19 00:00:00.000,52,0,FR 4404288167
84,2,2,2017-12-10 00:00:00.000,2017-12-10 00:00:00.000,2018-09-11 00:00:00.000,275,11444.0,3.518442,3.292862,2018-09-11 00:00:00.000,57,0,FR 4404288167
84,3,3,2018-11-06 00:00:00.000,2018-11-07 00:00:00.000,2019-11-08 00:00:00.000,366,13325.4,3.930655,3.446584,2019-11-08 00:00:00.000,62,0,FR 4404288167
84,4,4,2020-01-09 00:00:00.000,2020-01-09 00:00:00.000,2020-12-03 00:00:00.000,329,12759.4,4.042484,3.419545,2020-12-03 00:00:00.000,60,0,FR 4404288167
84,5,5,2021-01-31 00:00:00.000,2021-02-01 00:00:00.000,2022-02-11 00:00:00.000,375,14297.2,4.377553,3.483244,2022-02-11 00:00:00.000,NULL,1,FR 4404288167
85,1,1,2016-12-02 00:00:00.000,2016-12-02 00:00:00.000,2018-03-30 00:00:00.000,483,16635.9,4.613347,3.019483,2018-03-30 00:00:00.000,47,0,FR 4404288168
85,2,2,2018-05-16 00:00:00.000,2018-05-16 00:00:00.000,2018-11-22 00:00:00.000,190,7447.0,4.630628,2.903089,2018-11-22 00:00:00.000,NULL,1,FR 4404288168
86,2,2,2017-12-03 00:00:00.000,2017-12-03 00:00:00.000,2019-02-28 00:00:00.000,452,15261.9,4.423222,3.349470,2019-02-28 00:00:00.000,NULL,1,FR 4404288169
87,1,1,2017-03-19 00:00:00.000,2017-03-20 00:00:00.000,2017-03-31 00:00:00.000,11,282.2,3.702500,3.800000,2017-03-31 00:00:00.000,NULL,1,FR 4404288170
88,5,6,2021-05-07 00:00:00.000,2021-05-08 00:00:00.000,2022-07-01 00:00:00.000,419,15714.8,5.035642,3.233380,2022-07-01 00:00:00.000,NULL,1,FR 4404288171
88,4,5,2020-05-20 00:00:00.000,2020-05-20 00:00:00.000,2021-03-02 00:00:00.000,286,8971.3,4.966933,3.387944,2021-03-02 00:00:00.000,67,0,FR 4404288171
88,3,3,2019-01-31 00:00:00.000,2019-01-31 00:00:00.000,2020-03-08 00:00:00.000,402,12500.2,5.193358,3.330223,2020-03-08 00:00:00.000,73,0,FR 4404288171
88,2,2,2018-02-15 00:00:00.000,2018-02-16 00:00:00.000,2018-12-11 00:00:00.000,298,9401.7,4.881638,3.228729,2018-12-11 00:00:00.000,51,0,FR 4404288171
88,1,1,2017-03-12 00:00:00.000,2017-03-13 00:00:00.000,2017-12-12 00:00:00.000,274,6792.2,4.685927,3.283272,2017-12-12 00:00:00.000,66,0,FR 4404288171
89,1,1,2017-01-25 00:00:00.000,2017-01-25 00:00:00.000,2017-05-12 00:00:00.000,107,3014.6,4.536111,3.520833,2017-05-12 00:00:00.000,NULL,1,FR 4404288172
91,1,1,2016-12-17 00:00:00.000,2016-12-19 00:00:00.000,2017-11-17 00:00:00.000,333,8651.0,3.028023,3.222095,2017-11-17 00:00:00.000,60,0,FR 4404288174
91,2,2,2018-01-16 00:00:00.000,2018-01-16 00:00:00.000,2019-01-23 00:00:00.000,372,12440.1,3.381662,3.256112,2019-01-23 00:00:00.000,34,0,FR 4404288174
91,3,3,2019-02-26 00:00:00.000,2019-02-26 00:00:00.000,2019-12-30 00:00:00.000,307,9742.7,3.234967,3.401168,2019-12-30 00:00:00.000,50,0,FR 4404288174
91,4,4,2020-02-17 00:00:00.000,2020-02-18 00:00:00.000,2020-12-03 00:00:00.000,289,9924.1,3.343137,3.326448,2020-12-03 00:00:00.000,66,0,FR 4404288174
91,5,5,2021-02-07 00:00:00.000,2021-02-07 00:00:00.000,2021-11-02 00:00:00.000,268,8573.8,3.204494,3.332209,2021-11-02 00:00:00.000,NULL,1,FR 4404288174
92,1,1,2016-12-15 00:00:00.000,2016-12-16 00:00:00.000,2017-11-10 00:00:00.000,329,8570.3,3.652818,3.094242,2017-11-10 00:00:00.000,39,0,FR 4404288175
92,2,2,2017-12-19 00:00:00.000,2017-12-19 00:00:00.000,2018-10-05 00:00:00.000,290,9686.2,3.542749,3.109690,2018-10-05 00:00:00.000,62,0,FR 4404288175
92,3,3,2018-12-05 00:00:00.000,2018-12-06 00:00:00.000,2019-12-02 00:00:00.000,361,12098.3,3.277182,3.068287,2019-12-02 00:00:00.000,49,0,FR 4404288175
92,4,4,2020-01-20 00:00:00.000,2020-01-20 00:00:00.000,2021-02-25 00:00:00.000,402,13910.2,3.814913,3.148833,2021-02-25 00:00:00.000,68,0,FR 4404288175
92,5,5,2021-04-28 00:00:00.000,2021-05-04 00:00:00.000,2021-12-01 00:00:00.000,211,7276.8,3.479198,3.128113,2021-12-01 00:00:00.000,NULL,1,FR 4404288175
93,2,1,2017-09-26 00:00:00.000,2017-09-27 00:00:00.000,2017-10-03 00:00:00.000,6,3.1,9.840000,4.730000,2017-10-03 00:00:00.000,NULL,1,FR 4404288176
94,1,1,2016-12-27 00:00:00.000,2016-12-27 00:00:00.000,2017-10-19 00:00:00.000,296,8608.6,3.641548,3.404175,2017-10-19 00:00:00.000,54,0,FR 4404288177
94,2,2,2017-12-12 00:00:00.000,2017-12-12 00:00:00.000,2018-09-24 00:00:00.000,286,11506.5,3.579059,3.385435,2018-09-24 00:00:00.000,63,0,FR 4404288177
94,3,3,2018-11-25 00:00:00.000,2018-11-26 00:00:00.000,2019-10-08 00:00:00.000,316,11652.0,3.928201,3.483974,2019-10-08 00:00:00.000,70,0,FR 4404288177
94,4,4,2019-12-17 00:00:00.000,2019-12-17 00:00:00.000,2020-10-20 00:00:00.000,308,11394.4,3.887475,3.478284,2020-10-20 00:00:00.000,130,0,FR 4404288177
94,5,5,2021-02-27 00:00:00.000,2021-02-27 00:00:00.000,2022-01-03 00:00:00.000,310,14034.7,3.638231,3.446334,2022-01-03 00:00:00.000,63,0,FR 4404288177
94,6,6,2022-03-07 00:00:00.000,2022-03-07 00:00:00.000,2023-04-14 00:00:00.000,403,16379.5,4.345915,3.563415,2023-04-14 00:00:00.000,NULL,1,FR 4404288177
95,3,3,2019-03-03 00:00:00.000,2019-03-03 00:00:00.000,2019-10-31 00:00:00.000,242,8026.2,3.436872,3.166378,2019-10-31 00:00:00.000,NULL,1,FR 4404288178
95,2,2,2018-01-30 00:00:00.000,2018-01-31 00:00:00.000,2018-12-26 00:00:00.000,329,9688.5,3.755333,3.192181,2018-12-26 00:00:00.000,67,0,FR 4404288178
95,1,1,2017-02-23 00:00:00.000,2017-02-24 00:00:00.000,2017-12-12 00:00:00.000,291,8040.0,3.435513,3.120582,2017-12-12 00:00:00.000,50,0,FR 4404288178
96,1,1,2016-12-08 00:00:00.000,2016-12-09 00:00:00.000,2017-09-18 00:00:00.000,283,6580.2,3.383450,3.198133,2017-09-18 00:00:00.000,57,0,FR 4404288180
96,2,2,2017-11-14 00:00:00.000,2017-11-14 00:00:00.000,2018-09-19 00:00:00.000,309,11518.8,3.046903,3.009741,2018-09-19 00:00:00.000,51,0,FR 4404288180
96,3,3,2018-11-09 00:00:00.000,2018-11-09 00:00:00.000,2019-07-16 00:00:00.000,249,9096.5,3.112520,3.155240,2019-07-16 00:00:00.000,117,0,FR 4404288180
96,4,4,2019-11-10 00:00:00.000,2019-11-10 00:00:00.000,2020-09-21 00:00:00.000,316,13327.1,3.277507,3.129526,2020-09-21 00:00:00.000,62,0,FR 4404288180
96,5,6,2020-11-22 00:00:00.000,2020-11-22 00:00:00.000,2021-10-29 00:00:00.000,341,12698.5,3.222105,3.267485,2021-10-29 00:00:00.000,88,0,FR 4404288180
96,6,7,2022-01-23 00:00:00.000,2022-01-25 00:00:00.000,2022-11-11 00:00:00.000,290,13273.6,3.156460,3.076494,2022-11-11 00:00:00.000,59,0,FR 4404288180
96,7,8,2023-01-08 00:00:00.000,2023-01-09 00:00:00.000,2023-09-29 00:00:00.000,263,11295.3,3.545378,3.159015,2023-09-29 00:00:00.000,156,0,FR 4404288180
96,8,9,2024-03-03 00:00:00.000,2024-03-03 00:00:00.000,2024-08-17 00:00:00.000,167,6991.6,3.328214,3.291428,2024-08-17 00:00:00.000,NULL,1,FR 4404288180
97,1,1,2017-02-08 00:00:00.000,2017-02-08 00:00:00.000,2017-03-31 00:00:00.000,51,1129.2,3.832745,3.590784,2017-03-31 00:00:00.000,NULL,1,FR 4404288181
98,1,1,2017-03-08 00:00:00.000,2017-03-08 00:00:00.000,2017-03-31 00:00:00.000,23,611.1,4.322500,3.941250,2017-03-31 00:00:00.000,NULL,1,FR 4404288182
99,1,1,2017-01-18 00:00:00.000,2017-01-18 00:00:00.000,2017-10-11 00:00:00.000,266,4742.1,3.403258,3.386928,2017-10-11 00:00:00.000,NULL,1,FR 4404288183
100,1,1,2017-02-15 00:00:00.000,2017-02-16 00:00:00.000,2017-03-31 00:00:00.000,43,1269.1,4.648636,3.380909,2017-03-31 00:00:00.000,NULL,1,FR 4404288184
101,1,1,2016-12-02 00:00:00.000,2016-12-02 00:00:00.000,2017-09-18 00:00:00.000,290,6772.8,3.948109,3.415463,2017-09-18 00:00:00.000,55,0,FR 4404288185
101,2,2,2017-11-12 00:00:00.000,2017-11-12 00:00:00.000,2018-10-30 00:00:00.000,352,10757.7,4.226676,3.365852,2018-10-30 00:00:00.000,53,0,FR 4404288185
101,3,3,2018-12-22 00:00:00.000,2018-12-22 00:00:00.000,2019-10-28 00:00:00.000,310,10498.3,4.333279,3.425530,2019-10-28 00:00:00.000,50,0,FR 4404288185
101,4,4,2019-12-17 00:00:00.000,2019-12-17 00:00:00.000,2020-10-02 00:00:00.000,290,9916.3,4.518625,3.424501,2020-10-02 00:00:00.000,55,0,FR 4404288185
101,5,5,2020-11-25 00:00:00.000,2020-11-26 00:00:00.000,2021-11-25 00:00:00.000,364,10741.3,4.605369,3.445753,2021-11-25 00:00:00.000,65,0,FR 4404288185
101,6,6,2022-01-29 00:00:00.000,2022-01-29 00:00:00.000,2022-10-28 00:00:00.000,272,9739.0,4.543736,3.368608,2022-10-28 00:00:00.000,66,0,FR 4404288185
101,7,7,2023-01-01 00:00:00.000,2023-01-02 00:00:00.000,2024-03-03 00:00:00.000,426,13605.3,5.360468,3.574473,2024-03-03 00:00:00.000,NULL,1,FR 4404288185
102,1,1,2017-03-04 00:00:00.000,2017-03-05 00:00:00.000,2017-03-31 00:00:00.000,26,711.0,3.726296,3.469259,2017-03-31 00:00:00.000,NULL,1,FR 4404288186
103,1,1,2017-03-08 00:00:00.000,2017-03-09 00:00:00.000,2017-03-31 00:00:00.000,22,492.5,3.905909,3.823181,2017-03-31 00:00:00.000,NULL,1,FR 4404288187
104,1,1,2017-02-22 00:00:00.000,2017-02-22 00:00:00.000,2017-12-01 00:00:00.000,282,7735.3,3.139893,3.091413,2017-12-01 00:00:00.000,12,0,FR 4404288188
104,2,2,2017-12-13 00:00:00.000,2017-12-13 00:00:00.000,2018-12-26 00:00:00.000,378,8324.5,4.178891,3.209525,2018-12-26 00:00:00.000,70,0,FR 4404288188
104,3,3,2019-03-06 00:00:00.000,2019-03-06 00:00:00.000,2020-03-08 00:00:00.000,368,12345.7,3.290216,3.133197,2020-03-08 00:00:00.000,NULL,1,FR 4404288188
106,1,1,2017-04-26 00:00:00.000,2017-04-26 00:00:00.000,2018-10-05 00:00:00.000,527,12476.8,4.240378,3.376496,2018-10-05 00:00:00.000,NULL,1,FR 4404288190
107,1,1,2017-03-13 00:00:00.000,2017-03-14 00:00:00.000,2017-03-31 00:00:00.000,17,320.9,4.752777,3.707777,2017-03-31 00:00:00.000,NULL,1,FR 4404288191
108,1,1,2017-03-30 00:00:00.000,2017-03-31 00:00:00.000,2018-03-30 00:00:00.000,364,11619.4,3.510191,3.244767,2018-03-30 00:00:00.000,48,0,FR 4404288192
108,2,2,2018-05-17 00:00:00.000,2018-05-17 00:00:00.000,2018-10-15 00:00:00.000,151,6320.9,3.342368,3.164407,2018-10-15 00:00:00.000,NULL,1,FR 4404288192
109,1,1,2017-04-11 00:00:00.000,2017-04-12 00:00:00.000,2018-05-14 00:00:00.000,397,11313.2,4.118165,3.521909,2018-05-14 00:00:00.000,56,0,FR 4404288193
109,2,2,2018-07-09 00:00:00.000,2018-07-09 00:00:00.000,2019-07-16 00:00:00.000,372,11862.9,4.114946,3.459059,2019-07-16 00:00:00.000,89,0,FR 4404288193
109,3,3,2019-10-13 00:00:00.000,2019-10-13 00:00:00.000,2020-07-29 00:00:00.000,290,11147.0,3.970824,3.446941,2020-07-29 00:00:00.000,57,0,FR 4404288193
109,4,4,2020-09-24 00:00:00.000,2020-09-24 00:00:00.000,2021-08-09 00:00:00.000,319,10900.8,4.122062,3.509531,2021-08-09 00:00:00.000,NULL,1,FR 4404288193
110,3,2,2017-07-25 00:00:00.000,2017-07-25 00:00:00.000,2018-09-24 00:00:00.000,426,16141.9,4.907892,3.231381,2018-09-24 00:00:00.000,66,0,FR 4404658920
110,4,3,2018-11-29 00:00:00.000,2018-11-29 00:00:00.000,2019-09-13 00:00:00.000,288,10678.9,5.191003,3.168996,2019-09-13 00:00:00.000,48,0,FR 4404658920
110,5,4,2019-10-31 00:00:00.000,2019-10-31 00:00:00.000,2020-07-29 00:00:00.000,272,9140.2,4.953750,3.448529,2020-07-29 00:00:00.000,57,0,FR 4404658920
110,6,5,2020-09-24 00:00:00.000,2020-09-24 00:00:00.000,2021-08-24 00:00:00.000,334,10566.0,4.935059,3.460239,2021-08-24 00:00:00.000,58,0,FR 4404658920
110,7,6,2021-10-21 00:00:00.000,2021-10-21 00:00:00.000,2022-09-12 00:00:00.000,326,13816.0,5.553547,3.145779,2022-09-12 00:00:00.000,66,0,FR 4404658920
110,8,8,2022-11-15 00:00:00.000,2022-11-17 00:00:00.000,2022-11-17 00:00:00.000,0,0.0,NULL,NULL,2022-11-17 00:00:00.000,NULL,1,FR 4404658920
111,3,2,2017-08-28 00:00:00.000,2017-08-29 00:00:00.000,2018-06-28 00:00:00.000,303,10890.9,4.516151,3.326546,2018-06-28 00:00:00.000,53,0,FR 4404658938
111,4,3,2018-08-20 00:00:00.000,2018-08-20 00:00:00.000,2019-05-17 00:00:00.000,270,6188.9,4.225092,3.572878,2019-05-17 00:00:00.000,NULL,1,FR 4404658938
112,3,2,2017-05-23 00:00:00.000,2017-05-23 00:00:00.000,2018-04-12 00:00:00.000,324,8348.5,4.383107,3.048584,2018-04-12 00:00:00.000,NULL,1,FR 4947438444
113,3,2,2017-05-03 00:00:00.000,2017-05-03 00:00:00.000,2018-06-15 00:00:00.000,408,15372.1,4.490048,3.219706,2018-06-15 00:00:00.000,59,0,FR 4454691592
113,4,3,2018-08-13 00:00:00.000,2018-08-13 00:00:00.000,2019-06-28 00:00:00.000,319,11390.9,4.395562,3.316156,2019-06-28 00:00:00.000,57,0,FR 4454691592
113,5,4,2019-08-24 00:00:00.000,2019-08-24 00:00:00.000,2020-08-31 00:00:00.000,373,13637.7,4.527058,3.315106,2020-08-31 00:00:00.000,83,0,FR 4454691592
113,6,6,2020-11-21 00:00:00.000,2020-11-22 00:00:00.000,2021-09-22 00:00:00.000,304,10754.1,4.218524,3.254196,2021-09-22 00:00:00.000,NULL,1,FR 4454691592
114,5,3,2018-11-10 00:00:00.000,2018-11-10 00:00:00.000,2019-04-19 00:00:00.000,160,7199.7,3.625250,3.543250,2019-04-19 00:00:00.000,NULL,1,FR 4454691593
114,4,2,2017-12-03 00:00:00.000,2017-12-04 00:00:00.000,2018-09-05 00:00:00.000,275,11416.7,4.049021,3.435000,2018-09-05 00:00:00.000,66,0,FR 4454691593
114,3,1,2016-12-03 00:00:00.000,2016-12-04 00:00:00.000,2017-10-19 00:00:00.000,319,11722.3,4.171125,3.486093,2017-10-19 00:00:00.000,46,0,FR 4454691593
116,4,2,2017-08-12 00:00:00.000,2017-08-12 00:00:00.000,2018-01-12 00:00:00.000,153,4506.4,4.284805,3.316428,2018-01-12 00:00:00.000,NULL,1,FR 4912264927
117,3,2,2017-08-26 00:00:00.000,2017-08-27 00:00:00.000,2018-06-01 00:00:00.000,278,10409.6,4.552544,3.578207,2018-06-01 00:00:00.000,73,0,FR 4935590346
117,4,3,2018-08-13 00:00:00.000,2018-08-13 00:00:00.000,2019-02-28 00:00:00.000,199,5520.8,4.334750,3.622800,2019-02-28 00:00:00.000,NULL,1,FR 4935590346
118,4,2,2017-08-12 00:00:00.000,2017-08-13 00:00:00.000,2018-04-12 00:00:00.000,242,6532.5,6.484609,3.316543,2018-04-12 00:00:00.000,117,0,FR 4945368325
118,5,3,2018-08-07 00:00:00.000,2018-08-07 00:00:00.000,2019-02-28 00:00:00.000,205,5292.5,5.664077,3.264660,2019-02-28 00:00:00.000,NULL,1,FR 4945368325
120,4,2,2017-06-26 00:00:00.000,2017-06-26 00:00:00.000,2018-09-05 00:00:00.000,436,12480.4,3.878489,3.451052,2018-09-05 00:00:00.000,66,0,FR 4950954269
120,5,3,2018-11-10 00:00:00.000,2018-11-10 00:00:00.000,2019-03-24 00:00:00.000,134,6327.7,3.284740,3.484814,2019-03-24 00:00:00.000,NULL,1,FR 4950954269
123,4,2,2017-04-09 00:00:00.000,2017-04-09 00:00:00.000,2017-11-10 00:00:00.000,215,7778.1,3.379444,3.103379,2017-11-10 00:00:00.000,NULL,1,FR 4954667338
