CowID,RemLactation_LacNumber,CalculatedLactationCycle,LacCalvingDate,milk_production_start_date,milk_production_end_date,lactation_duration,total_milk_production,mean_fat_percent,mean_protein_percent,dry_off_date,dry_off_interval,still_milking,AniLifeNumber
803,1,1,2023-05-03 00:00:00.000,2023-05-04 00:00:00.000,2024-01-26 00:00:00.000,267,7881.3,4.843544,3.389477,2024-01-26 00:00:00.000,61,0,FR 4404288505
804,1,1,2023-05-24 00:00:00.000,2023-05-26 00:00:00.000,2024-02-12 00:00:00.000,262,8509.7,4.372030,3.333409,2024-02-12 00:00:00.000,NULL,1,FR 4404288506
808,1,1,2023-07-02 00:00:00.000,2023-07-03 00:00:00.000,2023-09-13 00:00:00.000,72,2238.8,4.557123,3.429452,2023-09-13 00:00:00.000,NULL,1,FR 4404288507
818,1,1,2023-10-13 00:00:00.000,2023-10-14 00:00:00.000,2023-10-27 00:00:00.000,13,202.3,4.918571,3.606428,2023-10-27 00:00:00.000,NULL,1,FR 4404288509
825,1,1,2023-08-13 00:00:00.000,2023-08-14 00:00:00.000,2024-05-30 00:00:00.000,290,11805.8,3.612371,3.249656,2024-05-30 00:00:00.000,57,0,FR 4404288511
825,2,2,2024-07-25 00:00:00.000,2024-07-26 00:00:00.000,2024-09-19 00:00:00.000,55,2811.5,3.067500,3.247321,2024-09-19 00:00:00.000,NULL,1,FR 4404288511
828,1,1,2023-09-15 00:00:00.000,2023-09-16 00:00:00.000,2024-09-01 00:00:00.000,351,11366.5,4.663352,3.537755,2024-09-01 00:00:00.000,NULL,1,FR 4404288512
829,1,1,2023-07-21 00:00:00.000,2023-07-21 00:00:00.000,2023-07-22 00:00:00.000,1,14.4,7.820000,4.750000,2023-07-22 00:00:00.000,NULL,1,FR 4404288513
839,1,1,2023-09-09 00:00:00.000,2023-09-11 00:00:00.000,2023-10-31 00:00:00.000,50,1605.2,3.685882,3.678039,2023-10-31 00:00:00.000,NULL,1,FR 4404288514
840,1,1,2023-09-12 00:00:00.000,2023-09-13 00:00:00.000,2024-04-12 00:00:00.000,212,6675.3,4.497417,3.525258,2024-04-12 00:00:00.000,NULL,1,FR 4404288516
841,1,1,2023-08-30 00:00:00.000,2023-09-01 00:00:00.000,2024-08-03 00:00:00.000,337,11410.7,4.403639,3.456538,2024-08-03 00:00:00.000,NULL,1,FR 4404288515
843,1,1,2023-08-31 00:00:00.000,2023-09-01 00:00:00.000,2024-07-19 00:00:00.000,322,11607.9,4.667708,3.406377,2024-07-19 00:00:00.000,56,0,FR 4404288517
843,2,2,2024-09-13 00:00:00.000,2024-09-13 00:00:00.000,2024-09-19 00:00:00.000,6,234.0,3.721428,4.370000,2024-09-19 00:00:00.000,NULL,1,FR 4404288517
844,1,1,2023-08-13 00:00:00.000,2023-08-14 00:00:00.000,2023-09-13 00:00:00.000,30,933.8,4.292258,3.490967,2023-09-13 00:00:00.000,NULL,1,FR 4404288518
848,1,1,2023-10-05 00:00:00.000,2023-10-05 00:00:00.000,2023-12-16 00:00:00.000,72,2754.4,3.848611,3.481805,2023-12-16 00:00:00.000,NULL,1,FR 4404288519
852,1,1,2023-08-28 00:00:00.000,2023-09-01 00:00:00.000,2024-06-14 00:00:00.000,287,11681.4,3.569791,3.117361,2024-06-14 00:00:00.000,62,0,FR 4404288521
852,2,2,2024-08-14 00:00:00.000,2024-08-15 00:00:00.000,2024-09-18 00:00:00.000,34,1338.9,3.729714,3.495428,2024-09-18 00:00:00.000,NULL,1,FR 4404288521
855,1,1,2024-01-22 00:00:00.000,2024-01-22 00:00:00.000,2024-09-19 00:00:00.000,241,9424.6,4.984793,3.264380,2024-09-19 00:00:00.000,NULL,1,FR 4404288522
857,1,1,2023-09-28 00:00:00.000,2023-09-30 00:00:00.000,2023-11-08 00:00:00.000,39,892.1,4.363750,3.639500,2023-11-08 00:00:00.000,NULL,1,FR 4404288523
859,1,1,2023-10-11 00:00:00.000,2023-10-11 00:00:00.000,2024-06-28 00:00:00.000,261,6902.5,5.475496,3.579160,2024-06-28 00:00:00.000,67,0,FR 4404288524
859,2,2,2024-09-03 00:00:00.000,2024-09-03 00:00:00.000,2024-09-19 00:00:00.000,16,506.7,4.622941,3.899411,2024-09-19 00:00:00.000,NULL,1,FR 4404288524
860,1,1,2023-09-25 00:00:00.000,2023-09-26 00:00:00.000,2024-09-19 00:00:00.000,359,14888.4,4.602972,3.456750,2024-09-19 00:00:00.000,NULL,1,FR 4404288525
861,1,1,2023-08-31 00:00:00.000,2023-08-31 00:00:00.000,2024-08-09 00:00:00.000,344,13188.2,4.556753,3.286376,2024-08-09 00:00:00.000,36,0,FR 4404288526
861,2,2,2024-09-12 00:00:00.000,2024-09-14 00:00:00.000,2024-09-18 00:00:00.000,4,19.8,2.476666,4.003333,2024-09-18 00:00:00.000,NULL,1,FR 4404288526
864,1,1,2024-01-06 00:00:00.000,2024-01-07 00:00:00.000,2024-09-19 00:00:00.000,256,8993.0,4.197343,3.265117,2024-09-19 00:00:00.000,NULL,1,FR 4404288527
865,1,1,2023-12-07 00:00:00.000,2023-12-08 00:00:00.000,2024-09-18 00:00:00.000,285,10367.7,4.886293,3.760594,2024-09-18 00:00:00.000,NULL,1,FR 4404288528
867,1,1,2024-01-04 00:00:00.000,2024-01-04 00:00:00.000,2024-09-19 00:00:00.000,259,9779.0,5.288846,3.446038,2024-09-19 00:00:00.000,NULL,1,FR 4404288529
869,1,1,2023-11-06 00:00:00.000,2023-11-07 00:00:00.000,2024-08-09 00:00:00.000,276,9544.3,4.054945,3.467400,2024-08-09 00:00:00.000,NULL,1,FR 4404288530
870,1,1,2023-10-23 00:00:00.000,2023-10-23 00:00:00.000,2024-07-19 00:00:00.000,270,9557.3,4.912666,3.476148,2024-07-19 00:00:00.000,57,0,FR 4404288531
870,2,2,2024-09-14 00:00:00.000,2024-09-14 00:00:00.000,2024-09-18 00:00:00.000,4,52.9,4.008000,4.510000,2024-09-18 00:00:00.000,NULL,1,FR 4404288531
871,1,1,2024-01-15 00:00:00.000,2024-01-15 00:00:00.000,2024-09-19 00:00:00.000,248,7700.9,4.451290,3.377419,2024-09-19 00:00:00.000,NULL,1,FR 4404288532
873,1,1,2023-11-14 00:00:00.000,2023-11-14 00:00:00.000,2024-09-19 00:00:00.000,310,12505.7,5.389003,3.221254,2024-09-19 00:00:00.000,NULL,1,FR 4404288533
874,1,1,2023-11-11 00:00:00.000,2023-11-12 00:00:00.000,2024-09-19 00:00:00.000,312,10923.7,4.881378,3.530256,2024-09-19 00:00:00.000,NULL,1,FR 4404288534
884,1,1,2024-01-19 00:00:00.000,2024-01-19 00:00:00.000,2024-09-19 00:00:00.000,244,11627.8,3.757786,3.342172,2024-09-19 00:00:00.000,NULL,1,FR 4404288537
885,1,1,2023-12-13 00:00:00.000,2023-12-13 00:00:00.000,2024-09-19 00:00:00.000,281,11534.8,3.622198,3.277801,2024-09-19 00:00:00.000,NULL,1,FR 4404288538
886,1,1,2024-03-22 00:00:00.000,2024-03-22 00:00:00.000,2024-09-19 00:00:00.000,181,6937.6,3.257967,2.974175,2024-09-19 00:00:00.000,NULL,1,FR 4404288539
887,1,1,2024-03-30 00:00:00.000,2024-03-30 00:00:00.000,2024-09-19 00:00:00.000,173,6303.9,6.033333,3.213908,2024-09-19 00:00:00.000,NULL,1,FR 4404288540
888,1,1,2024-01-09 00:00:00.000,2024-01-09 00:00:00.000,2024-04-12 00:00:00.000,94,1521.0,4.591578,3.647263,2024-04-12 00:00:00.000,NULL,1,FR 4404288541
896,1,1,2024-03-31 00:00:00.000,2024-04-01 00:00:00.000,2024-09-19 00:00:00.000,171,5824.2,3.272848,3.552441,2024-09-19 00:00:00.000,NULL,1,FR 4404288542
897,1,1,2023-12-19 00:00:00.000,2023-12-19 00:00:00.000,2024-09-18 00:00:00.000,274,9314.1,4.254472,3.355781,2024-09-18 00:00:00.000,NULL,1,FR 4404288543
899,1,1,2024-02-04 00:00:00.000,2024-02-05 00:00:00.000,2024-09-19 00:00:00.000,227,6520.3,4.811858,3.430619,2024-09-19 00:00:00.000,NULL,1,FR 4404288544
901,1,1,2024-03-24 00:00:00.000,2024-03-25 00:00:00.000,2024-09-19 00:00:00.000,178,7437.3,4.715698,3.404972,2024-09-19 00:00:00.000,NULL,1,FR 4404288545
902,1,1,2024-01-26 00:00:00.000,2024-01-27 00:00:00.000,2024-09-19 00:00:00.000,236,8112.2,4.807932,3.531645,2024-09-19 00:00:00.000,NULL,1,FR 4404288546
909,1,1,2024-09-12 00:00:00.000,2024-09-12 00:00:00.000,2024-09-18 00:00:00.000,6,182.5,6.598571,4.171428,2024-09-18 00:00:00.000,NULL,1,FR 4404288548
910,1,1,2024-04-07 00:00:00.000,2024-04-07 00:00:00.000,2024-09-19 00:00:00.000,165,5454.8,5.169096,3.467349,2024-09-19 00:00:00.000,NULL,1,FR 4404288549
914,2,2,2023-10-25 00:00:00.000,2023-10-25 00:00:00.000,2024-07-19 00:00:00.000,268,12255.7,3.435762,3.251561,2024-07-19 00:00:00.000,NULL,1,FR 4404288479
914,1,1,2022-10-27 00:00:00.000,2022-10-28 00:00:00.000,2023-08-18 00:00:00.000,294,11115.6,3.521830,3.320440,2023-08-18 00:00:00.000,68,0,FR 4404288479
915,1,1,2024-03-21 00:00:00.000,2024-03-22 00:00:00.000,2024-09-19 00:00:00.000,181,7505.0,3.393956,3.318351,2024-09-19 00:00:00.000,NULL,1,FR 44042808550
919,1,1,2024-04-11 00:00:00.000,2024-04-12 00:00:00.000,2024-09-19 00:00:00.000,160,5324.8,4.159813,3.412546,2024-09-19 00:00:00.000,NULL,1,FR 44042808552
921,1,1,2024-04-04 00:00:00.000,2024-04-05 00:00:00.000,2024-09-19 00:00:00.000,167,6498.9,3.836071,3.197202,2024-09-19 00:00:00.000,NULL,1,FR 44042808553
923,1,1,2024-04-01 00:00:00.000,2024-04-01 00:00:00.000,2024-09-19 00:00:00.000,171,6121.5,3.680348,3.184593,2024-09-19 00:00:00.000,NULL,1,FR 44042808554
927,1,1,2024-03-17 00:00:00.000,2024-03-18 00:00:00.000,2024-09-19 00:00:00.000,185,6442.2,3.379623,3.170645,2024-09-19 00:00:00.000,NULL,1,FR 44042808555
928,1,1,2024-07-03 00:00:00.000,2024-07-03 00:00:00.000,2024-09-19 00:00:00.000,78,3419.0,4.471392,3.186075,2024-09-19 00:00:00.000,NULL,1,FR 44042808556
931,1,1,2024-03-18 00:00:00.000,2024-03-18 00:00:00.000,2024-09-19 00:00:00.000,185,4958.9,4.659405,3.668108,2024-09-19 00:00:00.000,NULL,1,FR 4404288557
932,1,1,2024-07-31 00:00:00.000,2024-07-31 00:00:00.000,2024-09-19 00:00:00.000,50,1411.8,4.169791,3.333541,2024-09-19 00:00:00.000,NULL,1,FR 44042808558
935,1,1,2024-04-22 00:00:00.000,2024-04-24 00:00:00.000,2024-09-19 00:00:00.000,148,5262.1,3.933221,3.488456,2024-09-19 00:00:00.000,NULL,1,FR 4404288559
936,1,1,2024-03-17 00:00:00.000,2024-03-17 00:00:00.000,2024-09-18 00:00:00.000,185,5675.8,4.304216,3.440918,2024-09-18 00:00:00.000,NULL,1,FR 44042808560
938,1,1,2024-06-03 00:00:00.000,2024-06-03 00:00:00.000,2024-09-06 00:00:00.000,95,4182.5,3.492608,3.175434,2024-09-06 00:00:00.000,NULL,1,FR 44042808561
940,1,1,2024-06-04 00:00:00.000,2024-06-05 00:00:00.000,2024-09-19 00:00:00.000,106,4171.4,2.540280,2.924485,2024-09-19 00:00:00.000,NULL,1,FR 44042808562
943,1,1,2024-05-15 00:00:00.000,2024-05-15 00:00:00.000,2024-07-01 00:00:00.000,47,1503.2,4.309148,3.679361,2024-07-01 00:00:00.000,NULL,1,FR 44042808564
945,1,1,2024-08-03 00:00:00.000,2024-08-04 00:00:00.000,2024-09-12 00:00:00.000,39,1334.6,4.302000,3.635750,2024-09-12 00:00:00.000,NULL,1,FR 44042808565
948,1,1,2024-06-08 00:00:00.000,2024-06-08 00:00:00.000,2024-09-19 00:00:00.000,103,3690.7,3.098653,3.114423,2024-09-19 00:00:00.000,NULL,1,FR 44042808566
950,1,1,2024-07-06 00:00:00.000,2024-07-08 00:00:00.000,2024-09-19 00:00:00.000,73,2124.7,3.799594,3.276351,2024-09-19 00:00:00.000,NULL,1,FR 44042808567
952,1,1,2024-05-13 00:00:00.000,2024-05-14 00:00:00.000,2024-05-30 00:00:00.000,16,130.6,4.466250,3.568125,2024-05-30 00:00:00.000,NULL,1,FR 44042808568
954,1,1,2024-05-22 00:00:00.000,2024-05-23 00:00:00.000,2024-09-18 00:00:00.000,118,4151.4,2.800252,3.060504,2024-09-18 00:00:00.000,NULL,1,FR 44042808569
956,1,1,2024-07-03 00:00:00.000,2024-07-04 00:00:00.000,2024-09-18 00:00:00.000,76,2659.8,4.069740,3.522727,2024-09-18 00:00:00.000,NULL,1,FR 44042808570
958,1,1,2024-07-07 00:00:00.000,2024-07-08 00:00:00.000,2024-09-12 00:00:00.000,66,2020.4,4.114029,3.711044,2024-09-12 00:00:00.000,NULL,1,FR 44042808571
960,1,1,2024-09-08 00:00:00.000,2024-09-08 00:00:00.000,2024-09-19 00:00:00.000,11,258.9,4.504166,3.898333,2024-09-19 00:00:00.000,NULL,1,FR 4404288572
966,1,1,2024-09-11 00:00:00.000,2024-09-11 00:00:00.000,2024-09-19 00:00:00.000,8,145.5,5.128888,4.170000,2024-09-19 00:00:00.000,NULL,1,FR 4404288578
968,1,1,2024-09-05 00:00:00.000,2024-09-05 00:00:00.000,2024-09-19 00:00:00.000,14,307.4,4.014666,3.640666,2024-09-19 00:00:00.000,NULL,1,FR 4404288580
3,7,2,2017-05-20 00:00:00.000,2017-05-20 00:00:00.000,2018-05-06 00:00:00.000,351,13598.1,3.813180,3.311489,2018-05-06 00:00:00.000,49,0,FR 4404288019
3,8,3,2018-06-24 00:00:00.000,2018-06-24 00:00:00.000,2019-07-15 00:00:00.000,386,15488.1,3.752506,3.260930,2019-07-15 00:00:00.000,64,0,FR 4404288019
3,9,4,2019-09-17 00:00:00.000,2019-09-17 00:00:00.000,2020-06-23 00:00:00.000,280,10808.1,3.526785,3.213250,2020-06-23 00:00:00.000,NULL,1,FR 4404288019
4,7,2,2017-09-05 00:00:00.000,2017-09-06 00:00:00.000,2018-08-22 00:00:00.000,350,9547.2,4.139316,3.474444,2018-08-22 00:00:00.000,56,0,FR 4404288028
4,8,3,2018-10-17 00:00:00.000,2018-10-17 00:00:00.000,2019-07-15 00:00:00.000,271,7289.6,4.310477,3.517279,2019-07-15 00:00:00.000,56,0,FR 4404288028
4,9,4,2019-09-08 00:00:00.000,2019-09-09 00:00:00.000,2020-01-23 00:00:00.000,136,3044.2,3.826788,3.625474,2020-01-23 00:00:00.000,NULL,1,FR 4404288028
5,5,1,2016-11-04 00:00:00.000,2016-11-04 00:00:00.000,2018-01-02 00:00:00.000,424,10017.6,5.965966,3.660259,2018-01-02 00:00:00.000,NULL,1,FR 4404288029
9,5,2,2017-01-10 00:00:00.000,2017-01-10 00:00:00.000,2017-10-11 00:00:00.000,274,9008.9,4.577963,3.216727,2017-10-11 00:00:00.000,91,0,FR 4404288050
9,6,3,2018-01-10 00:00:00.000,2018-01-10 00:00:00.000,2018-03-21 00:00:00.000,70,3658.5,4.048450,3.331690,2018-03-21 00:00:00.000,NULL,1,FR 4404288050
12,5,1,2016-11-21 00:00:00.000,2016-11-22 00:00:00.000,2018-01-02 00:00:00.000,406,12801.5,4.013685,3.306707,2018-01-02 00:00:00.000,NULL,1,FR 4404288068
13,5,2,2017-08-28 00:00:00.000,2017-08-29 00:00:00.000,2018-08-25 00:00:00.000,361,10562.8,3.577928,3.231823,2018-08-25 00:00:00.000,NULL,1,FR 4404288069
14,4,1,2016-12-22 00:00:00.000,2016-12-22 00:00:00.000,2017-03-10 00:00:00.000,78,2761.1,4.886329,3.308987,2017-03-10 00:00:00.000,NULL,1,FR 4404288073
15,5,2,2017-10-16 00:00:00.000,2017-10-16 00:00:00.000,2018-09-11 00:00:00.000,330,11288.9,4.917643,3.447945,2018-09-11 00:00:00.000,63,0,FR 4404288075
15,6,3,2018-11-13 00:00:00.000,2018-11-13 00:00:00.000,2020-03-08 00:00:00.000,481,16907.6,5.372821,3.406535,2020-03-08 00:00:00.000,NULL,1,FR 4404288075
17,4,1,2017-01-21 00:00:00.000,2017-01-21 00:00:00.000,2017-08-25 00:00:00.000,216,6368.2,3.320697,3.360232,2017-08-25 00:00:00.000,NULL,1,FR 4404288079
18,4,1,2016-11-01 00:00:00.000,2016-11-02 00:00:00.000,2017-08-14 00:00:00.000,285,8481.3,5.816783,3.660034,2017-08-14 00:00:00.000,68,0,FR 4404288080
18,5,2,2017-10-21 00:00:00.000,2017-10-21 00:00:00.000,2018-09-05 00:00:00.000,319,11432.6,5.607968,3.485000,2018-09-05 00:00:00.000,62,0,FR 4404288080
18,6,3,2018-11-05 00:00:00.000,2018-11-06 00:00:00.000,2019-10-28 00:00:00.000,356,11118.5,5.837408,3.692225,2019-10-28 00:00:00.000,58,0,FR 4404288080
18,7,4,2019-12-25 00:00:00.000,2019-12-25 00:00:00.000,2020-06-04 00:00:00.000,162,6027.5,5.514049,3.606073,2020-06-04 00:00:00.000,NULL,1,FR 4404288080
19,4,2,2017-07-22 00:00:00.000,2017-07-22 00:00:00.000,2018-01-02 00:00:00.000,164,6131.4,3.831062,3.398375,2018-01-02 00:00:00.000,NULL,1,FR 4404288081
20,4,1,2016-11-28 00:00:00.000,2016-11-29 00:00:00.000,2017-08-30 00:00:00.000,274,6611.8,3.959745,3.512509,2017-08-30 00:00:00.000,NULL,1,FR 4404288082
21,5,1,2017-08-25 00:00:00.000,2017-08-25 00:00:00.000,2017-08-25 00:00:00.000,0,4.0,6.790000,3.650000,2017-08-25 00:00:00.000,NULL,1,FR 4404288083
23,6,3,2018-12-29 00:00:00.000,2018-12-30 00:00:00.000,2019-08-24 00:00:00.000,237,10161.6,3.492320,3.269957,2019-08-24 00:00:00.000,NULL,1,FR 4404288088
23,5,2,2017-08-23 00:00:00.000,2017-08-23 00:00:00.000,2018-09-19 00:00:00.000,392,12066.9,3.794910,3.279058,2018-09-19 00:00:00.000,102,0,FR 4404288088
25,4,2,2017-06-05 00:00:00.000,2017-06-08 00:00:00.000,2018-01-29 00:00:00.000,235,7804.3,4.813601,3.447415,2018-01-29 00:00:00.000,NULL,1,FR 4404288094
26,3,1,2016-12-01 00:00:00.000,2016-12-02 00:00:00.000,2017-10-11 00:00:00.000,313,8378.8,4.571401,3.458216,2017-10-11 00:00:00.000,91,0,FR 4404288097
26,4,4,2018-01-10 00:00:00.000,2018-01-10 00:00:00.000,2019-02-05 00:00:00.000,391,11377.4,4.439974,3.425357,2019-02-05 00:00:00.000,NULL,1,FR 4404288097
27,4,2,2017-06-19 00:00:00.000,2017-06-19 00:00:00.000,2018-04-12 00:00:00.000,297,7954.4,4.331543,3.610369,2018-04-12 00:00:00.000,55,0,FR 4404288098
27,5,3,2018-06-06 00:00:00.000,2018-06-06 00:00:00.000,2019-07-29 00:00:00.000,418,14031.7,4.234401,3.352942,2019-07-29 00:00:00.000,79,0,FR 4404288098
27,6,4,2019-10-16 00:00:00.000,2019-10-16 00:00:00.000,2020-08-31 00:00:00.000,320,12020.0,4.317289,3.379252,2020-08-31 00:00:00.000,58,0,FR 4404288098
27,7,5,2020-10-27 00:00:00.000,2020-10-28 00:00:00.000,2021-09-17 00:00:00.000,324,12858.1,4.035493,3.409629,2021-09-17 00:00:00.000,56,0,FR 4404288098
27,8,6,2021-11-12 00:00:00.000,2021-11-12 00:00:00.000,2022-08-26 00:00:00.000,287,11567.5,4.150486,3.420763,2022-08-26 00:00:00.000,60,0,FR 4404288098
27,9,7,2022-10-25 00:00:00.000,2022-10-25 00:00:00.000,2022-11-21 00:00:00.000,27,831.6,4.495000,3.532500,2022-11-21 00:00:00.000,NULL,1,FR 4404288098
29,4,2,2017-10-07 00:00:00.000,2017-10-07 00:00:00.000,2018-06-28 00:00:00.000,264,8737.3,4.560679,3.314150,2018-06-28 00:00:00.000,71,0,FR 4404288100
29,5,4,2018-09-07 00:00:00.000,2018-09-07 00:00:00.000,2020-02-17 00:00:00.000,528,17689.3,4.960492,3.249109,2020-02-17 00:00:00.000,NULL,1,FR 4404288100
30,4,2,2017-10-09 00:00:00.000,2017-10-09 00:00:00.000,2018-09-05 00:00:00.000,331,10140.3,4.092018,3.396626,2018-09-05 00:00:00.000,94,0,FR 4404288101
30,5,3,2018-12-08 00:00:00.000,2018-12-08 00:00:00.000,2019-09-23 00:00:00.000,289,10501.0,3.947517,3.320344,2019-09-23 00:00:00.000,61,0,FR 4404288101
30,6,4,2019-11-23 00:00:00.000,2019-11-23 00:00:00.000,2020-10-19 00:00:00.000,331,11114.7,4.157981,3.360963,2020-10-19 00:00:00.000,137,0,FR 4404288101
30,7,5,2021-03-04 00:00:00.000,2021-03-05 00:00:00.000,2021-12-01 00:00:00.000,271,9118.1,4.033198,3.370367,2021-12-01 00:00:00.000,NULL,1,FR 4404288101
31,4,2,2017-08-31 00:00:00.000,2017-08-31 00:00:00.000,2018-10-23 00:00:00.000,418,12833.0,3.985369,3.344319,2018-10-23 00:00:00.000,93,0,FR 4404288102
31,5,3,2019-01-24 00:00:00.000,2019-01-24 00:00:00.000,2019-12-02 00:00:00.000,312,10834.2,3.552660,3.264871,2019-12-02 00:00:00.000,NULL,1,FR 4404288102
32,3,1,2016-12-17 00:00:00.000,2016-12-17 00:00:00.000,2017-12-01 00:00:00.000,349,12085.4,4.377342,3.496885,2017-12-01 00:00:00.000,178,0,FR 4404288105
32,4,2,2018-05-27 00:00:00.000,2018-05-28 00:00:00.000,2018-11-24 00:00:00.000,180,7290.7,3.800500,3.295666,2018-11-24 00:00:00.000,NULL,1,FR 4404288105
35,4,2,2017-09-14 00:00:00.000,2017-09-14 00:00:00.000,2017-09-14 00:00:00.000,0,5.9,2.630000,4.740000,2017-09-14 00:00:00.000,NULL,1,FR 4404288109
37,5,4,2018-09-03 00:00:00.000,2018-09-03 00:00:00.000,2018-09-06 00:00:00.000,3,9.1,1.005000,3.895000,2018-09-06 00:00:00.000,NULL,1,FR 4404288111
37,4,2,2017-09-12 00:00:00.000,2017-09-12 00:00:00.000,2018-07-17 00:00:00.000,308,11709.5,4.373171,3.436796,2018-07-17 00:00:00.000,48,0,FR 4404288111
38,3,1,2016-12-14 00:00:00.000,2016-12-14 00:00:00.000,2017-10-11 00:00:00.000,301,8804.4,5.553112,2.988476,2017-10-11 00:00:00.000,NULL,1,FR 4404288112
40,3,2,2017-01-28 00:00:00.000,2017-01-28 00:00:00.000,2018-02-13 00:00:00.000,381,10624.4,5.242827,3.286308,2018-02-13 00:00:00.000,55,0,FR 4404288115
40,4,3,2018-04-09 00:00:00.000,2018-04-09 00:00:00.000,2019-01-23 00:00:00.000,289,9344.2,5.173689,3.188241,2019-01-23 00:00:00.000,44,0,FR 4404288115
40,5,4,2019-03-07 00:00:00.000,2019-03-08 00:00:00.000,2019-12-18 00:00:00.000,285,7702.6,5.197762,3.331083,2019-12-18 00:00:00.000,NULL,1,FR 4404288115
41,3,1,2016-12-22 00:00:00.000,2016-12-22 00:00:00.000,2017-10-11 00:00:00.000,293,9016.9,3.716938,3.357619,2017-10-11 00:00:00.000,NULL,1,FR 4404288116
42,3,1,2016-12-23 00:00:00.000,2016-12-23 00:00:00.000,2017-10-19 00:00:00.000,300,11818.1,4.421627,3.485016,2017-10-19 00:00:00.000,72,0,FR 4404288120
42,4,2,2017-12-30 00:00:00.000,2017-12-30 00:00:00.000,2018-12-11 00:00:00.000,346,14569.0,4.411527,3.469596,2018-12-11 00:00:00.000,56,0,FR 4404288120
42,5,3,2019-02-05 00:00:00.000,2019-02-05 00:00:00.000,2019-11-22 00:00:00.000,290,11929.9,4.409169,3.445432,2019-11-22 00:00:00.000,NULL,1,FR 4404288120
43,3,2,2017-12-04 00:00:00.000,2017-12-05 00:00:00.000,2018-10-02 00:00:00.000,301,10482.9,4.182913,3.424006,2018-10-02 00:00:00.000,NULL,1,FR 4404288121
47,2,1,2016-11-13 00:00:00.000,2016-11-14 00:00:00.000,2017-09-20 00:00:00.000,310,8849.6,2.983129,3.121290,2017-09-20 00:00:00.000,NULL,1,FR 4404288127
48,3,2,2017-10-22 00:00:00.000,2017-10-22 00:00:00.000,2018-09-19 00:00:00.000,332,13734.8,4.409459,3.287987,2018-09-19 00:00:00.000,143,0,FR 4404288128
48,4,3,2019-02-08 00:00:00.000,2019-02-09 00:00:00.000,2019-10-28 00:00:00.000,261,8313.5,4.750038,3.369312,2019-10-28 00:00:00.000,80,0,FR 4404288128
48,5,4,2020-01-16 00:00:00.000,2020-01-16 00:00:00.000,2021-02-25 00:00:00.000,406,12084.5,5.098697,3.494520,2021-02-25 00:00:00.000,97,0,FR 4404288128
48,6,5,2021-06-01 00:00:00.000,2021-06-02 00:00:00.000,2022-01-28 00:00:00.000,240,7458.6,4.687385,3.412655,2022-01-28 00:00:00.000,NULL,1,FR 4404288128
50,3,2,2017-09-04 00:00:00.000,2017-09-05 00:00:00.000,2018-04-12 00:00:00.000,219,6224.9,4.794200,3.377077,2018-04-12 00:00:00.000,NULL,1,FR 4404288130
51,2,2,2017-01-14 00:00:00.000,2017-01-15 00:00:00.000,2017-11-10 00:00:00.000,299,8008.9,3.788733,3.127900,2017-11-10 00:00:00.000,NULL,1,FR 4404288131
52,2,2,2017-02-14 00:00:00.000,2017-02-14 00:00:00.000,2018-03-31 00:00:00.000,410,13126.3,4.963552,3.509805,2018-03-31 00:00:00.000,69,0,FR 4404288132
52,3,3,2018-06-08 00:00:00.000,2018-06-08 00:00:00.000,2019-12-02 00:00:00.000,542,18220.3,4.971143,3.463911,2019-12-02 00:00:00.000,NULL,1,FR 4404288132
53,2,2,2017-04-02 00:00:00.000,2017-04-03 00:00:00.000,2018-03-12 00:00:00.000,343,10890.3,4.959156,3.080348,2018-03-12 00:00:00.000,56,0,FR 4404288133
53,3,3,2018-05-07 00:00:00.000,2018-05-07 00:00:00.000,2019-07-29 00:00:00.000,448,13889.1,5.208013,3.149196,2019-07-29 00:00:00.000,NULL,1,FR 4404288133
54,4,3,2019-01-07 00:00:00.000,2019-01-07 00:00:00.000,2020-06-29 00:00:00.000,539,17658.5,4.567421,3.501391,2020-06-29 00:00:00.000,NULL,1,FR 4404288134
54,3,2,2018-01-24 00:00:00.000,2018-01-24 00:00:00.000,2018-11-22 00:00:00.000,302,11639.2,4.131419,3.433630,2018-11-22 00:00:00.000,46,0,FR 4404288134
54,2,1,2016-12-26 00:00:00.000,2016-12-26 00:00:00.000,2017-12-01 00:00:00.000,340,10714.5,4.356070,3.468680,2017-12-01 00:00:00.000,54,0,FR 4404288134
55,2,2,2016-12-26 00:00:00.000,2016-12-26 00:00:00.000,2017-12-01 00:00:00.000,340,10908.1,3.619325,3.436275,2017-12-01 00:00:00.000,116,0,FR 4404288136
55,3,3,2018-03-26 00:00:00.000,2018-03-27 00:00:00.000,2019-04-17 00:00:00.000,386,13057.6,4.153979,3.359043,2019-04-17 00:00:00.000,163,0,FR 4404288136
55,4,4,2019-09-27 00:00:00.000,2019-09-27 00:00:00.000,2020-09-15 00:00:00.000,354,9685.9,4.515056,3.491299,2020-09-15 00:00:00.000,124,0,FR 4404288136
55,5,5,2021-01-17 00:00:00.000,2021-01-17 00:00:00.000,2021-08-11 00:00:00.000,206,7666.3,3.874347,3.429516,2021-08-11 00:00:00.000,NULL,1,FR 4404288136
56,2,2,2016-12-22 00:00:00.000,2016-12-22 00:00:00.000,2017-11-10 00:00:00.000,323,9240.3,3.292530,3.126049,2017-11-10 00:00:00.000,60,0,FR 4404288137
