"","AniId","RemLactation_LacNumber","CalculatedLactationCycle","LacCalvingDate","LacId","LacRemarks","LacColostrumDate","milk_production_start_date","milk_production_end_date","lactation_duration","total_milk_production","avg_daily_yield","early_lactation_yield","mid_lactation_yield","delta_early_mid_yield","mean_fat_percent","mean_protein_percent","dry_off_date","dry_off_interval","AniLifeNumber","AniActive","AniGenId","AniBirthday","AniMotherLifeNumber","category","customer_id","date","entry_code","entry_date","exit_code","exit_date","month","year","still_milking","est_deliver_total_milk_L","est_deliver_avg_daily_yield","est_deliver_early_lactation_yield","est_deliver_mid_lactation_yield","est_deliver_delta_lactation_yield","age_at_calving","n_insem","first_pregnancy","n_insem_flag","n_failed_insem","last_lactation","calving_to_insem_days","n_failed_pregnancies","calving_interval_days","calving_interval_reason"
"144",77,2,2,2018-03-02,688,"",2018-03-09,2018-03-02,2018-12-26,299,10144.563106,34.946153,1216.019402,2636.213562,1420.19416,5.368466,3.324066,2018-12-26,45,"FR4404288159",FALSE,2,2014-05-24,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-10-25,"N",2014-05-24,"M",2019-06-02,10,2016,FALSE,9728.636018654,33.513360727,1166.162606518,2528.128805958,1361.96619944,45,1,FALSE,"recorded",0,FALSE,70,0,344,"recorded"
"145",158,1,1,2018-03-06,690,"",2018-03-13,2018-03-06,2019-04-15,405,9251.067961,23.527407,725.436879,1611.262107,885.825228,4.244507,3.35532,2019-04-15,42,"FR4404288222",FALSE,2,2015-12-25,"FR4947438444","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-03-06,"N",2015-12-25,"B",2024-01-03,3,2018,FALSE,8871.774174599,22.562783313,695.693966961,1545.200360613,849.506393652,26,2,TRUE,"recorded",1,FALSE,90,0,447,"recorded"
"146",159,1,1,2018-03-06,692,"",2018-03-13,2018-03-06,2018-12-26,295,8747.184466,30.541016,868.640763,2229.611616,1360.970853,3.368074,2.911351,2018-12-26,56,"FR4404288224",FALSE,2,2016-01-13,"FR4404288136","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-03-06,"N",2016-01-13,"B",2020-12-28,3,2018,FALSE,8388.549902894,29.288834344,833.026491717,2138.197539744,1305.171048027,25,1,TRUE,"recorded",0,FALSE,72,0,351,"recorded"
"147",80,2,2,2018-03-10,693,"",2018-03-17,2018-03-11,2019-02-05,331,10135.339805,31.538972,1229.708724,2574.563079,1344.854355,4.129969,3.295,2019-02-05,NA,"FR4404288163",FALSE,2,2014-06-16,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-12-03,"N",2014-06-16,"B",2019-07-29,12,2016,FALSE,9719.790872995,30.245874148,1179.290666316,2469.005992761,1289.715326445,44,NA,FALSE,"unknown",NA,TRUE,NA,0,NA,"no subsequent calving"
"148",167,1,1,2018-03-18,696,"",2018-03-20,2018-03-18,2019-03-09,356,9019.514563,26.095786,699.999984,1572.621327,872.621343,4.085084,3.383398,2019-03-09,51,"FR4404288233",FALSE,2,2016-04-03,"FR4968695856","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-03-18,"N",2016-04-03,"B",2021-12-28,3,2018,FALSE,8649.714465917,25.025858774,671.299984656,1508.143852593,836.843867937,23,3,TRUE,"recorded",2,FALSE,100,2,407,"recorded"
"149",160,1,1,2018-03-21,697,"",2018-03-28,2018-03-22,2018-12-26,279,7327.572815,27.051612,748.640759,1942.427156,1193.786397,3.442392,3.177285,2018-12-26,49,"FR4404288225",FALSE,2,2016-01-14,"FR4404288116","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-03-21,"N",2016-01-14,"E",2023-01-30,3,2018,FALSE,7027.142329585,25.942495908,717.946487881,1862.787642604,1144.841154723,26,1,TRUE,"recorded",0,FALSE,56,0,329,"recorded"
"150",163,1,1,2018-03-26,699,"",2018-03-28,2018-03-26,2019-05-31,431,11340.194174,27.100696,767.18445,1828.640747,1061.456297,4.330879,3.25868,2019-05-31,71,"FR4404288229",FALSE,2,2016-02-15,"FR4935590346","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-03-26,"N",2016-02-15,"B",2021-11-22,3,2018,FALSE,10875.246212866,25.989567464,735.72988755,1753.666476373,1017.936588823,25,5,TRUE,"recorded",4,FALSE,96,4,502,"recorded"
"151",55,3,3,2018-03-26,700,"",2018-03-30,2018-03-27,2019-04-17,386,12677.281553,33.827979,1357.766977,2738.349485,1380.582508,4.153979,3.359043,2019-04-17,163,"FR4404288136",FALSE,2,2013-09-10,"FR4404288079","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-01-13,"N",2013-09-10,"B",2021-12-28,1,2016,FALSE,12157.513009327,32.441031861,1302.098530943,2626.077156115,1323.978625172,54,4,FALSE,"recorded",3,FALSE,117,2,550,"recorded"
"152",171,1,1,2018-04-05,701,"",2018-04-09,2018-04-06,2019-02-20,320,8300.388349,26.716875,827.766978,1920.388317,1092.621339,4.401806,3.278878,2019-02-20,47,"FR4404288237",FALSE,2,2016-04-16,"FR4404288143","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-04-05,"N",2016-04-16,"B",2024-03-04,4,2018,FALSE,7960.072426691,25.621483125,793.828531902,1841.652396003,1047.823864101,23,3,TRUE,"recorded",2,FALSE,56,2,367,"recorded"
"153",152,1,1,2018-04-07,703,"NULL",2018-04-14,2018-04-07,2018-06-15,69,1954.854368,29.181159,759.805808,1195.048523,435.242715,4.057428,3.415857,2018-06-15,NA,"FR4404288216",FALSE,2,2015-11-09,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-04-07,"N",2015-11-09,"M",2018-06-15,4,2018,FALSE,1874.705338912,27.984731481,728.653769872,1146.051533557,417.397763685,28,NA,TRUE,"first pregnancy",NA,TRUE,NA,0,NA,"no subsequent calving"
"154",40,4,3,2018-04-09,704,"",2018-04-12,2018-04-09,2019-01-23,289,9072.038834,32.332871,603.49513,2261.165019,1657.669889,5.173689,3.188241,2019-01-23,44,"FR4404288115",FALSE,2,2012-09-17,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-01-01,"N",2012-09-17,"M",2020-01-03,1,2015,FALSE,8700.085241806,31.007223289,578.75182967,2168.457253221,1589.705423551,66,1,FALSE,"recorded",0,FALSE,63,0,332,"recorded"
"155",170,1,1,2018-04-16,705,"",2018-04-23,2018-04-16,2019-01-23,282,7255.048543,26.498936,586.019403,1761.262106,1175.242703,4.15212,3.304734,2019-01-23,37,"FR4404288236",FALSE,2,2016-04-14,"FR4950954270","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-04-16,"N",2016-04-14,"E",2022-10-17,4,2018,FALSE,6957.591552737,25.412479624,561.992607477,1689.050359654,1127.057752177,24,1,TRUE,"recorded",0,FALSE,51,0,319,"recorded"
"156",169,1,1,2018-04-17,706,"",2018-04-24,2018-04-17,2019-02-20,309,7346.796116,24.48932,686.407751,1670.291232,983.883481,4.30042,3.303009,2019-02-20,48,"FR4404288235",FALSE,2,2016-04-07,"FR4454691592","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-04-17,"N",2016-04-07,"M",2021-06-07,4,2018,FALSE,7045.577475244,23.48525788,658.265033209,1601.809291488,943.544258279,24,3,TRUE,"recorded",2,FALSE,73,2,357,"recorded"
"157",207,2,2,2018-04-21,707,"",2018-04-28,2018-04-21,2019-06-14,419,15808.834951,38.861813,786.893188,2625.631038,1838.73785,4.029214,3.431666,2019-06-14,58,"FR4404659034",FALSE,2,2014-11-12,"FR4404658806","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-11-21,"A",2016-11-17,"B",2021-11-22,11,2016,FALSE,15160.672718009,37.268478667,754.630567292,2517.980165442,1763.34959815,41,5,FALSE,"recorded",4,FALSE,97,4,477,"recorded"
"158",166,1,1,2018-04-21,709,"",2018-04-28,2018-04-21,2019-04-01,345,8290.776699,24.752173,781.941733,1778.058224,996.116491,4.917043,3.303826,2019-04-01,43,"FR4404288232",FALSE,2,2016-03-21,"FR4404288153","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-04-21,"N",2016-03-21,"B",2020-06-22,4,2018,FALSE,7950.854854341,23.737333907,749.882121947,1705.157836816,955.275714869,25,2,TRUE,"recorded",1,FALSE,89,1,388,"recorded"
"159",168,1,1,2018-04-28,711,"",2018-05-07,2018-04-28,2019-05-01,368,8801.165048,24.633695,732.232994,1883.883463,1151.650469,5.017181,3.490433,2019-05-01,65,"FR4404288234",FALSE,2,2016-04-03,"FR4404288154","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-04-28,"N",2016-04-03,"B",2021-08-27,4,2018,FALSE,8440.317281032,23.623713505,702.211441246,1806.644241017,1104.432799771,24,3,TRUE,"recorded",2,FALSE,75,2,432,"recorded"
"160",53,3,3,2018-05-07,712,"",2018-05-14,2018-05-07,2019-07-29,448,13484.563106,31.002455,1233.300956,2770.679578,1537.378622,5.208013,3.149196,2019-07-29,NA,"FR4404288133",FALSE,2,2013-08-20,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-11-15,"N",2013-08-20,"B",2019-12-02,11,2015,FALSE,12931.696018654,29.731354345,1182.735616804,2657.081715302,1474.346098498,56,3,FALSE,"recorded",2,TRUE,134,1,NA,"no subsequent calving"
"161",72,3,3,2018-05-08,714,"",2018-05-15,2018-05-08,2019-02-28,296,10266.116504,35.72331,1091.35921,2748.834918,1657.475708,3.919898,3.370269,2019-02-28,95,"FR4404288154",FALSE,2,2014-04-12,"FR4404288102","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-04-03,"N",2014-04-12,"M",2020-12-27,4,2016,FALSE,9845.205727336,34.25865429,1046.61348239,2636.132686362,1589.519203972,48,2,FALSE,"recorded",1,FALSE,72,1,390,"recorded"
"162",209,2,2,2018-05-14,716,"",2018-05-18,2018-05-14,2019-06-14,396,13742.621359,35.744696,1227.864065,2799.223266,1571.359201,4.845994,3.397279,2019-06-14,49,"FR4404659023",FALSE,2,2014-09-29,"FR4404658759","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-11-26,"A",2016-11-17,"B",2023-11-22,11,2016,FALSE,13179.173883281,34.279163464,1177.521638335,2684.455112094,1506.933473759,43,2,FALSE,"recorded",1,FALSE,120,1,445,"recorded"
"163",85,2,2,2018-05-16,718,"+ Bouchons UBROSEAL",2018-05-21,2018-05-16,2018-11-22,190,7230.097087,39.194736,1331.359211,2933.106768,1601.747557,4.630628,2.903089,2018-11-22,NA,"FR4404288168",FALSE,2,2014-08-20,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-12-02,"N",2014-08-20,"B",2019-02-04,12,2016,FALSE,6933.663106433,37.587751824,1276.773483349,2812.849390512,1536.075907163,44,NA,FALSE,"unknown",NA,TRUE,NA,0,NA,"no subsequent calving"
"164",108,2,2,2018-05-17,719,"REFORME, suite mammites incurables après absence peroxude Robot + chaleur août + essai sciure // ET 3ème quartier touché /-> du gachi",2018-05-21,2018-05-17,2018-10-15,151,6136.796116,41.860264,1212.330084,2811.456281,1599.126197,3.342368,3.164407,2018-10-15,NA,"FR4404288192",FALSE,2,2015-02-27,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2017-03-30,"N",2015-02-27,"B",2019-02-04,3,2017,FALSE,5885.187475244,40.143993176,1162.624550556,2696.186573479,1533.562022923,38,1,FALSE,"recorded",0,TRUE,128,0,NA,"no subsequent calving"
"165",153,1,1,2018-05-21,721,"",2018-05-28,2018-05-21,2019-04-30,344,11113.009708,33.274418,824.757266,2336.019388,1511.262122,3.330434,2.961971,2019-04-30,64,"FR4404288217",FALSE,2,2015-11-14,"FR4404288137","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-05-21,"N",2015-11-14,"B",2023-07-31,5,2018,FALSE,10657.376309972,31.910166862,790.942218094,2240.242593092,1449.300374998,30,2,TRUE,"recorded",1,FALSE,87,0,408,"recorded"
"166",32,4,2,2018-05-27,722,"REFORME",2018-06-03,2018-05-28,2018-11-24,180,7078.349514,40.503888,1209.514548,2812.135889,1602.621341,3.8005,3.295666,2018-11-24,NA,"FR4404288105",FALSE,2,2012-04-11,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-01-01,"N",2012-04-11,"B",2019-02-04,1,2015,FALSE,6788.137183926,38.843228592,1159.924451532,2696.838317551,1536.913866019,73,4,FALSE,"recorded",3,TRUE,58,3,NA,"no subsequent calving"
"167",27,5,3,2018-06-06,723,"",2018-06-13,2018-06-06,2019-07-29,418,13623.009708,33.56866,1163.689301,2724.465988,1560.776687,4.234401,3.352942,2019-07-29,79,"FR4404288098",FALSE,2,2012-01-20,"FR4404288040","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-01-01,"N",2012-01-20,"E",2023-01-30,1,2015,FALSE,13064.466309972,32.19234494,1115.978039659,2612.762882492,1496.784842833,76,6,FALSE,"recorded",5,FALSE,69,3,497,"recorded"
"168",52,3,3,2018-06-08,724,"NULL",2018-06-15,2018-06-08,2019-12-02,542,17689.61165,33.616789,1252.232996,3085.048515,1832.815519,4.971143,3.463911,2019-12-02,NA,"FR4404288132",FALSE,2,2013-08-18,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-01-09,"N",2013-08-18,"B",2019-12-02,1,2016,FALSE,16964.33757235,32.238500651,1200.891443164,2958.561525885,1757.670082721,57,1,FALSE,"recorded",0,TRUE,63,0,NA,"no subsequent calving"
"169",78,3,3,2018-06-21,725,"",2018-06-28,2018-06-21,2019-04-15,298,8889.029126,30.723825,940.194158,2267.184438,1326.99028,4.868662,3.564949,2019-04-15,54,"FR4404288161",FALSE,2,2014-05-27,"FR4404288092","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-14,"N",2014-05-27,"B",2022-05-09,6,2016,FALSE,8524.578931834,29.464148175,901.646197522,2174.229876042,1272.58367852,48,2,FALSE,"recorded",1,FALSE,54,1,352,"recorded"
"170",3,8,3,2018-06-24,727,"",2018-07-01,2018-06-24,2019-07-15,386,15036.990291,40.124611,1275.436878,3179.61162,1904.174742,3.752506,3.26093,2019-07-15,64,"FR4404288019",FALSE,2,2008-11-28,"FR4404281402","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-01-01,NA,NA,"B",2020-12-28,1,2015,FALSE,14420.473689069,38.479501949,1223.143966002,3049.24754358,1826.103577578,114,2,FALSE,"recorded",1,FALSE,123,0,450,"recorded"
"171",109,2,2,2018-07-09,728,"",2018-07-14,2018-07-09,2019-07-16,372,11517.37864,31.889516,1243.883481,2856.990259,1613.106778,4.114946,3.459059,2019-07-16,89,"FR4404288193",FALSE,2,2015-03-22,"FR4404288096","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2017-04-11,NA,NA,"E",2021-08-09,4,2017,FALSE,11045.16611576,30.582045844,1192.884258279,2739.853658381,1546.969400102,39,3,FALSE,"recorded",2,FALSE,79,1,461,"recorded"
"172",131,2,2,2018-07-09,730,"",2018-07-16,2018-07-09,2019-04-30,295,8855.825242,30.920338,1270.970859,2509.41745,1238.446591,5.661385,3.410574,2019-04-30,71,"FR4404288194",FALSE,2,2015-04-01,"FR4950954270","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2017-05-25,"N",2015-04-01,"B",2024-01-03,5,2017,FALSE,8492.736407078,29.652604142,1218.861053781,2406.53133455,1187.670280769,39,1,FALSE,"recorded",0,FALSE,79,0,366,"recorded"
"173",126,4,3,2018-07-15,731,"",2018-07-24,2018-07-15,2019-07-15,365,9253.980582,26.113972,911.553383,2200.194148,1288.640765,4.890383,3.490794,2019-07-15,NA,"FR4958880363",FALSE,2,2012-09-27,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-01-03,"A",2012-10-08,"E",2019-12-31,1,2015,FALSE,8874.567378138,25.043299148,874.179694297,2109.986187932,1235.806493635,69,4,FALSE,"recorded",3,TRUE,111,3,NA,"no subsequent calving"
"174",73,3,3,2018-07-21,733,"",2018-07-28,2018-07-21,2019-02-28,222,5659.514563,26.258108,776.40775,1936.407735,1159.999985,4.082376,3.408071,2019-02-28,137,"FR4404288155",FALSE,2,2014-04-14,"FR4404288093","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-08-13,NA,NA,"B",2020-08-05,8,2016,FALSE,5427.474465917,25.181525572,744.57503225,1857.015017865,1112.439985615,51,1,FALSE,"recorded",0,FALSE,79,0,359,"recorded"
"175",75,3,3,2018-07-23,735,"",2018-07-27,2018-07-23,2019-05-14,295,7687.76699,26.842033,1034.174743,1948.349487,914.174744,4.997263,3.473445,2019-05-14,NA,"FR4404288157",FALSE,2,2014-05-09,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-08-18,"N",2014-05-09,"B",2019-09-02,8,2016,FALSE,7372.56854341,25.741509647,991.773578537,1868.467158033,876.693579496,50,NA,FALSE,"unknown",NA,TRUE,NA,0,NA,"no subsequent calving"
"176",142,2,2,2018-07-28,736,"",2018-08-08,2018-07-28,2019-02-28,215,4891.45631,23.433488,875.436877,1659.805793,784.368916,4.395462,3.395462,2019-02-28,124,"FR4404288205",FALSE,2,2015-06-27,"FR4956691421","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2017-08-20,"N",2015-06-27,"B",2021-05-03,8,2017,FALSE,4690.90660129,22.472714992,839.543965043,1591.753755487,752.209790444,37,1,FALSE,"recorded",0,FALSE,62,0,337,"recorded"
"177",59,3,3,2018-07-30,738,"",2018-08-06,2018-07-30,2019-07-29,364,12992.427184,36.764285,1205.145618,2603.495116,1398.349498,4.03641,3.281972,2019-07-29,53,"FR4404288140",FALSE,2,2013-10-27,"FR4404288035","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-12,"N",2013-10-27,"E",2023-01-30,6,2016,FALSE,12459.737669456,35.256949315,1155.734647662,2496.751816244,1341.017168582,57,3,FALSE,"recorded",2,FALSE,93,2,417,"recorded"
"178",64,3,3,2018-07-30,740,"",2018-08-06,2018-07-30,2019-07-16,351,10069.902912,29.549857,1031.650469,2174.465987,1142.815518,5.242897,3.593636,2019-07-16,69,"FR4404288145",FALSE,2,2013-11-22,"FR4404288068","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-06,"N",2013-11-22,"E",2022-11-15,6,2016,FALSE,9657.036892608,28.338312863,989.352799771,2085.312881533,1095.960081762,56,3,FALSE,"recorded",2,FALSE,86,2,420,"recorded"
"179",139,3,2,2018-08-03,741,"",2018-08-10,2018-08-03,2019-05-31,301,8061.747572,27.58671,971.165032,2070.970846,1099.805814,3.261357,3.08596,2019-05-31,99,"FR4404288202",FALSE,2,2015-06-14,"FR4404288106","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2017-08-15,"N",2015-06-14,"B",2021-11-22,8,2017,FALSE,7731.215921548,26.45565489,931.347265688,1986.061041314,1054.713775626,37,2,FALSE,"recorded",1,FALSE,77,0,399,"recorded"
"180",173,2,2,2018-08-06,743,"",2018-08-13,2018-08-06,2019-06-14,312,8436.990291,27.852884,900.291248,2128.543658,1228.25241,4.069201,3.438626,2019-06-14,51,"FR4944526074",FALSE,2,2015-08-19,"FR4944525691","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2017-08-27,"A",2015-08-31,"B",2021-11-22,8,2017,FALSE,8091.073689069,26.710915756,863.379306832,2041.273368022,1177.89406119,35,1,FALSE,"recorded",0,FALSE,87,0,363,"recorded"
"181",118,5,3,2018-08-07,744,"",2018-08-14,2018-08-07,2019-02-28,205,5138.349514,25.817073,865.048527,1844.854338,979.805811,5.664077,3.26466,2019-02-28,NA,"FR4945368325",FALSE,2,2012-05-25,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-01-01,"A",2014-05-20,"B",2019-09-02,1,2015,FALSE,4927.677183926,24.758573007,829.581537393,1769.215310142,939.633772749,74,NA,FALSE,"unknown",NA,TRUE,NA,0,NA,"no subsequent calving"
"182",82,2,1,2018-03-20,745,"NULL",NA,2018-03-20,2019-03-05,350,8449.029126,24.864285,842.232997,1811.844637,969.61164,6.360712,3.651595,2019-03-05,NA,"FR4404288165",FALSE,2,2014-06-27,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2017-01-13,"N",2014-06-27,"B",2019-03-05,1,2017,FALSE,8102.618931834,23.844849315,807.701444123,1737.559006883,929.85756276,44,NA,FALSE,"unknown",NA,TRUE,NA,0,NA,"no subsequent calving"
"183",117,4,3,2018-08-13,747,"",2018-08-20,2018-08-13,2019-02-28,199,5360,27.742713,834.563092,2040.679585,1206.116493,4.33475,3.6228,2019-02-28,NA,"FR4935590346",FALSE,2,2012-09-06,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-01-01,"A",2012-10-09,"B",2019-09-02,1,2015,FALSE,5140.24,26.605261767,800.346005228,1957.011722015,1156.665716787,71,1,FALSE,"recorded",0,TRUE,98,0,NA,"no subsequent calving"
"184",113,4,3,2018-08-13,749,"",2018-08-20,2018-08-13,2019-06-28,319,11059.126213,35.70815,1119.708721,2522.524247,1402.815526,4.395562,3.316156,2019-06-28,57,"FR4454691592",FALSE,2,2012-09-14,"FR4454691394","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-01-01,"A",2014-10-01,"B",2021-11-22,1,2015,FALSE,10605.702038267,34.24411585,1073.800663439,2419.100752873,1345.300089434,70,1,FALSE,"recorded",0,FALSE,93,0,376,"recorded"
"185",68,3,3,2018-08-14,750,"",2018-08-21,2018-08-14,2019-07-21,341,11236.990291,33.941642,1129.029111,2381.553365,1252.524254,4.321788,3.388475,2019-07-21,NA,"FR4404288149",FALSE,2,2014-01-14,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-10,"N",2014-01-14,"E",2019-12-31,6,2016,FALSE,10776.273689069,32.550034678,1082.738917449,2283.909677035,1201.170759586,55,1,FALSE,"recorded",0,TRUE,168,0,NA,"no subsequent calving"
"186",135,2,2,2018-08-16,751,"",2018-08-23,2018-08-16,2019-06-14,302,8366.213592,28.533774,1059.999986,1868.737834,808.737848,5.137524,3.570264,2019-06-14,47,"FR4404288198",FALSE,2,2015-05-22,"FR4404288094","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2017-08-12,"N",2015-05-22,"E",2022-11-15,8,2017,FALSE,8023.198834728,27.363889266,1016.539986574,1792.119582806,775.579596232,38,1,FALSE,"recorded",0,FALSE,71,0,348,"recorded"
"187",132,2,2,2018-08-18,753,"",2018-08-21,2018-08-18,2019-05-31,286,8170.970873,29.426923,1063.592217,2193.495119,1129.902902,4.310731,3.261393,2019-05-31,65,"FR4404288195",FALSE,2,2015-04-03,"FR4963097404","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2017-05-25,"N",2015-04-03,"B",2024-01-03,5,2017,FALSE,7835.961067207,28.220419157,1019.984936103,2103.561819121,1083.576883018,40,1,FALSE,"recorded",0,FALSE,77,0,351,"recorded"
"188",172,2,2,2018-08-18,755,"",2018-08-21,2018-08-18,2019-05-24,279,8636.699029,31.884587,1044.466005,2214.465988,1169.999983,4.5905,3.374535,2019-05-24,60,"FR4944526073",FALSE,2,2015-08-14,"FR4944525689","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2017-08-27,"A",2015-08-31,"E",2022-11-15,8,2017,FALSE,8282.594368811,30.577318933,1001.642898795,2123.672882492,1122.029983697,36,1,FALSE,"recorded",0,FALSE,56,0,339,"recorded"
"189",111,4,3,2018-08-20,756,"",2018-08-27,2018-08-20,2019-05-17,270,6008.640776,22.921851,899.611637,1480.679585,581.067948,4.225092,3.572878,2019-05-17,NA,"FR4404658938",FALSE,2,2013-06-22,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-08-01,"A",2015-08-01,"B",2019-09-02,8,2015,FALSE,5762.286504184,21.982055109,862.727559883,1419.971722015,557.244162132,61,NA,FALSE,"unknown",NA,TRUE,NA,0,NA,"no subsequent calving"
"190",145,2,2,2018-08-27,757,"",2018-09-05,2018-08-27,2019-09-13,382,9233.203883,24.895811,966.504842,1740.582493,774.077651,4.647258,3.568668,2019-09-13,61,"FR4404288208",FALSE,2,2015-08-25,"FR4404288079","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2017-09-08,"N",2015-08-25,"B",2021-05-03,9,2017,FALSE,8854.642523797,23.875082749,926.878143478,1669.218610787,742.340467309,36,3,FALSE,"recorded",2,FALSE,119,2,443,"recorded"
"191",37,5,4,2018-09-03,760,"",2018-09-10,2018-09-03,2018-09-06,3,8.834951,3.033333,8.83495,0,-8.83495,1.005,3.895,2018-09-06,NA,"FR4404288111",FALSE,2,2012-07-31,"","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-10-29,"N",2012-07-31,"B",2018-12-03,10,2015,FALSE,8.472718009,2.908966347,8.47271705,0,-8.47271705,73,NA,FALSE,"unknown",NA,TRUE,NA,0,NA,"no subsequent calving"
"192",180,1,1,2018-09-06,762,"",2018-09-13,2018-09-06,2019-06-14,281,7753.398058,28.419928,746.213576,1835.922305,1089.708729,3.224113,3.147943,2019-06-14,55,"FR4404288242",FALSE,2,2016-06-23,"FR4404288156","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-09-06,"N",2016-06-23,"B",2022-03-29,9,2018,FALSE,7435.508737622,27.254710952,715.618819384,1760.649490495,1045.030671111,26,1,TRUE,"recorded",0,FALSE,55,0,336,"recorded"
"193",29,5,4,2018-09-07,763,"+ MAMISEAL",2018-09-12,2018-09-07,2020-02-17,528,17174.077669,33.502462,1170.970859,2445.242689,1274.27183,4.960492,3.249109,2020-02-17,NA,"FR4404288100",FALSE,2,2012-02-20,"FR4404281413","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-01-01,NA,NA,"B",2020-04-20,1,2015,FALSE,16469.940484571,32.128861058,1122.961053781,2344.987738751,1222.02668497,78,1,FALSE,"recorded",0,TRUE,132,0,NA,"no subsequent calving"
"194",177,1,1,2018-09-09,765,"",2018-09-16,2018-09-09,2019-07-29,323,8724.660194,27.821671,732.135907,1880.194151,1148.058244,3.835493,3.349197,2019-07-29,45,"FR4404288239",FALSE,2,2016-05-16,"FR4404288150","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-09-08,"N",2016-05-16,"B",2023-07-31,9,2018,FALSE,8366.949126046,26.680982489,702.118334813,1803.106190809,1100.987855996,27,2,TRUE,"recorded",1,FALSE,66,1,368,"recorded"
"195",181,1,1,2018-09-10,767,"",2018-09-13,2018-09-10,2019-07-15,308,6570.291262,21.972077,741.553383,1522.232977,780.679594,4.976181,3.676893,2019-07-15,64,"FR4404288243",FALSE,2,2016-07-09,"FR4404658920","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-09-10,"N",2016-07-09,"B",2020-08-05,9,2018,FALSE,6300.909320258,21.071221843,711.149694297,1459.821424943,748.671730646,26,2,TRUE,"recorded",1,FALSE,60,1,372,"recorded"
"196",174,2,2,2018-09-13,768,"",2018-09-18,2018-09-13,2019-07-15,305,8585.436893,28.993442,908.640763,2069.029095,1160.388332,4.434542,3.186372,2019-07-15,50,"FR4958880507",FALSE,2,2015-07-27,"FR4958880196","VL","16450bc2-f930-4052-a3f7-a602646e64cc",2017-09-24,"A",2015-08-31,"E",2021-10-19,9,2017,FALSE,8233.433980387,27.804710878,871.386491717,1984.198902105,1112.812410388,37,2,FALSE,"recorded",1,FALSE,51,1,354,"recorded"
