AniLifeNumber,Month,mdpMonthlyMilkYield_Liters
FR 4944441121,2021-02,32.427184
FR 4944441129,2021-02,36.310679
FR 4944526073,2021-02,897.184466
FR 4944526074,2021-02,782.621359
FR 4954409802,2021-02,820.388349
FR 4954409839,2021-02,1008.834951
FR 4954409903,2021-02,930.000000
FR 4954409906,2021-02,931.456310
FR 4954409920,2021-02,939.708737
FR 4954409921,2021-02,902.038834
FR 4954615254,2021-02,18.446601
FR 4963097404,2021-02,40.776699
FR 4963720288,2021-02,35.145631
FR 4964030484,2021-02,28.446601
FR 4964180265,2021-02,34.368932
FR 4968915660,2021-02,34.563106
FR 5345849921,2021-02,16.601941
FR 5345849942,2021-02,21.553398
FR 5698151341,2021-02,38.252427
FR 4401572218,2021-03,1192.912621
FR 4401572219,2021-03,1342.427184
FR 4401572222,2021-03,625.631067
FR 4401572223,2021-03,1139.611650
FR 4404283104,2021-03,719.417475
FR 4404283159,2021-03,1098.834951
FR 4404288098,2021-03,1403.592233
FR 4404288101,2021-03,863.592233
FR 4404288136,2021-03,1354.466019
FR 4404288139,2021-03,949.029126
FR 4404288140,2021-03,1105.728155
FR 4404288141,2021-03,63.009708
FR 4404288145,2021-03,976.407766
FR 4404288161,2021-03,1103.689320
FR 4404288164,2021-03,1655.631067
FR 4404288167,2021-03,1865.048543
FR 4404288171,2021-03,43.398058
FR 4404288174,2021-03,1228.155339
FR 4404288177,2021-03,1643.300970
FR 4404288180,2021-03,1389.417475
FR 4404288185,2021-03,1020.097087
FR 4404288193,2021-03,1097.864077
FR 4404288194,2021-03,1205.728155
FR 4404288195,2021-03,1071.262135
FR 4404288198,2021-03,991.553398
FR 4404288202,2021-03,1353.106796
FR 4404288203,2021-03,912.135922
FR 4404288210,2021-03,1396.990291
FR 4404288211,2021-03,973.009708
FR 4404288212,2021-03,886.019417
FR 4404288214,2021-03,34.563106
FR 4404288215,2021-03,650.291262
FR 4404288217,2021-03,1593.495145
FR 4404288220,2021-03,890.097087
FR 4404288222,2021-03,1084.660194
FR 4404288228,2021-03,1344.271844
FR 4404288229,2021-03,1329.708737
FR 4404288233,2021-03,1176.019417
FR 4404288234,2021-03,637.961165
FR 4404288235,2021-03,909.902912
FR 4404288236,2021-03,1433.592233
FR 4404288237,2021-03,212.621359
FR 4404288239,2021-03,751.165048
FR 4404288240,2021-03,890.000000
FR 4404288241,2021-03,1571.359223
FR 4404288242,2021-03,1730.194174
FR 4404288251,2021-03,1094.271844
FR 4404288253,2021-03,1211.359223
FR 4404288259,2021-03,837.087378
FR 4404288261,2021-03,1161.262135
FR 4404288262,2021-03,200.388349
FR 4404288263,2021-03,994.174757
FR 4404288265,2021-03,1040.097087
FR 4404288266,2021-03,880.000000
FR 4404288267,2021-03,106.699029
FR 4404288269,2021-03,896.019417
FR 4404288273,2021-03,1139.902912
FR 4404288276,2021-03,1026.990291
FR 4404288279,2021-03,84.174757
FR 4404288283,2021-03,1020.194174
FR 4404288286,2021-03,1053.203883
FR 4404288287,2021-03,1608.155339
FR 4404288288,2021-03,1100.873786
FR 4404288289,2021-03,1374.563106
FR 4404288290,2021-03,782.427184
FR 4404288291,2021-03,1097.087378
FR 4404288294,2021-03,994.077669
FR 4404288298,2021-03,67.184466
FR 4404288302,2021-03,1068.058252
FR 4404288303,2021-03,880.291262
FR 4404288305,2021-03,1078.834951
FR 4404288306,2021-03,1439.029126
FR 4404288310,2021-03,1505.825242
FR 4404288311,2021-03,1325.922330
FR 4404288314,2021-03,1018.252427
FR 4404288316,2021-03,1172.233009
FR 4404288317,2021-03,1187.961165
FR 4404288318,2021-03,1229.611650
FR 4404288320,2021-03,686.601941
FR 4404288324,2021-03,1014.466019
FR 4404288327,2021-03,1308.640776
FR 4404288332,2021-03,590.776699
FR 4404288339,2021-03,1104.757281
FR 4404288341,2021-03,789.320388
FR 4404288343,2021-03,860.873786
FR 4404288346,2021-03,1136.213592
FR 4404288348,2021-03,818.737864
FR 4404288349,2021-03,826.893203
FR 4404288350,2021-03,1173.495145
FR 4404288351,2021-03,947.087378
FR 4404288352,2021-03,1046.990291
FR 4404288353,2021-03,605.533980
FR 4404288354,2021-03,974.174757
FR 4404288355,2021-03,932.427184
FR 4404288358,2021-03,983.689320
FR 4404288360,2021-03,836.019417
FR 4404288362,2021-03,1203.592233
FR 4404288378,2021-03,1116.116504
FR 4404288390,2021-03,6.116504
FR 4404288392,2021-03,480.388349
FR 4404288395,2021-03,419.320388
FR 4404288396,2021-03,41.359223
FR 4404658920,2021-03,1128.058252
FR 4404659023,2021-03,1346.213592
FR 4404659034,2021-03,1391.456310
FR 4454691592,2021-03,1208.446601
FR 4944526073,2021-03,1013.300970
FR 4944526074,2021-03,898.737864
FR 4954409802,2021-03,1154.368932
FR 4954409839,2021-03,1123.300970
FR 4954409903,2021-03,1095.242718
FR 4954409906,2021-03,1100.679611
FR 4954409920,2021-03,1163.883495
FR 4954409921,2021-03,1047.961165
FR 4958880507,2021-03,323.300970
FR 3526708960,2021-04,16.504854
FR 4124295420,2021-04,13.398058
FR 4124295424,2021-04,21.067961
FR 4401541383,2021-04,37.766990
FR 4401541390,2021-04,17.184466
FR 4401541395,2021-04,25.922330
FR 4401541402,2021-04,34.854368
FR 4401541403,2021-04,30.776699
FR 4401541407,2021-04,33.106796
FR 4401541409,2021-04,39.029126
FR 4401541411,2021-04,20.582524
FR 4401541412,2021-04,18.155339
FR 4401541418,2021-04,27.475728
FR 4401541419,2021-04,22.912621
FR 4401541423,2021-04,18.155339
FR 4401541425,2021-04,9.029126
FR 4401541431,2021-04,38.640776
FR 4401541432,2021-04,23.203883
FR 4401541439,2021-04,24.174757
FR 4401541440,2021-04,29.223300
FR 4401541441,2021-04,23.495145
FR 4401541442,2021-04,24.174757
FR 4401541443,2021-04,16.310679
FR 4401541445,2021-04,34.077669
FR 4401541446,2021-04,24.077669
FR 4401541447,2021-04,23.883495
FR 4401541450,2021-04,38.737864
FR 4401541452,2021-04,20.873786
FR 4401541454,2021-04,45.145631
FR 4401541456,2021-04,22.815533
FR 4401541457,2021-04,25.339805
FR 4401541459,2021-04,13.398058
FR 4401541462,2021-04,18.737864
FR 4401541463,2021-04,16.310679
FR 4401541466,2021-04,20.970873
FR 4401541467,2021-04,20.485436
FR 4401541471,2021-04,28.155339
FR 4401541472,2021-04,30.194174
FR 4401541473,2021-04,20.679611
FR 4401541474,2021-04,25.242718
FR 4401541477,2021-04,25.533980
FR 4401541480,2021-04,21.650485
FR 4401541481,2021-04,36.796116
FR 4401541482,2021-04,19.902912
FR 4401541483,2021-04,16.213592
FR 4401541484,2021-04,28.058252
FR 4401541485,2021-04,32.330097
FR 4401541492,2021-04,35.145631
FR 4401541495,2021-04,14.466019
FR 4401541497,2021-04,22.330097
FR 4401541498,2021-04,25.339805
FR 4401541499,2021-04,18.155339
FR 4401541500,2021-04,15.825242
FR 4401541501,2021-04,21.067961
FR 4401541502,2021-04,22.718446
FR 4401541503,2021-04,12.718446
FR 4401541504,2021-04,25.436893
FR 4401541505,2021-04,22.233009
FR 4401541506,2021-04,22.427184
FR 4401541508,2021-04,20.776699
FR 4401541510,2021-04,35.048543
FR 4401541511,2021-04,24.466019
FR 4401541512,2021-04,25.631067
FR 4401541513,2021-04,14.951456
FR 4401541515,2021-04,22.427184
FR 4401541516,2021-04,35.728155
FR 4401541517,2021-04,13.592233
FR 4401541518,2021-04,35.728155
FR 4401541519,2021-04,21.359223
FR 4401541522,2021-04,22.912621
FR 4401541525,2021-04,30.485436
FR 4401541526,2021-04,23.786407
FR 4401541527,2021-04,29.223300
FR 4401541528,2021-04,27.766990
FR 4401541529,2021-04,25.436893
FR 4401541530,2021-04,17.184466
FR 4401541532,2021-04,22.912621
FR 4401550303,2021-04,23.592233
FR 4401550435,2021-04,14.563106
FR 4401550467,2021-04,24.174757
FR 4401550508,2021-04,14.077669
FR 4401550518,2021-04,29.417475
FR 4401550521,2021-04,24.466019
FR 4401550528,2021-04,12.427184
FR 4401550537,2021-04,11.359223
FR 4401550544,2021-04,15.825242
FR 4401572218,2021-04,1026.601941
FR 4401572219,2021-04,1191.456310
FR 4401572222,2021-04,11.553398
FR 4401572223,2021-04,1003.009708
FR 4404283104,2021-04,645.242718
FR 4404283159,2021-04,960.000000
FR 4404288098,2021-04,1260.582524
FR 4404288101,2021-04,1336.407766
FR 4404288136,2021-04,1177.864077
FR 4404288139,2021-04,804.271844
FR 4404288140,2021-04,1082.815533
FR 4404288141,2021-04,1398.932038
FR 4404288145,2021-04,864.466019
FR 4404288161,2021-04,1044.174757
FR 4404288164,2021-04,1347.766990
FR 4404288167,2021-04,1671.941747
FR 4404288174,2021-04,1250.679611
FR 4404288177,2021-04,1712.524271
FR 4404288180,2021-04,1185.339805
FR 4404288185,2021-04,934.466019
FR 4404288193,2021-04,999.611650
FR 4404288194,2021-04,1015.145631
FR 4404288195,2021-04,984.368932
FR 4404288198,2021-04,940.873786
FR 4404288202,2021-04,1066.699029
FR 4404288203,2021-04,205.825242
FR 4404288210,2021-04,1261.941747
FR 4404288211,2021-04,878.737864
FR 4404288212,2021-04,785.533980
FR 4404288215,2021-04,514.757281
FR 4404288217,2021-04,1434.854368
FR 4404288220,2021-04,665.436893
FR 4404288221,2021-04,1068.543689
FR 4404288222,2021-04,986.699029
FR 4404288225,2021-04,319.417475
FR 4404288228,2021-04,1172.038834
FR 4404288229,2021-04,1165.242718
FR 4404288233,2021-04,1034.563106
FR 4404288234,2021-04,574.757281
FR 4404288235,2021-04,913.009708
FR 4404288236,2021-04,1284.271844
FR 4404288239,2021-04,700.485436
FR 4404288241,2021-04,1422.330097
FR 4404288242,2021-04,1509.708737
FR 4404288251,2021-04,868.737864
FR 4404288253,2021-04,1371.553398
FR 4404288257,2021-04,1272.912621
FR 4404288261,2021-04,1067.281553
FR 4404288263,2021-04,974.174757
FR 4404288265,2021-04,893.300970
FR 4404288273,2021-04,863.592233
FR 4404288276,2021-04,891.165048
FR 4404288279,2021-04,1542.815533
FR 4404288283,2021-04,940.776699
FR 4404288286,2021-04,830.970873
FR 4404288287,2021-04,1392.038834
FR 4404288288,2021-04,1024.951456
FR 4404288289,2021-04,1245.145631
FR 4404288290,2021-04,738.543689
FR 4404288291,2021-04,991.456310
FR 4404288294,2021-04,849.029126
FR 4404288302,2021-04,948.058252
FR 4404288303,2021-04,134.368932
FR 4404288305,2021-04,922.233009
FR 4404288306,2021-04,1296.796116
FR 4404288310,2021-04,1372.524271
FR 4404288311,2021-04,1177.669902
FR 4404288314,2021-04,866.601941
FR 4404288316,2021-04,1073.300970
FR 4404288317,2021-04,1123.398058
FR 4404288318,2021-04,1116.893203
FR 4404288320,2021-04,1255.339805
FR 4404288324,2021-04,942.135922
FR 4404288327,2021-04,1267.475728
FR 4404288328,2021-04,14.660194
FR 4404288329,2021-04,185.825242
FR 4404288332,2021-04,219.708737
FR 4404288339,2021-04,985.436893
FR 4404288341,2021-04,676.504854
FR 4404288343,2021-04,762.330097
FR 4404288344,2021-04,512.135922
FR 4404288346,2021-04,1045.631067
FR 4404288348,2021-04,717.281553
FR 4404288349,2021-04,736.213592
FR 4404288350,2021-04,1051.650485
FR 4404288351,2021-04,893.009708
FR 4404288352,2021-04,890.291262
FR 4404288353,2021-04,591.650485
FR 4404288354,2021-04,958.349514
FR 4404288355,2021-04,877.864077
FR 4404288358,2021-04,899.611650
FR 4404288360,2021-04,778.737864
FR 4404288362,2021-04,1063.009708
FR 4404288376,2021-04,725.048543
FR 4404288378,2021-04,1022.330097
FR 4404288379,2021-04,524.368932
FR 4404288389,2021-04,30.097087
FR 4404288390,2021-04,759.029126
FR 4404288392,2021-04,943.009708
FR 4404288393,2021-04,554.951456
FR 4404288395,2021-04,1074.077669
FR 4404288396,2021-04,784.271844
FR 4404658920,2021-04,1031.553398
FR 4404658982,2021-04,68.058252
FR 4404659023,2021-04,1169.805825
FR 4404659034,2021-04,1132.912621
FR 4435990662,2021-04,25.922330
FR 4435990663,2021-04,33.786407
FR 4435990676,2021-04,32.815533
FR 4435990684,2021-04,35.145631
FR 4435990692,2021-04,31.262135
FR 4435990694,2021-04,13.495145
FR 4454691592,2021-04,973.106796
FR 4465616752,2021-04,20.194174
FR 4906156898,2021-04,28.446601
FR 4906157222,2021-04,31.067961
FR 4906157266,2021-04,39.611650
FR 4923746451,2021-04,17.378640
FR 4923746505,2021-04,26.407766
FR 4923746511,2021-04,36.601941
FR 4939387183,2021-04,15.436893
FR 4939387226,2021-04,19.417475
FR 4939432663,2021-04,33.300970
FR 4939549636,2021-04,15.922330
FR 4944441101,2021-04,16.407766
FR 4944441107,2021-04,36.504854
FR 4944441117,2021-04,17.572815
FR 4944441121,2021-04,29.029126
FR 4944441129,2021-04,32.815533
FR 4944526073,2021-04,927.961165
FR 4944526074,2021-04,834.466019
FR 4954409802,2021-04,1110.776699
FR 4954409839,2021-04,924.563106
FR 4954409903,2021-04,875.533980
FR 4954409906,2021-04,927.475728
FR 4954409920,2021-04,1062.330097
FR 4954409921,2021-04,815.825242
FR 4958829414,2021-04,39.611650
FR 4958880507,2021-04,715.825242
FR 4963720288,2021-04,34.757281
FR 4964030484,2021-04,26.504854
FR 4964030485,2021-04,23.592233
FR 4964180265,2021-04,34.077669
FR 4968695919,2021-04,36.407766
FR 4968915660,2021-04,30.097087
FR 5345849921,2021-04,16.796116
FR 5345849942,2021-04,18.446601
FR 5698151341,2021-04,34.077669
FR 4401572218,2021-05,988.737864
FR 4401572219,2021-05,1198.737864
FR 4401572222,2021-05,462.815533
FR 4401572223,2021-05,1041.747572
FR 4404283104,2021-05,641.650485
FR 4404283159,2021-05,1001.747572
FR 4404288098,2021-05,1264.660194
FR 4404288101,2021-05,1363.203883
FR 4404288136,2021-05,1156.213592
FR 4404288139,2021-05,696.893203
FR 4404288140,2021-05,1054.271844
FR 4404288141,2021-05,1595.145631
FR 4404288145,2021-05,839.320388
FR 4404288161,2021-05,963.689320
FR 4404288164,2021-05,1295.922330
FR 4404288167,2021-05,1642.233009
FR 4404288171,2021-05,978.737864
FR 4404288174,2021-05,1189.611650
FR 4404288175,2021-05,1551.553398
FR 4404288177,2021-05,1681.650485
FR 4404288180,2021-05,1190.000000
FR 4404288185,2021-05,926.796116
FR 4404288193,2021-05,869.126213
FR 4404288194,2021-05,924.271844
FR 4404288195,2021-05,894.271844
FR 4404288198,2021-05,945.825242
FR 4404288202,2021-05,890.388349
FR 4404288210,2021-05,1289.320388
FR 4404288211,2021-05,949.223300
FR 4404288212,2021-05,650.194174
FR 4404288215,2021-05,61.262135
FR 4404288217,2021-05,1449.902912
FR 4404288220,2021-05,58.543689
FR 4404288221,2021-05,1626.601941
FR 4404288222,2021-05,942.233009
FR 4404288225,2021-05,1517.184466
FR 4404288228,2021-05,1088.349514
FR 4404288229,2021-05,1210.679611
FR 4404288233,2021-05,987.184466
FR 4404288234,2021-05,550.970873
FR 4404288235,2021-05,939.029126
FR 4404288236,2021-05,1298.155339
FR 4404288239,2021-05,338.446601
FR 4404288241,2021-05,1333.398058
FR 4404288242,2021-05,1271.844660
FR 4404288251,2021-05,890.000000
FR 4404288253,2021-05,1375.728155
FR 4404288257,2021-05,1262.912621
FR 4404288261,2021-05,1041.844660
FR 4404288263,2021-05,471.747572
FR 4404288265,2021-05,752.427184
FR 4404288267,2021-05,115.922330
FR 4404288270,2021-05,957.184466
FR 4404288273,2021-05,451.844660
FR 4404288276,2021-05,773.689320
FR 4404288279,2021-05,1661.165048
FR 4404288283,2021-05,955.339805
FR 4404288286,2021-05,345.728155
FR 4404288287,2021-05,1348.932038
FR 4404288288,2021-05,1050.873786
FR 4404288289,2021-05,1213.980582
FR 4404288290,2021-05,716.601941
FR 4404288291,2021-05,1004.660194
FR 4404288294,2021-05,803.980582
FR 4404288302,2021-05,887.572815
FR 4404288305,2021-05,908.349514
FR 4404288306,2021-05,1253.203883
FR 4404288310,2021-05,1390.485436
FR 4404288311,2021-05,1097.378640
FR 4404288314,2021-05,881.844660
FR 4404288316,2021-05,1027.281553
FR 4404288317,2021-05,1136.893203
FR 4404288318,2021-05,1194.660194
FR 4404288320,2021-05,1165.533980
FR 4404288324,2021-05,941.262135
FR 4404288327,2021-05,1140.679611
FR 4404288328,2021-05,1204.271844
FR 4404288329,2021-05,1208.640776
FR 4404288339,2021-05,429.320388
FR 4404288341,2021-05,355.436893
FR 4404288343,2021-05,785.825242
FR 4404288344,2021-05,1496.893203
FR 4404288346,2021-05,1063.786407
FR 4404288348,2021-05,740.776699
FR 4404288349,2021-05,710.970873
FR 4404288350,2021-05,1124.563106
FR 4404288351,2021-05,882.718446
FR 4404288352,2021-05,861.650485
FR 4404288353,2021-05,599.514563
FR 4404288354,2021-05,1003.300970
FR 4404288355,2021-05,965.825242
FR 4404288358,2021-05,927.669902
FR 4404288360,2021-05,826.407766
FR 4404288362,2021-05,1065.242718
FR 4404288363,2021-05,737.572815
FR 4404288376,2021-05,1257.669902
FR 4404288378,2021-05,1047.961165
FR 4404288379,2021-05,920.776699
FR 4404288389,2021-05,869.223300
FR 4404288390,2021-05,971.067961
FR 4404288392,2021-05,1002.524271
FR 4404288393,2021-05,1060.970873
FR 4404288395,2021-05,1113.009708
FR 4404288396,2021-05,1047.378640
FR 4404658920,2021-05,956.699029
FR 4404658982,2021-05,1382.038834
FR 4404659023,2021-05,1163.300970
FR 4404659034,2021-05,1105.922330
FR 4454691592,2021-05,1002.815533
FR 4944526073,2021-05,913.883495
FR 4944526074,2021-05,903.106796
FR 4954409802,2021-05,1136.213592
FR 4954409839,2021-05,883.300970
FR 4954409903,2021-05,449.029126
FR 4954409906,2021-05,435.922330
FR 4954409920,2021-05,1050.582524
FR 4954409921,2021-05,85.339805
FR 4958880507,2021-05,818.349514
FR 4124295420,2021-06,12.038834
FR 4124295424,2021-06,16.213592
FR 4401541383,2021-06,33.980582
FR 4401541390,2021-06,13.203883
FR 4401541395,2021-06,23.106796
FR 4401541402,2021-06,29.902912
FR 4401541407,2021-06,26.019417
FR 4401541409,2021-06,32.524271
FR 4401541411,2021-06,20.097087
FR 4401541412,2021-06,12.330097
FR 4401541418,2021-06,26.893203
FR 4401541419,2021-06,17.087378
FR 4401541423,2021-06,14.368932
FR 4401541425,2021-06,10.388349
FR 4401541431,2021-06,37.864077
FR 4401541439,2021-06,21.359223
FR 4401541440,2021-06,25.922330
FR 4401541441,2021-06,7.184466
FR 4401541442,2021-06,22.621359
FR 4401541443,2021-06,15.242718
FR 4401541445,2021-06,32.038834
FR 4401541446,2021-06,22.233009
FR 4401541447,2021-06,15.533980
FR 4401541452,2021-06,19.708737
FR 4401541454,2021-06,40.776699
FR 4401541457,2021-06,23.300970
FR 4401541459,2021-06,13.592233
FR 4401541462,2021-06,17.281553
FR 4401541464,2021-06,33.398058
FR 4401541467,2021-06,21.553398
FR 4401541471,2021-06,19.514563
FR 4401541472,2021-06,26.601941
FR 4401541473,2021-06,16.407766
FR 4401541476,2021-06,24.271844
FR 4401541480,2021-06,18.932038
FR 4401541481,2021-06,33.398058
FR 4401541482,2021-06,19.029126
FR 4401541484,2021-06,27.281553
FR 4401541485,2021-06,28.058252
FR 4401541489,2021-06,24.368932
FR 4401541492,2021-06,35.631067
FR 4401541493,2021-06,36.601941
FR 4401541494,2021-06,37.184466
FR 4401541496,2021-06,18.155339
FR 4401541497,2021-06,20.291262
FR 4401541498,2021-06,13.689320
FR 4401541499,2021-06,17.378640
FR 4401541500,2021-06,12.912621
FR 4401541501,2021-06,18.252427
FR 4401541502,2021-06,20.000000
FR 4401541503,2021-06,10.485436
FR 4401541504,2021-06,12.524271
FR 4401541505,2021-06,11.359223
FR 4401541508,2021-06,16.893203
FR 4401541510,2021-06,33.786407
FR 4401541511,2021-06,22.038834
FR 4401541512,2021-06,23.300970
FR 4401541513,2021-06,14.368932
FR 4401541514,2021-06,19.320388
FR 4401541515,2021-06,19.029126
FR 4401541516,2021-06,30.873786
FR 4401541517,2021-06,13.106796
FR 4401541518,2021-06,34.271844
FR 4401541519,2021-06,19.805825
FR 4401541522,2021-06,19.514563
FR 4401541524,2021-06,14.466019
FR 4401541525,2021-06,28.834951
FR 4401541526,2021-06,19.223300
FR 4401541527,2021-06,27.378640
FR 4401541528,2021-06,24.660194
FR 4401541529,2021-06,22.621359
FR 4401541530,2021-06,15.533980
FR 4401541532,2021-06,21.456310
FR 4401541537,2021-06,26.601941
FR 4401541542,2021-06,31.844660
FR 4401541546,2021-06,22.718446
FR 4401541550,2021-06,27.281553
FR 4401550303,2021-06,19.126213
FR 4401550467,2021-06,19.805825
FR 4401550508,2021-06,12.038834
FR 4401550518,2021-06,26.116504
FR 4401550521,2021-06,19.902912
FR 4401550544,2021-06,14.174757
FR 4401572218,2021-06,866.213592
FR 4401572219,2021-06,1140.970873
FR 4401572222,2021-06,1495.048543
FR 4401572223,2021-06,1005.728155
FR 4404283104,2021-06,638.058252
FR 4404283159,2021-06,995.533980
FR 4404288098,2021-06,1076.601941
FR 4404288101,2021-06,1199.514563
FR 4404288128,2021-06,962.718446
FR 4404288136,2021-06,1023.398058
FR 4404288139,2021-06,628.155339
FR 4404288140,2021-06,1027.378640
FR 4404288141,2021-06,1460.097087
FR 4404288145,2021-06,766.796116
FR 4404288161,2021-06,662.233009
FR 4404288164,2021-06,1069.223300
FR 4404288167,2021-06,1412.621359
FR 4404288171,2021-06,1564.466019
FR 4404288174,2021-06,913.300970
FR 4404288175,2021-06,1116.601941
FR 4404288177,2021-06,1453.300970
FR 4404288180,2021-06,1158.737864
FR 4404288185,2021-06,910.097087
FR 4404288193,2021-06,814.757281
FR 4404288194,2021-06,884.368932
FR 4404288195,2021-06,807.669902
FR 4404288198,2021-06,716.601941
FR 4404288202,2021-06,770.291262
FR 4404288210,2021-06,1130.388349
FR 4404288211,2021-06,843.689320
FR 4404288212,2021-06,69.611650
FR 4404288217,2021-06,1282.135922
FR 4404288220,2021-06,192.524271
FR 4404288221,2021-06,1549.514563
FR 4404288222,2021-06,883.398058
FR 4404288225,2021-06,1550.485436
FR 4404288228,2021-06,117.572815
FR 4404288229,2021-06,1044.271844
FR 4404288233,2021-06,674.466019
FR 4404288234,2021-06,73.495145
FR 4404288235,2021-06,167.766990
FR 4404288236,2021-06,1226.213592
FR 4404288237,2021-06,1067.475728
FR 4404288239,2021-06,613.398058
FR 4404288241,2021-06,1198.640776
FR 4404288242,2021-06,1187.475728
FR 4404288251,2021-06,835.533980
FR 4404288253,2021-06,1314.466019
FR 4404288257,2021-06,1114.174757
FR 4404288261,2021-06,1031.553398
FR 4404288265,2021-06,574.660194
FR 4404288267,2021-06,1311.262135
FR 4404288270,2021-06,1622.912621
FR 4404288276,2021-06,83.980582
FR 4404288279,2021-06,1459.805825
FR 4404288283,2021-06,745.825242
FR 4404288287,2021-06,1306.310679
FR 4404288288,2021-06,986.116504
FR 4404288289,2021-06,1063.883495
FR 4404288290,2021-06,627.475728
FR 4404288291,2021-06,772.427184
FR 4404288294,2021-06,756.310679
FR 4404288302,2021-06,652.815533
FR 4404288305,2021-06,797.087378
FR 4404288306,2021-06,1185.631067
FR 4404288310,2021-06,1246.019417
FR 4404288311,2021-06,1018.932038
FR 4404288314,2021-06,733.106796
FR 4404288316,2021-06,939.514563
FR 4404288317,2021-06,1036.116504
FR 4404288318,2021-06,1180.582524
FR 4404288320,2021-06,1155.048543
FR 4404288324,2021-06,878.446601
FR 4404288327,2021-06,1095.922330
FR 4404288328,2021-06,1449.126213
FR 4404288329,2021-06,1261.359223
FR 4404288332,2021-06,88.640776
FR 4404288343,2021-06,757.378640
FR 4404288344,2021-06,1300.582524
FR 4404288346,2021-06,1041.844660
FR 4404288348,2021-06,704.660194
FR 4404288349,2021-06,637.864077
FR 4404288350,2021-06,1075.728155
FR 4404288351,2021-06,389.223300
FR 4404288352,2021-06,809.514563
FR 4404288353,2021-06,577.766990
FR 4404288354,2021-06,904.951456
FR 4404288355,2021-06,919.805825
FR 4404288358,2021-06,925.436893
FR 4404288360,2021-06,849.708737
FR 4404288362,2021-06,1008.155339
FR 4404288363,2021-06,1060.582524
FR 4404288376,2021-06,1244.174757
FR 4404288378,2021-06,1075.728155
FR 4404288379,2021-06,979.902912
FR 4404288389,2021-06,1066.019417
FR 4404288390,2021-06,917.378640
FR 4404288392,2021-06,961.650485
FR 4404288393,2021-06,1051.844660
FR 4404288395,2021-06,997.378640
FR 4404288396,2021-06,1022.524271
FR 4404288400,2021-06,165.339805
FR 4404288401,2021-06,328.349514
FR 4404288402,2021-06,65.048543
FR 4404658920,2021-06,702.524271
FR 4404658982,2021-06,1492.038834
FR 4404659023,2021-06,1098.155339
FR 4404659034,2021-06,447.184466
FR 4435990603,2021-06,36.796116
FR 4435990662,2021-06,21.553398
FR 4435990663,2021-06,33.398058
FR 4435990676,2021-06,28.640776
FR 4435990684,2021-06,31.067961
FR 4435990692,2021-06,26.407766
FR 4435990694,2021-06,13.495145
FR 4454691592,2021-06,920.194174
FR 4465616752,2021-06,16.796116
FR 4906156898,2021-06,21.941747
FR 4906157222,2021-06,25.242718
FR 4906157266,2021-06,36.019417
FR 4923746505,2021-06,24.563106
FR 4923746511,2021-06,31.844660
FR 4939387183,2021-06,8.932038
FR 4939387236,2021-06,45.145631
FR 4939432663,2021-06,25.922330
FR 4939549636,2021-06,12.621359
FR 4944441101,2021-06,16.116504
FR 4944441107,2021-06,31.262135
FR 4944441117,2021-06,10.194174
FR 4944441121,2021-06,23.689320
FR 4944441129,2021-06,26.699029
FR 4944526073,2021-06,383.592233
FR 4944526074,2021-06,912.330097
FR 4954409802,2021-06,1031.165048
FR 4954409839,2021-06,607.184466
FR 4954409920,2021-06,1030.000000
FR 4954409921,2021-06,72.135922
FR 4958829414,2021-06,34.563106
FR 4958880507,2021-06,784.563106
FR 4963097404,2021-06,747.864077
FR 4963720288,2021-06,31.844660
FR 4964030484,2021-06,19.902912
FR 4964030485,2021-06,30.194174
FR 4964180265,2021-06,32.038834
FR 4968695919,2021-06,33.495145
FR 4968915660,2021-06,27.766990
FR 5345849921,2021-06,13.786407
FR 5345849942,2021-06,15.631067
FR 5346756962,2021-06,25.242718
FR 5698151341,2021-06,25.631067
FR 4401572218,2021-07,775.242718
FR 4401572219,2021-07,1097.572815
FR 4401572222,2021-07,1542.038834
FR 4401572223,2021-07,1010.097087
FR 4404283104,2021-07,244.466019
FR 4404283159,2021-07,993.495145
FR 4404288098,2021-07,955.922330
FR 4404288101,2021-07,1036.990291
FR 4404288128,2021-07,1007.087378
FR 4404288136,2021-07,717.378640
FR 4404288139,2021-07,503.592233
FR 4404288140,2021-07,1010.970873
FR 4404288141,2021-07,1343.592233
FR 4404288145,2021-07,678.155339
FR 4404288164,2021-07,1188.640776
FR 4404288167,2021-07,1225.436893
FR 4404288171,2021-07,1379.029126
FR 4404288174,2021-07,1038.543689
FR 4404288175,2021-07,1026.019417
FR 4404288177,2021-07,1461.165048
FR 4404288180,2021-07,1057.184466
FR 4404288185,2021-07,881.262135
FR 4404288193,2021-07,658.349514
FR 4404288194,2021-07,840.679611
FR 4404288195,2021-07,572.524271
FR 4404288198,2021-07,182.038834
FR 4404288202,2021-07,710.582524
FR 4404288203,2021-07,351.650485
FR 4404288210,2021-07,1078.737864
FR 4404288211,2021-07,738.252427
FR 4404288217,2021-07,1242.912621
FR 4404288220,2021-07,835.436893
FR 4404288221,2021-07,1260.194174
FR 4404288222,2021-07,823.203883
FR 4404288225,2021-07,1478.543689
FR 4404288229,2021-07,992.524271
FR 4404288233,2021-07,34.077669
FR 4404288236,2021-07,1164.466019
FR 4404288237,2021-07,1463.883495
FR 4404288239,2021-07,1606.116504
FR 4404288241,2021-07,1150.000000
FR 4404288242,2021-07,1102.718446
FR 4404288251,2021-07,801.359223
