AniLifeNumber,Month,mdpMonthlyMilkYield_Liters
FR 4404288212,2019-04,900.194174
FR 4404288213,2019-04,1149.708737
FR 4404288214,2019-04,1288.932038
FR 4404288215,2019-04,1141.844660
FR 4404288217,2019-04,611.067961
FR 4404288218,2019-04,1063.786407
FR 4404288219,2019-04,715.048543
FR 4404288220,2019-04,12.524271
FR 4404288221,2019-04,881.165048
FR 4404288222,2019-04,259.611650
FR 4404288224,2019-04,1258.155339
FR 4404288225,2019-04,1251.553398
FR 4404288228,2019-04,993.009708
FR 4404288229,2019-04,713.689320
FR 4404288231,2019-04,1298.155339
FR 4404288232,2019-04,13.689320
FR 4404288233,2019-04,29.417475
FR 4404288234,2019-04,508.640776
FR 4404288235,2019-04,665.922330
FR 4404288236,2019-04,1182.524271
FR 4404288237,2019-04,636.019417
FR 4404288238,2019-04,947.184466
FR 4404288239,2019-04,826.116504
FR 4404288240,2019-04,840.679611
FR 4404288241,2019-04,963.300970
FR 4404288242,2019-04,725.533980
FR 4404288243,2019-04,600.194174
FR 4404288247,2019-04,926.116504
FR 4404288249,2019-04,842.427184
FR 4404288251,2019-04,846.699029
FR 4404288253,2019-04,800.873786
FR 4404288255,2019-04,705.922330
FR 4404288257,2019-04,736.310679
FR 4404288258,2019-04,751.067961
FR 4404288259,2019-04,917.669902
FR 4404288262,2019-04,910.776699
FR 4404288263,2019-04,891.165048
FR 4404288264,2019-04,867.669902
FR 4404288265,2019-04,854.951456
FR 4404288266,2019-04,702.427184
FR 4404288267,2019-04,218.446601
FR 4404288269,2019-04,827.184466
FR 4404288270,2019-04,702.524271
FR 4404288273,2019-04,832.038834
FR 4404288275,2019-04,28.640776
FR 4404288279,2019-04,698.640776
FR 4404658920,2019-04,1044.368932
FR 4404658938,2019-04,557.961165
FR 4404659023,2019-04,853.300970
FR 4404659034,2019-04,1061.456310
FR 4454691592,2019-04,872.718446
FR 4454691593,2019-04,729.029126
FR 4944526073,2019-04,765.339805
FR 4944526074,2019-04,686.699029
FR 4958880362,2019-04,1359.417475
FR 4958880363,2019-04,546.019417
FR 4958880507,2019-04,767.864077
FR 4963097404,2019-04,649.805825
FR 4401572218,2019-05,862.815533
FR 4401572219,2019-05,803.398058
FR 4401572222,2019-05,929.223300
FR 4401572223,2019-05,543.980582
FR 4404288019,2019-05,989.029126
FR 4404288028,2019-05,582.524271
FR 4404288075,2019-05,1176.990291
FR 4404288080,2019-05,880.097087
FR 4404288088,2019-05,1227.184466
FR 4404288098,2019-05,813.300970
FR 4404288100,2019-05,1056.116504
FR 4404288101,2019-05,1052.912621
FR 4404288102,2019-05,1252.038834
FR 4404288115,2019-05,1024.563106
FR 4404288120,2019-05,1350.873786
FR 4404288128,2019-05,1151.067961
FR 4404288132,2019-05,878.737864
FR 4404288133,2019-05,711.747572
FR 4404288134,2019-05,1148.252427
FR 4404288139,2019-05,913.300970
FR 4404288140,2019-05,977.087378
FR 4404288141,2019-05,1033.300970
FR 4404288145,2019-05,729.029126
FR 4404288149,2019-05,860.582524
FR 4404288150,2019-05,1125.825242
FR 4404288151,2019-05,1188.252427
FR 4404288157,2019-05,228.932038
FR 4404288159,2019-05,1129.708737
FR 4404288164,2019-05,952.427184
FR 4404288167,2019-05,1149.611650
FR 4404288171,2019-05,963.009708
FR 4404288174,2019-05,1211.553398
FR 4404288175,2019-05,1060.291262
FR 4404288177,2019-05,884.466019
FR 4404288178,2019-05,1264.951456
FR 4404288180,2019-05,1079.611650
FR 4404288185,2019-05,1025.825242
FR 4404288188,2019-05,1243.786407
FR 4404288193,2019-05,591.359223
FR 4404288195,2019-05,535.048543
FR 4404288197,2019-05,1196.601941
FR 4404288198,2019-05,706.601941
FR 4404288200,2019-05,731.650485
FR 4404288202,2019-05,450.000000
FR 4404288203,2019-05,1139.902912
FR 4404288207,2019-05,1233.495145
FR 4404288208,2019-05,688.058252
FR 4404288210,2019-05,1000.485436
FR 4404288211,2019-05,1037.572815
FR 4404288212,2019-05,923.689320
FR 4404288213,2019-05,1039.514563
FR 4404288214,2019-05,1308.446601
FR 4404288215,2019-05,1015.631067
FR 4404288217,2019-05,0.000000
FR 4404288218,2019-05,1028.834951
FR 4404288219,2019-05,663.300970
FR 4404288220,2019-05,308.640776
FR 4404288221,2019-05,901.067961
FR 4404288222,2019-05,89.126213
FR 4404288224,2019-05,1144.271844
FR 4404288225,2019-05,1080.873786
FR 4404288228,2019-05,1003.106796
FR 4404288229,2019-05,601.844660
FR 4404288231,2019-05,1303.883495
FR 4404288232,2019-05,419.320388
FR 4404288233,2019-05,1225.533980
FR 4404288234,2019-05,14.757281
FR 4404288235,2019-05,1172.912621
FR 4404288236,2019-05,1186.796116
FR 4404288237,2019-05,1127.184466
FR 4404288238,2019-05,926.504854
FR 4404288239,2019-05,796.019417
FR 4404288240,2019-05,915.533980
FR 4404288241,2019-05,937.184466
FR 4404288242,2019-05,729.514563
FR 4404288243,2019-05,573.106796
FR 4404288247,2019-05,917.378640
FR 4404288249,2019-05,846.310679
FR 4404288251,2019-05,846.699029
FR 4404288253,2019-05,802.815533
FR 4404288255,2019-05,730.970873
FR 4404288257,2019-05,772.330097
FR 4404288258,2019-05,723.883495
FR 4404288259,2019-05,867.281553
FR 4404288262,2019-05,821.359223
FR 4404288263,2019-05,912.427184
FR 4404288264,2019-05,891.165048
FR 4404288265,2019-05,910.970873
FR 4404288266,2019-05,721.844660
FR 4404288267,2019-05,958.932038
FR 4404288269,2019-05,823.203883
FR 4404288270,2019-05,753.398058
FR 4404288273,2019-05,859.223300
FR 4404288275,2019-05,773.106796
FR 4404288276,2019-05,208.155339
FR 4404288279,2019-05,1118.834951
FR 4404658920,2019-05,1080.582524
FR 4404658938,2019-05,231.941747
FR 4404658982,2019-05,505.728155
FR 4404659023,2019-05,796.213592
FR 4404659034,2019-05,1031.067961
FR 4454691592,2019-05,883.106796
FR 4944526073,2019-05,514.174757
FR 4944526074,2019-05,662.038834
FR 4958880362,2019-05,1257.766990
FR 4958880363,2019-05,602.427184
FR 4958880507,2019-05,760.388349
FR 4963097404,2019-05,627.475728
FR 4401572218,2019-06,808.640776
FR 4401572219,2019-06,743.009708
FR 4401572222,2019-06,864.466019
FR 4401572223,2019-06,582.135922
FR 4404288019,2019-06,762.135922
FR 4404288028,2019-06,458.446601
FR 4404288075,2019-06,1058.932038
FR 4404288080,2019-06,928.349514
FR 4404288088,2019-06,1108.155339
FR 4404288098,2019-06,762.815533
FR 4404288100,2019-06,919.708737
FR 4404288101,2019-06,911.844660
FR 4404288102,2019-06,1044.563106
FR 4404288115,2019-06,927.572815
FR 4404288120,2019-06,1234.271844
FR 4404288128,2019-06,997.378640
FR 4404288132,2019-06,828.640776
FR 4404288133,2019-06,724.466019
FR 4404288134,2019-06,1118.446601
FR 4404288139,2019-06,813.106796
FR 4404288140,2019-06,908.737864
FR 4404288141,2019-06,920.097087
FR 4404288145,2019-06,643.883495
FR 4404288149,2019-06,810.097087
FR 4404288150,2019-06,992.718446
FR 4404288151,2019-06,1127.087378
FR 4404288154,2019-06,1093.592233
FR 4404288159,2019-06,31.067961
FR 4404288161,2019-06,586.601941
FR 4404288164,2019-06,922.038834
FR 4404288167,2019-06,1050.679611
FR 4404288171,2019-06,941.067961
FR 4404288174,2019-06,952.427184
FR 4404288175,2019-06,961.941747
FR 4404288177,2019-06,967.184466
FR 4404288178,2019-06,1059.611650
FR 4404288180,2019-06,1052.427184
FR 4404288185,2019-06,981.359223
FR 4404288188,2019-06,931.553398
FR 4404288193,2019-06,605.339805
FR 4404288197,2019-06,1079.417475
FR 4404288198,2019-06,290.582524
FR 4404288200,2019-06,685.048543
FR 4404288203,2019-06,1078.543689
FR 4404288207,2019-06,1118.543689
FR 4404288208,2019-06,636.699029
FR 4404288210,2019-06,739.126213
FR 4404288211,2019-06,960.291262
FR 4404288212,2019-06,857.378640
FR 4404288213,2019-06,959.611650
FR 4404288214,2019-06,1210.097087
FR 4404288215,2019-06,938.446601
FR 4404288217,2019-06,0.000000
FR 4404288218,2019-06,956.116504
FR 4404288219,2019-06,660.388349
FR 4404288220,2019-06,1345.339805
FR 4404288221,2019-06,872.524271
FR 4404288222,2019-06,1065.533980
FR 4404288224,2019-06,1019.126213
FR 4404288225,2019-06,944.466019
FR 4404288228,2019-06,973.398058
FR 4404288231,2019-06,1260.679611
FR 4404288232,2019-06,1203.592233
FR 4404288233,2019-06,1257.572815
FR 4404288235,2019-06,1013.009708
FR 4404288236,2019-06,1082.330097
FR 4404288237,2019-06,1081.747572
FR 4404288238,2019-06,1003.883495
FR 4404288239,2019-06,735.048543
FR 4404288240,2019-06,870.194174
FR 4404288241,2019-06,845.048543
FR 4404288242,2019-06,298.349514
FR 4404288243,2019-06,525.922330
FR 4404288247,2019-06,900.582524
FR 4404288249,2019-06,806.019417
FR 4404288251,2019-06,805.922330
FR 4404288253,2019-06,766.310679
FR 4404288255,2019-06,704.757281
FR 4404288257,2019-06,750.485436
FR 4404288258,2019-06,724.563106
FR 4404288259,2019-06,847.864077
FR 4404288261,2019-06,829.320388
FR 4404288262,2019-06,758.446601
FR 4404288263,2019-06,863.106796
FR 4404288264,2019-06,863.009708
FR 4404288265,2019-06,845.825242
FR 4404288266,2019-06,685.922330
FR 4404288267,2019-06,930.679611
FR 4404288269,2019-06,857.766990
FR 4404288270,2019-06,673.106796
FR 4404288273,2019-06,825.533980
FR 4404288274,2019-06,465.825242
FR 4404288275,2019-06,863.203883
FR 4404288276,2019-06,931.941747
FR 4404288279,2019-06,1024.174757
FR 4404288283,2019-06,420.194174
FR 4404288287,2019-06,654.757281
FR 4404658920,2019-06,1035.922330
FR 4404658982,2019-06,1226.407766
FR 4404659023,2019-06,306.310679
FR 4404659034,2019-06,398.252427
FR 4454691592,2019-06,757.378640
FR 4944526074,2019-06,265.145631
FR 4958880362,2019-06,1199.902912
FR 4958880363,2019-06,575.825242
FR 4958880507,2019-06,677.184466
FR 4963097404,2019-06,592.718446
FR 4401572218,2019-07,819.126213
FR 4401572219,2019-07,689.223300
FR 4401572222,2019-07,874.563106
FR 4401572223,2019-07,581.262135
FR 4404288019,2019-07,245.339805
FR 4404288028,2019-07,189.029126
FR 4404288075,2019-07,972.038834
FR 4404288080,2019-07,735.242718
FR 4404288088,2019-07,1074.951456
FR 4404288098,2019-07,531.456310
FR 4404288100,2019-07,877.864077
FR 4404288101,2019-07,741.553398
FR 4404288102,2019-07,915.145631
FR 4404288115,2019-07,819.708737
FR 4404288120,2019-07,1196.796116
FR 4404288128,2019-07,881.941747
FR 4404288132,2019-07,687.087378
FR 4404288133,2019-07,519.611650
FR 4404288134,2019-07,1082.912621
FR 4404288139,2019-07,649.417475
FR 4404288140,2019-07,683.106796
FR 4404288141,2019-07,890.679611
FR 4404288145,2019-07,258.834951
FR 4404288149,2019-07,391.359223
FR 4404288150,2019-07,1012.524271
FR 4404288151,2019-07,1046.213592
FR 4404288154,2019-07,1376.699029
FR 4404288155,2019-07,523.300970
FR 4404288161,2019-07,1278.932038
FR 4404288164,2019-07,843.786407
FR 4404288167,2019-07,992.912621
FR 4404288171,2019-07,980.776699
FR 4404288174,2019-07,850.485436
FR 4404288175,2019-07,902.815533
FR 4404288177,2019-07,883.009708
FR 4404288178,2019-07,1018.252427
FR 4404288180,2019-07,375.242718
FR 4404288185,2019-07,893.592233
FR 4404288188,2019-07,1100.873786
FR 4404288193,2019-07,250.000000
FR 4404288194,2019-07,838.252427
FR 4404288197,2019-07,1033.786407
FR 4404288198,2019-07,6.699029
FR 4404288200,2019-07,627.669902
FR 4404288203,2019-07,1032.233009
FR 4404288205,2019-07,919.902912
FR 4404288207,2019-07,979.029126
FR 4404288208,2019-07,590.388349
FR 4404288210,2019-07,753.786407
FR 4404288211,2019-07,926.407766
FR 4404288212,2019-07,727.669902
FR 4404288213,2019-07,884.368932
FR 4404288214,2019-07,1153.398058
FR 4404288215,2019-07,899.126213
FR 4404288217,2019-07,1017.281553
FR 4404288218,2019-07,844.951456
FR 4404288219,2019-07,660.776699
FR 4404288220,2019-07,1332.524271
FR 4404288221,2019-07,778.737864
FR 4404288222,2019-07,1197.184466
FR 4404288224,2019-07,919.029126
FR 4404288225,2019-07,893.495145
FR 4404288228,2019-07,903.203883
FR 4404288231,2019-07,1130.582524
FR 4404288232,2019-07,1085.048543
FR 4404288233,2019-07,1174.174757
FR 4404288234,2019-07,930.873786
FR 4404288235,2019-07,969.126213
FR 4404288236,2019-07,1002.718446
FR 4404288237,2019-07,1015.339805
FR 4404288238,2019-07,683.106796
FR 4404288239,2019-07,591.941747
FR 4404288240,2019-07,863.883495
FR 4404288241,2019-07,851.844660
FR 4404288243,2019-07,191.359223
FR 4404288247,2019-07,841.067961
FR 4404288249,2019-07,773.203883
FR 4404288251,2019-07,737.572815
FR 4404288253,2019-07,714.174757
FR 4404288255,2019-07,669.805825
FR 4404288257,2019-07,714.660194
FR 4404288258,2019-07,688.932038
FR 4404288259,2019-07,773.009708
FR 4404288261,2019-07,1134.271844
FR 4404288262,2019-07,684.563106
FR 4404288263,2019-07,803.300970
FR 4404288264,2019-07,824.757281
FR 4404288265,2019-07,794.174757
FR 4404288266,2019-07,613.689320
FR 4404288267,2019-07,863.495145
FR 4404288269,2019-07,881.941747
FR 4404288270,2019-07,644.368932
FR 4404288273,2019-07,753.106796
FR 4404288274,2019-07,1063.203883
FR 4404288275,2019-07,828.543689
FR 4404288276,2019-07,1019.611650
FR 4404288279,2019-07,978.932038
FR 4404288282,2019-07,3.203883
FR 4404288283,2019-07,970.485436
FR 4404288286,2019-07,279.223300
FR 4404288287,2019-07,1095.922330
FR 4404288291,2019-07,326.019417
FR 4404658920,2019-07,960.679611
FR 4404658982,2019-07,1308.058252
FR 4944526073,2019-07,249.029126
FR 4958880362,2019-07,1155.242718
FR 4958880363,2019-07,259.029126
FR 4958880507,2019-07,241.359223
FR 4963097404,2019-07,234.077669
FR 4401572218,2019-08,661.067961
FR 4401572219,2019-08,566.213592
FR 4401572222,2019-08,767.378640
FR 4401572223,2019-08,544.660194
FR 4404288075,2019-08,1045.339805
FR 4404288080,2019-08,685.242718
FR 4404288088,2019-08,876.310679
FR 4404288100,2019-08,1022.815533
FR 4404288101,2019-08,732.233009
FR 4404288102,2019-08,1065.922330
FR 4404288115,2019-08,899.126213
FR 4404288120,2019-08,1269.320388
FR 4404288128,2019-08,810.485436
FR 4404288132,2019-08,683.495145
FR 4404288134,2019-08,1263.398058
FR 4404288139,2019-08,279.320388
FR 4404288141,2019-08,721.747572
FR 4404288150,2019-08,883.203883
FR 4404288151,2019-08,1196.310679
FR 4404288154,2019-08,1406.407766
FR 4404288155,2019-08,1224.951456
FR 4404288161,2019-08,1364.854368
FR 4404288164,2019-08,935.533980
FR 4404288167,2019-08,1083.980582
FR 4404288171,2019-08,1072.135922
FR 4404288174,2019-08,974.466019
FR 4404288175,2019-08,980.194174
FR 4404288177,2019-08,855.922330
FR 4404288178,2019-08,931.067961
FR 4404288185,2019-08,969.126213
FR 4404288188,2019-08,1080.679611
FR 4404288194,2019-08,1591.456310
FR 4404288195,2019-08,883.786407
FR 4404288197,2019-08,1107.281553
FR 4404288198,2019-08,1038.737864
FR 4404288200,2019-08,677.864077
FR 4404288203,2019-08,1165.533980
FR 4404288205,2019-08,1180.582524
FR 4404288207,2019-08,580.097087
FR 4404288208,2019-08,620.679611
FR 4404288210,2019-08,259.126213
FR 4404288211,2019-08,911.456310
FR 4404288212,2019-08,689.611650
FR 4404288213,2019-08,1000.000000
FR 4404288214,2019-08,1210.000000
FR 4404288215,2019-08,885.048543
FR 4404288217,2019-08,1414.466019
FR 4404288218,2019-08,978.640776
FR 4404288219,2019-08,755.436893
FR 4404288220,2019-08,1401.067961
FR 4404288221,2019-08,851.262135
FR 4404288222,2019-08,1217.572815
FR 4404288224,2019-08,854.466019
FR 4404288225,2019-08,972.815533
FR 4404288228,2019-08,1010.582524
FR 4404288229,2019-08,470.873786
FR 4404288231,2019-08,1125.242718
FR 4404288232,2019-08,1117.864077
FR 4404288233,2019-08,1177.961165
FR 4404288234,2019-08,1349.223300
FR 4404288235,2019-08,1008.058252
FR 4404288236,2019-08,1082.038834
FR 4404288237,2019-08,1067.378640
FR 4404288238,2019-08,788.932038
FR 4404288239,2019-08,0.000000
FR 4404288240,2019-08,879.611650
FR 4404288241,2019-08,921.941747
FR 4404288242,2019-08,621.553398
FR 4404288247,2019-08,841.747572
FR 4404288249,2019-08,840.582524
FR 4404288251,2019-08,622.427184
FR 4404288253,2019-08,646.601941
FR 4404288255,2019-08,684.757281
FR 4404288257,2019-08,774.174757
FR 4404288258,2019-08,679.417475
FR 4404288259,2019-08,857.961165
FR 4404288261,2019-08,1116.601941
FR 4404288262,2019-08,702.330097
FR 4404288263,2019-08,870.970873
FR 4404288264,2019-08,942.233009
FR 4404288265,2019-08,867.378640
FR 4404288266,2019-08,642.621359
FR 4404288267,2019-08,894.368932
FR 4404288269,2019-08,912.524271
FR 4404288270,2019-08,682.912621
FR 4404288273,2019-08,919.126213
FR 4404288274,2019-08,604.757281
FR 4404288275,2019-08,758.252427
FR 4404288276,2019-08,1042.330097
FR 4404288279,2019-08,1019.417475
FR 4404288283,2019-08,1021.067961
FR 4404288285,2019-08,665.825242
FR 4404288286,2019-08,1029.805825
FR 4404288287,2019-08,1088.155339
FR 4404288291,2019-08,719.029126
FR 4404288298,2019-08,220.097087
FR 4404288302,2019-08,676.116504
FR 4404658920,2019-08,870.776699
FR 4404658982,2019-08,1268.737864
FR 4404659023,2019-08,1358.058252
FR 4404659034,2019-08,811.067961
FR 4454691592,2019-08,99.417475
FR 4944526073,2019-08,1380.485436
FR 4944526074,2019-08,721.650485
FR 4958880362,2019-08,1249.902912
FR 4401572223,2019-09,228.252427
FR 4404288019,2019-09,286.601941
FR 4404288028,2019-09,418.058252
FR 4404288075,2019-09,908.446601
FR 4404288080,2019-09,606.990291
FR 4404288100,2019-09,893.106796
FR 4404288101,2019-09,330.388349
FR 4404288102,2019-09,783.689320
FR 4404288115,2019-09,827.281553
FR 4404288120,2019-09,1191.262135
FR 4404288128,2019-09,651.747572
FR 4404288132,2019-09,627.475728
FR 4404288134,2019-09,1076.796116
FR 4404288136,2019-09,51.067961
FR 4404288140,2019-09,190.388349
FR 4404288141,2019-09,479.611650
FR 4404288145,2019-09,253.398058
FR 4404288150,2019-09,937.281553
FR 4404288151,2019-09,1060.388349
FR 4404288154,2019-09,1175.533980
FR 4404288155,2019-09,1104.951456
FR 4404288161,2019-09,1208.446601
FR 4404288164,2019-09,877.184466
FR 4404288167,2019-09,862.912621
FR 4404288171,2019-09,1005.145631
FR 4404288174,2019-09,920.582524
FR 4404288175,2019-09,803.495145
FR 4404288177,2019-09,638.058252
FR 4404288178,2019-09,677.961165
FR 4404288185,2019-09,847.572815
FR 4404288188,2019-09,1033.203883
FR 4404288194,2019-09,1331.650485
FR 4404288195,2019-09,1294.757281
FR 4404288197,2019-09,1005.825242
FR 4404288198,2019-09,1044.271844
FR 4404288200,2019-09,351.165048
FR 4404288202,2019-09,989.805825
FR 4404288203,2019-09,1098.155339
FR 4404288205,2019-09,1061.844660
FR 4404288208,2019-09,242.330097
FR 4404288211,2019-09,743.300970
FR 4404288212,2019-09,587.766990
FR 4404288213,2019-09,929.902912
FR 4404288214,2019-09,1082.912621
FR 4404288215,2019-09,710.679611
FR 4404288217,2019-09,1227.961165
FR 4404288218,2019-09,910.000000
FR 4404288219,2019-09,704.757281
FR 4404288220,2019-09,1190.485436
FR 4404288221,2019-09,740.000000
FR 4404288222,2019-09,1115.825242
FR 4404288224,2019-09,873.203883
FR 4404288225,2019-09,815.922330
FR 4404288228,2019-09,932.718446
FR 4404288229,2019-09,1194.563106
FR 4404288231,2019-09,992.135922
FR 4404288232,2019-09,1061.359223
FR 4404288233,2019-09,1112.330097
FR 4404288234,2019-09,1210.388349
FR 4404288235,2019-09,923.786407
FR 4404288236,2019-09,854.077669
FR 4404288237,2019-09,908.058252
FR 4404288238,2019-09,751.262135
FR 4404288239,2019-09,494.466019
FR 4404288240,2019-09,885.242718
FR 4404288241,2019-09,848.932038
FR 4404288242,2019-09,1272.330097
FR 4404288243,2019-09,241.747572
FR 4404288247,2019-09,836.310679
FR 4404288249,2019-09,777.766990
FR 4404288253,2019-09,596.699029
FR 4404288255,2019-09,648.932038
FR 4404288257,2019-09,780.194174
FR 4404288258,2019-09,608.155339
FR 4404288259,2019-09,838.446601
FR 4404288261,2019-09,1049.902912
FR 4404288262,2019-09,658.640776
FR 4404288263,2019-09,837.572815
FR 4404288264,2019-09,942.524271
FR 4404288265,2019-09,765.339805
FR 4404288266,2019-09,618.349514
FR 4404288267,2019-09,903.495145
FR 4404288269,2019-09,876.504854
FR 4404288270,2019-09,565.145631
FR 4404288272,2019-09,194.077669
FR 4404288273,2019-09,880.679611
FR 4404288275,2019-09,711.747572
FR 4404288276,2019-09,818.834951
FR 4404288279,2019-09,948.252427
FR 4404288283,2019-09,954.466019
FR 4404288285,2019-09,771.553398
FR 4404288286,2019-09,969.611650
FR 4404288287,2019-09,1062.233009
FR 4404288291,2019-09,751.456310
FR 4404288298,2019-09,861.844660
FR 4404288302,2019-09,928.932038
FR 4404288303,2019-09,595.922330
FR 4404658920,2019-09,327.087378
FR 4404658982,2019-09,1148.155339
FR 4404659023,2019-09,1470.679611
FR 4404659034,2019-09,1586.601941
FR 4454691592,2019-09,1342.718446
FR 4944526073,2019-09,1343.980582
FR 4944526074,2019-09,1233.495145
FR 4958880362,2019-09,1123.786407
FR 4958880507,2019-09,1109.902912
FR 4401572219,2019-10,416.990291
FR 4404288019,2019-10,1521.456310
FR 4404288028,2019-10,840.291262
FR 4404288075,2019-10,858.446601
FR 4404288080,2019-10,511.941747
FR 4404288098,2019-10,521.553398
FR 4404288100,2019-10,778.349514
FR 4404288102,2019-10,724.174757
FR 4404288115,2019-10,686.990291
FR 4404288120,2019-10,1118.737864
FR 4404288128,2019-10,431.456310
FR 4404288132,2019-10,657.864077
FR 4404288134,2019-10,1104.951456
FR 4404288136,2019-10,1200.776699
FR 4404288139,2019-10,815.339805
FR 4404288140,2019-10,1360.291262
FR 4404288141,2019-10,106.990291
FR 4404288145,2019-10,1362.524271
FR 4404288150,2019-10,934.951456
FR 4404288151,2019-10,927.378640
FR 4404288154,2019-10,1201.553398
FR 4404288155,2019-10,1021.747572
FR 4404288161,2019-10,1199.417475
FR 4404288164,2019-10,826.699029
FR 4404288167,2019-10,720.194174
FR 4404288171,2019-10,1037.864077
FR 4404288174,2019-10,934.660194
FR 4404288175,2019-10,750.000000
FR 4404288177,2019-10,137.572815
FR 4404288178,2019-10,668.737864
FR 4404288185,2019-10,658.737864
FR 4404288188,2019-10,1109.708737
FR 4404288193,2019-10,607.669902
FR 4404288194,2019-10,1321.747572
FR 4404288195,2019-10,1341.165048
FR 4404288197,2019-10,976.213592
FR 4404288198,2019-10,1025.825242
FR 4404288202,2019-10,1539.223300
FR 4404288203,2019-10,1049.223300
FR 4404288205,2019-10,984.466019
FR 4404288210,2019-10,874.368932
FR 4404288211,2019-10,669.514563
FR 4404288212,2019-10,512.427184
FR 4404288213,2019-10,861.941747
FR 4404288214,2019-10,1018.252427
FR 4404288215,2019-10,670.582524
FR 4404288217,2019-10,1190.291262
FR 4404288218,2019-10,838.155339
FR 4404288219,2019-10,797.184466
FR 4404288220,2019-10,1176.990291
FR 4404288221,2019-10,735.825242
FR 4404288222,2019-10,1063.106796
FR 4404288224,2019-10,880.097087
FR 4404288225,2019-10,776.116504
FR 4404288228,2019-10,919.126213
FR 4404288229,2019-10,1284.271844
FR 4404288231,2019-10,245.922330
FR 4404288232,2019-10,1020.679611
FR 4404288233,2019-10,1168.640776
FR 4404288234,2019-10,1212.038834
FR 4404288235,2019-10,902.330097
FR 4404288236,2019-10,640.388349
FR 4404288237,2019-10,837.184466
FR 4404288238,2019-10,722.038834
FR 4404288239,2019-10,1324.271844
FR 4404288240,2019-10,928.737864
FR 4404288241,2019-10,795.631067
FR 4404288242,2019-10,1254.174757
FR 4404288243,2019-10,1247.864077
FR 4404288247,2019-10,718.932038
FR 4404288249,2019-10,175.242718
FR 4404288251,2019-10,31.941747
FR 4404288253,2019-10,616.019417
FR 4404288255,2019-10,657.572815
FR 4404288257,2019-10,788.446601
FR 4404288258,2019-10,130.873786
FR 4404288259,2019-10,803.300970
FR 4404288261,2019-10,1029.902912
FR 4404288262,2019-10,734.951456
FR 4404288263,2019-10,179.029126
FR 4404288264,2019-10,933.786407
FR 4404288265,2019-10,768.155339
FR 4404288266,2019-10,134.951456
FR 4404288267,2019-10,945.048543
FR 4404288269,2019-10,893.592233
FR 4404288270,2019-10,604.757281
FR 4404288272,2019-10,914.854368
FR 4404288273,2019-10,891.553398
FR 4404288275,2019-10,726.699029
FR 4404288276,2019-10,937.378640
FR 4404288279,2019-10,890.970873
FR 4404288283,2019-10,898.640776
FR 4404288285,2019-10,344.757281
FR 4404288286,2019-10,932.621359
FR 4404288287,2019-10,1111.747572
FR 4404288289,2019-10,697.766990
FR 4404288291,2019-10,730.000000
FR 4404288298,2019-10,807.184466
FR 4404288300,2019-10,376.601941
FR 4404288302,2019-10,1029.611650
FR 4404288303,2019-10,1085.728155
FR 4404288306,2019-10,72.330097
FR 4404288310,2019-10,192.524271
FR 4404658920,2019-10,11.844660
FR 4404658982,2019-10,1075.728155
FR 4404659023,2019-10,1363.592233
FR 4404659034,2019-10,1580.970873
FR 4454691592,2019-10,1526.699029
FR 4944526073,2019-10,1353.203883
FR 4944526074,2019-10,1224.466019
FR 4958880362,2019-10,1144.271844
FR 4958880507,2019-10,1491.359223
FR 4401572218,2019-11,1015.922330
FR 4401572219,2019-11,1180.970873
FR 4401572223,2019-11,408.834951
FR 4404288019,2019-11,1433.980582
FR 4404288028,2019-11,686.699029
FR 4404288075,2019-11,739.805825
FR 4404288098,2019-11,1275.533980
FR 4404288100,2019-11,734.660194
FR 4404288101,2019-11,227.087378
FR 4404288102,2019-11,580.873786
FR 4404288115,2019-11,521.456310
FR 4404288120,2019-11,452.233009
FR 4404288132,2019-11,602.815533
FR 4404288134,2019-11,949.126213
FR 4404288136,2019-11,1289.029126
FR 4404288139,2019-11,1291.165048
FR 4404288140,2019-11,1341.359223
FR 4404288145,2019-11,1385.533980
FR 4404288150,2019-11,752.621359
FR 4404288151,2019-11,753.495145
FR 4404288154,2019-11,1072.718446
FR 4404288155,2019-11,847.961165
FR 4404288161,2019-11,1043.009708
FR 4404288164,2019-11,661.941747
FR 4404288167,2019-11,130.485436
FR 4404288171,2019-11,793.980582
FR 4404288174,2019-11,712.330097
FR 4404288175,2019-11,602.330097
FR 4404288180,2019-11,832.135922
FR 4404288188,2019-11,1016.796116
FR 4404288193,2019-11,1508.932038
FR 4404288194,2019-11,1095.631067
FR 4404288195,2019-11,1064.077669
FR 4404288197,2019-11,619.611650
FR 4404288198,2019-11,897.669902
FR 4404288202,2019-11,1315.048543
FR 4404288203,2019-11,870.485436
FR 4404288205,2019-11,763.106796
FR 4404288208,2019-11,631.844660
FR 4404288210,2019-11,1467.184466
FR 4404288211,2019-11,493.883495
FR 4404288213,2019-11,710.679611
FR 4404288214,2019-11,811.359223
FR 4404288215,2019-11,501.456310
FR 4404288217,2019-11,1010.097087
FR 4404288218,2019-11,782.135922
FR 4404288219,2019-11,686.893203
FR 4404288220,2019-11,1057.864077
FR 4404288221,2019-11,675.339805
FR 4404288222,2019-11,960.000000
FR 4404288224,2019-11,750.970873
FR 4404288225,2019-11,670.873786
FR 4404288228,2019-11,903.980582
FR 4404288229,2019-11,1137.766990
FR 4404288232,2019-11,852.330097
FR 4404288233,2019-11,1124.757281
FR 4404288234,2019-11,1053.106796
