AniId,RemLactation_LacNumber,CalculatedLactationCycle,LacCalvingDate,LacId,LacRemarks,LacColostrumDate,milk_production_start_date,milk_production_end_date,lactation_duration,total_milk_production,avg_daily_yield,early_lactation_yield,mid_lactation_yield,delta_early_mid_yield,mean_fat_percent,mean_protein_percent,dry_off_date,dry_off_interval,AniLifeNumber
119,1,1,2015-07-24 00:00:00.000,459,NULL,2015-07-31 10:35:00.000,2015-07-25 00:00:00.000,2015-12-14 00:00:00.000,142,3189.514563,23.135211,588.349500,1417.864048,829.514548,4.504895,3.242517,2015-12-14 00:00:00.000,NULL,FR 4401572143
120,1,1,2015-10-18 00:00:00.000,487,NULL,2015-11-03 17:23:00.000,2015-10-18 00:00:00.000,2016-07-28 00:00:00.000,284,7892.330097,28.623591,796.990277,1850.970845,1053.980568,4.878373,2.969837,2016-07-28 00:00:00.000,54,FR 4401572144
120,2,2,2016-09-20 00:00:00.000,571,,2016-09-27 17:29:00.000,2016-09-20 00:00:00.000,2017-07-05 00:00:00.000,288,8783.203883,31.412152,1066.796099,2317.087348,1250.291249,4.457594,3.249746,2017-07-05 00:00:00.000,44,FR 4401572144
120,3,3,2017-08-18 00:00:00.000,668,,2017-08-24 07:44:00.000,2017-08-18 00:00:00.000,2018-07-04 00:00:00.000,320,8707.281553,28.026562,1100.679599,2089.029097,988.349498,NULL,NULL,2018-07-04 00:00:00.000,91,FR 4401572144
120,4,4,2018-10-03 00:00:00.000,801,,2018-10-08 08:07:00.000,2018-10-03 00:00:00.000,2019-09-03 00:00:00.000,335,10326.407766,31.749850,1046.019401,2247.961136,1201.941735,NULL,NULL,2019-09-03 00:00:00.000,92,FR 4401572144
120,5,5,2019-12-04 00:00:00.000,934,NULL,2019-12-09 13:48:00.000,2019-12-04 00:00:00.000,2020-11-23 00:00:00.000,355,12260.582524,35.572957,1312.815519,2784.368905,1471.553386,NULL,NULL,2020-11-23 00:00:00.000,NULL,FR 4401572144
121,1,1,2015-11-17 00:00:00.000,497,NULL,2015-11-18 12:04:00.000,2015-11-17 00:00:00.000,2016-09-21 00:00:00.000,309,7431.553398,24.771844,682.524258,1747.475699,1064.951441,3.875648,2.914305,2016-09-21 00:00:00.000,53,FR 4401572145
121,2,2,2016-11-13 00:00:00.000,592,,2016-11-19 08:29:00.000,2016-11-13 00:00:00.000,2017-09-28 00:00:00.000,319,10480.097087,33.838557,1020.873774,2371.747548,1350.873774,3.351038,3.059350,2017-09-28 00:00:00.000,50,FR 4401572145
121,3,3,2017-11-17 00:00:00.000,722,NULL,2017-11-22 08:21:00.000,2017-11-17 00:00:00.000,2018-04-13 00:00:00.000,147,5543.980582,38.845578,1073.980569,2449.223270,1375.242701,NULL,NULL,2018-04-13 00:00:00.000,NULL,FR 4401572145
122,1,1,2016-04-17 00:00:00.000,534,,2016-04-24 19:45:00.000,2016-04-18 00:00:00.000,2017-06-06 00:00:00.000,414,12975.922330,32.283091,827.669887,2057.864045,1230.194158,4.594042,3.420921,2017-06-06 00:00:00.000,46,FR 4401572148
122,2,2,2017-07-21 00:00:00.000,655,,2017-07-27 17:09:00.000,2017-07-22 00:00:00.000,2018-06-30 00:00:00.000,343,11684.660194,35.088046,1109.417461,2526.990264,1417.572803,NULL,NULL,2018-06-30 00:00:00.000,54,FR 4401572148
122,3,3,2018-08-22 00:00:00.000,779,,2018-08-29 06:30:00.000,2018-08-23 00:00:00.000,2019-09-18 00:00:00.000,391,12523.689320,32.990792,1112.038820,2354.951427,1242.912607,NULL,NULL,2019-09-18 00:00:00.000,58,FR 4401572148
122,4,4,2019-11-15 00:00:00.000,927,,2019-11-20 10:10:00.000,2019-11-15 00:00:00.000,2020-12-02 00:00:00.000,383,15491.747572,41.661879,1287.184451,3369.805796,2082.621345,NULL,NULL,2020-12-02 00:00:00.000,43,FR 4401572148
122,5,5,2021-01-14 00:00:00.000,1106,NULL,2021-01-19 15:46:00.000,2021-01-14 00:00:00.000,2021-11-22 00:00:00.000,312,11215.533980,37.025641,948.543673,2604.757246,1656.213573,4.649282,3.425099,2021-11-22 00:00:00.000,NULL,FR 4401572148
123,1,1,2015-09-14 00:00:00.000,479,NULL,2015-09-21 20:50:00.000,2015-09-14 00:00:00.000,2016-09-21 00:00:00.000,373,12633.689320,34.886595,783.300956,2158.252399,1374.951443,3.703428,2.978928,2016-09-21 00:00:00.000,51,FR 4401572149
123,2,2,2016-11-11 00:00:00.000,588,,2016-11-16 08:16:00.000,2016-11-11 00:00:00.000,2017-09-08 00:00:00.000,301,9910.291262,33.912292,1068.932023,2220.582498,1151.650475,3.396329,3.301392,2017-09-08 00:00:00.000,54,FR 4401572149
123,3,3,2017-11-01 00:00:00.000,709,,2017-11-06 08:30:00.000,2017-11-01 00:00:00.000,2018-11-10 00:00:00.000,374,11927.281553,32.847860,1006.990280,2502.621325,1495.631045,NULL,NULL,2018-11-10 00:00:00.000,NULL,FR 4401572149
124,1,1,2015-09-16 00:00:00.000,481,NULL,2015-09-23 19:52:00.000,2015-09-16 00:00:00.000,2016-05-02 00:00:00.000,229,6407.475728,28.819650,796.504841,1843.786378,1047.281537,4.015521,2.759782,2016-05-02 00:00:00.000,110,FR 4401572150
124,2,2,2016-08-20 00:00:00.000,559,,2016-08-23 18:12:00.000,2016-08-20 00:00:00.000,2017-07-19 00:00:00.000,333,9539.029126,29.505105,1033.398043,1983.203853,949.805810,3.945384,3.015000,2017-07-19 00:00:00.000,39,FR 4401572150
124,3,3,2017-08-27 00:00:00.000,673,,2017-09-01 08:39:00.000,2017-08-27 00:00:00.000,2018-05-15 00:00:00.000,261,8370.970873,33.034865,1134.757267,2359.805796,1225.048529,NULL,NULL,2018-05-15 00:00:00.000,85,FR 4401572150
124,4,4,2018-08-08 00:00:00.000,773,NULL,2018-08-15 17:25:00.000,2018-08-08 00:00:00.000,2018-08-11 00:00:00.000,3,47.378640,16.266666,47.378639,0.000000,-47.378639,NULL,NULL,2018-08-11 00:00:00.000,NULL,FR 4401572150
125,1,1,2016-02-10 00:00:00.000,519,NULL,2016-02-14 10:18:00.000,2016-02-10 00:00:00.000,2017-02-13 00:00:00.000,369,10778.058252,30.085094,819.320374,2122.330066,1303.009692,4.813750,3.397596,2017-02-13 00:00:00.000,205,FR 4401572151
125,2,3,2017-09-06 00:00:00.000,678,,2017-09-11 19:46:00.000,2017-09-06 00:00:00.000,2018-09-17 00:00:00.000,376,14846.407766,40.669680,1237.766976,2765.728125,1527.961149,NULL,NULL,2018-09-17 00:00:00.000,46,FR 4401572151
125,3,4,2018-11-02 00:00:00.000,825,,2018-11-09 16:41:00.000,2018-11-02 00:00:00.000,2019-10-14 00:00:00.000,346,13094.466019,38.980635,1110.776686,2575.533951,1464.757265,NULL,NULL,2019-10-14 00:00:00.000,44,FR 4401572151
125,4,5,2019-11-27 00:00:00.000,932,,2019-12-02 19:05:00.000,2019-11-27 00:00:00.000,2020-08-25 00:00:00.000,272,9171.844660,34.731617,980.388336,2421.165018,1440.776682,NULL,NULL,2020-08-25 00:00:00.000,90,FR 4401572151
125,5,6,2020-11-23 00:00:00.000,1084,NULL,2020-11-25 18:30:00.000,2020-11-23 00:00:00.000,2021-10-28 00:00:00.000,339,12830.873786,38.984660,1170.873771,2653.495118,1482.621347,4.380929,3.299823,2021-10-28 00:00:00.000,NULL,FR 4401572151
126,1,1,2015-12-26 00:00:00.000,506,NULL,2015-12-29 10:50:00.000,2015-12-26 00:00:00.000,2016-10-26 00:00:00.000,305,9987.961165,33.729836,854.368914,2178.640745,1324.271831,4.130909,3.023693,2016-10-26 00:00:00.000,39,FR 4401572152
126,2,2,2016-12-04 00:00:00.000,604,,2016-12-11 08:29:00.000,2016-12-04 00:00:00.000,2017-09-08 00:00:00.000,278,8920.970873,33.052517,914.368918,2234.271815,1319.902897,3.693378,3.554864,2017-09-08 00:00:00.000,53,FR 4401572152
126,3,3,2017-10-31 00:00:00.000,708,,2017-11-05 10:28:00.000,2017-10-31 00:00:00.000,2018-10-01 00:00:00.000,335,12028.349514,36.982686,1079.029109,2621.844630,1542.815521,NULL,NULL,2018-10-01 00:00:00.000,49,FR 4401572152
126,4,4,2018-11-19 00:00:00.000,835,NULL,2018-11-24 10:09:00.000,2018-11-19 00:00:00.000,2020-03-17 00:00:00.000,484,17373.203883,36.971900,1056.310664,2572.524242,1516.213578,NULL,NULL,2020-03-17 00:00:00.000,NULL,FR 4401572152
130,1,1,2016-02-25 00:00:00.000,524,NULL,2016-03-01 13:52:00.000,2016-02-25 00:00:00.000,2016-11-09 00:00:00.000,258,7314.466019,29.201162,776.601926,1948.543662,1171.941736,4.031652,3.113913,2016-11-09 00:00:00.000,74,FR 4401572153
130,2,2,2017-01-22 00:00:00.000,625,,2017-01-26 11:19:00.000,2017-01-22 00:00:00.000,2017-11-06 00:00:00.000,288,8896.407766,31.817013,982.330080,2217.669881,1235.339801,3.916666,3.802916,2017-11-06 00:00:00.000,68,FR 4401572153
130,3,3,2018-01-12 00:00:00.000,731,,2018-01-17 17:40:00.000,2018-01-13 00:00:00.000,2018-11-19 00:00:00.000,310,10078.155339,33.485483,1090.776686,2391.165020,1300.388334,NULL,NULL,2018-11-19 00:00:00.000,63,FR 4401572153
130,4,4,2019-01-21 00:00:00.000,860,,2019-01-28 08:46:00.000,2019-01-21 00:00:00.000,2020-01-28 00:00:00.000,372,11874.174757,32.877419,1118.640766,2533.009683,1414.368917,NULL,NULL,2020-01-28 00:00:00.000,129,FR 4401572153
130,5,5,2020-06-05 00:00:00.000,1015,NULL,2020-06-09 07:01:00.000,2020-06-05 00:00:00.000,2021-03-01 00:00:00.000,269,8106.213592,31.038661,1048.252410,2130.970842,1082.718432,NULL,NULL,2021-03-01 00:00:00.000,NULL,FR 4401572153
133,2,2,2014-11-14 00:00:00.000,387,NULL,2014-11-20 10:09:00.000,2014-11-14 00:00:00.000,2016-09-06 00:00:00.000,662,23457.766990,36.497734,1279.708719,2855.145604,1575.436885,5.074366,3.084229,2016-09-06 00:00:00.000,NULL,
138,1,1,2015-10-07 00:00:00.000,485,NULL,2015-10-14 07:34:00.000,2015-10-08 00:00:00.000,2016-08-29 00:00:00.000,326,9028.640776,28.526073,665.922318,1740.194148,1074.271830,5.055156,3.029960,2016-08-29 00:00:00.000,47,FR 4401572154
138,2,2,2016-10-15 00:00:00.000,580,,2016-10-22 08:22:00.000,2016-10-15 00:00:00.000,2017-08-24 00:00:00.000,313,8430.582524,27.742811,914.563092,1902.135895,987.572803,4.577179,3.242051,2017-08-24 00:00:00.000,53,FR 4401572154
138,3,3,2017-10-16 00:00:00.000,698,,2017-10-21 09:56:00.000,2017-10-16 00:00:00.000,2018-08-31 00:00:00.000,319,10039.805825,32.416927,1094.466005,2347.669875,1253.203870,NULL,NULL,2018-08-31 00:00:00.000,61,FR 4401572154
138,4,4,2018-10-31 00:00:00.000,824,,2018-11-07 17:41:00.000,2018-10-31 00:00:00.000,2019-11-18 00:00:00.000,383,11184.854368,30.079373,918.252411,2144.563076,1226.310665,NULL,NULL,2019-11-18 00:00:00.000,64,FR 4401572154
138,5,5,2020-01-21 00:00:00.000,963,,2020-01-27 16:34:00.000,2020-01-21 00:00:00.000,2021-02-02 00:00:00.000,378,12752.233009,34.748148,1063.203867,2664.465991,1601.262124,NULL,NULL,2021-02-02 00:00:00.000,143,FR 4401572154
138,6,6,2021-06-25 00:00:00.000,1159,NULL,2021-06-28 15:47:00.000,2021-06-25 00:00:00.000,2021-09-20 00:00:00.000,87,3409.029126,40.359770,1164.271828,2244.757253,1080.485425,4.407386,3.211931,2021-09-20 00:00:00.000,NULL,FR 4401572154
142,1,1,2016-02-09 00:00:00.000,518,NULL,2016-02-14 08:14:00.000,2016-02-09 00:00:00.000,2016-12-24 00:00:00.000,319,9153.300970,29.554545,973.689306,1945.825213,972.135907,4.479617,3.227452,2016-12-24 00:00:00.000,70,FR 4401572155
142,2,2,2017-03-04 00:00:00.000,634,,2017-03-08 16:34:00.000,2017-03-04 00:00:00.000,2018-04-10 00:00:00.000,402,11758.349514,30.127114,1109.223286,2337.184436,1227.961150,NULL,NULL,2018-04-10 00:00:00.000,169,FR 4401572155
142,3,3,2018-09-26 00:00:00.000,796,NULL,2018-09-30 08:12:00.000,2018-09-26 00:00:00.000,2019-10-01 00:00:00.000,370,12247.378640,34.094054,1126.310662,2553.495115,1427.184453,NULL,NULL,2019-10-01 00:00:00.000,NULL,FR 4401572155
145,1,1,2016-02-23 00:00:00.000,523,NULL,2016-02-27 11:10:00.000,2016-02-24 00:00:00.000,2017-02-13 00:00:00.000,355,8448.640776,24.512957,709.029115,1468.932010,759.902895,5.095670,3.366546,2017-02-13 00:00:00.000,30,FR 4401572156
145,2,2,2017-03-15 00:00:00.000,636,,2017-03-22 08:12:00.000,2017-03-15 00:00:00.000,2018-01-12 00:00:00.000,303,9467.669902,32.183828,911.165033,2051.067936,1139.902903,NULL,NULL,2018-01-12 00:00:00.000,47,FR 4401572156
145,3,3,2018-02-28 00:00:00.000,747,,2018-03-13 08:43:00.000,2018-02-28 00:00:00.000,2019-03-18 00:00:00.000,383,12355.728155,33.228198,966.213576,2556.796088,1590.582512,NULL,NULL,2019-03-18 00:00:00.000,79,FR 4401572156
145,4,4,2019-06-05 00:00:00.000,885,,2019-06-14 10:50:00.000,2019-06-05 00:00:00.000,2020-08-31 00:00:00.000,453,14615.533980,33.231788,626.601928,2150.291237,1523.689309,NULL,NULL,2020-08-31 00:00:00.000,74,FR 4401572156
145,5,5,2020-11-13 00:00:00.000,1073,,2020-11-17 18:07:00.000,2020-11-13 00:00:00.000,2021-12-20 00:00:00.000,402,15224.271844,39.007462,1277.766972,2850.776667,1573.009695,5.080788,3.323835,2021-12-20 00:00:00.000,65,FR 4401572156
145,6,6,2022-02-23 00:00:00.000,1255,NULL,2022-02-26 00:00:00.000,2022-02-23 00:00:00.000,2022-10-24 00:00:00.000,243,8326.990291,35.295473,1081.262117,2559.320361,1478.058244,4.853916,3.518250,2022-10-24 00:00:00.000,NULL,FR 4401572156
147,1,1,2016-04-13 00:00:00.000,533,NULL,2016-04-14 07:58:00.000,2016-04-13 00:00:00.000,2017-03-04 00:00:00.000,325,7558.349514,23.954153,749.611634,1745.825210,996.213576,5.302380,3.556190,2017-03-04 00:00:00.000,252,FR 4401572157
147,2,2,2017-11-11 00:00:00.000,718,,2017-11-15 08:22:00.000,2017-11-11 00:00:00.000,2018-10-31 00:00:00.000,354,10138.834951,29.500000,1126.990279,2265.631039,1138.640760,NULL,NULL,2018-10-31 00:00:00.000,147,FR 4401572157
147,3,4,2019-03-27 00:00:00.000,876,,2019-04-03 19:08:00.000,2019-03-27 00:00:00.000,2020-01-21 00:00:00.000,300,8684.563106,29.817000,1116.601926,2538.737836,1422.135910,NULL,NULL,2020-01-21 00:00:00.000,147,FR 4401572157
147,4,5,2020-06-16 00:00:00.000,1018,NULL,2020-06-20 14:45:00.000,2020-06-16 00:00:00.000,2020-09-08 00:00:00.000,84,2916.310679,35.759523,1141.553384,1774.757251,633.203867,NULL,NULL,2020-09-08 00:00:00.000,NULL,FR 4401572157
151,1,1,2016-03-10 00:00:00.000,527,NULL,2016-03-15 14:24:00.000,2016-03-10 00:00:00.000,2017-03-08 00:00:00.000,363,8578.349514,24.340771,618.058238,1580.291232,962.232994,3.900611,3.048777,2017-03-08 00:00:00.000,133,FR 4401572158
151,2,2,2017-07-19 00:00:00.000,652,,2017-07-23 15:10:00.000,2017-07-19 00:00:00.000,2018-06-14 00:00:00.000,330,10879.320388,33.956666,1047.669885,2409.611623,1361.941738,NULL,NULL,2018-06-14 00:00:00.000,47,FR 4401572158
151,3,3,2018-07-31 00:00:00.000,768,,2018-08-06 11:14:00.000,2018-07-31 00:00:00.000,2019-10-25 00:00:00.000,451,14399.126213,32.884922,1074.660181,2331.165019,1256.504838,NULL,NULL,2019-10-25 00:00:00.000,48,FR 4401572158
151,4,4,2019-12-12 00:00:00.000,943,NULL,2019-12-17 07:58:00.000,2019-12-12 00:00:00.000,2021-01-11 00:00:00.000,396,15653.495145,40.714898,1337.766976,2959.320358,1621.553382,NULL,NULL,2021-01-11 00:00:00.000,NULL,FR 4401572158
153,1,1,2014-01-15 00:00:00.000,314,NULL,2014-01-27 00:00:00.000,2014-01-15 00:00:00.000,2015-02-26 00:00:00.000,407,11864.854368,30.026535,596.504838,1869.029092,1272.524254,4.310466,3.486142,2015-02-26 00:00:00.000,92,FR 4401572102
153,2,3,2015-05-29 00:00:00.000,449,NULL,2015-06-05 09:50:00.000,2015-05-29 00:00:00.000,2016-08-10 00:00:00.000,439,16063.300970,37.688382,1119.999983,2723.106762,1603.106779,4.255438,3.058634,2016-08-10 00:00:00.000,51,FR 4401572102
153,3,4,2016-09-30 00:00:00.000,575,NULL,2016-10-07 18:44:00.000,2016-09-30 00:00:00.000,2017-05-05 00:00:00.000,217,6251.650485,29.673732,809.805810,2192.427156,1382.621346,3.883544,3.419367,2017-05-05 00:00:00.000,NULL,FR 4401572102
154,1,1,2014-01-17 00:00:00.000,316,NULL,2014-01-28 00:00:00.000,2014-01-18 00:00:00.000,2014-12-25 00:00:00.000,341,11542.524271,34.864516,815.922316,2119.223271,1303.300955,4.295584,3.560614,2014-12-25 00:00:00.000,NULL,FR 4401572087
155,1,1,2014-01-27 00:00:00.000,318,NULL,2014-02-03 00:00:00.000,2014-01-30 00:00:00.000,2014-11-14 00:00:00.000,288,11079.805825,39.625694,893.883483,2612.135892,1718.252409,3.907301,3.392006,2014-11-14 00:00:00.000,62,FR 4401572092
155,2,2,2015-01-15 00:00:00.000,405,NULL,2015-01-21 10:53:00.000,2015-01-15 00:00:00.000,2016-01-27 00:00:00.000,377,14197.475728,38.788859,1143.398042,2890.097057,1746.699015,4.313306,2.922089,2016-01-27 00:00:00.000,NULL,FR 4401572092
156,1,1,2014-01-31 00:00:00.000,321,NULL,2014-02-07 19:05:00.000,2014-01-31 00:00:00.000,2014-11-26 00:00:00.000,299,8186.990291,28.202675,676.699013,1685.533951,1008.834938,4.464566,3.726766,2014-11-26 00:00:00.000,NULL,FR 4401572099
157,1,1,2016-05-26 00:00:00.000,540,NULL,2016-06-02 14:22:00.000,2016-05-26 00:00:00.000,2017-03-18 00:00:00.000,296,7660.873786,26.657770,678.349496,1763.689291,1085.339795,3.947378,3.468640,2017-03-18 00:00:00.000,42,FR 4401572159
157,2,2,2017-04-29 00:00:00.000,643,,2017-05-05 17:34:00.000,2017-04-29 00:00:00.000,2018-08-25 00:00:00.000,483,13356.213592,28.482194,874.368918,2044.757251,1170.388333,NULL,NULL,2018-08-25 00:00:00.000,58,FR 4401572159
157,3,3,2018-10-22 00:00:00.000,811,,2018-10-26 09:52:00.000,2018-10-22 00:00:00.000,2020-02-17 00:00:00.000,483,14072.718446,30.010144,921.067947,2228.349483,1307.281536,NULL,NULL,2020-02-17 00:00:00.000,84,FR 4401572159
157,4,4,2020-05-11 00:00:00.000,1012,NULL,2020-05-15 10:04:00.000,2020-05-11 00:00:00.000,2020-12-29 00:00:00.000,232,7136.019417,31.681465,1144.951438,2213.592203,1068.640765,NULL,NULL,2020-12-29 00:00:00.000,NULL,FR 4401572159
162,1,1,2016-12-30 00:00:00.000,615,NULL,2017-01-03 18:21:00.000,2016-12-30 00:00:00.000,2017-01-27 00:00:00.000,28,877.281553,32.271428,877.281540,0.000000,-877.281540,4.504827,3.416551,2017-01-27 00:00:00.000,NULL,FR 4969340199
169,1,1,2016-05-27 00:00:00.000,542,,2016-06-30 16:14:00.000,2016-05-27 00:00:00.000,2017-07-19 00:00:00.000,418,12646.990291,31.163636,901.262119,2311.165018,1409.902899,3.770291,3.295728,2017-07-19 00:00:00.000,49,FR 4401572160
169,2,2,2017-09-06 00:00:00.000,680,,2017-09-11 19:47:00.000,2017-09-06 00:00:00.000,2018-07-17 00:00:00.000,314,11547.572815,37.878980,1052.718433,2390.097059,1337.378626,NULL,NULL,2018-07-17 00:00:00.000,45,FR 4401572160
169,3,3,2018-08-31 00:00:00.000,783,,2018-09-06 08:33:00.000,2018-08-31 00:00:00.000,2019-10-29 00:00:00.000,424,13778.349514,33.470990,1094.368917,2174.465989,1080.097072,NULL,NULL,2019-10-29 00:00:00.000,44,FR 4401572160
169,4,4,2019-12-12 00:00:00.000,944,,2019-12-17 08:00:00.000,2019-12-12 00:00:00.000,2020-09-21 00:00:00.000,284,11785.339805,42.742605,1260.194160,3050.776670,1790.582510,NULL,NULL,2020-09-21 00:00:00.000,60,FR 4401572160
169,5,5,2020-11-19 00:00:00.000,1082,,2020-11-23 10:32:00.000,2020-11-20 00:00:00.000,2021-12-20 00:00:00.000,395,15567.378640,40.593417,1231.747560,2854.465990,1622.718430,3.742329,3.197598,2021-12-20 00:00:00.000,NULL,FR 4401572160
180,1,1,2016-10-10 00:00:00.000,578,,2016-10-17 18:42:00.000,2016-10-10 00:00:00.000,2017-08-18 00:00:00.000,312,8753.689320,28.898397,628.543672,1676.990264,1048.446592,3.649367,3.389367,2017-08-18 00:00:00.000,34,FR 4401572163
180,2,2,2017-09-21 00:00:00.000,686,,2017-09-28 06:46:00.000,2017-09-21 00:00:00.000,2018-09-17 00:00:00.000,361,11435.339805,32.627146,903.980566,2180.970848,1276.990282,NULL,NULL,2018-09-17 00:00:00.000,22,FR 4401572163
180,3,3,2018-10-09 00:00:00.000,805,,2018-10-16 12:13:00.000,2018-10-09 00:00:00.000,2020-03-02 00:00:00.000,510,13755.922330,27.781568,506.407753,1781.650456,1275.242703,NULL,NULL,2020-03-02 00:00:00.000,1,FR 4401572163
180,4,3,2020-03-03 00:00:00.000,995,,2020-03-10 16:59:00.000,2020-03-03 00:00:00.000,2020-03-03 00:00:00.000,0,19.223300,NULL,19.223300,0.000000,-19.223300,NULL,NULL,2020-03-03 00:00:00.000,192,FR 4401572163
180,5,4,2020-09-11 00:00:00.000,1048,,2020-09-13 11:03:00.000,2020-09-11 00:00:00.000,2021-11-25 00:00:00.000,440,18284.174757,42.801590,1358.737850,3584.465988,2225.728138,3.784409,3.420984,2021-11-25 00:00:00.000,66,FR 4401572163
180,6,5,2022-01-30 00:00:00.000,1244,NULL,2022-02-04 18:25:00.000,2022-01-30 00:00:00.000,2023-03-06 00:00:00.000,400,15065.048543,38.792500,1179.417462,3126.990258,1947.572796,3.606197,3.517964,2023-03-06 00:00:00.000,NULL,FR 4401572163
182,1,1,2017-01-14 00:00:00.000,620,NULL,2017-01-21 08:48:00.000,2017-01-14 00:00:00.000,2017-01-27 00:00:00.000,13,233.980582,18.538461,233.980576,0.000000,-233.980576,4.370000,4.189285,2017-01-27 00:00:00.000,NULL,FR 4401572164
183,1,1,2017-11-06 00:00:00.000,716,NULL,2017-11-07 15:15:00.000,2017-11-06 00:00:00.000,2017-11-10 00:00:00.000,4,43.689320,11.250000,43.689317,0.000000,-43.689317,NULL,NULL,2017-11-10 00:00:00.000,NULL,FR 4401572165
190,1,1,2016-08-13 00:00:00.000,557,,NULL,2016-08-13 00:00:00.000,2017-07-10 00:00:00.000,331,6876.019417,21.396676,417.669889,1278.349484,860.679595,4.626455,3.663670,2017-07-10 00:00:00.000,45,FR 4401572166
190,2,2,2017-08-24 00:00:00.000,671,,2017-08-29 10:49:00.000,2017-08-24 00:00:00.000,2018-07-31 00:00:00.000,341,12179.708737,36.789149,1124.077657,2513.300939,1389.223282,NULL,NULL,2018-07-31 00:00:00.000,44,FR 4401572166
190,3,3,2018-09-13 00:00:00.000,790,,2018-09-19 06:24:00.000,2018-09-13 00:00:00.000,2019-12-26 00:00:00.000,469,17281.456310,37.952878,1184.271829,2567.378610,1383.106781,NULL,NULL,2019-12-26 00:00:00.000,45,FR 4401572166
190,4,4,2020-02-09 00:00:00.000,982,NULL,2020-02-14 08:10:00.000,2020-02-09 00:00:00.000,2020-05-12 00:00:00.000,93,4287.184466,47.481720,1220.485422,2862.718416,1642.232994,NULL,NULL,2020-05-12 00:00:00.000,NULL,FR 4401572166
192,1,1,2016-11-02 00:00:00.000,584,,2016-11-03 09:57:00.000,2016-11-02 00:00:00.000,2017-10-25 00:00:00.000,357,7912.038834,22.827450,382.330081,1320.679581,938.349500,4.291153,3.761410,2017-10-25 00:00:00.000,95,FR 4401572167
192,2,2,2018-01-28 00:00:00.000,737,NULL,2018-02-04 11:51:00.000,2018-01-28 00:00:00.000,2018-02-28 00:00:00.000,31,1212.524271,40.287096,1124.854356,87.669902,-1037.184454,NULL,NULL,2018-02-28 00:00:00.000,NULL,FR 4401572167
193,1,1,2016-12-10 00:00:00.000,605,NULL,2016-12-15 21:32:00.000,2016-12-11 00:00:00.000,2017-01-27 00:00:00.000,47,650.000000,14.244680,319.029112,330.970864,11.941752,4.101777,3.667111,2017-01-27 00:00:00.000,NULL,FR 4401572168
194,1,1,2017-03-18 00:00:00.000,639,,2017-03-22 10:21:00.000,2017-03-18 00:00:00.000,2018-01-05 00:00:00.000,293,7664.077669,26.941979,620.776685,1708.349485,1087.572800,NULL,NULL,2018-01-05 00:00:00.000,90,FR 4401572169
194,2,2,2018-04-05 00:00:00.000,751,,2018-04-09 18:41:00.000,2018-04-05 00:00:00.000,2019-01-02 00:00:00.000,272,8919.902912,33.777573,909.223287,2481.553369,1572.330082,NULL,NULL,2019-01-02 00:00:00.000,68,FR 4401572169
194,3,3,2019-03-11 00:00:00.000,869,NULL,2019-03-18 07:46:00.000,2019-03-11 00:00:00.000,2020-03-17 00:00:00.000,372,12743.689320,35.284946,998.349500,2507.864051,1509.514551,NULL,NULL,2020-03-17 00:00:00.000,NULL,FR 4401572169
195,1,1,2017-03-06 00:00:00.000,635,,2017-03-10 07:56:00.000,2017-03-06 00:00:00.000,2018-01-05 00:00:00.000,305,7073.980582,23.889180,537.669887,1511.941718,974.271831,NULL,NULL,2018-01-05 00:00:00.000,40,FR 4401572170
195,2,2,2018-02-14 00:00:00.000,743,,2018-02-21 11:03:00.000,2018-02-14 00:00:00.000,2018-12-03 00:00:00.000,292,9838.349514,34.703767,1117.961151,2472.815505,1354.854354,NULL,NULL,2018-12-03 00:00:00.000,49,FR 4401572170
195,3,3,2019-01-21 00:00:00.000,863,,2019-01-28 17:17:00.000,2019-01-21 00:00:00.000,2019-11-05 00:00:00.000,288,9747.184466,34.859722,1080.582512,2373.883465,1293.300953,NULL,NULL,2019-11-05 00:00:00.000,46,FR 4401572170
195,4,4,2019-12-21 00:00:00.000,951,,2019-12-26 16:30:00.000,2019-12-21 00:00:00.000,2020-09-30 00:00:00.000,284,10249.708737,37.173239,1189.223287,2556.699000,1367.475713,NULL,NULL,2020-09-30 00:00:00.000,53,FR 4401572170
195,5,5,2020-11-22 00:00:00.000,1083,,2020-11-25 07:58:00.000,2020-11-22 00:00:00.000,2021-09-09 00:00:00.000,291,10854.174757,38.418556,1200.194159,2706.504822,1506.310663,4.164632,3.141355,2021-09-09 00:00:00.000,45,FR 4401572170
195,6,6,2021-10-23 00:00:00.000,1206,,2021-10-30 00:00:00.000,2021-10-24 00:00:00.000,2022-04-30 00:00:00.000,188,6475.728155,35.478723,955.922314,2235.145602,1279.223288,4.054545,3.602513,2022-04-30 00:00:00.000,143,FR 4401572170
195,7,7,2022-09-20 00:00:00.000,1330,,2022-09-27 00:00:00.000,2022-09-20 00:00:00.000,2023-07-31 00:00:00.000,314,12033.689320,39.473566,1151.067946,2550.194145,1399.126199,4.391825,3.333015,2023-07-31 00:00:00.000,66,FR 4401572170
195,8,8,2023-10-05 00:00:00.000,1461,,2023-10-12 08:41:00.000,2023-10-05 00:00:00.000,2024-06-21 00:00:00.000,260,10051.165048,39.818076,1239.805810,2844.174727,1604.368917,4.209042,3.433524,2024-06-21 00:00:00.000,90,FR 4401572170
