"","InsId","InsNumber","InsDate","InsSirId","InsChargeNumber","InsSequenceNumber","InsLacId","InsConId","InsRemarks","AniLifeNumber","AniBirthday","AniKeep","AniGenId","AniActive","AniMotherLifeNumber","RemLactation_LacNumber","CalculatedLactationCycle","LacCalvingDate","milk_production_start_date","milk_production_end_date","lactation_duration","total_milk_production","mean_fat_percent","mean_protein_percent","dry_off_date","dry_off_interval","still_milking","LacAniId","LacRemarks","LacColostrumDate","PreDate","PreRemark","successful_insem"
"570",1583,1,2017-11-13,NA,NA,0,596,NA,"","FR4404288208",2015-08-25,TRUE,2,FALSE,"FR 4404288079",1,1,2017-09-09,"2017-09-09 00:00:00.000","2018-06-15 00:00:00.000",279,6869.7,"4.157357","3.518928","2018-06-15 00:00:00.000","73",0,"145","",2017-09-16 10:51:00,2017-12-20,NA,TRUE
"571",1584,2,2017-11-11,NA,NA,0,564,NA,"","FR4945368325",2012-05-25,TRUE,2,FALSE,"",4,2,2017-08-12,"2017-08-13 00:00:00.000","2018-04-12 00:00:00.000",242,6532.5,"6.484609","3.316543","2018-04-12 00:00:00.000","117",0,"118","",2017-08-19 10:24:00,2017-12-20,NA,TRUE
"572",1585,1,2017-11-16,NA,NA,0,595,NA,"","FR4404288028",2009-05-19,TRUE,2,FALSE,"",7,2,2017-09-05,"2017-09-06 00:00:00.000","2018-08-22 00:00:00.000",350,9547.2,"4.139316","3.474444","2018-08-22 00:00:00.000","56",0,"4","",2017-09-12 07:57:00,2017-12-20,NA,TRUE
"573",1586,3,2017-11-16,NA,NA,0,521,NA,"","FR4404288195",2015-04-03,TRUE,2,FALSE,"FR 4963097404",1,1,2017-05-25,"2017-05-25 00:00:00.000","2018-06-01 00:00:00.000",372,9044.1,"4.230187","3.177801","2018-06-01 00:00:00.000","78",0,"132","",2017-06-01 16:41:00,2018-01-26,NA,TRUE
"574",1587,1,2017-11-18,NA,NA,1,601,10,"","FR4958880362",2012-09-22,TRUE,2,FALSE,"FR 4958880064",3,2,2017-09-16,"2017-09-17 00:00:00.000","2018-12-26 00:00:00.000",465,13877.2,"4.975085","3.506051","2018-12-26 00:00:00.000","63",0,"125","",2017-09-21 17:04:00,2018-01-26,NA,TRUE
"575",1588,1,2017-11-18,NA,NA,1,603,10,"","FR4404288203",2015-06-14,TRUE,2,FALSE,"FR 4404288069",1,1,2017-09-17,"2017-09-17 00:00:00.000","2018-12-26 00:00:00.000",465,13529,"4.369034","3.447339","2018-12-26 00:00:00.000","46",0,"140","",2017-09-21 07:55:00,NA,NA,FALSE
"576",1589,3,2017-11-18,NA,NA,0,560,NA,"","FR4404288198",2015-05-22,TRUE,2,FALSE,"FR 4404288094",1,1,2017-08-12,"2017-08-12 00:00:00.000","2018-06-28 00:00:00.000",320,8300.8,"4.880747","3.482928","2018-06-28 00:00:00.000","49",0,"135","",2017-08-19 18:10:00,2017-12-20,NA,TRUE
"577",1590,1,2017-11-20,NA,NA,0,597,NA,"","FR4404288139",2013-09-23,TRUE,2,TRUE,"FR 4404288060",3,2,2017-09-09,"2017-09-09 00:00:00.000","2018-07-30 00:00:00.000",324,7909,"4.736492","3.663323","2018-07-30 00:00:00.000","50",0,"58","",2017-09-16 11:03:00,NA,NA,FALSE
"578",1591,3,2017-11-20,NA,NA,0,552,NA,"","FR4404288200",2015-05-26,TRUE,2,FALSE,"",1,1,2017-08-10,"2017-08-11 00:00:00.000","2018-10-02 00:00:00.000",417,11104.6,"3.741770","3.022392","2018-10-02 00:00:00.000","69",0,"137","",2017-08-17 16:00:00,NA,NA,FALSE
"579",1592,1,2017-11-23,NA,NA,0,618,NA,"","FR4404288100",2012-02-20,TRUE,2,FALSE,"FR 4404281413",4,2,2017-10-07,"2017-10-07 00:00:00.000","2018-06-28 00:00:00.000",264,8737.3,"4.560679","3.314150","2018-06-28 00:00:00.000","71",0,"29","",2017-10-14 10:15:00,2018-02-27,NA,TRUE
"580",1593,1,2017-11-23,NA,NA,0,534,NA,"","FR4950954269",2011-11-03,TRUE,2,FALSE,"",4,2,2017-06-26,"2017-06-26 00:00:00.000","2018-09-05 00:00:00.000",436,12480.4,"3.878489","3.451052","2018-09-05 00:00:00.000","66",0,"120","+ Obturateur Mamiseal",2017-07-03 18:39:00,NA,NA,FALSE
"581",1594,2,2017-11-24,NA,NA,0,590,NA,"","FR4404288102",2012-04-09,TRUE,2,FALSE,"FR 4404281420",4,2,2017-08-31,"2017-08-31 00:00:00.000","2018-10-23 00:00:00.000",418,12833,"3.985369","3.344319","2018-10-23 00:00:00.000","93",0,"31","",2017-09-05 09:07:00,NA,NA,FALSE
"582",1595,5,2017-11-24,NA,NA,0,164,NA,"","FR4404288230",2016-02-20,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-26,NA,TRUE
"583",1596,1,2017-11-27,NA,NA,0,393,NA,"","FR4404288243",2016-07-09,TRUE,2,FALSE,"FR 4404658920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"584",1597,4,2017-11-27,NA,NA,0,548,NA,"","FR4404658920",2013-02-14,TRUE,2,FALSE,"FR 4404658792",3,2,2017-07-25,"2017-07-25 00:00:00.000","2018-09-24 00:00:00.000",426,16141.9,"4.907892","3.231381","2018-09-24 00:00:00.000","66",0,"110","",2017-07-28 10:51:00,NA,NA,FALSE
"585",1598,2,2017-11-30,NA,NA,0,534,NA,"","FR4950954269",2011-11-03,TRUE,2,FALSE,"",4,2,2017-06-26,"2017-06-26 00:00:00.000","2018-09-05 00:00:00.000",436,12480.4,"3.878489","3.451052","2018-09-05 00:00:00.000","66",0,"120","+ Obturateur Mamiseal",2017-07-03 18:39:00,NA,NA,FALSE
"586",1599,7,2017-12-01,NA,NA,0,162,NA,"","FR4404288228",2016-02-05,TRUE,2,FALSE,"FR 4404288115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"587",1600,1,2017-12-01,NA,NA,0,371,NA,"","FR4404288238",2016-05-12,TRUE,2,FALSE,"FR 4404288094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-12,NA,TRUE
"588",1601,1,2017-12-02,NA,NA,0,385,NA,"","FR4404288241",2016-06-14,TRUE,2,FALSE,"FR 4404288161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"589",1602,1,2017-12-02,NA,NA,0,426,NA,"","FR4404288250",2016-08-22,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-26,NA,TRUE
"590",1603,2,2017-12-04,NA,NA,0,599,NA,"","FR4404288111",2012-07-31,TRUE,2,FALSE,"",4,2,2017-09-12,"2017-09-12 00:00:00.000","2018-07-17 00:00:00.000",308,11709.5,"4.373171","3.436796","2018-07-17 00:00:00.000","48",0,"37","",2017-09-16 10:32:00,2018-01-26,NA,TRUE
"591",1604,4,2017-12-05,NA,NA,0,510,NA,"","FR4404288150",2014-01-16,TRUE,2,FALSE,"FR 4404288029",2,2,2017-04-24,"2017-04-24 00:00:00.000","2018-09-24 00:00:00.000",518,16326.2,"5.149768","3.214161","2018-09-24 00:00:00.000","61",0,"69","",2017-05-01 11:47:00,NA,NA,FALSE
"592",1605,1,2017-12-04,NA,NA,0,574,NA,"","FR4404288204",2015-06-19,TRUE,2,FALSE,"",2,1,2017-08-21,"2017-08-21 00:00:00.000","2018-07-30 00:00:00.000",343,9042,"4.334796","3.492063","2018-07-30 00:00:00.000","67",0,"141","",2017-08-28 09:54:00,NA,NA,FALSE
"593",1606,1,2017-12-05,NA,NA,0,391,NA,"","FR4404288242",2016-06-23,TRUE,2,FALSE,"FR 4404288156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-12,NA,TRUE
"594",1607,1,2017-12-05,NA,NA,0,424,NA,"","FR4404288248",2016-08-18,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-12,NA,TRUE
"595",1608,1,2017-12-05,NA,NA,0,611,NA,"","FR4958880507",2015-07-27,TRUE,2,FALSE,"FR 4958880196",1,1,2017-09-24,"2017-09-25 00:00:00.000","2018-08-03 00:00:00.000",312,8004.1,"4.097476","3.150862","2018-08-03 00:00:00.000","41",0,"174","+ BOUCHON x 4",2017-10-01 19:55:00,NA,NA,FALSE
"596",1609,1,2017-12-08,NA,NA,0,616,NA,"","FR4404288199",2015-05-26,TRUE,2,FALSE,"",1,1,2017-10-06,"2017-10-06 00:00:00.000","2018-07-17 00:00:00.000",284,6951.1,"3.573824","3.005824","2018-07-17 00:00:00.000","59",0,"136","",2017-10-13 08:57:00,2018-01-26,NA,TRUE
"597",1610,2,2017-12-08,NA,NA,0,393,NA,"","FR4404288243",2016-07-09,TRUE,2,FALSE,"FR 4404658920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-12,NA,TRUE
"598",1611,4,2017-12-11,NA,NA,0,146,NA,"","FR4404288210",2015-09-01,TRUE,2,TRUE,"FR 4404288131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-10,NA,TRUE
"599",1612,2,2017-12-11,NA,NA,0,161,NA,"","FR4404288226",2016-01-19,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-12,NA,TRUE
"600",1613,1,2017-12-11,NA,NA,0,375,NA,"","FR4404288239",2016-05-16,TRUE,2,FALSE,"FR 4404288150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-12,NA,TRUE
"601",1614,4,2017-12-12,NA,NA,0,552,NA,"","FR4404288200",2015-05-26,TRUE,2,FALSE,"",1,1,2017-08-10,"2017-08-11 00:00:00.000","2018-10-02 00:00:00.000",417,11104.6,"3.741770","3.022392","2018-10-02 00:00:00.000","69",0,"137","",2017-08-17 16:00:00,NA,NA,FALSE
"602",1615,1,2017-12-12,NA,NA,0,425,NA,"","FR4404288249",2016-08-19,TRUE,2,FALSE,"FR 4958880362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"603",1616,2,2017-12-14,NA,NA,0,597,NA,"","FR4404288139",2013-09-23,TRUE,2,TRUE,"FR 4404288060",3,2,2017-09-09,"2017-09-09 00:00:00.000","2018-07-30 00:00:00.000",324,7909,"4.736492","3.663323","2018-07-30 00:00:00.000","50",0,"58","",2017-09-16 11:03:00,2018-01-26,NA,TRUE
"604",1617,1,2017-12-14,NA,NA,0,630,NA,"","FR4404288218",2015-11-15,TRUE,2,FALSE,"FR 4404288059",1,1,2017-10-24,"2017-10-24 00:00:00.000","2018-10-02 00:00:00.000",343,9575.4,"4.239767","3.345726","2018-10-02 00:00:00.000","73",0,"154","",2017-10-31 07:45:00,NA,NA,FALSE
"605",1618,3,2017-12-15,NA,NA,0,549,NA,"","FR4404288158",2014-05-09,TRUE,2,FALSE,"",2,2,2017-07-28,"2017-07-28 00:00:00.000","2018-07-30 00:00:00.000",367,12262,"3.829836","3.235570","2018-07-30 00:00:00.000","58",0,"76","",2017-08-01 19:01:00,2018-01-26,NA,TRUE
"606",1619,2,2017-12-15,NA,NA,0,603,NA,"","FR4404288203",2015-06-14,TRUE,2,FALSE,"FR 4404288069",1,1,2017-09-17,"2017-09-17 00:00:00.000","2018-12-26 00:00:00.000",465,13529,"4.369034","3.447339","2018-12-26 00:00:00.000","46",0,"140","",2017-09-21 07:55:00,NA,NA,FALSE
"607",1620,6,2017-12-18,NA,NA,0,502,NA,"","FR4404288146",2013-12-02,TRUE,2,FALSE,"",2,2,2017-03-29,"2017-03-29 00:00:00.000","2018-06-15 00:00:00.000",443,13692.4,"4.168716","3.422094","2018-06-15 00:00:00.000","NULL",1,"65","REFORME ->  vide",2017-04-05 16:26:00,2018-01-26,NA,TRUE
"608",1621,1,2017-12-18,NA,NA,0,614,NA,"","FR4963097404",2010-03-26,TRUE,2,FALSE,"FR 4963097286",5,2,2017-10-04,"2017-10-04 00:00:00.000","2018-08-03 00:00:00.000",303,10807.4,"5.649177","3.680065","2018-08-03 00:00:00.000","51",0,"127","",2017-10-11 17:36:00,2018-05-26,NA,TRUE
"609",1622,1,2017-12-21,NA,NA,0,555,NA,"","FR4404288207",2015-08-11,TRUE,2,FALSE,"",1,1,2017-08-11,"2017-08-11 00:00:00.000","2018-12-26 00:00:00.000",502,15345.4,"4.781510","2.995964","2018-12-26 00:00:00.000","59",0,"144","",2017-08-18 16:02:00,NA,NA,FALSE
"610",1623,1,2017-12-21,NA,NA,0,626,NA,"","FR4404288212",2015-10-01,TRUE,2,TRUE,"FR 4404288127",1,1,2017-10-22,"2017-10-22 00:00:00.000","2018-08-03 00:00:00.000",285,9178.1,"3.956643","3.244790","2018-08-03 00:00:00.000","59",0,"148","",2017-10-29 09:24:00,NA,NA,FALSE
"611",1624,8,2017-12-21,NA,NA,0,162,NA,"","FR4404288228",2016-02-05,TRUE,2,FALSE,"FR 4404288115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-26,NA,TRUE
"612",1625,2,2017-12-21,NA,NA,0,385,NA,"","FR4404288241",2016-06-14,TRUE,2,FALSE,"FR 4404288161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-26,NA,TRUE
"613",1626,1,2017-12-21,NA,NA,0,421,NA,"","FR4404288247",2016-08-13,TRUE,2,FALSE,"FR 4404288155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"614",1627,1,2017-12-23,NA,NA,0,624,NA,"","FR4404288128",2013-01-07,TRUE,2,FALSE,"FR 4404288003",3,2,2017-10-22,"2017-10-22 00:00:00.000","2018-09-19 00:00:00.000",332,13734.8,"4.409459","3.287987","2018-09-19 00:00:00.000","143",0,"48","",2017-10-27 09:22:00,2018-01-26,NA,TRUE
"615",1628,2,2017-12-23,NA,NA,0,574,NA,"","FR4404288204",2015-06-19,TRUE,2,FALSE,"",2,1,2017-08-21,"2017-08-21 00:00:00.000","2018-07-30 00:00:00.000",343,9042,"4.334796","3.492063","2018-07-30 00:00:00.000","67",0,"141","",2017-08-28 09:54:00,2018-01-26,NA,TRUE
"616",1629,2,2017-12-23,NA,NA,0,426,NA,"","FR4404288250",2016-08-22,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"617",1630,1,2017-12-27,NA,NA,0,621,NA,"","FR4404288075",2011-04-16,TRUE,2,FALSE,"",5,2,2017-10-16,"2017-10-16 00:00:00.000","2018-09-11 00:00:00.000",330,11288.9,"4.917643","3.447945","2018-09-11 00:00:00.000","63",0,"15","",2017-10-20 08:00:00,NA,NA,FALSE
"618",1631,2,2017-12-26,NA,NA,0,542,NA,"","FR4404288151",2014-03-10,TRUE,2,FALSE,"FR 4950954269",2,2,2017-07-11,"2017-07-12 00:00:00.000","2018-10-02 00:00:00.000",447,13719.4,"4.776919","3.474508","2018-10-02 00:00:00.000","76",0,"70","",2017-07-18 23:17:00,NA,NA,FALSE
"619",1632,2,2017-12-26,NA,NA,0,604,NA,"","FR4404288164",2014-06-22,TRUE,2,FALSE,"FR 4404287007",2,2,2017-09-19,"2017-09-19 00:00:00.000","2018-08-03 00:00:00.000",318,11609.9,"4.948714","3.321285","2018-08-03 00:00:00.000","61",0,"81","",2017-09-23 15:15:00,2018-01-26,NA,TRUE
"620",1633,2,2017-12-27,NA,NA,0,626,NA,"","FR4404288212",2015-10-01,TRUE,2,TRUE,"FR 4404288127",1,1,2017-10-22,"2017-10-22 00:00:00.000","2018-08-03 00:00:00.000",285,9178.1,"3.956643","3.244790","2018-08-03 00:00:00.000","59",0,"148","",2017-10-29 09:24:00,2018-01-26,NA,TRUE
"621",1634,2,2017-12-26,NA,NA,0,611,NA,"","FR4958880507",2015-07-27,TRUE,2,FALSE,"FR 4958880196",1,1,2017-09-24,"2017-09-25 00:00:00.000","2018-08-03 00:00:00.000",312,8004.1,"4.097476","3.150862","2018-08-03 00:00:00.000","41",0,"174","+ BOUCHON x 4",2017-10-01 19:55:00,2018-05-30,NA,TRUE
"622",1635,1,2017-12-29,NA,NA,0,620,NA,"","FR4404288101",2012-03-18,TRUE,2,FALSE,"FR 4404287009",4,2,2017-10-09,"2017-10-09 00:00:00.000","2018-09-05 00:00:00.000",331,10140.3,"4.092018","3.396626","2018-09-05 00:00:00.000","94",0,"30","+ Obturateur Mamiseal",2017-10-15 18:22:00,NA,NA,FALSE
"623",1636,5,2017-12-29,NA,NA,0,548,NA,"","FR4404658920",2013-02-14,TRUE,2,FALSE,"FR 4404658792",3,2,2017-07-25,"2017-07-25 00:00:00.000","2018-09-24 00:00:00.000",426,16141.9,"4.907892","3.231381","2018-09-24 00:00:00.000","66",0,"110","",2017-07-28 10:51:00,NA,NA,FALSE
"624",1637,1,2018-01-02,NA,NA,0,628,NA,"","FR4404288080",2011-07-01,TRUE,2,FALSE,"FR 4404288024",5,2,2017-10-21,"2017-10-21 00:00:00.000","2018-09-05 00:00:00.000",319,11432.6,"5.607968","3.485000","2018-09-05 00:00:00.000","62",0,"18","+ Obturateur Mamiseal",2017-10-26 09:29:00,NA,NA,FALSE
"625",1638,3,2018-01-02,NA,NA,0,590,NA,"","FR4404288102",2012-04-09,TRUE,2,FALSE,"FR 4404281420",4,2,2017-08-31,"2017-08-31 00:00:00.000","2018-10-23 00:00:00.000",418,12833,"3.985369","3.344319","2018-10-23 00:00:00.000","93",0,"31","",2017-09-05 09:07:00,NA,NA,FALSE
"626",1639,2,2018-01-04,NA,NA,0,576,NA,"","FR4404288088",2011-10-01,TRUE,2,FALSE,"",5,2,2017-08-23,"2017-08-23 00:00:00.000","2018-09-19 00:00:00.000",392,12066.9,"3.794910","3.279058","2018-09-19 00:00:00.000","102",0,"23","",2017-08-30 09:55:00,NA,NA,FALSE
"627",1640,1,2018-01-05,NA,NA,0,455,NA,"","FR4404288253",2016-09-14,TRUE,2,FALSE,"FR 4404288083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"628",1641,2,2018-01-09,NA,NA,0,621,NA,"","FR4404288075",2011-04-16,TRUE,2,FALSE,"",5,2,2017-10-16,"2017-10-16 00:00:00.000","2018-09-11 00:00:00.000",330,11288.9,"4.917643","3.447945","2018-09-11 00:00:00.000","63",0,"15","",2017-10-20 08:00:00,NA,NA,FALSE
"629",1642,2,2018-01-10,NA,NA,0,595,NA,"","FR4404288028",2009-05-19,TRUE,2,FALSE,"",7,2,2017-09-05,"2017-09-06 00:00:00.000","2018-08-22 00:00:00.000",350,9547.2,"4.139316","3.474444","2018-08-22 00:00:00.000","56",0,"4","",2017-09-12 07:57:00,2018-02-27,NA,TRUE
"630",1643,2,2018-01-10,NA,NA,0,555,NA,"","FR4404288207",2015-08-11,TRUE,2,FALSE,"",1,1,2017-08-11,"2017-08-11 00:00:00.000","2018-12-26 00:00:00.000",502,15345.4,"4.781510","2.995964","2018-12-26 00:00:00.000","59",0,"144","",2017-08-18 16:02:00,2018-03-13,NA,TRUE
"631",1644,2,2018-01-12,NA,NA,0,425,NA,"","FR4404288249",2016-08-19,TRUE,2,FALSE,"FR 4958880362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"632",1645,1,2018-01-15,NA,NA,0,641,NA,"","FR4404288180",2014-11-03,TRUE,2,TRUE,"FR 4404288088",2,2,2017-11-14,"2017-11-14 00:00:00.000","2018-09-19 00:00:00.000",309,11518.8,"3.046903","3.009741","2018-09-19 00:00:00.000","51",0,"96","",2017-11-18 12:56:00,NA,NA,FALSE
"633",1646,1,2018-01-15,NA,NA,0,396,NA,"","FR4404288255",2016-10-02,TRUE,2,FALSE,"FR 4404288162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"634",1647,6,2018-01-15,NA,NA,0,548,NA,"","FR4404658920",2013-02-14,TRUE,2,FALSE,"FR 4404658792",3,2,2017-07-25,"2017-07-25 00:00:00.000","2018-09-24 00:00:00.000",426,16141.9,"4.907892","3.231381","2018-09-24 00:00:00.000","66",0,"110","",2017-07-28 10:51:00,NA,NA,FALSE
"635",1648,3,2018-01-15,NA,NA,0,534,NA,"","FR4950954269",2011-11-03,TRUE,2,FALSE,"",4,2,2017-06-26,"2017-06-26 00:00:00.000","2018-09-05 00:00:00.000",436,12480.4,"3.878489","3.451052","2018-09-05 00:00:00.000","66",0,"120","+ Obturateur Mamiseal",2017-07-03 18:39:00,NA,NA,FALSE
"636",1649,2,2018-01-17,NA,NA,0,588,NA,"","FR4404288069",2010-12-16,TRUE,2,FALSE,"",5,2,2017-08-28,"2017-08-29 00:00:00.000","2018-08-25 00:00:00.000",361,10562.8,"3.577928","3.231823","2018-08-25 00:00:00.000","NULL",1,"13","",2017-09-03 12:00:00,NA,NA,FALSE
"637",1650,1,2018-01-17,NA,NA,0,636,NA,"","FR4958880509",2015-08-23,TRUE,2,FALSE,"",1,1,2017-11-05,"2017-11-06 00:00:00.000","2019-02-28 00:00:00.000",479,10552.4,"3.948104","3.299458","2019-02-28 00:00:00.000","NULL",1,"175","",2017-11-12 06:51:00,NA,NA,FALSE
"638",1651,2,2018-01-19,NA,NA,0,620,NA,"","FR4404288101",2012-03-18,TRUE,2,FALSE,"FR 4404287009",4,2,2017-10-09,"2017-10-09 00:00:00.000","2018-09-05 00:00:00.000",331,10140.3,"4.092018","3.396626","2018-09-05 00:00:00.000","94",0,"30","+ Obturateur Mamiseal",2017-10-15 18:22:00,NA,NA,FALSE
"639",1652,2,2018-01-18,NA,NA,0,593,NA,"","FR4404288130",2013-08-08,TRUE,2,FALSE,"",3,2,2017-09-04,"2017-09-05 00:00:00.000","2018-04-12 00:00:00.000",219,6224.9,"4.794200","3.377077","2018-04-12 00:00:00.000","NULL",1,"50","",2017-09-08 19:28:00,2018-02-27,NA,TRUE
"640",1653,8,2018-01-23,NA,NA,0,155,NA,"","FR4404288219",2015-11-15,TRUE,2,FALSE,"FR 4404288133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
"641",1654,2,2018-01-26,NA,NA,0,628,NA,"","FR4404288080",2011-07-01,TRUE,2,FALSE,"FR 4404288024",5,2,2017-10-21,"2017-10-21 00:00:00.000","2018-09-05 00:00:00.000",319,11432.6,"5.607968","3.485000","2018-09-05 00:00:00.000","62",0,"18","+ Obturateur Mamiseal",2017-10-26 09:29:00,2018-04-11,NA,TRUE
"642",1655,4,2018-01-26,NA,NA,0,590,NA,"","FR4404288102",2012-04-09,TRUE,2,FALSE,"FR 4404281420",4,2,2017-08-31,"2017-08-31 00:00:00.000","2018-10-23 00:00:00.000",418,12833,"3.985369","3.344319","2018-10-23 00:00:00.000","93",0,"31","",2017-09-05 09:07:00,NA,NA,FALSE
"643",1656,5,2018-01-25,NA,NA,0,510,NA,"","FR4404288150",2014-01-16,TRUE,2,FALSE,"FR 4404288029",2,2,2017-04-24,"2017-04-24 00:00:00.000","2018-09-24 00:00:00.000",518,16326.2,"5.149768","3.214161","2018-09-24 00:00:00.000","61",0,"69","",2017-05-01 11:47:00,NA,NA,FALSE
"644",1657,5,2018-01-26,NA,NA,0,552,NA,"","FR4404288200",2015-05-26,TRUE,2,FALSE,"",1,1,2017-08-10,"2017-08-11 00:00:00.000","2018-10-02 00:00:00.000",417,11104.6,"3.741770","3.022392","2018-10-02 00:00:00.000","69",0,"137","",2017-08-17 16:00:00,NA,NA,FALSE
"645",1658,1,2018-01-26,NA,NA,0,438,NA,"","FR4404288251",2016-08-23,TRUE,2,TRUE,"FR 4404288139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-11,NA,TRUE
"646",1659,3,2018-01-22,NA,NA,0,542,NA,"","FR4404288151",2014-03-10,TRUE,2,FALSE,"FR 4950954269",2,2,2017-07-11,"2017-07-12 00:00:00.000","2018-10-02 00:00:00.000",447,13719.4,"4.776919","3.474508","2018-10-02 00:00:00.000","76",0,"70","",2017-07-18 23:17:00,NA,NA,FALSE
"647",1660,2,2018-01-20,NA,NA,0,630,NA,"","FR4404288218",2015-11-15,TRUE,2,FALSE,"FR 4404288059",1,1,2017-10-24,"2017-10-24 00:00:00.000","2018-10-02 00:00:00.000",343,9575.4,"4.239767","3.345726","2018-10-02 00:00:00.000","73",0,"154","",2017-10-31 07:45:00,NA,NA,FALSE
"648",1661,1,2018-01-29,NA,NA,0,650,NA,"","FR4454691593",2012-09-15,TRUE,2,FALSE,"",4,2,2017-12-03,"2017-12-04 00:00:00.000","2018-09-05 00:00:00.000",275,11416.7,"4.049021","3.435000","2018-09-05 00:00:00.000","66",0,"114","+ Obturateur Mamiseal",2017-12-07 19:20:00,2018-03-16,NA,TRUE
"649",1662,2,2018-01-29,NA,NA,0,601,NA,"","FR4958880362",2012-09-22,TRUE,2,FALSE,"FR 4958880064",3,2,2017-09-16,"2017-09-17 00:00:00.000","2018-12-26 00:00:00.000",465,13877.2,"4.975085","3.506051","2018-12-26 00:00:00.000","63",0,"125","",2017-09-21 17:04:00,2018-03-16,NA,TRUE
"650",1663,3,2018-02-01,NA,NA,0,621,NA,"","FR4404288075",2011-04-16,TRUE,2,FALSE,"",5,2,2017-10-16,"2017-10-16 00:00:00.000","2018-09-11 00:00:00.000",330,11288.9,"4.917643","3.447945","2018-09-11 00:00:00.000","63",0,"15","",2017-10-20 08:00:00,2018-03-16,NA,TRUE
"651",1664,1,2018-02-01,NA,NA,0,658,NA,"","FR4404288167",2014-08-19,TRUE,2,FALSE,"FR 4404288112",2,2,2017-12-10,"2017-12-10 00:00:00.000","2018-09-11 00:00:00.000",275,11444,"3.518442","3.292862","2018-09-11 00:00:00.000","57",0,"84","",2017-12-15 09:09:00,2018-05-26,NA,TRUE
"652",1665,1,2018-02-01,NA,NA,0,637,NA,"","FR4404288185",2014-12-10,TRUE,2,FALSE,"FR 4404288078",2,2,2017-11-12,"2017-11-12 00:00:00.000","2018-10-30 00:00:00.000",352,10757.7,"4.226676","3.365852","2018-10-30 00:00:00.000","53",0,"101","",2017-11-19 09:18:00,NA,NA,FALSE
"653",1666,3,2018-02-01,NA,NA,0,425,NA,"","FR4404288249",2016-08-19,TRUE,2,FALSE,"FR 4958880362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-16,NA,TRUE
"654",1667,3,2018-02-05,NA,NA,0,588,NA,"","FR4404288069",2010-12-16,TRUE,2,FALSE,"",5,2,2017-08-28,"2017-08-29 00:00:00.000","2018-08-25 00:00:00.000",361,10562.8,"3.577928","3.231823","2018-08-25 00:00:00.000","NULL",1,"13","",2017-09-03 12:00:00,2018-03-16,NA,TRUE
"655",1668,1,2018-02-05,NA,NA,0,655,NA,"","FR4404288121",2012-10-05,TRUE,2,FALSE,"",3,2,2017-12-04,"2017-12-05 00:00:00.000","2018-10-02 00:00:00.000",301,10482.9,"4.182913","3.424006","2018-10-02 00:00:00.000","NULL",1,"43","",2017-12-11 08:34:00,NA,NA,FALSE
