AniId,RemLactation_LacNumber,CalculatedLactationCycle,LacCalvingDate,LacId,LacRemarks,LacColostrumDate,milk_production_start_date,milk_production_end_date,lactation_duration,total_milk_production,avg_daily_yield,early_lactation_yield,mid_lactation_yield,delta_early_mid_yield,mean_fat_percent,mean_protein_percent,dry_off_date,dry_off_interval,AniLifeNumber
13,5,2,2017-08-28 00:00:00.000,588,,2017-09-03 12:00:00.000,2017-08-29 00:00:00.000,2018-08-25 00:00:00.000,361,10255.145631,29.259833,937.961149,1381.553368,443.592219,3.577928,3.231823,2018-08-25 00:00:00.000,NULL,FR 4404288069
14,4,1,2016-12-22 00:00:00.000,462,NULL,2016-12-29 09:40:00.000,2016-12-22 00:00:00.000,2017-03-10 00:00:00.000,78,2680.679611,35.398717,998.543674,1682.135899,683.592225,4.886329,3.308987,2017-03-10 00:00:00.000,NULL,FR 4404288073
15,5,2,2017-10-16 00:00:00.000,621,,2017-10-20 08:00:00.000,2017-10-16 00:00:00.000,2018-09-11 00:00:00.000,330,10960.097087,34.208787,1006.699012,2474.563076,1467.864064,4.917643,3.447945,2018-09-11 00:00:00.000,63,FR 4404288075
15,6,3,2018-11-13 00:00:00.000,799,,2018-11-20 14:00:00.000,2018-11-13 00:00:00.000,2020-03-08 00:00:00.000,481,16415.145631,35.150935,1228.252412,2932.815501,1704.563089,5.372821,3.406535,2020-03-08 00:00:00.000,NULL,FR 4404288075
17,4,1,2017-01-21 00:00:00.000,480,Reforme. problème de pattes,2017-01-26 11:35:00.000,2017-01-21 00:00:00.000,2017-08-25 00:00:00.000,216,6182.718446,29.482407,974.077654,2051.456283,1077.378629,3.320697,3.360232,2017-08-25 00:00:00.000,NULL,FR 4404288079
18,4,1,2016-11-01 00:00:00.000,418,ordon  610008232,2016-11-08 19:56:00.000,2016-11-02 00:00:00.000,2017-08-14 00:00:00.000,285,8234.271844,29.758947,952.038819,2177.864047,1225.825228,5.816783,3.660034,2017-08-14 00:00:00.000,68,FR 4404288080
18,5,2,2017-10-21 00:00:00.000,628,+ Obturateur Mamiseal,2017-10-26 09:29:00.000,2017-10-21 00:00:00.000,2018-09-05 00:00:00.000,319,11099.611650,35.838871,1035.436880,2399.417445,1363.980565,5.607968,3.485000,2018-09-05 00:00:00.000,62,FR 4404288080
18,6,3,2018-11-05 00:00:00.000,790,,2018-11-12 14:46:00.000,2018-11-06 00:00:00.000,2019-10-28 00:00:00.000,356,10794.660194,31.231741,1130.582510,2290.485410,1159.902900,5.837408,3.692225,2019-10-28 00:00:00.000,58,FR 4404288080
18,7,4,2019-12-25 00:00:00.000,1010,taritral,2020-01-01 12:52:00.000,2019-12-25 00:00:00.000,2020-06-04 00:00:00.000,162,5851.941747,37.206790,969.029112,2599.611623,1630.582511,5.514049,3.606073,2020-06-04 00:00:00.000,NULL,FR 4404288080
19,4,2,2017-07-22 00:00:00.000,546,,2017-07-26 00:00:00.000,2017-07-22 00:00:00.000,2018-01-02 00:00:00.000,164,5952.815533,37.386585,1084.271829,2352.232980,1267.961151,3.831062,3.398375,2018-01-02 00:00:00.000,NULL,FR 4404288081
20,4,1,2016-11-28 00:00:00.000,441,,2016-12-06 10:10:00.000,2016-11-29 00:00:00.000,2017-08-30 00:00:00.000,274,6419.223300,24.130656,804.368917,1563.398025,759.029108,3.959745,3.512509,2017-08-30 00:00:00.000,NULL,FR 4404288082
