AniLifeNumber,Month,mdpMonthlyMilkYield_Liters
FR 4923746451,2020-02,29.142427
FR 4923746505,2020-02,17.038543
FR 4923746511,2020-02,22.159417
FR 4939387226,2020-02,21.228349
FR 4939387236,2020-02,15.641941
FR 4939432663,2020-02,22.438737
FR 4939549636,2020-02,33.052912
FR 4944441107,2020-02,35.566796
FR 4944441117,2020-02,14.990194
FR 4944441121,2020-02,32.680485
FR 4944441128,2020-02,9.683106
FR 4944441129,2020-02,28.863106
FR 4944526073,2020-02,1022.033300
FR 4944526074,2020-02,999.035922
FR 4954409921,2020-02,14.990194
FR 4954615254,2020-02,30.259708
FR 4958880362,2020-02,713.477378
FR 4958880507,2020-02,1090.932330
FR 4963097404,2020-02,1211.133203
FR 4964180046,2020-02,11.545242
FR 4965313142,2020-02,14.152233
FR 4968695919,2020-02,22.345631
FR 4968695952,2020-02,9.496893
FR 4968915660,2020-02,32.401165
FR 4968915664,2020-02,26.349223
FR 5345849942,2020-02,17.504077
FR 5346756957,2020-02,13.593592
FR 5346756962,2020-02,14.524660
FR 5639763075,2020-02,13.500485
FR 5698151341,2020-02,36.870291
FR 4401572218,2020-03,986.000970
FR 4401572219,2020-03,1027.992135
FR 4401572222,2020-03,751.651165
FR 4401572223,2020-03,873.993495
FR 4404288019,2020-03,1095.866990
FR 4404288075,2020-03,146.177669
FR 4404288080,2020-03,1135.344271
FR 4404288098,2020-03,1212.995339
FR 4404288101,2020-03,1124.823203
FR 4404288128,2020-03,1123.892135
FR 4404288134,2020-03,651.933786
FR 4404288136,2020-03,679.865825
FR 4404288139,2020-03,947.454757
FR 4404288140,2020-03,1027.712815
FR 4404288141,2020-03,1289.156699
FR 4404288145,2020-03,1036.837281
FR 4404288150,2020-03,765.151650
FR 4404288151,2020-03,575.865533
FR 4404288154,2020-03,156.512524
FR 4404288155,2020-03,646.533592
FR 4404288161,2020-03,741.595631
FR 4404288164,2020-03,1248.655242
FR 4404288167,2020-03,1546.131456
FR 4404288171,2020-03,104.279611
FR 4404288174,2020-03,1304.705533
FR 4404288175,2020-03,1277.052815
FR 4404288177,2020-03,1254.241650
FR 4404288180,2020-03,1291.763689
FR 4404288185,2020-03,1044.658252
FR 4404288188,2020-03,149.901941
FR 4404288193,2020-03,1147.075728
FR 4404288194,2020-03,591.414368
FR 4404288195,2020-03,831.164368
FR 4404288197,2020-03,1174.076699
FR 4404288198,2020-03,615.063495
FR 4404288202,2020-03,1085.066601
FR 4404288205,2020-03,589.179805
FR 4404288208,2020-03,965.703689
FR 4404288210,2020-03,1209.922815
FR 4404288211,2020-03,1355.355631
FR 4404288215,2020-03,1548.831553
FR 4404288217,2020-03,1003.411941
FR 4404288218,2020-03,726.884757
FR 4404288219,2020-03,704.818446
FR 4404288220,2020-03,877.717766
FR 4404288221,2020-03,186.492912
FR 4404288222,2020-03,801.835728
FR 4404288224,2020-03,802.301262
FR 4404288225,2020-03,1252.007087
FR 4404288229,2020-03,873.621067
FR 4404288232,2020-03,16.573009
FR 4404288233,2020-03,963.655339
FR 4404288234,2020-03,748.857961
FR 4404288235,2020-03,255.391941
FR 4404288236,2020-03,1344.089708
FR 4404288237,2020-03,944.475339
FR 4404288239,2020-03,1024.919611
FR 4404288240,2020-03,931.533495
FR 4404288241,2020-03,982.835339
FR 4404288242,2020-03,991.494271
FR 4404288243,2020-03,591.041941
FR 4404288247,2020-03,1048.848058
FR 4404288249,2020-03,1168.304077
FR 4404288251,2020-03,1161.972815
FR 4404288253,2020-03,984.976796
FR 4404288257,2020-03,1125.288737
FR 4404288258,2020-03,1273.607864
FR 4404288259,2020-03,1099.218834
FR 4404288261,2020-03,846.526990
FR 4404288263,2020-03,1209.736601
FR 4404288264,2020-03,1312.805825
FR 4404288265,2020-03,198.131262
FR 4404288266,2020-03,1061.603689
FR 4404288269,2020-03,1248.934563
FR 4404288270,2020-03,719.994854
FR 4404288272,2020-03,800.346019
FR 4404288273,2020-03,1297.815631
FR 4404288275,2020-03,139.567087
FR 4404288276,2020-03,184.630776
FR 4404288279,2020-03,283.975728
FR 4404288283,2020-03,718.412038
FR 4404288286,2020-03,806.211747
FR 4404288287,2020-03,1018.215922
FR 4404288288,2020-03,843.361359
FR 4404288289,2020-03,1017.750388
FR 4404288290,2020-03,976.969611
FR 4404288291,2020-03,683.403883
FR 4404288294,2020-03,979.669708
FR 4404288298,2020-03,913.191456
FR 4404288300,2020-03,683.031456
FR 4404288302,2020-03,794.387184
FR 4404288303,2020-03,888.331941
FR 4404288304,2020-03,591.135048
FR 4404288305,2020-03,929.019611
FR 4404288306,2020-03,863.658640
FR 4404288308,2020-03,978.180000
FR 4404288310,2020-03,1068.400485
FR 4404288311,2020-03,1144.375631
FR 4404288312,2020-03,754.071941
FR 4404288314,2020-03,955.275728
FR 4404288315,2020-03,839.264660
FR 4404288316,2020-03,774.462330
FR 4404288317,2020-03,855.185922
FR 4404288319,2020-03,963.282912
FR 4404288320,2020-03,784.890291
FR 4404288321,2020-03,1196.794757
FR 4404288322,2020-03,1007.881067
FR 4404288323,2020-03,642.623106
FR 4404288327,2020-03,909.094757
FR 4404288328,2020-03,932.836990
FR 4404288329,2020-03,366.375242
FR 4404288331,2020-03,402.873106
FR 4404658920,2020-03,960.396601
FR 4404659023,2020-03,899.132330
FR 4404659034,2020-03,597.745631
FR 4454691592,2020-03,913.098349
FR 4944526073,2020-03,977.248932
FR 4944526074,2020-03,754.444368
FR 4958880362,2020-03,681.727961
FR 4958880507,2020-03,1088.883980
FR 4963097404,2020-03,1178.266504
FR 3526708960,2020-04,14.803980
FR 3527660505,2020-04,26.535436
FR 4124295424,2020-04,7.914077
FR 4124295428,2020-04,14.710873
FR 4401541370,2020-04,10.707281
FR 4401541379,2020-04,8.286504
FR 4401541380,2020-04,19.273106
FR 4401541383,2020-04,31.283883
FR 4401541390,2020-04,27.187184
FR 4401541395,2020-04,25.604368
FR 4401541402,2020-04,10.334854
FR 4401541403,2020-04,39.477281
FR 4401541407,2020-04,32.680485
FR 4401541408,2020-04,9.869320
FR 4401541409,2020-04,32.308058
FR 4401541411,2020-04,16.293689
FR 4401541412,2020-04,17.783398
FR 4401541418,2020-04,22.811165
FR 4401541419,2020-04,25.697475
FR 4401541422,2020-04,13.872912
FR 4401541423,2020-04,8.938252
FR 4401541425,2020-04,24.487087
FR 4401541426,2020-04,21.693883
FR 4401541428,2020-04,19.924854
FR 4401541431,2020-04,35.566796
FR 4401541432,2020-04,17.783398
FR 4401541434,2020-04,22.345631
FR 4401541439,2020-04,24.393980
FR 4401541440,2020-04,13.966019
FR 4401541441,2020-04,23.462912
FR 4401541442,2020-04,23.090485
FR 4401541443,2020-04,24.766407
FR 4401541444,2020-04,20.017961
FR 4401541445,2020-04,29.235533
FR 4401541446,2020-04,13.779805
FR 4401541449,2020-04,10.707281
FR 4401541450,2020-04,32.773592
FR 4401541452,2020-04,34.170194
FR 4401541454,2020-04,32.214951
FR 4401541456,2020-04,17.131650
FR 4401541457,2020-04,27.838932
FR 4401541459,2020-04,15.548834
FR 4401541460,2020-04,22.066310
FR 4401541463,2020-04,11.824563
FR 4401541464,2020-04,22.811165
FR 4401541465,2020-04,13.314271
FR 4401541466,2020-04,29.049320
FR 4401541467,2020-04,23.649126
FR 4401541469,2020-04,25.604368
FR 4401541471,2020-04,19.273106
FR 4401541472,2020-04,26.256116
FR 4401541473,2020-04,22.345631
FR 4401541474,2020-04,29.701067
FR 4401541476,2020-04,20.855922
FR 4401541477,2020-04,28.397572
FR 4401541478,2020-04,21.693883
FR 4401541481,2020-04,24.580194
FR 4401541492,2020-04,31.097669
FR 4401541494,2020-04,22.811165
FR 4401541502,2020-04,11.545242
FR 4401541511,2020-04,15.362621
FR 4401550303,2020-04,26.349223
FR 4401550420,2020-04,18.528252
FR 4401550435,2020-04,17.317864
FR 4401550437,2020-04,18.807572
FR 4401550441,2020-04,13.686699
FR 4401550467,2020-04,20.669708
FR 4401550508,2020-04,7.262330
FR 4401550518,2020-04,20.669708
FR 4401550521,2020-04,19.366213
FR 4401550537,2020-04,12.569417
FR 4401572218,2020-04,904.253203
FR 4401572219,2020-04,947.640970
FR 4401572222,2020-04,1297.722524
FR 4401572223,2020-04,831.909223
FR 4404288019,2020-04,1008.719029
FR 4404288080,2020-04,990.656310
FR 4404288098,2020-04,1036.278640
FR 4404288101,2020-04,1012.070873
FR 4404288128,2020-04,1005.553398
FR 4404288134,2020-04,650.444077
FR 4404288136,2020-04,880.231650
FR 4404288139,2020-04,882.000679
FR 4404288140,2020-04,996.149611
FR 4404288141,2020-04,1183.108058
FR 4404288145,2020-04,982.276699
FR 4404288150,2020-04,768.131067
FR 4404288151,2020-04,598.490485
FR 4404288155,2020-04,649.792330
FR 4404288161,2020-04,677.351941
FR 4404288164,2020-04,1280.404660
FR 4404288167,2020-04,1335.616990
FR 4404288171,2020-04,0.000000
FR 4404288174,2020-04,1362.897281
FR 4404288175,2020-04,1260.107378
FR 4404288177,2020-04,1237.203106
FR 4404288180,2020-04,1270.814660
FR 4404288185,2020-04,1014.584757
FR 4404288193,2020-04,1044.099611
FR 4404288194,2020-04,212.190388
FR 4404288195,2020-04,746.250970
FR 4404288197,2020-04,1212.343592
FR 4404288198,2020-04,604.728640
FR 4404288202,2020-04,942.613203
FR 4404288203,2020-04,625.863883
FR 4404288205,2020-04,253.250485
FR 4404288208,2020-04,888.238834
FR 4404288210,2020-04,1115.419417
FR 4404288211,2020-04,1222.119805
FR 4404288212,2020-04,521.677378
FR 4404288214,2020-04,150.460582
FR 4404288215,2020-04,1367.552621
FR 4404288217,2020-04,1000.246310
FR 4404288218,2020-04,678.748543
FR 4404288219,2020-04,671.300000
FR 4404288220,2020-04,299.431456
FR 4404288221,2020-04,1440.548349
FR 4404288222,2020-04,751.278737
FR 4404288224,2020-04,751.371844
FR 4404288225,2020-04,1249.865631
FR 4404288229,2020-04,891.497572
FR 4404288233,2020-04,857.886019
FR 4404288234,2020-04,690.852427
FR 4404288235,2020-04,1337.479126
FR 4404288236,2020-04,1282.546116
FR 4404288237,2020-04,1328.261553
FR 4404288239,2020-04,986.466504
FR 4404288240,2020-04,1295.208640
FR 4404288241,2020-04,1058.158737
FR 4404288242,2020-04,934.885339
FR 4404288243,2020-04,484.434660
FR 4404288247,2020-04,995.497864
FR 4404288249,2020-04,1124.078349
FR 4404288251,2020-04,1134.599417
FR 4404288253,2020-04,1030.319805
FR 4404288257,2020-04,1153.034563
FR 4404288258,2020-04,1202.753592
FR 4404288259,2020-04,970.917669
FR 4404288261,2020-04,828.464271
FR 4404288263,2020-04,1189.346213
FR 4404288264,2020-04,1235.340970
FR 4404288265,2020-04,1242.696407
FR 4404288266,2020-04,1018.215922
FR 4404288267,2020-04,100.648446
FR 4404288269,2020-04,1097.449805
FR 4404288270,2020-04,1251.448446
FR 4404288272,2020-04,756.678932
FR 4404288273,2020-04,1338.223980
FR 4404288279,2020-04,1009.370776
FR 4404288283,2020-04,658.451262
FR 4404288286,2020-04,781.259126
FR 4404288287,2020-04,975.386796
FR 4404288288,2020-04,706.866796
FR 4404288289,2020-04,964.493300
FR 4404288290,2020-04,957.510291
FR 4404288291,2020-04,664.596310
FR 4404288294,2020-04,942.892524
FR 4404288298,2020-04,811.984368
FR 4404288300,2020-04,664.316990
FR 4404288302,2020-04,752.861553
FR 4404288303,2020-04,879.859223
FR 4404288304,2020-04,500.728349
FR 4404288305,2020-04,925.295339
FR 4404288306,2020-04,863.844854
FR 4404288308,2020-04,950.154854
FR 4404288310,2020-04,1064.862427
FR 4404288311,2020-04,1092.235825
FR 4404288312,2020-04,150.739902
FR 4404288314,2020-04,950.434174
FR 4404288315,2020-04,802.301262
FR 4404288316,2020-04,748.299320
FR 4404288317,2020-04,843.826893
FR 4404288319,2020-04,1054.434466
FR 4404288320,2020-04,781.910873
FR 4404288321,2020-04,1112.998640
FR 4404288322,2020-04,937.678543
FR 4404288323,2020-04,630.239902
FR 4404288327,2020-04,700.163106
FR 4404288328,2020-04,948.013398
FR 4404288329,2020-04,896.525339
FR 4404288331,2020-04,528.194854
FR 4404658920,2020-04,955.182621
FR 4404658982,2020-04,400.917864
FR 4404659023,2020-04,887.307766
FR 4435990662,2020-04,22.345631
FR 4435990663,2020-04,31.935631
FR 4435990676,2020-04,29.794174
FR 4435990684,2020-04,28.304466
FR 4435990692,2020-04,25.231941
FR 4435990694,2020-04,20.949029
FR 4454691592,2020-04,1001.922233
FR 4465616752,2020-04,19.180000
FR 4906156898,2020-04,15.083300
FR 4906157222,2020-04,20.855922
FR 4906157248,2020-04,21.042135
FR 4906157266,2020-04,26.256116
FR 4923746451,2020-04,29.607961
FR 4923746505,2020-04,16.666116
FR 4923746511,2020-04,20.855922
FR 4939432663,2020-04,28.770000
FR 4939549636,2020-04,31.563203
FR 4944441101,2020-04,33.146019
FR 4944441107,2020-04,33.239126
FR 4944441117,2020-04,13.966019
FR 4944441121,2020-04,27.932038
FR 4944441128,2020-04,10.055533
FR 4944441129,2020-04,26.535436
FR 4944526073,2020-04,866.544951
FR 4944526074,2020-04,684.428058
FR 4954409921,2020-04,14.617766
FR 4954615254,2020-04,29.421747
FR 4958880362,2020-04,642.436893
FR 4958880507,2020-04,1025.012718
FR 4963097404,2020-04,1215.416116
FR 4965313142,2020-04,13.779805
FR 4968695919,2020-04,22.252524
FR 4968915660,2020-04,30.352815
FR 4968915664,2020-04,23.556019
FR 5345849942,2020-04,16.479902
FR 5346756957,2020-04,12.196990
FR 5639763075,2020-04,13.593592
FR 5698151341,2020-04,33.983980
FR 4401572218,2020-05,905.091165
FR 4401572219,2020-05,952.761844
FR 4401572222,2020-05,1292.694757
FR 4401572223,2020-05,810.122233
FR 4404288019,2020-05,952.761844
FR 4404288080,2020-05,846.713203
FR 4404288098,2020-05,1083.297572
FR 4404288101,2020-05,961.886310
FR 4404288128,2020-05,1058.624271
FR 4404288134,2020-05,531.081165
FR 4404288136,2020-05,887.400873
FR 4404288139,2020-05,832.002330
FR 4404288140,2020-05,993.728834
FR 4404288141,2020-05,1075.011067
FR 4404288145,2020-05,902.204854
FR 4404288150,2020-05,593.369611
FR 4404288151,2020-05,594.393786
FR 4404288155,2020-05,222.432135
FR 4404288161,2020-05,685.917766
FR 4404288164,2020-05,1211.784951
FR 4404288167,2020-05,1293.998252
FR 4404288171,2020-05,225.877087
FR 4404288174,2020-05,1201.263883
FR 4404288175,2020-05,1143.816990
FR 4404288177,2020-05,1003.039514
FR 4404288180,2020-05,1219.140388
FR 4404288185,2020-05,988.701067
FR 4404288193,2020-05,847.644271
FR 4404288195,2020-05,680.983106
FR 4404288197,2020-05,1143.537669
FR 4404288198,2020-05,199.062330
FR 4404288202,2020-05,786.845533
FR 4404288203,2020-05,1314.761067
FR 4404288208,2020-05,875.762524
FR 4404288210,2020-05,1066.817669
FR 4404288211,2020-05,1212.064271
FR 4404288212,2020-05,1510.285339
FR 4404288214,2020-05,1298.188058
FR 4404288215,2020-05,1322.861359
FR 4404288217,2020-05,943.544271
FR 4404288218,2020-05,643.461067
FR 4404288219,2020-05,538.064174
FR 4404288221,2020-05,1478.163495
FR 4404288222,2020-05,721.298349
FR 4404288224,2020-05,783.121262
FR 4404288225,2020-05,1196.329223
FR 4404288228,2020-05,483.224271
FR 4404288229,2020-05,807.980776
FR 4404288233,2020-05,681.355533
FR 4404288234,2020-05,194.872524
FR 4404288235,2020-05,1352.841747
FR 4404288236,2020-05,1249.213883
FR 4404288237,2020-05,1308.150485
FR 4404288239,2020-05,973.803980
FR 4404288240,2020-05,1260.014271
FR 4404288241,2020-05,1036.651067
FR 4404288242,2020-05,836.099029
FR 4404288243,2020-05,112.379902
FR 4404288247,2020-05,958.162038
FR 4404288249,2020-05,1143.165242
FR 4404288251,2020-05,1106.108737
FR 4404288253,2020-05,1029.109417
FR 4404288257,2020-05,1091.863398
FR 4404288258,2020-05,1114.115922
FR 4404288259,2020-05,990.283883
FR 4404288261,2020-05,784.704077
FR 4404288262,2020-05,764.779223
FR 4404288263,2020-05,1188.322038
FR 4404288264,2020-05,1162.624563
FR 4404288265,2020-05,1344.555242
FR 4404288266,2020-05,990.004563
FR 4404288267,2020-05,1156.386407
FR 4404288269,2020-05,1105.363883
FR 4404288270,2020-05,1163.369417
FR 4404288272,2020-05,691.038640
FR 4404288273,2020-05,1289.249805
FR 4404288279,2020-05,1046.520388
FR 4404288283,2020-05,572.606796
FR 4404288286,2020-05,759.192815
FR 4404288287,2020-05,911.794854
FR 4404288288,2020-05,733.309126
FR 4404288289,2020-05,917.939902
FR 4404288290,2020-05,911.143106
FR 4404288291,2020-05,623.443106
FR 4404288294,2020-05,906.301553
FR 4404288298,2020-05,591.507475
FR 4404288300,2020-05,665.713592
FR 4404288302,2020-05,689.176504
FR 4404288303,2020-05,826.602135
FR 4404288304,2020-05,139.846407
FR 4404288305,2020-05,929.392038
FR 4404288306,2020-05,800.252912
FR 4404288308,2020-05,834.516213
FR 4404288310,2020-05,1091.677184
FR 4404288311,2020-05,1082.645825
FR 4404288314,2020-05,944.196019
FR 4404288315,2020-05,772.507087
FR 4404288316,2020-05,673.627669
FR 4404288317,2020-05,864.403495
FR 4404288319,2020-05,1043.075436
FR 4404288320,2020-05,690.014466
FR 4404288321,2020-05,1106.388058
FR 4404288322,2020-05,895.594271
FR 4404288323,2020-05,637.502233
FR 4404288327,2020-05,537.505533
FR 4404288328,2020-05,923.246990
FR 4404288329,2020-05,981.159417
FR 4404288331,2020-05,540.019417
FR 4404288344,2020-05,479.034466
FR 4404658920,2020-05,936.002621
FR 4404658982,2020-05,1101.267184
FR 4404659023,2020-05,881.255825
FR 4454691592,2020-05,951.365242
FR 4944526073,2020-05,245.895048
FR 4944526074,2020-05,690.386893
FR 4958880362,2020-05,548.119708
FR 4958880507,2020-05,973.897087
FR 4963097404,2020-05,1198.098252
FR 3527660505,2020-06,10.055533
FR 4124295420,2020-06,13.686699
FR 4401541380,2020-06,11.638349
FR 4401541383,2020-06,32.866699
FR 4401541384,2020-06,23.742233
FR 4401541403,2020-06,36.963398
FR 4401541407,2020-06,32.214951
FR 4401541408,2020-06,3.817378
FR 4401541409,2020-06,30.073495
FR 4401541411,2020-06,21.228349
FR 4401541412,2020-06,14.524660
FR 4401541419,2020-06,15.921262
FR 4401541422,2020-06,14.617766
FR 4401541423,2020-06,7.541650
FR 4401541425,2020-06,22.345631
FR 4401541426,2020-06,19.273106
FR 4401541428,2020-06,18.807572
FR 4401541431,2020-06,33.332233
FR 4401541439,2020-06,18.900679
FR 4401541440,2020-06,12.290097
FR 4401541442,2020-06,19.180000
FR 4401541443,2020-06,16.759223
FR 4401541444,2020-06,19.738640
FR 4401541445,2020-06,25.231941
FR 4401541447,2020-06,32.028737
FR 4401541449,2020-06,9.217572
FR 4401541450,2020-06,29.328640
FR 4401541452,2020-06,27.000970
FR 4401541454,2020-06,31.842524
FR 4401541457,2020-06,21.880097
FR 4401541460,2020-06,14.524660
FR 4401541462,2020-06,30.073495
FR 4401541464,2020-06,20.855922
FR 4401541466,2020-06,25.325048
FR 4401541467,2020-06,21.693883
FR 4401541469,2020-06,25.790582
FR 4401541472,2020-06,23.090485
FR 4401541473,2020-06,22.718058
FR 4401541474,2020-06,32.121844
FR 4401541476,2020-06,19.924854
FR 4401541477,2020-06,31.190776
FR 4401541478,2020-06,21.507669
FR 4401541481,2020-06,22.066310
FR 4401541483,2020-06,28.676893
FR 4401541485,2020-06,20.017961
FR 4401541489,2020-06,13.221165
FR 4401541492,2020-06,28.770000
FR 4401541493,2020-06,32.866699
FR 4401541494,2020-06,26.349223
FR 4401541497,2020-06,32.773592
FR 4401541502,2020-06,14.152233
FR 4401541506,2020-06,30.352815
FR 4401541511,2020-06,15.455728
FR 4401550303,2020-06,22.252524
FR 4401550359,2020-06,17.690291
FR 4401550420,2020-06,15.362621
FR 4401550437,2020-06,14.803980
FR 4401550441,2020-06,9.962427
FR 4401550467,2020-06,14.338446
FR 4401550508,2020-06,6.424368
FR 4401550518,2020-06,20.297281
FR 4401550521,2020-06,18.155825
FR 4401550528,2020-06,19.086893
FR 4401550538,2020-06,21.228349
FR 4401550541,2020-06,15.362621
FR 4401550544,2020-06,24.766407
FR 4401572218,2020-06,800.997766
FR 4401572219,2020-06,876.600485
FR 4401572222,2020-06,1179.570000
FR 4401572223,2020-06,749.323495
FR 4404288019,2020-06,358.461165
FR 4404288080,2020-06,107.724563
FR 4404288098,2020-06,939.261359
FR 4404288101,2020-06,849.227087
FR 4404288128,2020-06,1108.622621
FR 4404288134,2020-06,529.219029
FR 4404288136,2020-06,870.548543
FR 4404288139,2020-06,773.065728
FR 4404288140,2020-06,1003.225728
FR 4404288141,2020-06,978.738640
FR 4404288145,2020-06,729.398640
FR 4404288150,2020-06,680.983106
FR 4404288151,2020-06,602.773398
FR 4404288161,2020-06,392.352038
FR 4404288164,2020-06,813.380970
FR 4404288167,2020-06,1178.732038
FR 4404288171,2020-06,1009.836310
FR 4404288174,2020-06,1156.293300
FR 4404288175,2020-06,1166.441941
FR 4404288177,2020-06,1016.260679
FR 4404288180,2020-06,1169.886893
FR 4404288185,2020-06,967.007184
FR 4404288193,2020-06,837.402524
FR 4404288195,2020-06,655.564951
FR 4404288197,2020-06,1078.828446
FR 4404288202,2020-06,800.532233
FR 4404288203,2020-06,1323.513106
FR 4404288205,2020-06,171.968252
FR 4404288208,2020-06,877.903980
FR 4404288210,2020-06,846.433883
FR 4404288211,2020-06,1172.959417
FR 4404288212,2020-06,1541.383009
FR 4404288214,2020-06,1392.877669
FR 4404288215,2020-06,1169.886893
FR 4404288217,2020-06,886.935339
FR 4404288218,2020-06,586.572815
FR 4404288219,2020-06,621.487864
FR 4404288220,2020-06,1239.158349
FR 4404288221,2020-06,1330.496116
FR 4404288222,2020-06,385.834563
FR 4404288224,2020-06,795.038932
FR 4404288225,2020-06,1051.082621
FR 4404288228,2020-06,753.699514
FR 4404288229,2020-06,770.179417
FR 4404288232,2020-06,8.845145
FR 4404288233,2020-06,19.738640
FR 4404288235,2020-06,883.211067
FR 4404288236,2020-06,1188.973786
FR 4404288237,2020-06,1256.848640
FR 4404288239,2020-06,974.362621
FR 4404288240,2020-06,1230.685631
FR 4404288241,2020-06,978.924854
FR 4404288242,2020-06,896.897766
FR 4404288243,2020-06,139.008446
FR 4404288247,2020-06,906.115339
FR 4404288249,2020-06,969.148640
FR 4404288251,2020-06,1024.081650
FR 4404288253,2020-06,994.939223
FR 4404288257,2020-06,1025.757572
FR 4404288258,2020-06,1101.360291
FR 4404288259,2020-06,909.280970
FR 4404288261,2020-06,25.790582
FR 4404288262,2020-06,1144.654951
FR 4404288263,2020-06,1101.453398
FR 4404288264,2020-06,1153.313883
FR 4404288265,2020-06,1337.944660
FR 4404288266,2020-06,975.200582
FR 4404288267,2020-06,1226.123398
FR 4404288269,2020-06,1143.072135
FR 4404288270,2020-06,1142.792815
FR 4404288272,2020-06,639.643689
FR 4404288273,2020-06,1236.551359
FR 4404288279,2020-06,1066.724563
FR 4404288283,2020-06,617.577378
FR 4404288286,2020-06,23.462912
FR 4404288287,2020-06,917.008834
FR 4404288288,2020-06,804.628932
FR 4404288289,2020-06,807.515242
FR 4404288290,2020-06,855.279029
FR 4404288291,2020-06,380.993009
FR 4404288294,2020-06,893.452815
FR 4404288298,2020-06,640.202330
FR 4404288300,2020-06,701.094174
FR 4404288302,2020-06,413.859708
FR 4404288303,2020-06,733.681553
FR 4404288305,2020-06,883.024854
FR 4404288306,2020-06,828.743592
FR 4404288308,2020-06,881.814466
FR 4404288310,2020-06,1089.908155
FR 4404288311,2020-06,1065.234854
FR 4404288314,2020-06,928.926504
FR 4404288315,2020-06,727.722718
FR 4404288316,2020-06,705.004660
FR 4404288317,2020-06,862.820679
FR 4404288319,2020-06,1004.529223
FR 4404288320,2020-06,728.746893
FR 4404288321,2020-06,1077.245631
FR 4404288322,2020-06,884.235242
FR 4404288323,2020-06,607.056310
FR 4404288327,2020-06,504.173300
FR 4404288328,2020-06,886.842233
FR 4404288329,2020-06,880.883398
FR 4404288331,2020-06,581.824368
FR 4404288332,2020-06,305.110970
FR 4404288339,2020-06,118.897378
FR 4404288340,2020-06,55.770970
FR 4404288341,2020-06,297.848640
FR 4404288344,2020-06,951.830776
FR 4404658920,2020-06,903.135922
FR 4404658982,2020-06,1167.838543
FR 4404659023,2020-06,831.629902
FR 4435990603,2020-06,35.380582
FR 4435990662,2020-06,18.435145
FR 4435990663,2020-06,26.907864
FR 4435990676,2020-06,25.883689
FR 4435990684,2020-06,23.835339
FR 4435990692,2020-06,22.345631
FR 4435990694,2020-06,21.321456
FR 4454691592,2020-06,910.025825
FR 4465616752,2020-06,12.290097
FR 4906156898,2020-06,11.638349
FR 4906157222,2020-06,19.552427
FR 4906157248,2020-06,16.759223
FR 4906157266,2020-06,22.904271
FR 4923746451,2020-06,26.814757
FR 4923746505,2020-06,18.248932
FR 4923746511,2020-06,20.576601
FR 4939387183,2020-06,33.052912
FR 4939387226,2020-06,32.587378
FR 4939387236,2020-06,31.935631
FR 4939432663,2020-06,20.762815
FR 4939549636,2020-06,28.583786
FR 4944441101,2020-06,25.138834
FR 4944441107,2020-06,28.863106
FR 4944441117,2020-06,13.034951
FR 4944441121,2020-06,24.766407
FR 4944441128,2020-06,9.124466
FR 4944441129,2020-06,22.997378
FR 4944526074,2020-06,379.689514
FR 4954409802,2020-06,43.201553
FR 4954409839,2020-06,0.000000
FR 4954409903,2020-06,34.728834
FR 4954409905,2020-06,35.380582
FR 4954409920,2020-06,25.231941
FR 4954409921,2020-06,36.870291
FR 4954615254,2020-06,25.604368
FR 4958880362,2020-06,555.102718
FR 4958880507,2020-06,923.246990
FR 4963097404,2020-06,1181.897669
FR 4965313142,2020-06,12.196990
FR 4968695919,2020-06,12.290097
FR 4968915660,2020-06,25.697475
FR 4968915664,2020-06,21.507669
FR 5345849942,2020-06,15.176407
FR 5346756957,2020-06,10.427961
FR 5346756962,2020-06,25.138834
FR 5639763075,2020-06,12.476310
FR 5698151341,2020-06,29.328640
FR 4401572218,2020-07,629.495048
FR 4401572219,2020-07,818.874271
FR 4401572222,2020-07,942.333883
FR 4401572223,2020-07,703.980485
FR 4404288098,2020-07,783.400582
FR 4404288101,2020-07,709.566893
FR 4404288128,2020-07,1013.653689
FR 4404288136,2020-07,749.695922
FR 4404288139,2020-07,576.610388
FR 4404288140,2020-07,851.927184
FR 4404288141,2020-07,966.727864
FR 4404288145,2020-07,516.742718
FR 4404288150,2020-07,656.402912
FR 4404288151,2020-07,580.800194
FR 4404288164,2020-07,928.833398
FR 4404288167,2020-07,1135.623592
FR 4404288171,2020-07,1218.302427
FR 4404288174,2020-07,933.395631
FR 4404288175,2020-07,1037.395922
FR 4404288177,2020-07,965.424368
FR 4404288180,2020-07,1040.096019
FR 4404288185,2020-07,886.283592
FR 4404288193,2020-07,554.450970
FR 4404288195,2020-07,268.892427
FR 4404288197,2020-07,1039.816699
FR 4404288198,2020-07,438.905436
FR 4404288202,2020-07,686.941941
FR 4404288203,2020-07,1250.796699
FR 4404288205,2020-07,1200.798349
FR 4404288208,2020-07,810.308446
FR 4404288210,2020-07,336.581067
FR 4404288211,2020-07,1082.273398
FR 4404288212,2020-07,1371.276893
FR 4404288214,2020-07,1284.501359
FR 4404288215,2020-07,1226.123398
FR 4404288217,2020-07,803.232330
FR 4404288218,2020-07,585.734854
FR 4404288219,2020-07,599.980194
FR 4404288220,2020-07,1353.121067
FR 4404288221,2020-07,1244.372330
FR 4404288224,2020-07,805.001359
FR 4404288225,2020-07,995.590970
FR 4404288228,2020-07,1152.755242
FR 4404288229,2020-07,691.504174
FR 4404288233,2020-07,476.520582
FR 4404288234,2020-07,544.023009
