"","InsId","InsSirId","InsNumber","InsRemarks","InsDate","InsLacId","AniId","AniLifeNumber","AniBirthday","AniGenId","AniMotherLifeNumber","RemLactation_LacNumber","CalculatedLactationCycle","LacCalvingDate","LacRemarks","LacColostrumDate","dry_off_date","dry_off_interval","AniActive","category","customer_id","date","entry_code","entry_date","exit_code","exit_date","month","year"
"362",196,NA,2,"",2016-08-13,313,62,"FR4404288143",2013-11-19,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"363",335,NA,6,"",2017-02-09,313,62,"FR4404288143",2013-11-19,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"364",301,NA,5,"",2016-12-19,313,62,"FR4404288143",2013-11-19,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",291,NA,4,"",2016-12-02,313,62,"FR4404288143",2013-11-19,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",226,NA,1,"",2016-10-01,315,64,"FR4404288145",2013-11-22,2,"FR 4404288068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"367",1544,NA,2,"",2017-10-02,538,64,"FR4404288145",2013-11-22,2,"FR 4404288068",2,2,2017-07-01,"",2017-07-05,2018-04-12,109,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-06,"N",2013-11-22,"E",2022-11-15,6,2016
"368",1557,NA,3,"",2017-10-30,538,64,"FR4404288145",2013-11-22,2,"FR 4404288068",2,2,2017-07-01,"",2017-07-05,2018-04-12,109,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-06,"N",2013-11-22,"E",2022-11-15,6,2016
"369",519,NA,1,"",2017-09-11,538,64,"FR4404288145",2013-11-22,2,"FR 4404288068",2,2,2017-07-01,"",2017-07-05,2018-04-12,109,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-06,"N",2013-11-22,"E",2022-11-15,6,2016
"370",1920,NA,2,"",2018-11-28,740,64,"FR4404288145",2013-11-22,2,"FR 4404288068",3,3,2018-07-30,"",2018-08-06,2019-07-16,69,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-06,"N",2013-11-22,"E",2022-11-15,6,2016
"371",1942,NA,3,"",2018-12-19,740,64,"FR4404288145",2013-11-22,2,"FR 4404288068",3,3,2018-07-30,"",2018-08-06,2019-07-16,69,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-06,"N",2013-11-22,"E",2022-11-15,6,2016
"372",1891,NA,1,"",2018-10-24,740,64,"FR4404288145",2013-11-22,2,"FR 4404288068",3,3,2018-07-30,"",2018-08-06,2019-07-16,69,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-06,"N",2013-11-22,"E",2022-11-15,6,2016
"373",2292,NA,1,"",2019-12-21,962,64,"FR4404288145",2013-11-22,2,"FR 4404288068",4,4,2019-09-23,"Ordonnance n° 0200721179, du 08/07/2020",2019-09-30,2020-07-29,55,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-06,"N",2013-11-22,"E",2022-11-15,6,2016
"374",3062,295,3,NA,2021-04-19,1414,64,"FR4404288145",2013-11-22,2,"FR 4404288068",5,5,2020-09-22,"+ ORBESEAL",2020-09-29,2021-09-21,120,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-06,"N",2013-11-22,"E",2022-11-15,6,2016
"375",2922,32,2,NA,2021-01-25,1414,64,"FR4404288145",2013-11-22,2,"FR 4404288068",5,5,2020-09-22,"+ ORBESEAL",2020-09-29,2021-09-21,120,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-06,"N",2013-11-22,"E",2022-11-15,6,2016
"376",2889,32,1,NA,2021-01-02,1414,64,"FR4404288145",2013-11-22,2,"FR 4404288068",5,5,2020-09-22,"+ ORBESEAL",2020-09-29,2021-09-21,120,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-06,"N",2013-11-22,"E",2022-11-15,6,2016
"377",1699,NA,7,"",2018-03-05,502,65,"FR4404288146",2013-12-02,2,"",2,2,2017-03-29,"REFORME ->  vide",2017-04-05,2018-06-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-12-15,"N",2013-12-02,"B",2018-12-03,12,2015
"378",1527,NA,4,"",2017-09-19,502,65,"FR4404288146",2013-12-02,2,"",2,2,2017-03-29,"REFORME ->  vide",2017-04-05,2018-06-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-12-15,"N",2013-12-02,"B",2018-12-03,12,2015
"379",1555,NA,5,"",2017-10-27,502,65,"FR4404288146",2013-12-02,2,"",2,2,2017-03-29,"REFORME ->  vide",2017-04-05,2018-06-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-12-15,"N",2013-12-02,"B",2018-12-03,12,2015
"380",1620,NA,6,"",2017-12-18,502,65,"FR4404288146",2013-12-02,2,"",2,2,2017-03-29,"REFORME ->  vide",2017-04-05,2018-06-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-12-15,"N",2013-12-02,"B",2018-12-03,12,2015
"381",499,NA,3,"",2017-08-21,502,65,"FR4404288146",2013-12-02,2,"",2,2,2017-03-29,"REFORME ->  vide",2017-04-05,2018-06-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-12-15,"N",2013-12-02,"B",2018-12-03,12,2015
"382",465,NA,2,"",2017-07-12,502,65,"FR4404288146",2013-12-02,2,"",2,2,2017-03-29,"REFORME ->  vide",2017-04-05,2018-06-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-12-15,"N",2013-12-02,"B",2018-12-03,12,2015
"383",435,NA,1,"",2017-06-22,502,65,"FR4404288146",2013-12-02,2,"",2,2,2017-03-29,"REFORME ->  vide",2017-04-05,2018-06-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2015-12-15,"N",2013-12-02,"B",2018-12-03,12,2015
"384",87,NA,1,"",2016-02-10,316,65,"FR4404288146",2013-12-02,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",88,NA,2,"",2016-06-25,316,65,"FR4404288146",2013-12-02,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",89,NA,1,"",2015-10-28,66,66,"FR4404288147",2013-12-14,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",90,NA,2,"",2015-12-02,66,66,"FR4404288147",2013-12-14,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",197,NA,1,"",2016-08-13,317,67,"FR4404288148",2014-01-08,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",215,NA,1,"",2016-09-06,318,68,"FR4404288149",2014-01-14,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",495,NA,1,"",2017-08-28,525,68,"FR4404288149",2014-01-14,2,"",2,2,2017-06-11,"",2017-06-18,2018-06-01,74,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-10,"N",2014-01-14,"E",2019-12-31,6,2016
"391",1564,NA,4,"",2017-11-04,525,68,"FR4404288149",2014-01-14,2,"",2,2,2017-06-11,"",2017-06-18,2018-06-01,74,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-10,"N",2014-01-14,"E",2019-12-31,6,2016
"392",1528,NA,2,"",2017-09-22,525,68,"FR4404288149",2014-01-14,2,"",2,2,2017-06-11,"",2017-06-18,2018-06-01,74,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-10,"N",2014-01-14,"E",2019-12-31,6,2016
"393",1542,NA,3,"",2017-10-14,525,68,"FR4404288149",2014-01-14,2,"",2,2,2017-06-11,"",2017-06-18,2018-06-01,74,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-10,"N",2014-01-14,"E",2019-12-31,6,2016
"394",1971,NA,1,"",2019-01-29,750,68,"FR4404288149",2014-01-14,2,"",3,3,2018-08-14,"",2018-08-21,2019-07-21,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-10,"N",2014-01-14,"E",2019-12-31,6,2016
"395",2009,NA,1,"",2019-03-14,811,69,"FR4404288150",2014-01-16,2,"FR 4404288029",3,3,2018-11-24,"REFORME",2018-11-29,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"396",2093,NA,2,"",2019-05-14,811,69,"FR4404288150",2014-01-16,2,"FR 4404288029",3,3,2018-11-24,"REFORME",2018-11-29,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"397",2149,NA,4,"",2019-07-22,811,69,"FR4404288150",2014-01-16,2,"FR 4404288029",3,3,2018-11-24,"REFORME",2018-11-29,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"398",2123,NA,3,"",2019-06-07,811,69,"FR4404288150",2014-01-16,2,"FR 4404288029",3,3,2018-11-24,"REFORME",2018-11-29,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"399",2171,NA,5,"",2019-08-10,811,69,"FR4404288150",2014-01-16,2,"FR 4404288029",3,3,2018-11-24,"REFORME",2018-11-29,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"400",2253,NA,8,"",2019-11-13,811,69,"FR4404288150",2014-01-16,2,"FR 4404288029",3,3,2018-11-24,"REFORME",2018-11-29,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"401",2230,NA,7,"",2019-10-22,811,69,"FR4404288150",2014-01-16,2,"FR 4404288029",3,3,2018-11-24,"REFORME",2018-11-29,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"402",2213,NA,6,"",2019-09-26,811,69,"FR4404288150",2014-01-16,2,"FR 4404288029",3,3,2018-11-24,"REFORME",2018-11-29,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"403",1686,NA,6,"",2018-02-17,510,69,"FR4404288150",2014-01-16,2,"FR 4404288029",2,2,2017-04-24,"",2017-05-01,2018-09-24,61,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"404",1545,NA,1,"",2017-10-02,510,69,"FR4404288150",2014-01-16,2,"FR 4404288029",2,2,2017-04-24,"",2017-05-01,2018-09-24,61,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"405",1548,NA,2,"",2017-10-21,510,69,"FR4404288150",2014-01-16,2,"FR 4404288029",2,2,2017-04-24,"",2017-05-01,2018-09-24,61,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"406",1579,NA,3,"",2017-11-15,510,69,"FR4404288150",2014-01-16,2,"FR 4404288029",2,2,2017-04-24,"",2017-05-01,2018-09-24,61,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"407",1604,NA,4,"",2017-12-05,510,69,"FR4404288150",2014-01-16,2,"FR 4404288029",2,2,2017-04-24,"",2017-05-01,2018-09-24,61,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"408",1656,NA,5,"",2018-01-25,510,69,"FR4404288150",2014-01-16,2,"FR 4404288029",2,2,2017-04-24,"",2017-05-01,2018-09-24,61,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-05-16,"N",2014-01-16,"B",2020-12-28,5,2016
"409",187,NA,1,"",2016-07-25,319,69,"FR4404288150",2014-01-16,2,"FR 4404288029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",202,NA,2,"",2016-08-20,320,70,"FR4404288151",2014-03-10,2,"FR 4950954269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",216,NA,3,"",2016-09-09,320,70,"FR4404288151",2014-03-10,2,"FR 4950954269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",238,NA,4,"",2016-10-13,320,70,"FR4404288151",2014-03-10,2,"FR 4950954269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",91,NA,1,"",2016-07-06,320,70,"FR4404288151",2014-03-10,2,"FR 4950954269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",1659,NA,3,"",2018-01-22,542,70,"FR4404288151",2014-03-10,2,"FR 4950954269",2,2,2017-07-11,"",2017-07-18,2018-10-02,76,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-03-26,"N",2014-03-10,"B",2020-12-28,3,2016
"415",1631,NA,2,"",2017-12-26,542,70,"FR4404288151",2014-03-10,2,"FR 4950954269",2,2,2017-07-11,"",2017-07-18,2018-10-02,76,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-03-26,"N",2014-03-10,"B",2020-12-28,3,2016
"416",1582,NA,1,"",2017-11-13,542,70,"FR4404288151",2014-03-10,2,"FR 4950954269",2,2,2017-07-11,"",2017-07-18,2018-10-02,76,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-03-26,"N",2014-03-10,"B",2020-12-28,3,2016
"417",1707,NA,4,"",2018-03-16,542,70,"FR4404288151",2014-03-10,2,"FR 4950954269",2,2,2017-07-11,"",2017-07-18,2018-10-02,76,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-03-26,"N",2014-03-10,"B",2020-12-28,3,2016
"418",2200,NA,5,"",2019-09-16,827,70,"FR4404288151",2014-03-10,2,"FR 4950954269",3,3,2018-12-17,"REFORME",2018-12-24,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-03-26,"N",2014-03-10,"B",2020-12-28,3,2016
"419",2241,NA,6,"",2019-11-04,827,70,"FR4404288151",2014-03-10,2,"FR 4950954269",3,3,2018-12-17,"REFORME",2018-12-24,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-03-26,"N",2014-03-10,"B",2020-12-28,3,2016
"420",2145,NA,4,"",2019-07-17,827,70,"FR4404288151",2014-03-10,2,"FR 4950954269",3,3,2018-12-17,"REFORME",2018-12-24,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-03-26,"N",2014-03-10,"B",2020-12-28,3,2016
"421",2101,NA,3,"",2019-05-21,827,70,"FR4404288151",2014-03-10,2,"FR 4950954269",3,3,2018-12-17,"REFORME",2018-12-24,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-03-26,"N",2014-03-10,"B",2020-12-28,3,2016
"422",2057,NA,1,"ia aprés 2 enzaprost",2019-04-19,827,70,"FR4404288151",2014-03-10,2,"FR 4950954269",3,3,2018-12-17,"REFORME",2018-12-24,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-03-26,"N",2014-03-10,"B",2020-12-28,3,2016
"423",2075,NA,2,"",2019-05-02,827,70,"FR4404288151",2014-03-10,2,"FR 4950954269",3,3,2018-12-17,"REFORME",2018-12-24,2020-09-15,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-03-26,"N",2014-03-10,"B",2020-12-28,3,2016
"424",92,NA,1,"",2016-06-08,321,71,"FR4404288153",2014-04-10,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",93,NA,1,"",2016-07-06,322,72,"FR4404288154",2014-04-12,2,"FR 4404288102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",217,NA,4,"",2016-09-05,322,72,"FR4404288154",2014-04-12,2,"FR 4404288102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",190,NA,2,"",2016-07-27,322,72,"FR4404288154",2014-04-12,2,"FR 4404288102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",198,NA,3,"",2016-08-12,322,72,"FR4404288154",2014-04-12,2,"FR 4404288102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",489,NA,1,"",2017-08-03,524,72,"FR4404288154",2014-04-12,2,"FR 4404288102",2,2,2017-06-08,"",2017-06-13,2018-03-12,57,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-04-03,"N",2014-04-12,"M",2020-12-27,4,2016
"430",2172,NA,1,"",2019-08-10,912,72,"FR4404288154",2014-04-12,2,"FR 4404288102",4,4,2019-06-02,"",2019-06-09,2020-03-08,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-04-03,"N",2014-04-12,"M",2020-12-27,4,2016
"431",1814,NA,1,"",2018-07-19,714,72,"FR4404288154",2014-04-12,2,"FR 4404288102",3,3,2018-05-08,"",2018-05-15,2019-02-28,95,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-04-03,"N",2014-04-12,"M",2020-12-27,4,2016
"432",1846,NA,2,"",2018-08-31,714,72,"FR4404288154",2014-04-12,2,"FR 4404288102",3,3,2018-05-08,"",2018-05-15,2019-02-28,95,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-04-03,"N",2014-04-12,"M",2020-12-27,4,2016
"433",1879,NA,1,"",2018-10-08,733,73,"FR4404288155",2014-04-14,2,"FR 4404288093",3,3,2018-07-21,"",2018-07-28,2019-02-28,137,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-08-13,NA,NA,"B",2020-08-05,8,2016
"434",1543,NA,2,"",2017-10-14,544,73,"FR4404288155",2014-04-14,2,"FR 4404288093",2,2,2017-07-19,"",2017-07-23,2018-05-23,59,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-08-13,NA,NA,"B",2020-08-05,8,2016
"435",1529,NA,1,"",2017-09-25,544,73,"FR4404288155",2014-04-14,2,"FR 4404288093",2,2,2017-07-19,"",2017-07-23,2018-05-23,59,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-08-13,NA,NA,"B",2020-08-05,8,2016
"436",236,NA,1,"",2016-10-15,372,73,"FR4404288155",2014-04-14,2,"FR 4404288093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",94,NA,1,"",2015-11-16,73,73,"FR4404288155",2014-04-14,2,"FR 4404288093",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",296,NA,1,"",2016-12-10,323,74,"FR4404288156",2014-05-05,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",336,NA,2,"",2017-02-08,323,74,"FR4404288156",2014-05-05,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",1732,NA,2,"",2018-03-31,654,74,"FR4404288156",2014-05-05,2,"",2,2,2017-11-13,"",2017-11-20,2018-11-22,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-23,"N",2014-05-05,"B",2019-02-04,6,2016
"441",1675,NA,1,"",2018-02-10,654,74,"FR4404288156",2014-05-05,2,"",2,2,2017-11-13,"",2017-11-20,2018-11-22,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-23,"N",2014-05-05,"B",2019-02-04,6,2016
"442",252,NA,1,"",2016-11-07,379,75,"FR4404288157",2014-05-09,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",95,NA,1,"",2015-11-16,75,75,"FR4404288157",2014-05-09,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",1549,NA,1,"",2017-10-20,550,75,"FR4404288157",2014-05-09,2,"",2,2,2017-08-08,"",2017-08-14,2018-06-01,52,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-08-18,"N",2014-05-09,"B",2019-09-02,8,2016
"445",1556,NA,2,"",2017-10-26,549,76,"FR4404288158",2014-05-09,2,"",2,2,2017-07-28,"",2017-08-01,2018-07-30,58,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-07-22,"N",2014-05-09,"B",2019-07-29,7,2016
"446",1533,NA,1,"",2017-10-05,549,76,"FR4404288158",2014-05-09,2,"",2,2,2017-07-28,"",2017-08-01,2018-07-30,58,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-07-22,"N",2014-05-09,"B",2019-07-29,7,2016
"447",1618,NA,3,"",2017-12-15,549,76,"FR4404288158",2014-05-09,2,"",2,2,2017-07-28,"",2017-08-01,2018-07-30,58,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-07-22,"N",2014-05-09,"B",2019-07-29,7,2016
"448",243,NA,1,"",2016-10-22,324,76,"FR4404288158",2014-05-09,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",96,NA,1,"",2015-12-07,77,77,"FR4404288159",2014-05-24,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",97,NA,2,"",2016-01-16,77,77,"FR4404288159",2014-05-24,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",424,NA,3,"",2017-06-01,404,77,"FR4404288159",2014-05-24,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",386,NA,1,"",2017-04-18,404,77,"FR4404288159",2014-05-24,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",412,NA,2,"",2017-05-12,404,77,"FR4404288159",2014-05-24,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",1772,NA,1,"",2018-05-11,688,77,"FR4404288159",2014-05-24,2,"",2,2,2018-03-02,"",2018-03-09,2018-12-26,45,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-10-25,"N",2014-05-24,"M",2019-06-02,10,2016
"455",2042,NA,1,"",2019-04-09,862,77,"FR4404288159",2014-05-24,2,"",3,3,2019-02-09,"NULL",2019-02-16,2019-06-01,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-10-25,"N",2014-05-24,"M",2019-06-02,10,2016
"456",2183,NA,1,"",2019-08-17,917,78,"FR4404288161",2014-05-27,2,"FR 4404288092",4,4,2019-06-08,"Ordonnance : 0200520154",2019-06-15,2020-06-19,59,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-14,"N",2014-05-27,"B",2022-05-09,6,2016
"457",2245,NA,3,"",2019-11-05,917,78,"FR4404288161",2014-05-27,2,"FR 4404288092",4,4,2019-06-08,"Ordonnance : 0200520154",2019-06-15,2020-06-19,59,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-14,"N",2014-05-27,"B",2022-05-09,6,2016
"458",2226,NA,2,"",2019-10-15,917,78,"FR4404288161",2014-05-27,2,"FR 4404288092",4,4,2019-06-08,"Ordonnance : 0200520154",2019-06-15,2020-06-19,59,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-14,"N",2014-05-27,"B",2022-05-09,6,2016
"459",1849,NA,2,"",2018-09-05,725,78,"FR4404288161",2014-05-27,2,"FR 4404288092",3,3,2018-06-21,"",2018-06-28,2019-04-15,54,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-14,"N",2014-05-27,"B",2022-05-09,6,2016
"460",1833,NA,1,"",2018-08-14,725,78,"FR4404288161",2014-05-27,2,"FR 4404288092",3,3,2018-06-21,"",2018-06-28,2019-04-15,54,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-14,"N",2014-05-27,"B",2022-05-09,6,2016
"461",497,NA,1,"",2017-09-14,540,78,"FR4404288161",2014-05-27,2,"FR 4404288092",2,2,2017-07-08,"",2017-07-15,2018-05-06,46,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-14,"N",2014-05-27,"B",2022-05-09,6,2016
"462",230,NA,1,"",2016-10-06,325,78,"FR4404288161",2014-05-27,2,"FR 4404288092",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"463",2777,90,1,NA,2020-10-29,1385,78,"FR4404288161",2014-05-27,2,"FR 4404288092",5,5,2020-08-16,"Ordonnance n° 000852, du 14/06/2021",2020-08-23,2021-06-28,63,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-14,"N",2014-05-27,"B",2022-05-09,6,2016
"464",2820,90,2,NA,2020-11-21,1385,78,"FR4404288161",2014-05-27,2,"FR 4404288092",5,5,2020-08-16,"Ordonnance n° 000852, du 14/06/2021",2020-08-23,2021-06-28,63,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2016-06-14,"N",2014-05-27,"B",2022-05-09,6,2016
"465",314,NA,1,"",2017-01-07,397,79,"FR4404288162",2014-06-04,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466",98,NA,1,"",2015-11-05,79,79,"FR4404288162",2014-06-04,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467",99,NA,2,"",2015-12-31,79,79,"FR4404288162",2014-06-04,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"468",100,NA,3,"",2016-01-26,79,79,"FR4404288162",2014-06-04,2,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
