"","InsId","InsSirId","InsNumber","InsRemarks","InsDate","InsLacId","AniId","AniLifeNumber","AniBirthday","AniGenId","AniMotherLifeNumber","RemLactation_LacNumber","CalculatedLactationCycle","LacCalvingDate","LacRemarks","LacColostrumDate","dry_off_date","dry_off_interval","AniActive","category","customer_id","date","entry_code","entry_date","exit_code","exit_date","month","year"
"1938",2793,12,4,NA,2020-11-05,764,327,"FR4404288357",2018-09-08,2,"FR 4404288239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1939",3358,350,1,NA,2021-11-05,1688,327,"FR4404288357",2018-09-08,2,"FR 4404288239",1,1,2021-09-05,"+ ORBESEAL",2021-09-08,2022-07-08,54,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-09-05,"N",2018-09-08,NA,NA,9,2021
"1940",3398,350,2,NA,2021-11-27,1688,327,"FR4404288357",2018-09-08,2,"FR 4404288239",1,1,2021-09-05,"+ ORBESEAL",2021-09-08,2022-07-08,54,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-09-05,"N",2018-09-08,NA,NA,9,2021
"1941",4369,453,1,NA,2023-12-05,2129,327,"FR4404288357",2018-09-08,2,"FR 4404288239",3,3,2023-08-07,"+ ORBESEAL",2023-08-14,2024-08-09,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-09-05,"N",2018-09-08,NA,NA,9,2021
"1942",4415,441,2,NA,2024-01-03,2129,327,"FR4404288357",2018-09-08,2,"FR 4404288239",3,3,2023-08-07,"+ ORBESEAL",2023-08-14,2024-08-09,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-09-05,"N",2018-09-08,NA,NA,9,2021
"1943",3836,118,1,"",2022-10-28,1926,327,"FR4404288357",2018-09-08,2,"FR 4404288239",2,2,2022-08-30,"",2022-09-03,2023-06-02,66,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-09-05,"N",2018-09-08,NA,NA,9,2021
"1944",3924,405,1,NA,2023-01-07,1975,328,"FR4404288358",2018-09-10,2,"FR 4404288243",3,3,2022-11-11,"",2022-11-18,2023-09-08,33,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-01-02,"N",2018-09-10,NA,NA,1,2021
"1945",3945,405,2,NA,2023-01-28,1975,328,"FR4404288358",2018-09-10,2,"FR 4404288243",3,3,2022-11-11,"",2022-11-18,2023-09-08,33,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-01-02,"N",2018-09-10,NA,NA,1,2021
"1946",3519,324,1,NA,2022-02-03,1762,328,"FR4404288358",2018-09-10,2,"FR 4404288243",2,2,2021-12-08,"+ ORBESEAL",2021-12-15,2022-09-16,57,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-01-02,"N",2018-09-10,NA,NA,1,2021
"1947",4418,450,1,NA,2024-01-06,2185,328,"FR4404288358",2018-09-10,2,"FR 4404288243",4,4,2023-10-11,"",2023-10-18,2024-05-10,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-01-02,"N",2018-09-10,NA,NA,1,2021
"1948",2984,121,1,NA,2021-03-01,1503,328,"FR4404288358",2018-09-10,2,"FR 4404288243",1,1,2021-01-02,"+ ORBESEAL",2021-01-09,2021-10-08,61,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-01-02,"N",2018-09-10,NA,NA,1,2021
"1949",2367,NA,3,NA,2020-02-04,766,328,"FR4404288358",2018-09-10,2,"FR 4404288243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1950",2302,NA,1,"",2019-12-27,766,328,"FR4404288358",2018-09-10,2,"FR 4404288243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1951",2304,NA,2,"",2019-12-30,766,328,"FR4404288358",2018-09-10,2,"FR 4404288243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1952",2458,NA,4,NA,2020-03-28,766,328,"FR4404288358",2018-09-10,2,"FR 4404288243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1953",2364,NA,1,NA,2020-02-01,774,330,"FR4404283159",2018-09-17,2,"FR 4404288139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1954",2398,NA,2,NA,2020-02-26,774,330,"FR4404283159",2018-09-17,2,"FR 4404288139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1955",2993,94,1,NA,2021-03-06,1472,330,"FR4404283159",2018-09-17,2,"FR 4404288139",1,1,2020-12-03,"+ ORBESEAL",2020-12-05,2021-09-22,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-12-03,"N",2018-09-17,"B",2021-12-28,12,2020
"1956",3024,94,2,NA,2021-03-23,1472,330,"FR4404283159",2018-09-17,2,"FR 4404288139",1,1,2020-12-03,"+ ORBESEAL",2020-12-05,2021-09-22,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-12-03,"N",2018-09-17,"B",2021-12-28,12,2020
"1957",3202,28,3,NA,2021-08-02,1472,330,"FR4404283159",2018-09-17,2,"FR 4404288139",1,1,2020-12-03,"+ ORBESEAL",2020-12-05,2021-09-22,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-12-03,"N",2018-09-17,"B",2021-12-28,12,2020
"1958",3240,28,4,NA,2021-08-24,1472,330,"FR4404283159",2018-09-17,2,"FR 4404288139",1,1,2020-12-03,"+ ORBESEAL",2020-12-05,2021-09-22,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-12-03,"N",2018-09-17,"B",2021-12-28,12,2020
"1959",2988,83,1,NA,2021-03-03,1442,331,"FR4404288360",2018-09-26,2,"FR 4404288158",1,1,2020-11-03,"",2020-11-10,2021-11-25,56,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-11-03,"N",2018-09-26,NA,NA,11,2020
"1960",3058,83,2,NA,2021-04-14,1442,331,"FR4404288360",2018-09-26,2,"FR 4404288158",1,1,2020-11-03,"",2020-11-10,2021-11-25,56,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-11-03,"N",2018-09-26,NA,NA,11,2020
"1961",2353,NA,1,NA,2020-01-30,775,331,"FR4404288360",2018-09-26,2,"FR 4404288158",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1962",4410,118,2,NA,2023-12-28,2106,331,"FR4404288360",2018-09-26,2,"FR 4404288158",3,3,2023-07-02,"+ ORBESEAL",2023-07-05,2024-08-09,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-11-03,"N",2018-09-26,NA,NA,11,2020
"1963",4373,453,1,NA,2023-12-06,2106,331,"FR4404288360",2018-09-26,2,"FR 4404288158",3,3,2023-07-02,"+ ORBESEAL",2023-07-05,2024-08-09,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-11-03,"N",2018-09-26,NA,NA,11,2020
"1964",3620,387,1,NA,2022-04-11,1802,331,"FR4404288360",2018-09-26,2,"FR 4404288158",2,2,2022-01-20,"+ ORBESEAL",2022-01-27,2023-01-27,156,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-11-03,"N",2018-09-26,NA,NA,11,2020
"1965",3636,387,2,NA,2022-04-25,1802,331,"FR4404288360",2018-09-26,2,"FR 4404288158",2,2,2022-01-20,"+ ORBESEAL",2022-01-27,2023-01-27,156,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-11-03,"N",2018-09-26,NA,NA,11,2020
"1966",3644,387,3,NA,2022-05-05,1802,331,"FR4404288360",2018-09-26,2,"FR 4404288158",2,2,2022-01-20,"+ ORBESEAL",2022-01-27,2023-01-27,156,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-11-03,"N",2018-09-26,NA,NA,11,2020
"1967",3686,387,4,"",2022-06-17,1802,331,"FR4404288360",2018-09-26,2,"FR 4404288158",2,2,2022-01-20,"+ ORBESEAL",2022-01-27,2023-01-27,156,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-11-03,"N",2018-09-26,NA,NA,11,2020
"1968",3788,410,6,NA,2022-09-22,1802,331,"FR4404288360",2018-09-26,2,"FR 4404288158",2,2,2022-01-20,"+ ORBESEAL",2022-01-27,2023-01-27,156,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-11-03,"N",2018-09-26,NA,NA,11,2020
"1969",3771,111,5,NA,2022-08-31,1802,331,"FR4404288360",2018-09-26,2,"FR 4404288158",2,2,2022-01-20,"+ ORBESEAL",2022-01-27,2023-01-27,156,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-11-03,"N",2018-09-26,NA,NA,11,2020
"1970",2448,NA,1,NA,2020-03-20,778,332,"FR4404288361",2018-09-30,2,"FR 4404288212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971",2566,13,2,NA,2020-06-11,778,332,"FR4404288361",2018-09-30,2,"FR 4404288212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1972",2438,NA,3,NA,2020-03-17,781,333,"FR4404288362",2018-10-03,2,"FR 4404288247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1973",2483,12,4,NA,2020-04-07,781,333,"FR4404288362",2018-10-03,2,"FR 4404288247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1974",2345,NA,1,NA,2020-01-24,781,333,"FR4404288362",2018-10-03,2,"FR 4404288247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1975",2381,NA,2,NA,2020-02-17,781,333,"FR4404288362",2018-10-03,2,"FR 4404288247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1976",3087,124,2,NA,2021-05-08,1519,333,"FR4404288362",2018-10-03,2,"FR 4404288247",1,1,2021-01-18,"boiterie av",2021-01-21,2021-12-17,55,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-01-18,"N",2018-10-03,NA,NA,1,2021
"1977",3016,4,1,NA,2021-03-18,1519,333,"FR4404288362",2018-10-03,2,"FR 4404288247",1,1,2021-01-18,"boiterie av",2021-01-21,2021-12-17,55,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-01-18,"N",2018-10-03,NA,NA,1,2021
"1978",3639,386,2,NA,2022-04-28,1822,333,"FR4404288362",2018-10-03,2,"FR 4404288247",2,2,2022-02-10,"+ ORBESEAL",2022-02-17,2022-12-09,52,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-01-18,"N",2018-10-03,NA,NA,1,2021
"1979",3615,394,1,NA,2022-04-05,1822,333,"FR4404288362",2018-10-03,2,"FR 4404288247",2,2,2022-02-10,"+ ORBESEAL",2022-02-17,2022-12-09,52,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-01-18,"N",2018-10-03,NA,NA,1,2021
"1980",4533,450,1,NA,2024-04-19,2251,333,"FR4404288362",2018-10-03,2,"FR 4404288247",4,4,2024-01-26,"+ ORBESEAL",2024-02-02,2024-09-18,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-01-18,"N",2018-10-03,NA,NA,1,2021
"1981",4053,386,1,NA,2023-04-22,2032,333,"FR4404288362",2018-10-03,2,"FR 4404288247",3,3,2023-01-30,"+ ORBESEAL",2023-02-06,2023-12-01,56,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-01-18,"N",2018-10-03,NA,NA,1,2021
"1982",4614,450,2,NA,2024-06-05,2251,333,"FR4404288362",2018-10-03,2,"FR 4404288247",4,4,2024-01-26,"+ ORBESEAL",2024-02-02,2024-09-18,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-01-18,"N",2018-10-03,NA,NA,1,2021
"1983",4611,434,5,NA,2024-06-05,2223,334,"FR4404283104",2018-09-17,2,"FR 4404288139",4,4,2023-12-21,"NULL",2023-12-28,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1984",4660,434,6,NA,2024-07-09,2223,334,"FR4404283104",2018-09-17,2,"FR 4404288139",4,4,2023-12-21,"NULL",2023-12-28,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1985",4703,385,7,NA,2024-08-09,2223,334,"FR4404283104",2018-09-17,2,"FR 4404288139",4,4,2023-12-21,"NULL",2023-12-28,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1986",4746,434,8,NA,2024-08-29,2223,334,"FR4404283104",2018-09-17,2,"FR 4404288139",4,4,2023-12-21,"NULL",2023-12-28,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1987",4005,80,5,NA,2023-03-20,1936,334,"FR4404283104",2018-09-17,2,"FR 4404288139",3,3,2022-09-23,"",2022-09-30,2023-09-04,109,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1988",4532,118,3,NA,2024-04-19,2223,334,"FR4404283104",2018-09-17,2,"FR 4404288139",4,4,2023-12-21,"NULL",2023-12-28,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1989",4576,424,4,NA,2024-05-14,2223,334,"FR4404283104",2018-09-17,2,"FR 4404288139",4,4,2023-12-21,"NULL",2023-12-28,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1990",4484,460,1,NA,2024-03-05,2223,334,"FR4404283104",2018-09-17,2,"FR 4404288139",4,4,2023-12-21,"NULL",2023-12-28,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1991",4504,452,2,NA,2024-03-23,2223,334,"FR4404283104",2018-09-17,2,"FR 4404288139",4,4,2023-12-21,"NULL",2023-12-28,2024-09-19,NA,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1992",3454,118,2,NA,2021-12-24,1701,334,"FR4404283104",2018-09-17,2,"FR 4404288139",2,2,2021-09-09,"+ ORBESEAL",2021-09-20,2022-07-29,57,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1993",3951,80,4,NA,2023-02-01,1936,334,"FR4404283104",2018-09-17,2,"FR 4404288139",3,3,2022-09-23,"",2022-09-30,2023-09-04,109,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1994",3932,118,3,NA,2023-01-13,1936,334,"FR4404283104",2018-09-17,2,"FR 4404288139",3,3,2022-09-23,"",2022-09-30,2023-09-04,109,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1995",3854,118,1,NA,2022-11-11,1936,334,"FR4404283104",2018-09-17,2,"FR 4404288139",3,3,2022-09-23,"",2022-09-30,2023-09-04,109,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1996",3885,118,2,NA,2022-12-05,1936,334,"FR4404283104",2018-09-17,2,"FR 4404288139",3,3,2022-09-23,"",2022-09-30,2023-09-04,109,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1997",2840,26,1,NA,2020-12-05,1428,334,"FR4404283104",2018-09-17,2,"FR 4404288139",1,1,2020-10-06,"Ordonnance n° 02576, du 13.07.2021",2020-10-09,2021-07-13,58,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1998",3388,111,1,NA,2021-11-22,1701,334,"FR4404283104",2018-09-17,2,"FR 4404288139",2,2,2021-09-09,"+ ORBESEAL",2021-09-20,2022-07-29,57,TRUE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2020-10-05,"N",2018-09-17,"B",2025-02-03,10,2020
"1999",2306,NA,1,"",2020-01-06,784,334,"FR4404283104",2018-09-17,2,"FR 4404288139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000",2529,41,1,NA,2020-05-12,786,335,"FR4404288359",2018-11-01,2,"FR 4404288251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001",2488,14,1,NA,2020-04-10,788,336,"FR4404288363",2018-11-04,2,"FR 4404288249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002",2633,14,2,NA,2020-07-14,788,336,"FR4404288363",2018-11-04,2,"FR 4404288249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003",3189,28,2,NA,2021-07-24,1587,336,"FR4404288363",2018-11-04,2,"FR 4404288249",1,1,2021-04-26,"+ ORBESEAL",2021-05-03,2022-02-25,66,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-04-24,"N",2018-11-04,"B",2024-01-03,4,2021
"2004",3153,87,1,NA,2021-07-05,1587,336,"FR4404288363",2018-11-04,2,"FR 4404288249",1,1,2021-04-26,"+ ORBESEAL",2021-05-03,2022-02-25,66,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-04-24,"N",2018-11-04,"B",2024-01-03,4,2021
"2005",3875,89,4,NA,2022-11-26,1866,336,"FR4404288363",2018-11-04,2,"FR 4404288249",2,2,2022-05-01,"",2022-05-06,2023-09-04,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-04-24,"N",2018-11-04,"B",2024-01-03,4,2021
"2006",3750,111,2,NA,2022-08-13,1866,336,"FR4404288363",2018-11-04,2,"FR 4404288249",2,2,2022-05-01,"",2022-05-06,2023-09-04,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-04-24,"N",2018-11-04,"B",2024-01-03,4,2021
"2007",3728,80,1,NA,2022-07-20,1866,336,"FR4404288363",2018-11-04,2,"FR 4404288249",2,2,2022-05-01,"",2022-05-06,2023-09-04,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-04-24,"N",2018-11-04,"B",2024-01-03,4,2021
"2008",3850,28,3,NA,2022-11-07,1866,336,"FR4404288363",2018-11-04,2,"FR 4404288249",2,2,2022-05-01,"",2022-05-06,2023-09-04,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-04-24,"N",2018-11-04,"B",2024-01-03,4,2021
"2009",4036,424,5,NA,2023-04-12,1866,336,"FR4404288363",2018-11-04,2,"FR 4404288249",2,2,2022-05-01,"",2022-05-06,2023-09-04,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-04-24,"N",2018-11-04,"B",2024-01-03,4,2021
"2010",4074,434,6,NA,2023-05-15,1866,336,"FR4404288363",2018-11-04,2,"FR 4404288249",2,2,2022-05-01,"",2022-05-06,2023-09-04,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2021-04-24,"N",2018-11-04,"B",2024-01-03,4,2021
"2011",2419,NA,1,NA,2020-03-06,795,338,"FR4404288365",2018-11-10,2,"FR 4950954269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012",2430,NA,2,NA,2020-03-14,798,339,"FR4404288366",2018-11-13,2,"FR 4404288075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013",2383,NA,1,NA,2020-02-17,798,339,"FR4404288366",2018-11-13,2,"FR 4404288075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014",2467,NA,1,NA,2020-04-02,801,340,"FR4404288367",2018-11-17,2,"FR 4404288253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015",2530,41,2,NA,2020-05-12,801,340,"FR4404288367",2018-11-17,2,"FR 4404288253",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016",2475,NA,2,"",2020-03-04,990,341,"FR4401572223",2016-08-26,2,"FR 4401572111",3,2,2019-11-11,"",2019-11-15,2020-10-08,65,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2017",2403,NA,1,"",2020-01-25,990,341,"FR4401572223",2016-08-26,2,"FR 4401572111",3,2,2019-11-11,"",2019-11-15,2020-10-08,65,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2018",3130,80,3,NA,2021-06-18,1485,341,"FR4401572223",2016-08-26,2,"FR 4401572111",4,3,2020-12-11,"+ ORBESEAL",2020-12-18,2022-01-07,82,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2019",3037,94,1,NA,2021-03-29,1485,341,"FR4401572223",2016-08-26,2,"FR 4401572111",4,3,2020-12-11,"+ ORBESEAL",2020-12-18,2022-01-07,82,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2020",3063,118,2,NA,2021-04-19,1485,341,"FR4401572223",2016-08-26,2,"FR 4401572111",4,3,2020-12-11,"+ ORBESEAL",2020-12-18,2022-01-07,82,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2021",1997,NA,1,"",2019-01-12,804,341,"FR4401572223",2016-08-26,2,"FR 4401572111",2,1,2018-11-01,"",NA,2019-09-13,60,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2022",1998,NA,2,"",2019-02-01,804,341,"FR4401572223",2016-08-26,2,"FR 4401572111",2,1,2018-11-01,"",NA,2019-09-13,60,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2023",3765,111,2,NA,2022-08-25,1841,341,"FR4401572223",2016-08-26,2,"FR 4401572111",5,4,2022-03-30,"+ ORBESEAL",2022-04-04,2023-06-09,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2024",3673,365,1,NA,2022-06-06,1841,341,"FR4401572223",2016-08-26,2,"FR 4401572111",5,4,2022-03-30,"+ ORBESEAL",2022-04-04,2023-06-09,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2025",3769,28,1,NA,2022-08-30,1898,342,"FR4401572222",2016-08-25,2,"FR 4401572089",4,4,2022-07-05,"NULL",2022-07-10,2023-07-31,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2026",3782,28,2,NA,2022-09-15,1898,342,"FR4401572222",2016-08-25,2,"FR 4401572089",4,4,2022-07-05,"NULL",2022-07-10,2023-07-31,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2027",3812,28,3,NA,2022-10-10,1898,342,"FR4401572222",2016-08-25,2,"FR 4401572089",4,4,2022-07-05,"NULL",2022-07-10,2023-07-31,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2028",3852,324,4,NA,2022-11-08,1898,342,"FR4401572222",2016-08-25,2,"FR 4401572089",4,4,2022-07-05,"NULL",2022-07-10,2023-07-31,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2029",3915,414,6,NA,2022-12-29,1898,342,"FR4401572222",2016-08-25,2,"FR 4401572089",4,4,2022-07-05,"NULL",2022-07-10,2023-07-31,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2030",3888,420,5,NA,2022-12-06,1898,342,"FR4401572222",2016-08-25,2,"FR 4401572089",4,4,2022-07-05,"NULL",2022-07-10,2023-07-31,NA,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2031",1988,NA,1,"",2019-01-12,814,342,"FR4401572222",2016-08-25,2,"FR 4401572089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2032",3255,80,2,NA,2021-09-03,1601,342,"FR4401572222",2016-08-25,2,"FR 4401572089",3,3,2021-05-19,"+ ORBESEAL",2021-05-26,2022-05-06,60,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2033",3216,307,1,NA,2021-08-11,1601,342,"FR4401572222",2016-08-25,2,"FR 4401572089",3,3,2021-05-19,"+ ORBESEAL",2021-05-26,2022-05-06,60,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2034",3295,28,3,NA,2021-09-28,1601,342,"FR4401572222",2016-08-25,2,"FR 4401572089",3,3,2021-05-19,"+ ORBESEAL",2021-05-26,2022-05-06,60,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
"2035",2280,NA,2,"",2019-06-11,814,342,"FR4401572222",2016-08-25,2,"FR 4401572089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2036",2765,NA,1,"",2020-08-14,1251,342,"FR4401572222",2016-08-25,2,"FR 4401572089",2,2,2020-03-11,"",2020-03-16,2021-04-01,49,FALSE,"VL","16450bc2-f930-4052-a3f7-a602646e64cc",2018-11-23,"A",2018-11-23,"B",2023-07-31,11,2018
