"","InsId","InsNumber","InsDate","InsItyId","InsSirId","InsChargeNumber","InsSequenceNumber","InsLacId","InsConId","InsRemarks","InsEdiStatus","InsRowTimeStamp","InsDprId","LacAniId","LacCalvingDate","LacNumber","LacDryOffDate","LacColostrumDate","LacRemarks","AniLifeNumber","AniBirthday","AniKeep","AniGenId","AniActive","AniMotherLifeNumber","lactation_length_days","colostrum_length_days","age_at_first_calving","calving_to_insem","next_lactation_dry_days","number_lactations"
"1",89,1,2015-10-28,1,NA,NA,0,66,NA,"",NA,2015-10-28 00:00:00,1,66,2013-12-14,0,NA,NA,NA,"FR 4404288147",2013-12-14,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"2",90,2,2015-12-02,1,NA,NA,0,66,NA,"",NA,2015-12-02 00:00:00,1,66,2013-12-14,0,NA,NA,NA,"FR 4404288147",2013-12-14,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"3",94,1,2015-11-16,1,NA,NA,0,73,NA,"",NA,2015-11-16 00:00:00,1,73,2014-04-14,0,NA,NA,NA,"FR 4404288155",2014-04-14,TRUE,2,FALSE,"FR 4404288093",NA,NA,27,NA,NA,3
"4",95,1,2015-11-16,1,NA,NA,0,75,NA,"",NA,2015-11-16 00:00:00,1,75,2014-05-09,0,NA,NA,NA,"FR 4404288157",2014-05-09,TRUE,2,FALSE,"",NA,NA,27,NA,NA,2
"5",96,1,2015-12-07,1,NA,NA,0,77,NA,"",NA,2015-12-07 00:00:00,1,77,2014-05-24,0,NA,NA,NA,"FR 4404288159",2014-05-24,TRUE,2,FALSE,"",NA,NA,29,NA,NA,3
"6",97,2,2016-01-16,1,NA,NA,0,77,NA,"",NA,2016-01-16 00:00:00,1,77,2014-05-24,0,NA,NA,NA,"FR 4404288159",2014-05-24,TRUE,2,FALSE,"",NA,NA,29,NA,NA,3
"7",98,1,2015-11-05,1,NA,NA,0,79,NA,"",NA,2015-11-05 00:00:00,1,79,2014-06-04,0,NA,NA,NA,"FR 4404288162",2014-06-04,TRUE,2,FALSE,"",NA,NA,27,NA,NA,2
"8",99,2,2015-12-31,1,NA,NA,0,79,NA,"",NA,2015-12-31 00:00:00,1,79,2014-06-04,0,NA,NA,NA,"FR 4404288162",2014-06-04,TRUE,2,FALSE,"",NA,NA,27,NA,NA,2
"9",100,3,2016-01-26,1,NA,NA,0,79,NA,"",NA,2016-01-26 00:00:00,1,79,2014-06-04,0,NA,NA,NA,"FR 4404288162",2014-06-04,TRUE,2,FALSE,"",NA,NA,27,NA,NA,2
"10",101,1,2016-02-01,1,NA,NA,0,80,NA,"",NA,2016-02-01 00:00:00,1,80,2014-06-16,0,NA,NA,NA,"FR 4404288163",2014-06-16,TRUE,2,FALSE,"",NA,NA,29,NA,NA,1
"11",102,2,2016-02-29,1,NA,NA,0,80,NA,"",NA,2016-02-29 00:00:00,1,80,2014-06-16,0,NA,NA,NA,"FR 4404288163",2014-06-16,TRUE,2,FALSE,"",NA,NA,29,NA,NA,1
"12",103,1,2015-12-11,1,NA,NA,0,81,NA,"",NA,2015-12-11 00:00:00,1,81,2014-06-22,0,NA,NA,NA,"FR 4404288164",2014-06-22,TRUE,2,FALSE,"FR 4404287007",NA,NA,27,NA,NA,5
"13",104,2,2016-01-05,1,NA,NA,0,81,NA,"",NA,2016-01-05 00:00:00,1,81,2014-06-22,0,NA,NA,NA,"FR 4404288164",2014-06-22,TRUE,2,FALSE,"FR 4404287007",NA,NA,27,NA,NA,5
"14",105,1,2015-11-18,1,NA,NA,0,82,NA,"",NA,2015-11-18 00:00:00,1,82,2014-06-27,0,NA,NA,NA,"FR 4404288165",2014-06-27,TRUE,2,FALSE,"",NA,NA,30,NA,NA,1
"15",106,2,2015-12-08,1,NA,NA,0,82,NA,"",NA,2015-12-08 00:00:00,1,82,2014-06-27,0,NA,NA,NA,"FR 4404288165",2014-06-27,TRUE,2,FALSE,"",NA,NA,30,NA,NA,1
"16",107,3,2015-12-26,1,NA,NA,0,82,NA,"",NA,2015-12-26 00:00:00,1,82,2014-06-27,0,NA,NA,NA,"FR 4404288165",2014-06-27,TRUE,2,FALSE,"",NA,NA,30,NA,NA,1
"17",108,4,2016-02-08,1,NA,NA,0,82,NA,"",NA,2016-02-08 00:00:00,1,82,2014-06-27,0,NA,NA,NA,"FR 4404288165",2014-06-27,TRUE,2,FALSE,"",NA,NA,30,NA,NA,1
"18",109,5,2016-04-16,1,NA,NA,0,82,NA,"",NA,2016-04-16 00:00:00,1,82,2014-06-27,0,NA,NA,NA,"FR 4404288165",2014-06-27,TRUE,2,FALSE,"",NA,NA,30,NA,NA,1
"19",110,1,2016-02-16,1,NA,NA,0,83,NA,"",NA,2016-02-16 00:00:00,1,83,2014-08-11,0,NA,NA,NA,"FR 4404288166",2014-08-11,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"20",111,1,2015-12-31,1,NA,NA,0,84,NA,"",NA,2015-12-31 00:00:00,1,84,2014-08-19,0,NA,NA,NA,"FR 4404288167",2014-08-19,TRUE,2,FALSE,"FR 4404288112",NA,NA,27,NA,NA,5
"21",112,2,2016-03-02,1,NA,NA,0,84,NA,"",NA,2016-03-02 00:00:00,1,84,2014-08-19,0,NA,NA,NA,"FR 4404288167",2014-08-19,TRUE,2,FALSE,"FR 4404288112",NA,NA,27,NA,NA,5
"22",113,1,2016-02-29,1,NA,NA,0,85,NA,"",NA,2016-02-29 00:00:00,1,85,2014-08-20,0,NA,NA,NA,"FR 4404288168",2014-08-20,TRUE,2,FALSE,"",NA,NA,27,NA,NA,1
"23",114,1,2016-01-25,1,NA,NA,0,86,NA,"",NA,2016-01-25 00:00:00,1,86,2014-08-22,0,NA,NA,NA,"FR 4404288169",2014-08-22,TRUE,2,FALSE,"",NA,NA,26,NA,NA,2
"24",115,1,2016-01-28,1,NA,NA,0,87,NA,"",NA,2016-01-28 00:00:00,1,87,2014-08-23,0,NA,NA,NA,"FR 4404288170",2014-08-23,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"25",116,2,2016-04-04,1,NA,NA,0,87,NA,"",NA,2016-04-04 00:00:00,1,87,2014-08-23,0,NA,NA,NA,"FR 4404288170",2014-08-23,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"26",117,3,2016-05-19,1,NA,NA,0,87,NA,"",NA,2016-05-19 00:00:00,1,87,2014-08-23,0,NA,NA,NA,"FR 4404288170",2014-08-23,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"27",118,4,2016-06-11,1,NA,NA,0,87,NA,"",NA,2016-06-11 00:00:00,1,87,2014-08-23,0,NA,NA,NA,"FR 4404288170",2014-08-23,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"28",119,1,2016-04-11,1,NA,NA,0,88,NA,"",NA,2016-04-11 00:00:00,1,88,2014-09-07,0,NA,NA,NA,"FR 4404288171",2014-09-07,TRUE,2,FALSE,"FR 4952860131",NA,NA,30,NA,NA,5
"29",120,2,2016-05-02,1,NA,NA,0,88,NA,"",NA,2016-05-02 00:00:00,1,88,2014-09-07,0,NA,NA,NA,"FR 4404288171",2014-09-07,TRUE,2,FALSE,"FR 4952860131",NA,NA,30,NA,NA,5
"30",121,3,2016-06-10,1,NA,NA,0,88,NA,"",NA,2016-06-10 00:00:00,1,88,2014-09-07,0,NA,NA,NA,"FR 4404288171",2014-09-07,TRUE,2,FALSE,"FR 4952860131",NA,NA,30,NA,NA,5
"31",122,1,2016-02-24,1,NA,NA,0,89,NA,"",NA,2016-02-24 00:00:00,1,89,2014-09-11,0,NA,NA,NA,"FR 4404288172",2014-09-11,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"32",123,2,2016-04-01,1,NA,NA,0,89,NA,"",NA,2016-04-01 00:00:00,1,89,2014-09-11,0,NA,NA,NA,"FR 4404288172",2014-09-11,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"33",124,3,2016-04-23,1,NA,NA,0,89,NA,"",NA,2016-04-23 00:00:00,1,89,2014-09-11,0,NA,NA,NA,"FR 4404288172",2014-09-11,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"34",125,1,2016-05-19,1,NA,NA,0,90,NA,"",NA,2016-05-19 00:00:00,1,90,2014-09-12,0,NA,NA,NA,"FR 4404288173",2014-09-12,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"35",126,2,2016-06-09,1,NA,NA,0,90,NA,"",NA,2016-06-09 00:00:00,1,90,2014-09-12,0,NA,NA,NA,"FR 4404288173",2014-09-12,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"36",127,3,2016-07-02,1,NA,NA,0,90,NA,"",NA,2016-07-02 00:00:00,1,90,2014-09-12,0,NA,NA,NA,"FR 4404288173",2014-09-12,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"37",203,4,2016-08-22,1,NA,NA,0,90,NA,"",NA,2016-08-22 00:00:00,1,90,2014-09-12,0,NA,NA,NA,"FR 4404288173",2014-09-12,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"38",128,1,2016-03-18,1,NA,NA,0,91,NA,"",NA,2016-03-18 00:00:00,1,91,2014-09-24,0,NA,NA,NA,"FR 4404288174",2014-09-24,TRUE,2,FALSE,"FR 4404288116",NA,NA,26,NA,NA,4
"39",129,2,2016-03-23,1,NA,NA,0,91,NA,"",NA,2016-03-23 00:00:00,1,91,2014-09-24,0,NA,NA,NA,"FR 4404288174",2014-09-24,TRUE,2,FALSE,"FR 4404288116",NA,NA,26,NA,NA,4
"40",130,1,2016-03-19,1,NA,NA,0,92,NA,"",NA,2016-03-19 00:00:00,1,92,2014-10-17,0,NA,NA,NA,"FR 4404288175",2014-10-17,TRUE,2,FALSE,"FR 4954667338",NA,NA,25,NA,NA,5
"41",131,1,2016-03-02,1,NA,NA,0,93,NA,"",NA,2016-03-02 00:00:00,1,93,2014-10-19,0,NA,NA,NA,"FR 4404288176",2014-10-19,TRUE,2,FALSE,"",NA,NA,25,NA,NA,1
"42",132,1,2016-03-19,1,NA,NA,0,94,NA,"",NA,2016-03-19 00:00:00,1,94,2014-10-20,0,NA,NA,NA,"FR 4404288177",2014-10-20,TRUE,2,FALSE,"FR 4454691578",NA,NA,26,NA,NA,6
"43",133,1,2016-04-18,1,NA,NA,0,95,NA,"",NA,2016-04-18 00:00:00,1,95,2014-10-22,0,NA,NA,NA,"FR 4404288178",2014-10-22,TRUE,2,FALSE,"FR 4963097406",NA,NA,28,NA,NA,2
"44",134,2,2016-05-23,1,NA,NA,0,95,NA,"",NA,2016-05-23 00:00:00,1,95,2014-10-22,0,NA,NA,NA,"FR 4404288178",2014-10-22,TRUE,2,FALSE,"FR 4963097406",NA,NA,28,NA,NA,2
"45",135,1,2016-03-05,1,NA,NA,0,96,NA,"",NA,2016-03-05 00:00:00,1,96,2014-11-03,0,NA,NA,NA,"FR 4404288180",2014-11-03,TRUE,2,TRUE,"FR 4404288088",NA,NA,25,NA,NA,8
"46",136,1,2016-04-04,1,NA,NA,0,97,NA,"",NA,2016-04-04 00:00:00,1,97,2014-11-05,0,NA,NA,NA,"FR 4404288181",2014-11-05,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"47",137,2,2016-04-23,1,NA,NA,0,97,NA,"",NA,2016-04-23 00:00:00,1,97,2014-11-05,0,NA,NA,NA,"FR 4404288181",2014-11-05,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"48",138,3,2016-05-12,1,NA,NA,0,97,NA,"",NA,2016-05-12 00:00:00,1,97,2014-11-05,0,NA,NA,NA,"FR 4404288181",2014-11-05,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"49",139,1,2016-03-15,1,NA,NA,0,98,NA,"",NA,2016-03-15 00:00:00,1,98,2014-11-16,0,NA,NA,NA,"FR 4404288182",2014-11-16,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"50",140,2,2016-04-26,1,NA,NA,0,98,NA,"",NA,2016-04-26 00:00:00,1,98,2014-11-16,0,NA,NA,NA,"FR 4404288182",2014-11-16,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"51",141,3,2016-06-04,1,NA,NA,0,98,NA,"",NA,2016-06-04 00:00:00,1,98,2014-11-16,0,NA,NA,NA,"FR 4404288182",2014-11-16,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"52",142,1,2016-04-18,1,NA,NA,0,99,NA,"",NA,2016-04-18 00:00:00,1,99,2014-11-18,0,NA,NA,NA,"FR 4404288183",2014-11-18,TRUE,2,FALSE,"",NA,NA,26,NA,NA,1
"53",143,1,2016-04-26,1,NA,NA,0,100,NA,"",NA,2016-04-26 00:00:00,1,100,2014-12-01,0,NA,NA,NA,"FR 4404288184",2014-12-01,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"54",144,2,2016-05-24,1,NA,NA,0,100,NA,"",NA,2016-05-24 00:00:00,1,100,2014-12-01,0,NA,NA,NA,"FR 4404288184",2014-12-01,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"55",145,1,2016-02-22,1,NA,NA,0,101,NA,"",NA,2016-02-22 00:00:00,1,101,2014-12-10,0,NA,NA,NA,"FR 4404288185",2014-12-10,TRUE,2,FALSE,"FR 4404288078",NA,NA,23,NA,NA,7
"56",146,1,2016-04-05,1,NA,NA,0,102,NA,"",NA,2016-04-05 00:00:00,1,102,2014-12-16,0,NA,NA,NA,"FR 4404288186",2014-12-16,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"57",147,2,2016-06-01,1,NA,NA,0,102,NA,"",NA,2016-06-01 00:00:00,1,102,2014-12-16,0,NA,NA,NA,"FR 4404288186",2014-12-16,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"58",148,1,2016-04-04,1,NA,NA,0,103,NA,"",NA,2016-04-04 00:00:00,1,103,2014-12-16,0,NA,NA,NA,"FR 4404288187",2014-12-16,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"59",149,2,2016-06-01,1,NA,NA,0,103,NA,"",NA,2016-06-01 00:00:00,1,103,2014-12-16,0,NA,NA,NA,"FR 4404288187",2014-12-16,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"60",150,1,2016-04-15,1,NA,NA,0,104,NA,"",NA,2016-04-15 00:00:00,1,104,2014-12-22,0,NA,NA,NA,"FR 4404288188",2014-12-22,TRUE,2,FALSE,"",NA,NA,26,NA,NA,3
"61",151,2,2016-05-23,1,NA,NA,0,104,NA,"",NA,2016-05-23 00:00:00,1,104,2014-12-22,0,NA,NA,NA,"FR 4404288188",2014-12-22,TRUE,2,FALSE,"",NA,NA,26,NA,NA,3
"62",152,1,2016-06-08,1,NA,NA,0,105,NA,"",NA,2016-06-08 00:00:00,1,105,2014-12-31,0,NA,NA,NA,"FR 4404288189",2014-12-31,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"63",153,2,2016-07-01,1,NA,NA,0,105,NA,"",NA,2016-07-01 00:00:00,1,105,2014-12-31,0,NA,NA,NA,"FR 4404288189",2014-12-31,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"64",154,1,2016-05-26,1,NA,NA,0,106,NA,"",NA,2016-05-26 00:00:00,1,106,2015-01-03,0,NA,NA,NA,"FR 4404288190",2015-01-03,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"65",155,2,2016-06-17,1,NA,NA,0,106,NA,"",NA,2016-06-17 00:00:00,1,106,2015-01-03,0,NA,NA,NA,"FR 4404288190",2015-01-03,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"66",188,3,2016-07-22,1,NA,NA,0,106,NA,"",NA,2016-07-22 00:00:00,1,106,2015-01-03,0,NA,NA,NA,"FR 4404288190",2015-01-03,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"67",156,1,2016-06-10,1,NA,NA,0,107,NA,"",NA,2016-06-10 00:00:00,1,107,2015-02-03,0,NA,NA,NA,"FR 4404288191",2015-02-03,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"68",157,1,2016-06-22,1,NA,NA,0,108,NA,"",NA,2016-06-22 00:00:00,1,108,2015-02-27,0,NA,NA,NA,"FR 4404288192",2015-02-27,TRUE,2,FALSE,"",NA,NA,25,NA,NA,2
"69",158,1,2016-06-17,1,NA,NA,0,109,NA,"",NA,2016-06-17 00:00:00,1,109,2015-03-22,0,NA,NA,NA,"FR 4404288193",2015-03-22,TRUE,2,FALSE,"FR 4404288096",NA,NA,24,NA,NA,4
"70",159,2,2016-07-11,1,NA,NA,0,109,NA,"",NA,2016-07-11 00:00:00,1,109,2015-03-22,0,NA,NA,NA,"FR 4404288193",2015-03-22,TRUE,2,FALSE,"FR 4404288096",NA,NA,24,NA,NA,4
"71",204,1,2016-08-22,1,NA,NA,0,131,NA,"",NA,2016-08-22 00:00:00,1,131,2015-04-01,0,NA,NA,NA,"FR 4404288194",2015-04-01,TRUE,2,FALSE,"FR 4950954270",NA,NA,25,NA,NA,6
"72",205,1,2016-08-19,1,NA,NA,0,132,NA,"",NA,2016-08-19 00:00:00,1,132,2015-04-03,0,NA,NA,NA,"FR 4404288195",2015-04-03,TRUE,2,FALSE,"FR 4963097404",NA,NA,25,NA,NA,5
"73",206,1,2016-08-24,1,NA,NA,0,133,NA,"",NA,2016-08-24 00:00:00,1,133,2015-04-12,0,NA,NA,NA,"FR 4404288196",2015-04-12,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"74",276,2,2016-11-21,1,NA,NA,0,133,NA,"",NA,2016-11-21 00:00:00,1,133,2015-04-12,0,NA,NA,NA,"FR 4404288196",2015-04-12,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"75",331,3,2017-01-31,1,NA,NA,0,133,NA,"",NA,2017-01-31 00:00:00,1,133,2015-04-12,0,NA,NA,NA,"FR 4404288196",2015-04-12,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"76",371,4,2017-03-29,1,NA,NA,0,133,NA,"",NA,2017-03-29 00:00:00,1,133,2015-04-12,0,NA,NA,NA,"FR 4404288196",2015-04-12,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"77",389,5,2017-04-20,1,NA,NA,0,133,NA,"",NA,2017-04-20 00:00:00,1,133,2015-04-12,0,NA,NA,NA,"FR 4404288196",2015-04-12,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"78",392,4,2017-04-24,1,NA,NA,0,134,NA,"",NA,2017-04-24 00:00:00,1,134,2015-04-24,0,NA,NA,NA,"FR 4404288197",2015-04-24,TRUE,2,FALSE,"FR 4958880362",NA,NA,32,NA,NA,3
"79",379,3,2017-04-07,1,NA,NA,0,134,NA,"",NA,2017-04-07 00:00:00,1,134,2015-04-24,0,NA,NA,NA,"FR 4404288197",2015-04-24,TRUE,2,FALSE,"FR 4958880362",NA,NA,32,NA,NA,3
"80",350,2,2017-03-03,1,NA,NA,0,134,NA,"",NA,2017-03-03 00:00:00,1,134,2015-04-24,0,NA,NA,NA,"FR 4404288197",2015-04-24,TRUE,2,FALSE,"FR 4958880362",NA,NA,32,NA,NA,3
"81",277,1,2016-11-21,1,NA,NA,0,134,NA,"",NA,2016-11-21 00:00:00,1,134,2015-04-24,0,NA,NA,NA,"FR 4404288197",2015-04-24,TRUE,2,FALSE,"FR 4958880362",NA,NA,32,NA,NA,3
"82",257,1,2016-11-09,1,NA,NA,0,135,NA,"",NA,2016-11-09 00:00:00,1,135,2015-05-22,0,NA,NA,NA,"FR 4404288198",2015-05-22,TRUE,2,FALSE,"FR 4404288094",NA,NA,26,NA,NA,6
"83",278,1,2016-11-21,1,NA,NA,0,136,NA,"",NA,2016-11-21 00:00:00,1,136,2015-05-26,0,NA,NA,NA,"FR 4404288199",2015-05-26,TRUE,2,FALSE,"",NA,NA,28,NA,NA,1
"84",304,2,2016-12-26,1,NA,NA,0,136,NA,"",NA,2016-12-26 00:00:00,1,136,2015-05-26,0,NA,NA,NA,"FR 4404288199",2015-05-26,TRUE,2,FALSE,"",NA,NA,28,NA,NA,1
"85",253,1,2016-11-07,1,NA,NA,0,137,NA,"",NA,2016-11-07 00:00:00,1,137,2015-05-26,0,NA,NA,NA,"FR 4404288200",2015-05-26,TRUE,2,FALSE,"",NA,NA,26,NA,NA,1
"86",240,1,2016-10-20,1,NA,NA,0,138,NA,"",NA,2016-10-20 00:00:00,1,138,2015-06-04,0,NA,NA,NA,"FR 4404288201",2015-06-04,TRUE,2,FALSE,"",NA,NA,26,NA,NA,1
"87",258,2,2016-11-10,1,NA,NA,0,138,NA,"",NA,2016-11-10 00:00:00,1,138,2015-06-04,0,NA,NA,NA,"FR 4404288201",2015-06-04,TRUE,2,FALSE,"",NA,NA,26,NA,NA,1
"88",260,1,2016-11-11,1,NA,NA,0,139,NA,"",NA,2016-11-11 00:00:00,1,139,2015-06-14,0,NA,NA,NA,"FR 4404288202",2015-06-14,TRUE,2,FALSE,"FR 4404288106",NA,NA,NA,NA,NA,5
"89",279,1,2016-11-21,1,NA,NA,0,140,NA,"",NA,2016-11-21 00:00:00,1,140,2015-06-14,0,NA,NA,NA,"FR 4404288203",2015-06-14,TRUE,2,FALSE,"FR 4404288069",NA,NA,27,NA,NA,4
"90",284,2,2016-11-24,1,NA,NA,0,140,NA,"",NA,2016-11-24 00:00:00,1,140,2015-06-14,0,NA,NA,NA,"FR 4404288203",2015-06-14,TRUE,2,FALSE,"FR 4404288069",NA,NA,27,NA,NA,4
"91",323,3,2016-12-12,1,NA,NA,1,140,10,"",NA,2016-12-12 00:00:00,1,140,2015-06-14,0,NA,NA,NA,"FR 4404288203",2015-06-14,TRUE,2,FALSE,"FR 4404288069",NA,NA,27,NA,NA,4
"92",280,1,2016-11-21,1,NA,NA,0,141,NA,"",NA,2016-11-21 00:00:00,1,141,2015-06-19,0,NA,NA,NA,"FR 4404288204",2015-06-19,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,2
"93",285,1,2016-11-24,1,NA,NA,0,142,NA,"",NA,2016-11-24 00:00:00,1,142,2015-06-27,0,NA,NA,NA,"FR 4404288205",2015-06-27,TRUE,2,FALSE,"FR 4956691421",NA,NA,25,NA,NA,4
"94",273,1,2016-11-19,1,NA,NA,0,143,NA,"",NA,2016-11-19 00:00:00,1,143,2015-07-14,0,NA,NA,NA,"FR 4404288206",2015-07-14,TRUE,2,FALSE,"",NA,NA,27,NA,NA,1
"95",326,3,2017-01-20,1,NA,NA,0,143,NA,"",NA,2017-01-20 00:00:00,1,143,2015-07-14,0,NA,NA,NA,"FR 4404288206",2015-07-14,TRUE,2,FALSE,"",NA,NA,27,NA,NA,1
"96",306,2,2017-01-03,1,NA,NA,0,143,NA,"",NA,2017-01-03 00:00:00,1,143,2015-07-14,0,NA,NA,NA,"FR 4404288206",2015-07-14,TRUE,2,FALSE,"",NA,NA,27,NA,NA,1
"97",261,1,2016-11-12,1,NA,NA,0,144,NA,"",NA,2016-11-12 00:00:00,1,144,2015-08-11,0,NA,NA,NA,"FR 4404288207",2015-08-11,TRUE,2,FALSE,"",NA,NA,24,NA,NA,2
"98",293,1,2016-11-30,1,NA,NA,0,145,NA,"",NA,2016-11-30 00:00:00,1,145,2015-08-25,0,NA,NA,NA,"FR 4404288208",2015-08-25,TRUE,2,FALSE,"FR 4404288079",NA,NA,24,NA,NA,3
"99",259,1,2016-11-10,1,NA,NA,0,146,NA,"",NA,2016-11-10 00:00:00,1,146,2015-09-01,0,NA,NA,NA,"FR 4404288210",2015-09-01,TRUE,2,TRUE,"FR 4404288131",NA,NA,36,NA,NA,5
"100",319,2,2017-01-16,1,NA,NA,0,146,NA,"",NA,2017-01-16 00:00:00,1,146,2015-09-01,0,NA,NA,NA,"FR 4404288210",2015-09-01,TRUE,2,TRUE,"FR 4404288131",NA,NA,36,NA,NA,5
"101",342,3,2017-02-17,1,NA,NA,0,146,NA,"",NA,2017-02-17 00:00:00,1,146,2015-09-01,0,NA,NA,NA,"FR 4404288210",2015-09-01,TRUE,2,TRUE,"FR 4404288131",NA,NA,36,NA,NA,5
"102",1611,4,2017-12-11,1,NA,NA,0,146,NA,"",NA,2017-12-11 00:00:00,1,146,2015-09-01,0,NA,NA,NA,"FR 4404288210",2015-09-01,TRUE,2,TRUE,"FR 4404288131",NA,NA,36,NA,NA,5
"103",355,2,2017-03-06,1,NA,NA,0,147,NA,"",NA,2017-03-06 00:00:00,1,147,2015-09-14,0,NA,NA,NA,"FR 4404288211",2015-09-14,TRUE,2,FALSE,"FR 4404288109",NA,NA,26,NA,NA,4
"104",264,1,2016-11-15,1,NA,NA,0,147,NA,"",NA,2016-11-15 00:00:00,1,147,2015-09-14,0,NA,NA,NA,"FR 4404288211",2015-09-14,TRUE,2,FALSE,"FR 4404288109",NA,NA,26,NA,NA,4
"105",327,1,2017-01-21,1,NA,NA,0,148,NA,"",NA,2017-01-21 00:00:00,1,148,2015-10-01,0,NA,NA,NA,"FR 4404288212",2015-10-01,TRUE,2,TRUE,"FR 4404288127",NA,NA,24,NA,NA,4
"106",328,1,2017-01-18,1,NA,NA,0,149,NA,"",NA,2017-01-18 00:00:00,1,149,2015-10-14,0,NA,NA,NA,"FR 4404288213",2015-10-14,TRUE,2,FALSE,"FR 4454691593",NA,NA,24,NA,NA,2
"107",320,1,2017-01-16,1,NA,NA,0,150,NA,"",NA,2017-01-16 00:00:00,1,150,2015-10-22,0,NA,NA,NA,"FR 4404288214",2015-10-22,TRUE,2,FALSE,"FR 4404288088",NA,NA,25,NA,NA,3
"108",351,3,2017-03-03,1,NA,NA,0,150,NA,"",NA,2017-03-03 00:00:00,1,150,2015-10-22,0,NA,NA,NA,"FR 4404288214",2015-10-22,TRUE,2,FALSE,"FR 4404288088",NA,NA,25,NA,NA,3
"109",338,2,2017-02-09,1,NA,NA,0,150,NA,"",NA,2017-02-09 00:00:00,1,150,2015-10-22,0,NA,NA,NA,"FR 4404288214",2015-10-22,TRUE,2,FALSE,"FR 4404288088",NA,NA,25,NA,NA,3
"110",344,1,2017-02-27,1,NA,NA,0,151,NA,"",NA,2017-02-27 00:00:00,1,151,2015-10-24,0,NA,NA,NA,"FR 4404288215",2015-10-24,TRUE,2,FALSE,"FR 4404288080",NA,NA,25,NA,NA,3
"111",450,1,2017-07-08,1,NA,NA,0,152,NA,"",NA,2017-07-08 00:00:00,1,152,2015-11-09,0,NA,NA,NA,"FR 4404288216",2015-11-09,TRUE,2,FALSE,"",NA,NA,NA,NA,NA,0
"112",415,4,2017-05-12,1,NA,NA,0,153,NA,"",NA,2017-05-12 00:00:00,1,153,2015-11-14,0,NA,NA,NA,"FR 4404288217",2015-11-14,TRUE,2,FALSE,"FR 4404288137",NA,NA,30,NA,NA,3
"113",357,1,2017-03-07,1,NA,NA,0,153,NA,"",NA,2017-03-07 00:00:00,1,153,2015-11-14,0,NA,NA,NA,"FR 4404288217",2015-11-14,TRUE,2,FALSE,"FR 4404288137",NA,NA,30,NA,NA,3
"114",384,2,2017-04-14,1,NA,NA,0,153,NA,"",NA,2017-04-14 00:00:00,1,153,2015-11-14,0,NA,NA,NA,"FR 4404288217",2015-11-14,TRUE,2,FALSE,"FR 4404288137",NA,NA,30,NA,NA,3
"115",385,3,2017-04-17,1,NA,NA,0,153,NA,"",NA,2017-04-17 00:00:00,1,153,2015-11-14,0,NA,NA,NA,"FR 4404288217",2015-11-14,TRUE,2,FALSE,"FR 4404288137",NA,NA,30,NA,NA,3
"116",487,5,2017-07-29,1,NA,NA,1,153,10,"",NA,2017-07-29 00:00:00,1,153,2015-11-14,0,NA,NA,NA,"FR 4404288217",2015-11-14,TRUE,2,FALSE,"FR 4404288137",NA,NA,30,NA,NA,3
