LacId,LacAniId,LacNumber,LacDryOffDate,LacCalvingDate,LacColostrumDate,LacRemarks,AniLifeNumber,AniBirthday,AniKeep,AniGenId,AniActive,AniMotherLifeNumber,lactation_length_days,colostrum_length_days,age_at_first_calving.x,age_at_first_calving.y
1,2,0,NA,1/1/05,NA,NA,NL 1235469870,1/1/05,TRUE,2,FALSE,NA,NA,NA,136,136
2,2,1,NA,5/24/16,5/31/16,NA,NL 1235469870,1/1/05,TRUE,2,FALSE,NA,NA,7,136,136
3,3,0,NA,11/28/08,NA,NA,FR 4404288019,11/28/08,TRUE,2,FALSE,FR 4404281402,NA,NA,25,25
176,3,1,NA,1/5/11,1/12/11,NA,FR 4404288019,11/28/08,TRUE,2,FALSE,FR 4404281402,NA,7,25,25
177,3,2,NA,12/18/11,12/25/11,NA,FR 4404288019,11/28/08,TRUE,2,FALSE,FR 4404281402,NA,7,25,25
178,3,3,NA,12/23/12,12/30/12,NA,FR 4404288019,11/28/08,TRUE,2,FALSE,FR 4404281402,NA,7,25,25
179,3,4,NA,1/14/14,1/21/14,NA,FR 4404288019,11/28/08,TRUE,2,FALSE,FR 4404281402,NA,7,25,25
180,3,5,NA,12/31/14,1/7/15,NA,FR 4404288019,11/28/08,TRUE,2,FALSE,FR 4404281402,NA,7,25,25
181,3,6,2/27/17,5/26/16,6/2/16,NA,FR 4404288019,11/28/08,TRUE,2,FALSE,FR 4404281402,277,7,25,25
516,3,7,5/6/18,5/20/17,5/27/17,,FR 4404288019,11/28/08,TRUE,2,FALSE,FR 4404281402,351,7,25,25
727,3,8,7/15/19,6/24/18,7/1/18,,FR 4404288019,11/28/08,TRUE,2,FALSE,FR 4404281402,386,7,25,25
959,3,9,6/23/20,9/17/19,9/22/19,"Ordonnance : 0200520154, du 26.05.2020",FR 4404288019,11/28/08,TRUE,2,FALSE,FR 4404281402,280,5,25,25
955,4,9,1/23/20,9/8/19,9/15/19,"Orbenor : ArD et ArG
Maamiseai : les quatre",FR 4404288028,5/19/09,TRUE,2,FALSE,,137,7,29,29
785,4,8,7/15/19,10/17/18,10/24/18,,FR 4404288028,5/19/09,TRUE,2,FALSE,,271,7,29,29
595,4,7,8/22/18,9/5/17,9/12/17,,FR 4404288028,5/19/09,TRUE,2,FALSE,,351,7,29,29
182,4,1,NA,10/28/11,11/4/11,NA,FR 4404288028,5/19/09,TRUE,2,FALSE,,NA,7,29,29
183,4,2,NA,9/19/12,9/26/12,NA,FR 4404288028,5/19/09,TRUE,2,FALSE,,NA,7,29,29
184,4,3,NA,9/23/13,9/30/13,NA,FR 4404288028,5/19/09,TRUE,2,FALSE,,NA,7,29,29
185,4,4,NA,8/11/14,8/18/14,NA,FR 4404288028,5/19/09,TRUE,2,FALSE,,NA,7,29,29
186,4,5,NA,7/14/15,7/21/15,NA,FR 4404288028,5/19/09,TRUE,2,FALSE,,NA,7,29,29
187,4,6,6/14/17,6/13/16,6/20/16,,FR 4404288028,5/19/09,TRUE,2,FALSE,,366,7,29,29
4,4,0,NA,5/19/09,NA,NA,FR 4404288028,5/19/09,TRUE,2,FALSE,,NA,NA,29,29
5,5,0,NA,5/24/09,NA,NA,FR 4404288029,5/24/09,TRUE,2,FALSE,,NA,NA,28,28
188,5,1,NA,10/12/11,10/19/11,NA,FR 4404288029,5/24/09,TRUE,2,FALSE,,NA,7,28,28
189,5,2,NA,11/29/12,12/6/12,NA,FR 4404288029,5/24/09,TRUE,2,FALSE,,NA,7,28,28
190,5,3,NA,1/16/14,1/23/14,NA,FR 4404288029,5/24/09,TRUE,2,FALSE,,NA,7,28,28
191,5,4,8/29/16,8/29/15,9/5/15,NA,FR 4404288029,5/24/09,TRUE,2,FALSE,,366,7,28,28
419,5,5,1/3/18,11/4/16,11/11/16,,FR 4404288029,5/24/09,TRUE,2,FALSE,,425,7,28,28
192,6,1,NA,9/9/11,9/16/11,NA,FR 4404288035,9/8/09,TRUE,2,FALSE,,NA,7,24,24
193,6,2,NA,9/17/12,9/24/12,NA,FR 4404288035,9/8/09,TRUE,2,FALSE,,NA,7,24,24
194,6,3,NA,10/27/13,11/3/13,NA,FR 4404288035,9/8/09,TRUE,2,FALSE,,NA,7,24,24
195,6,4,NA,11/24/14,12/1/14,NA,FR 4404288035,9/8/09,TRUE,2,FALSE,,NA,7,24,24
6,6,0,NA,9/8/09,NA,NA,FR 4404288035,9/8/09,TRUE,2,FALSE,,NA,NA,24,24
7,7,0,NA,10/10/09,NA,NA,FR 4404288040,10/10/09,TRUE,2,FALSE,,NA,NA,27,27
196,7,1,NA,1/20/12,1/27/12,NA,FR 4404288040,10/10/09,TRUE,2,FALSE,,NA,7,27,27
197,7,2,NA,1/18/13,1/25/13,NA,FR 4404288040,10/10/09,TRUE,2,FALSE,,NA,7,27,27
198,7,3,NA,12/20/13,12/27/13,NA,FR 4404288040,10/10/09,TRUE,2,FALSE,,NA,7,27,27
199,7,4,NA,11/24/14,12/1/14,NA,FR 4404288040,10/10/09,TRUE,2,FALSE,,NA,7,27,27
200,7,5,12/2/16,2/20/16,2/27/16,NA,FR 4404288040,10/10/09,TRUE,2,FALSE,,286,7,27,27
485,7,6,3/11/17,2/8/17,NA,NA,FR 4404288040,10/10/09,TRUE,2,FALSE,,31,NA,27,27
201,8,1,NA,9/22/12,9/29/12,NA,FR 4404288045,12/26/09,TRUE,2,FALSE,,NA,7,32,32
202,8,2,NA,7/29/14,8/5/14,NA,FR 4404288045,12/26/09,TRUE,2,FALSE,,NA,7,32,32
203,8,3,5/4/17,2/2/16,2/9/16,,FR 4404288045,12/26/09,TRUE,2,FALSE,,457,7,32,32
8,8,0,NA,12/26/09,NA,NA,FR 4404288045,12/26/09,TRUE,2,FALSE,,NA,NA,32,32
9,9,0,NA,2/15/10,NA,NA,FR 4404288050,2/15/10,TRUE,2,FALSE,,NA,NA,30,30
204,9,1,NA,8/30/12,9/6/12,NA,FR 4404288050,2/15/10,TRUE,2,FALSE,,NA,7,30,30
205,9,2,NA,8/26/13,9/2/13,NA,FR 4404288050,2/15/10,TRUE,2,FALSE,,NA,7,30,30
206,9,3,NA,8/30/14,9/6/14,NA,FR 4404288050,2/15/10,TRUE,2,FALSE,,NA,7,30,30
207,9,4,11/12/16,12/26/15,1/2/16,NA,FR 4404288050,2/15/10,TRUE,2,FALSE,,322,7,30,30
474,9,5,10/11/17,1/10/17,1/15/17,,FR 4404288050,2/15/10,TRUE,2,FALSE,,274,5,30,30
672,9,6,4/2/18,1/10/18,1/14/18,Mort,FR 4404288050,2/15/10,TRUE,2,FALSE,,82,4,30,30
208,10,1,NA,6/24/12,7/1/12,NA,FR 4404288059,5/31/10,TRUE,2,FALSE,,NA,7,24,24
209,10,2,NA,8/18/13,8/25/13,NA,FR 4404288059,5/31/10,TRUE,2,FALSE,,NA,7,24,24
210,10,3,NA,10/3/14,10/10/14,NA,FR 4404288059,5/31/10,TRUE,2,FALSE,,NA,7,24,24
211,10,4,NA,11/15/15,11/22/15,NA,FR 4404288059,5/31/10,TRUE,2,FALSE,,NA,7,24,24
10,10,0,NA,5/31/10,NA,NA,FR 4404288059,5/31/10,TRUE,2,FALSE,,NA,NA,24,24
11,11,0,NA,7/6/10,NA,NA,FR 4404288063,7/6/10,TRUE,2,FALSE,,NA,NA,26,26
212,11,1,NA,9/8/12,9/15/12,NA,FR 4404288063,7/6/10,TRUE,2,FALSE,,NA,7,26,26
213,11,2,NA,8/14/13,8/21/13,NA,FR 4404288063,7/6/10,TRUE,2,FALSE,,NA,7,26,26
214,11,3,NA,8/11/14,8/18/14,NA,FR 4404288063,7/6/10,TRUE,2,FALSE,,NA,7,26,26
215,11,4,NA,7/13/15,7/20/15,NA,FR 4404288063,7/6/10,TRUE,2,FALSE,,NA,7,26,26
381,11,5,3/10/17,8/20/16,8/27/16,NA,FR 4404288063,7/6/10,TRUE,2,FALSE,,202,7,26,26
435,12,5,1/3/18,11/21/16,11/28/16,,FR 4404288068,11/13/10,TRUE,2,FALSE,,408,7,24,24
216,12,1,NA,12/5/12,12/12/12,NA,FR 4404288068,11/13/10,TRUE,2,FALSE,,NA,7,24,24
217,12,2,NA,11/22/13,11/29/13,NA,FR 4404288068,11/13/10,TRUE,2,FALSE,,NA,7,24,24
218,12,3,NA,11/16/14,11/23/14,NA,FR 4404288068,11/13/10,TRUE,2,FALSE,,NA,7,24,24
219,12,4,10/5/16,11/26/15,12/3/15,NA,FR 4404288068,11/13/10,TRUE,2,FALSE,,314,7,24,24
12,12,0,NA,11/13/10,NA,NA,FR 4404288068,11/13/10,TRUE,2,FALSE,,NA,NA,24,24
13,13,0,NA,12/16/10,NA,NA,FR 4404288069,12/16/10,TRUE,2,FALSE,,NA,NA,27,27
220,13,1,NA,4/1/13,4/8/13,NA,FR 4404288069,12/16/10,TRUE,2,FALSE,,NA,7,27,27
221,13,2,NA,5/9/14,5/16/14,NA,FR 4404288069,12/16/10,TRUE,2,FALSE,,NA,7,27,27
222,13,3,NA,6/14/15,6/21/15,NA,FR 4404288069,12/16/10,TRUE,2,FALSE,,NA,7,27,27
373,13,4,6/14/17,8/4/16,8/11/16,,FR 4404288069,12/16/10,TRUE,2,FALSE,,314,7,27,27
588,13,5,8/25/18,8/28/17,9/3/17,,FR 4404288069,12/16/10,TRUE,2,FALSE,,362,6,27,27
462,14,4,3/10/17,12/22/16,12/29/16,NA,FR 4404288073,2/7/11,TRUE,2,FALSE,,78,7,26,26
223,14,1,NA,4/20/13,4/27/13,NA,FR 4404288073,2/7/11,TRUE,2,FALSE,,NA,7,26,26
224,14,2,NA,6/5/14,6/12/14,NA,FR 4404288073,2/7/11,TRUE,2,FALSE,,NA,7,26,26
225,14,3,10/5/16,8/28/15,9/4/15,NA,FR 4404288073,2/7/11,TRUE,2,FALSE,,404,7,26,26
14,14,0,NA,2/7/11,NA,NA,FR 4404288073,2/7/11,TRUE,2,FALSE,,NA,NA,26,26
15,15,0,NA,4/16/11,NA,NA,FR 4404288075,4/16/11,TRUE,2,FALSE,,NA,NA,24,24
226,15,1,NA,4/19/13,4/26/13,NA,FR 4404288075,4/16/11,TRUE,2,FALSE,,NA,7,24,24
227,15,2,NA,4/10/14,4/17/14,NA,FR 4404288075,4/16/11,TRUE,2,FALSE,,NA,7,24,24
228,15,3,NA,9/2/15,9/9/15,NA,FR 4404288075,4/16/11,TRUE,2,FALSE,,NA,7,24,24
387,15,4,8/14/17,8/30/16,9/6/16,aucun traitament,FR 4404288075,4/16/11,TRUE,2,FALSE,,349,7,24,24
621,15,5,9/11/18,10/16/17,10/20/17,,FR 4404288075,4/16/11,TRUE,2,FALSE,,330,4,24,24
799,15,6,3/8/20,11/13/18,11/20/18,,FR 4404288075,4/16/11,TRUE,2,FALSE,,481,7,24,24
229,16,1,NA,9/26/13,10/3/13,NA,FR 4404288078,6/5/11,TRUE,2,FALSE,,NA,7,27,27
230,16,2,NA,12/10/14,12/17/14,NA,FR 4404288078,6/5/11,TRUE,2,FALSE,,NA,7,27,27
231,16,3,NA,11/20/15,11/27/15,NA,FR 4404288078,6/5/11,TRUE,2,FALSE,,NA,7,27,27
16,16,0,NA,6/5/11,NA,NA,FR 4404288078,6/5/11,TRUE,2,FALSE,,NA,NA,27,27
17,17,0,NA,6/18/11,NA,NA,FR 4404288079,6/18/11,TRUE,2,FALSE,,NA,NA,26,26
232,17,1,NA,9/10/13,9/17/13,NA,FR 4404288079,6/18/11,TRUE,2,FALSE,,NA,7,26,26
233,17,2,NA,9/17/14,9/24/14,NA,FR 4404288079,6/18/11,TRUE,2,FALSE,,NA,7,26,26
234,17,3,10/15/16,8/25/15,9/1/15,NA,FR 4404288079,6/18/11,TRUE,2,FALSE,,417,7,26,26
480,17,4,8/23/17,1/21/17,1/26/17,Reforme. problème de pattes,FR 4404288079,6/18/11,TRUE,2,FALSE,,214,5,26,26
418,18,4,8/14/17,11/1/16,11/8/16,ordon  610008232,FR 4404288080,7/1/11,TRUE,2,FALSE,FR 4404288024,286,7,25,25
628,18,5,9/5/18,10/21/17,10/26/17,#NAME?,FR 4404288080,7/1/11,TRUE,2,FALSE,FR 4404288024,319,5,25,25
235,18,1,NA,8/12/13,8/19/13,NA,FR 4404288080,7/1/11,TRUE,2,FALSE,FR 4404288024,NA,7,25,25
236,18,2,NA,9/24/14,10/1/14,NA,FR 4404288080,7/1/11,TRUE,2,FALSE,FR 4404288024,NA,7,25,25
237,18,3,9/5/16,10/24/15,10/31/15,NA,FR 4404288080,7/1/11,TRUE,2,FALSE,FR 4404288024,317,7,25,25
18,18,0,NA,7/1/11,NA,NA,FR 4404288080,7/1/11,TRUE,2,FALSE,FR 4404288024,NA,NA,25,25
790,18,6,10/28/19,11/5/18,11/12/18,,FR 4404288080,7/1/11,TRUE,2,FALSE,FR 4404288024,357,7,25,25
1010,18,7,6/4/20,12/25/19,1/1/20,taritral,FR 4404288080,7/1/11,TRUE,2,FALSE,FR 4404288024,162,7,25,25
19,19,0,NA,7/6/11,NA,NA,FR 4404288081,7/6/11,TRUE,2,FALSE,,NA,NA,27,27
238,19,1,NA,10/29/13,11/5/13,NA,FR 4404288081,7/6/11,TRUE,2,FALSE,,NA,7,27,27
239,19,2,NA,10/25/14,11/1/14,NA,FR 4404288081,7/6/11,TRUE,2,FALSE,,NA,7,27,27
240,19,3,2/27/17,4/4/16,4/11/16,NA,FR 4404288081,7/6/11,TRUE,2,FALSE,,329,7,27,27
546,19,4,1/3/18,7/22/17,7/26/17,,FR 4404288081,7/6/11,TRUE,2,FALSE,,165,4,27,27
441,20,4,8/31/17,11/28/16,12/6/16,,FR 4404288082,7/13/11,TRUE,2,FALSE,,276,8,24,24
241,20,1,NA,7/17/13,7/24/13,NA,FR 4404288082,7/13/11,TRUE,2,FALSE,,NA,7,24,24
242,20,2,NA,9/12/14,9/19/14,NA,FR 4404288082,7/13/11,TRUE,2,FALSE,,NA,7,24,24
243,20,3,10/5/16,12/22/15,12/29/15,NA,FR 4404288082,7/13/11,TRUE,2,FALSE,,288,7,24,24
20,20,0,NA,7/13/11,NA,NA,FR 4404288082,7/13/11,TRUE,2,FALSE,,NA,NA,24,24
21,21,0,NA,7/15/11,NA,NA,FR 4404288083,7/15/11,TRUE,2,FALSE,,NA,NA,25,25
244,21,1,NA,8/20/13,8/27/13,NA,FR 4404288083,7/15/11,TRUE,2,FALSE,,NA,7,25,25
245,21,2,NA,8/22/14,8/29/14,NA,FR 4404288083,7/15/11,TRUE,2,FALSE,,NA,7,25,25
246,21,3,NA,9/14/15,9/21/15,NA,FR 4404288083,7/15/11,TRUE,2,FALSE,,NA,7,25,25
388,21,4,8/23/17,9/14/16,9/21/16,Reforme. problème de pattes,FR 4404288083,7/15/11,TRUE,2,FALSE,,343,7,25,25
579,21,5,8/25/17,8/25/17,9/1/17,Reforme problème de pattes,FR 4404288083,7/15/11,TRUE,2,FALSE,,0,7,25,25
247,22,1,NA,3/12/14,3/19/14,NA,FR 4404288087,9/24/11,TRUE,2,FALSE,,NA,7,29,29
248,22,2,NA,4/15/15,4/22/15,NA,FR 4404288087,9/24/11,TRUE,2,FALSE,,NA,7,29,29
22,22,0,NA,9/24/11,NA,NA,FR 4404288087,9/24/11,TRUE,2,FALSE,,NA,NA,29,29
23,23,0,NA,10/1/11,NA,NA,FR 4404288088,10/1/11,TRUE,2,FALSE,,NA,NA,26,26
249,23,1,NA,12/7/13,12/14/13,NA,FR 4404288088,10/1/11,TRUE,2,FALSE,,NA,7,26,26
250,23,2,NA,11/3/14,11/10/14,NA,FR 4404288088,10/1/11,TRUE,2,FALSE,,NA,7,26,26
251,23,3,NA,10/22/15,10/29/15,NA,FR 4404288088,10/1/11,TRUE,2,FALSE,,NA,7,26,26
576,23,5,9/19/18,8/23/17,8/30/17,,FR 4404288088,10/1/11,TRUE,2,FALSE,,392,7,26,26
389,23,4,7/13/17,9/19/16,9/26/16,,FR 4404288088,10/1/11,TRUE,2,FALSE,,297,7,26,26
840,23,6,NA,12/29/18,1/5/19,NA,FR 4404288088,10/1/11,TRUE,2,FALSE,,NA,7,26,26
252,24,1,NA,5/27/14,6/3/14,NA,FR 4404288092,12/6/11,TRUE,2,FALSE,,NA,7,29,29
253,24,2,NA,5/26/15,6/2/15,NA,FR 4404288092,12/6/11,TRUE,2,FALSE,,NA,7,29,29
24,24,0,NA,12/6/11,NA,NA,FR 4404288092,12/6/11,TRUE,2,FALSE,,NA,NA,29,29
25,25,0,NA,12/19/11,NA,NA,FR 4404288094,12/19/11,TRUE,2,FALSE,,NA,NA,30,30
254,25,1,NA,7/4/14,7/11/14,NA,FR 4404288094,12/19/11,TRUE,2,FALSE,,NA,7,30,30
255,25,2,NA,5/22/15,5/29/15,NA,FR 4404288094,12/19/11,TRUE,2,FALSE,,NA,7,30,30
256,25,3,2/27/17,5/12/16,5/19/16,NA,FR 4404288094,12/19/11,TRUE,2,FALSE,,291,7,30,30
522,25,4,1/30/18,6/5/17,6/12/17,mort à suite d'une caillette mal placé.cause changement de silo de méteil,FR 4404288094,12/19/11,TRUE,2,FALSE,,239,7,30,30
445,26,3,10/30/17,12/1/16,12/8/16,,FR 4404288097,1/13/12,TRUE,2,FALSE,,333,7,31,31
671,26,4,2/5/19,1/10/18,1/14/18,,FR 4404288097,1/13/12,TRUE,2,FALSE,,391,4,31,31
257,26,1,NA,8/13/14,8/20/14,NA,FR 4404288097,1/13/12,TRUE,2,FALSE,,NA,7,31,31
258,26,2,10/15/16,11/1/15,11/8/15,NA,FR 4404288097,1/13/12,TRUE,2,FALSE,,349,7,31,31
26,26,0,NA,1/13/12,NA,NA,FR 4404288097,1/13/12,TRUE,2,FALSE,,NA,NA,31,31
27,27,0,NA,1/20/12,NA,NA,FR 4404288098,1/20/12,TRUE,2,FALSE,FR 4404288040,NA,NA,27,27
259,27,1,NA,5/9/14,5/16/14,NA,FR 4404288098,1/20/12,TRUE,2,FALSE,FR 4404288040,NA,7,27,27
260,27,2,NA,8/14/15,8/21/15,NA,FR 4404288098,1/20/12,TRUE,2,FALSE,FR 4404288040,NA,7,27,27
530,27,4,4/12/18,6/19/17,6/26/17,,FR 4404288098,1/20/12,TRUE,2,FALSE,FR 4404288040,297,7,27,27
377,27,3,5/29/17,8/14/16,8/21/16,,FR 4404288098,1/20/12,TRUE,2,FALSE,FR 4404288040,288,7,27,27
723,27,5,7/29/19,6/6/18,6/13/18,,FR 4404288098,1/20/12,TRUE,2,FALSE,FR 4404288040,418,7,27,27
972,27,6,8/31/20,10/16/19,10/20/19,,FR 4404288098,1/20/12,TRUE,2,FALSE,FR 4404288040,320,4,27,27
1440,27,7,9/17/21,10/27/20,11/3/20,#NAME?,FR 4404288098,1/20/12,TRUE,2,FALSE,FR 4404288040,325,7,27,27
1738,27,8,8/26/22,11/12/21,11/19/21,#NAME?,FR 4404288098,1/20/12,TRUE,2,FALSE,FR 4404288040,287,7,27,27
1958,27,9,NA,10/25/22,11/1/22,NA,FR 4404288098,1/20/12,TRUE,2,FALSE,FR 4404288040,NA,7,27,27
261,28,1,NA,10/14/14,10/21/14,NA,FR 4404288099,2/8/12,TRUE,2,FALSE,,NA,7,32,32
28,28,0,NA,2/8/12,NA,NA,FR 4404288099,2/8/12,TRUE,2,FALSE,,NA,NA,32,32
29,29,0,NA,2/20/12,NA,NA,FR 4404288100,2/20/12,TRUE,2,FALSE,FR 4404281413,NA,NA,27,27
262,29,1,NA,6/16/14,6/23/14,NA,FR 4404288100,2/20/12,TRUE,2,FALSE,FR 4404281413,NA,7,27,27
263,29,2,NA,6/4/15,6/11/15,NA,FR 4404288100,2/20/12,TRUE,2,FALSE,FR 4404281413,NA,7,27,27
264,29,3,8/14/17,6/6/16,6/13/16,ordo  610008232,FR 4404288100,2/20/12,TRUE,2,FALSE,FR 4404281413,434,7,27,27
618,29,4,6/28/18,10/7/17,10/14/17,,FR 4404288100,2/20/12,TRUE,2,FALSE,FR 4404281413,264,7,27,27
763,29,5,2/17/20,9/7/18,9/12/18,#NAME?,FR 4404288100,2/20/12,TRUE,2,FALSE,FR 4404281413,528,5,27,27
822,30,5,9/23/19,12/8/18,12/20/18,,FR 4404288101,3/18/12,TRUE,2,FALSE,FR 4404287009,289,12,30,30
998,30,6,10/19/20,11/23/19,12/4/19,,FR 4404288101,3/18/12,TRUE,2,FALSE,FR 4404287009,331,11,30,30
620,30,4,9/5/18,10/9/17,10/15/17,#NAME?,FR 4404288101,3/18/12,TRUE,2,FALSE,FR 4404287009,331,6,30,30
402,30,3,8/14/17,10/22/16,10/29/16,aucun traitament,FR 4404288101,3/18/12,TRUE,2,FALSE,FR 4404287009,296,7,30,30
265,30,1,NA,10/14/14,10/21/14,NA,FR 4404288101,3/18/12,TRUE,2,FALSE,FR 4404287009,NA,7,30,30
266,30,2,8/23/16,11/9/15,11/16/15,NA,FR 4404288101,3/18/12,TRUE,2,FALSE,FR 4404287009,288,7,30,30
30,30,0,NA,3/18/12,NA,NA,FR 4404288101,3/18/12,TRUE,2,FALSE,FR 4404287009,NA,NA,30,30
1548,30,7,NA,3/4/21,3/11/21,NA,FR 4404288101,3/18/12,TRUE,2,FALSE,FR 4404287009,NA,7,30,30
31,31,0,NA,4/9/12,NA,NA,FR 4404288102,4/9/12,TRUE,2,FALSE,FR 4404281420,NA,NA,24,24
267,31,1,NA,4/12/14,4/19/14,NA,FR 4404288102,4/9/12,TRUE,2,FALSE,FR 4404281420,NA,7,24,24
268,31,2,NA,7/17/15,7/24/15,NA,FR 4404288102,4/9/12,TRUE,2,FALSE,FR 4404281420,NA,7,24,24
269,31,3,6/20/17,7/12/16,7/19/16,,FR 4404288102,4/9/12,TRUE,2,FALSE,FR 4404281420,343,7,24,24
590,31,4,10/24/18,8/31/17,9/5/17,,FR 4404288102,4/9/12,TRUE,2,FALSE,FR 4404281420,419,5,24,24
849,31,5,12/2/19,1/24/19,1/31/19,REFORME,FR 4404288102,4/9/12,TRUE,2,FALSE,FR 4404281420,312,7,24,24
722,32,4,11/25/18,5/27/18,6/3/18,REFORME,FR 4404288105,4/11/12,TRUE,2,FALSE,,182,7,24,24
458,32,3,12/1/17,12/17/16,12/24/16,orbeseal ar d et g,FR 4404288105,4/11/12,TRUE,2,FALSE,,349,7,24,24
270,32,1,NA,5/5/14,5/12/14,NA,FR 4404288105,4/11/12,TRUE,2,FALSE,,NA,7,24,24
271,32,2,10/15/16,9/9/15,9/16/15,NA,FR 4404288105,4/11/12,TRUE,2,FALSE,,402,7,24,24
32,32,0,NA,4/11/12,NA,NA,FR 4404288105,4/11/12,TRUE,2,FALSE,,NA,NA,24,24
33,33,0,NA,4/30/12,NA,NA,FR 4404288106,4/30/12,TRUE,2,FALSE,,NA,NA,25,25
272,33,1,NA,6/4/14,6/11/14,NA,FR 4404288106,4/30/12,TRUE,2,FALSE,,NA,7,25,25
273,33,2,NA,6/14/15,6/21/15,NA,FR 4404288106,4/30/12,TRUE,2,FALSE,,NA,7,25,25
376,33,3,2/8/17,8/16/16,8/23/16,NA,FR 4404288106,4/30/12,TRUE,2,FALSE,,176,7,25,25
274,34,1,NA,11/24/14,12/1/14,NA,FR 4404288108,6/21/12,TRUE,2,FALSE,,NA,7,29,29
34,34,0,NA,6/21/12,NA,NA,FR 4404288108,6/21/12,TRUE,2,FALSE,,NA,NA,29,29
35,35,0,NA,7/4/12,NA,NA,FR 4404288109,7/4/12,TRUE,2,FALSE,,NA,NA,26,26
275,35,1,NA,9/11/14,9/18/14,NA,FR 4404288109,7/4/12,TRUE,2,FALSE,,NA,7,26,26
276,35,2,NA,9/14/15,9/21/15,NA,FR 4404288109,7/4/12,TRUE,2,FALSE,,NA,7,26,26
384,35,3,7/21/17,8/22/16,8/29/16,aucun traitament,FR 4404288109,7/4/12,TRUE,2,FALSE,,333,7,26,26
600,35,4,9/17/17,9/14/17,9/19/17,mamitte coli,FR 4404288109,7/4/12,TRUE,2,FALSE,,3,5,26,26
277,36,1,NA,8/23/14,8/30/14,NA,FR 4404288110,7/17/12,TRUE,2,FALSE,,NA,7,25,25
278,36,2,8/31/17,3/2/16,3/9/16,,FR 4404288110,7/17/12,TRUE,2,FALSE,,547,7,25,25
36,36,0,NA,7/17/12,NA,NA,FR 4404288110,7/17/12,TRUE,2,FALSE,,NA,NA,25,25
37,37,0,NA,7/31/12,NA,NA,FR 4404288111,7/31/12,TRUE,2,FALSE,,NA,NA,26,26
279,37,1,NA,10/29/14,11/5/14,NA,FR 4404288111,7/31/12,TRUE,2,FALSE,,NA,7,26,26
280,37,2,NA,10/29/15,11/5/15,NA,FR 4404288111,7/31/12,TRUE,2,FALSE,,NA,7,26,26
599,37,4,7/17/18,9/12/17,9/16/17,,FR 4404288111,7/31/12,TRUE,2,FALSE,,308,4,26,26
392,37,3,7/13/17,9/26/16,10/3/16,,FR 4404288111,7/31/12,TRUE,2,FALSE,,290,7,26,26
760,37,5,9/7/18,9/3/18,9/10/18,,FR 4404288111,7/31/12,TRUE,2,FALSE,,4,7,26,26
456,38,3,10/11/17,12/14/16,12/21/16,,FR 4404288112,7/31/12,TRUE,2,FALSE,,301,7,24,24
281,38,1,NA,8/19/14,8/26/14,NA,FR 4404288112,7/31/12,TRUE,2,FALSE,,NA,7,24,24
282,38,2,10/5/16,9/20/15,9/27/15,NA,FR 4404288112,7/31/12,TRUE,2,FALSE,,381,7,24,24
38,38,0,NA,7/31/12,NA,NA,FR 4404288112,7/31/12,TRUE,2,FALSE,,NA,NA,24,24
39,39,0,NA,9/13/12,NA,NA,FR 4404288114,9/13/12,TRUE,2,FALSE,,NA,NA,27,27
283,39,1,NA,1/12/15,1/19/15,NA,FR 4404288114,9/13/12,TRUE,2,FALSE,,NA,7,27,27
284,40,1,NA,12/1/14,12/8/14,NA,FR 4404288115,9/17/12,TRUE,2,FALSE,,NA,7,26,26
285,40,2,12/2/16,2/5/16,2/12/16,NA,FR 4404288115,9/17/12,TRUE,2,FALSE,,301,7,26,26
40,40,0,NA,9/17/12,NA,NA,FR 4404288115,9/17/12,TRUE,2,FALSE,,NA,NA,26,26
482,40,3,2/13/18,1/28/17,2/4/17,pas lait quartier AR G,FR 4404288115,9/17/12,TRUE,2,FALSE,,381,7,26,26
704,40,4,1/23/19,4/9/18,4/12/18,,FR 4404288115,9/17/12,TRUE,2,FALSE,,289,3,26,26
894,40,5,12/18/19,3/7/19,3/14/19,,FR 4404288115,9/17/12,TRUE,2,FALSE,,286,7,26,26
463,41,3,10/11/17,12/22/16,12/26/16,,FR 4404288116,9/19/12,TRUE,2,FALSE,,293,4,24,24
41,41,0,NA,9/19/12,NA,NA,FR 4404288116,9/19/12,TRUE,2,FALSE,,NA,NA,24,24
286,41,1,NA,9/24/14,10/1/14,NA,FR 4404288116,9/19/12,TRUE,2,FALSE,,NA,7,24,24
287,41,2,10/28/16,1/14/16,1/21/16,NA,FR 4404288116,9/19/12,TRUE,2,FALSE,,288,7,24,24
288,42,1,NA,11/10/14,11/17/14,NA,FR 4404288120,10/1/12,TRUE,2,FALSE,,NA,7,25,25
289,42,2,10/28/16,1/19/16,1/26/16,NA,FR 4404288120,10/1/12,TRUE,2,FALSE,,283,7,25,25
42,42,0,NA,10/1/12,NA,NA,FR 4404288120,10/1/12,TRUE,2,FALSE,,NA,NA,25,25
466,42,3,10/19/17,12/23/16,12/27/16,ord 706004044,FR 4404288120,10/1/12,TRUE,2,FALSE,,300,4,25,25
664,42,4,12/11/18,12/30/17,1/6/18,,FR 4404288120,10/1/12,TRUE,2,FALSE,,346,7,25,25
856,42,5,11/26/19,2/5/19,2/12/19,,FR 4404288120,10/1/12,TRUE,2,FALSE,,294,7,25,25
655,43,3,10/2/18,12/4/17,12/11/17,,FR 4404288121,10/5/12,TRUE,2,FALSE,,302,7,25,25
