LacId,LacAniId,LacNumber,LacDryOffDate,LacCalvingDate,LacColostrumDate,LacRemarks,AniLifeNumber,AniBirthday,AniKeep,AniGenId,AniActive,AniMotherLifeNumber,lactation_length_days,colostrum_length_days,age_at_first_calving.x,age_at_first_calving.y
769,329,0,NA,9/14/18,NA,NA,,9/14/18,FALSE,2,FALSE,FR 4404288199,NA,NA,91,73
769,329,0,NA,9/14/18,NA,NA,,9/14/18,FALSE,2,FALSE,FR 4404288199,NA,NA,91,91
769,329,0,NA,9/14/18,NA,NA,,9/14/18,FALSE,2,FALSE,FR 4404288199,NA,NA,91,72
769,329,0,NA,9/14/18,NA,NA,,9/14/18,FALSE,2,FALSE,FR 4404288199,NA,NA,72,73
769,329,0,NA,9/14/18,NA,NA,,9/14/18,FALSE,2,FALSE,FR 4404288199,NA,NA,72,91
769,329,0,NA,9/14/18,NA,NA,,9/14/18,FALSE,2,FALSE,FR 4404288199,NA,NA,72,72
774,330,0,NA,9/17/18,NA,NA,FR 4404283159,9/17/18,TRUE,2,FALSE,FR 4404288139,NA,NA,26,26
1472,330,1,9/22/21,12/3/20,12/5/20,#NAME?,FR 4404283159,9/17/18,TRUE,2,FALSE,FR 4404288139,293,2,26,26
1442,331,1,11/25/21,11/3/20,11/10/20,,FR 4404288360,9/26/18,TRUE,2,TRUE,FR 4404288158,387,7,25,25
1802,331,2,1/27/23,1/20/22,1/27/22,#NAME?,FR 4404288360,9/26/18,TRUE,2,TRUE,FR 4404288158,372,7,25,25
2106,331,3,8/9/24,7/2/23,7/5/23,#NAME?,FR 4404288360,9/26/18,TRUE,2,TRUE,FR 4404288158,404,3,25,25
775,331,0,NA,9/26/18,NA,NA,FR 4404288360,9/26/18,TRUE,2,TRUE,FR 4404288158,NA,NA,25,25
778,332,0,NA,9/30/18,NA,NA,FR 4404288361,9/30/18,TRUE,2,FALSE,FR 4404288212,NA,NA,NA,NA
781,333,0,NA,10/3/18,NA,NA,FR 4404288362,10/3/18,TRUE,2,TRUE,FR 4404288247,NA,NA,27,27
2032,333,3,12/1/23,1/30/23,2/6/23,#NAME?,FR 4404288362,10/3/18,TRUE,2,TRUE,FR 4404288247,305,7,27,27
2251,333,4,9/18/24,1/26/24,2/2/24,#NAME?,FR 4404288362,10/3/18,TRUE,2,TRUE,FR 4404288247,236,7,27,27
1822,333,2,12/9/22,2/10/22,2/17/22,#NAME?,FR 4404288362,10/3/18,TRUE,2,TRUE,FR 4404288247,302,7,27,27
1519,333,1,12/17/21,1/18/21,1/21/21,boiterie av,FR 4404288362,10/3/18,TRUE,2,TRUE,FR 4404288247,333,3,27,27
1428,334,1,7/13/21,10/6/20,10/9/20,"Ordonnance n° 02576, du 13.07.2021",FR 4404283104,9/17/18,TRUE,2,TRUE,FR 4404288139,280,3,24,24
1701,334,2,7/29/22,9/9/21,9/20/21,#NAME?,FR 4404283104,9/17/18,TRUE,2,TRUE,FR 4404288139,323,11,24,24
2223,334,4,NA,12/21/23,12/28/23,NA,FR 4404283104,9/17/18,TRUE,2,TRUE,FR 4404288139,NA,7,24,24
1936,334,3,9/4/23,9/23/22,9/30/22,,FR 4404283104,9/17/18,TRUE,2,TRUE,FR 4404288139,346,7,24,24
784,334,0,NA,9/17/18,NA,NA,FR 4404283104,9/17/18,TRUE,2,TRUE,FR 4404288139,NA,NA,24,24
786,335,0,NA,11/1/18,NA,NA,FR 4404288359,11/1/18,TRUE,2,FALSE,FR 4404288251,NA,NA,NA,NA
788,336,0,NA,11/4/18,NA,NA,FR 4404288363,11/4/18,TRUE,2,FALSE,FR 4404288249,NA,NA,29,29
1866,336,2,9/4/23,5/1/22,5/6/22,,FR 4404288363,11/4/18,TRUE,2,FALSE,FR 4404288249,491,5,29,29
1587,336,1,2/25/22,4/26/21,5/3/21,#NAME?,FR 4404288363,11/4/18,TRUE,2,FALSE,FR 4404288249,305,7,29,29
792,337,0,NA,11/9/18,NA,NA,FR 4404288364,11/9/18,TRUE,2,FALSE,FR 4404288180,NA,NA,NA,NA
795,338,0,NA,11/10/18,NA,NA,FR 4404288365,11/10/18,TRUE,2,FALSE,FR 4950954269,NA,NA,NA,NA
798,339,0,NA,11/13/18,NA,NA,FR 4404288366,11/13/18,TRUE,2,FALSE,FR 4404288075,NA,NA,NA,NA
801,340,0,NA,11/17/18,NA,NA,FR 4404288367,11/17/18,TRUE,2,FALSE,FR 4404288253,NA,NA,NA,NA
803,341,0,NA,8/26/16,NA,NA,FR 4401572223,8/26/16,TRUE,2,FALSE,FR 4401572111,NA,NA,25,25
804,341,2,9/13/19,11/1/18,NA,,FR 4401572223,8/26/16,TRUE,2,FALSE,FR 4401572111,316,NA,25,25
815,341,1,NA,10/10/18,10/13/18,NA,FR 4401572223,8/26/16,TRUE,2,FALSE,FR 4401572111,NA,3,25,25
990,341,3,10/8/20,11/11/19,11/15/19,,FR 4401572223,8/26/16,TRUE,2,FALSE,FR 4401572111,332,4,25,25
1485,341,4,1/7/22,12/11/20,12/18/20,#NAME?,FR 4401572223,8/26/16,TRUE,2,FALSE,FR 4401572111,392,7,25,25
1841,341,5,6/9/23,3/30/22,4/4/22,#NAME?,FR 4401572223,8/26/16,TRUE,2,FALSE,FR 4401572111,436,5,25,25
1601,342,3,5/6/22,5/19/21,5/26/21,#NAME?,FR 4401572222,8/25/16,TRUE,2,FALSE,FR 4401572089,352,7,25,25
1898,342,4,NA,7/5/22,7/10/22,NA,FR 4401572222,8/25/16,TRUE,2,FALSE,FR 4401572089,NA,5,25,25
1251,342,2,4/1/21,3/11/20,3/16/20,,FR 4401572222,8/25/16,TRUE,2,FALSE,FR 4401572089,386,5,25,25
805,342,0,NA,8/25/16,NA,NA,FR 4401572222,8/25/16,TRUE,2,FALSE,FR 4401572089,NA,NA,25,25
814,342,1,10/8/19,10/8/18,10/15/18,,FR 4401572222,8/25/16,TRUE,2,FALSE,FR 4401572089,365,7,25,25
807,343,0,NA,7/24/16,NA,NA,FR 4401572219,7/24/16,TRUE,2,TRUE,FR 4401572140,NA,NA,27,27
808,343,1,8/27/19,11/7/18,11/10/18,regis,FR 4401572219,7/24/16,TRUE,2,TRUE,FR 4401572140,293,3,27,27
973,343,2,8/21/20,10/17/19,10/29/19,,FR 4401572219,7/24/16,TRUE,2,TRUE,FR 4401572140,309,12,27,27
1902,343,4,8/18/23,7/6/22,7/13/22,,FR 4401572219,7/24/16,TRUE,2,TRUE,FR 4401572140,408,7,27,27
2187,343,5,NA,10/18/23,10/26/23,NA,FR 4401572219,7/24/16,TRUE,2,TRUE,FR 4401572140,NA,8,27,27
1436,343,3,11/29/21,10/22/20,10/29/20,,FR 4401572219,7/24/16,TRUE,2,TRUE,FR 4401572140,403,7,27,27
1425,344,3,9/10/21,9/30/20,10/7/20,,FR 4401572218,7/22/16,TRUE,2,FALSE,FR 4401572120,345,7,27,27
1733,344,4,8/5/22,11/5/21,11/12/21,#NAME?,FR 4401572218,7/22/16,TRUE,2,FALSE,FR 4401572120,273,7,27,27
1950,344,5,2/13/23,10/14/22,10/21/22,#NAME?,FR 4401572218,7/22/16,TRUE,2,FALSE,FR 4401572120,122,7,27,27
983,344,2,7/29/20,10/31/19,11/7/19,,FR 4401572218,7/22/16,TRUE,2,FALSE,FR 4401572120,272,7,27,27
809,344,0,NA,7/22/16,NA,NA,FR 4401572218,7/22/16,TRUE,2,FALSE,FR 4401572120,NA,NA,27,27
810,344,1,8/27/19,11/5/18,11/8/18,regis,FR 4401572218,7/22/16,TRUE,2,FALSE,FR 4401572120,295,3,27,27
817,345,0,NA,11/30/18,NA,NA,FR 4404288369,11/30/18,TRUE,2,FALSE,FR 4404288219,NA,NA,NA,NA
819,346,0,NA,12/1/18,NA,NA,FR 4404288370,12/1/18,TRUE,2,FALSE,FR 4404288215,NA,NA,NA,NA
828,347,0,NA,12/19/18,NA,NA,FR 4404288372,12/19/18,TRUE,2,FALSE,FR 4404288258,NA,NA,NA,NA
831,349,0,NA,12/20/18,NA,NA,FR 4404288373,12/20/18,TRUE,2,FALSE,FR 4404288266,NA,NA,NA,NA
833,350,0,NA,12/18/18,NA,NA,FR 4404288374,12/18/18,TRUE,2,FALSE,FR 4404288258,NA,NA,NA,NA
835,351,0,NA,12/22/18,NA,NA,FR 4404288375,12/22/18,TRUE,2,FALSE,FR 4404288221,NA,NA,NA,NA
838,352,0,NA,12/24/18,NA,NA,FR 4404288376,12/24/18,TRUE,2,TRUE,FR 4404288238,NA,NA,27,27
2141,352,3,7/26/24,8/27/23,9/3/23,#NAME?,FR 4404288376,12/24/18,TRUE,2,TRUE,FR 4404288238,334,7,27,27
1843,352,2,7/7/23,4/2/22,4/6/22,,FR 4404288376,12/24/18,TRUE,2,TRUE,FR 4404288238,461,4,27,27
1573,352,1,2/11/22,4/8/21,4/15/21,#NAME?,FR 4404288376,12/24/18,TRUE,2,TRUE,FR 4404288238,309,7,27,27
841,353,0,NA,1/6/19,NA,NA,FR 4404288377,1/6/19,TRUE,2,FALSE,FR 4404288134,NA,NA,NA,NA
845,354,0,NA,1/14/19,NA,NA,FR 4404288378,1/14/19,TRUE,2,FALSE,FR 4404288255,NA,NA,24,24
1515,354,1,10/29/21,1/14/21,1/24/21,#NAME?,FR 4404288378,1/14/19,TRUE,2,FALSE,FR 4404288255,288,10,24,24
1783,354,2,NA,12/31/21,1/3/22,NA,FR 4404288378,1/14/19,TRUE,2,FALSE,FR 4404288255,NA,3,24,24
847,355,0,NA,1/18/19,NA,NA,FR 4404283125,1/18/19,TRUE,2,FALSE,FR 4404288259,NA,NA,NA,NA
851,356,0,NA,1/31/19,NA,NA,FR 4404288379,1/31/19,TRUE,2,FALSE,FR 4404288171,NA,NA,26,26
1836,356,2,3/10/23,3/29/22,4/5/22,#NAME?,FR 4404288379,1/31/19,TRUE,2,FALSE,FR 4404288171,346,7,26,26
1572,356,1,2/4/22,4/7/21,4/14/21,,FR 4404288379,1/31/19,TRUE,2,FALSE,FR 4404288171,303,7,26,26
2119,356,3,8/30/23,7/22/23,7/29/23,,FR 4404288379,1/31/19,TRUE,2,FALSE,FR 4404288171,39,7,26,26
853,357,0,NA,2/4/19,NA,NA,FR 4404288380,2/4/19,TRUE,2,FALSE,FR 4404288231,NA,NA,NA,NA
855,358,0,NA,2/4/19,NA,NA,FR 4404288381,2/4/19,TRUE,2,FALSE,FR 4404288120,NA,NA,NA,NA
857,359,0,NA,2/8/19,NA,NA,FR 4404288382,2/8/19,TRUE,2,FALSE,FR 4404288128,NA,NA,NA,NA
859,360,0,NA,2/8/19,NA,NA,FR 4404288383,2/8/19,TRUE,2,FALSE,FR 4404288257,NA,NA,NA,NA
861,361,0,NA,2/9/19,NA,NA,FR 4404288384,2/9/19,TRUE,2,FALSE,FR 4404288159,NA,NA,32,32
1723,361,1,NA,10/16/21,10/23/21,NA,FR 4404288384,2/9/19,TRUE,2,FALSE,FR 4404288159,NA,7,32,32
863,362,0,NA,2/9/19,NA,NA,FR 4404288385,2/9/19,TRUE,2,FALSE,FR 4404288203,NA,NA,NA,NA
865,363,0,NA,2/13/19,NA,NA,FR 4404288386,2/13/19,TRUE,2,FALSE,FR 4404288225,NA,NA,NA,NA
868,364,0,NA,2/20/19,NA,NA,FR 4404288387,2/20/19,TRUE,2,FALSE,FR 4404288224,NA,NA,NA,NA
870,365,0,NA,2/22/19,NA,NA,,2/22/19,TRUE,2,FALSE,FR 4404288213,NA,NA,73,73
870,365,0,NA,2/22/19,NA,NA,,2/22/19,TRUE,2,FALSE,FR 4404288213,NA,NA,73,91
870,365,0,NA,2/22/19,NA,NA,,2/22/19,TRUE,2,FALSE,FR 4404288213,NA,NA,73,72
870,365,0,NA,2/22/19,NA,NA,,2/22/19,TRUE,2,FALSE,FR 4404288213,NA,NA,91,73
870,365,0,NA,2/22/19,NA,NA,,2/22/19,TRUE,2,FALSE,FR 4404288213,NA,NA,91,91
870,365,0,NA,2/22/19,NA,NA,,2/22/19,TRUE,2,FALSE,FR 4404288213,NA,NA,91,72
870,365,0,NA,2/22/19,NA,NA,,2/22/19,TRUE,2,FALSE,FR 4404288213,NA,NA,72,73
870,365,0,NA,2/22/19,NA,NA,,2/22/19,TRUE,2,FALSE,FR 4404288213,NA,NA,72,91
870,365,0,NA,2/22/19,NA,NA,,2/22/19,TRUE,2,FALSE,FR 4404288213,NA,NA,72,72
872,366,0,NA,2/21/19,NA,NA,FR 4404288388,2/21/19,TRUE,2,FALSE,FR 4404288213,NA,NA,33,33
1749,366,1,9/9/22,11/25/21,11/29/21,#NAME?,FR 4404288388,2/21/19,TRUE,2,FALSE,FR 4404288213,288,4,33,33
1970,366,2,9/22/23,11/6/22,11/14/22,,FR 4404288388,2/21/19,TRUE,2,FALSE,FR 4404288213,320,8,33,33
874,367,0,NA,2/23/19,NA,NA,FR 4404283128,2/23/19,TRUE,2,FALSE,FR 4404288207,NA,NA,NA,NA
877,368,0,NA,2/26/19,NA,NA,FR 4404288389,2/26/19,TRUE,2,TRUE,FR 4404288240,NA,NA,26,26
2088,368,3,6/28/24,5/4/23,5/11/23,#NAME?,FR 4404288389,2/26/19,TRUE,2,TRUE,FR 4404288240,421,7,26,26
1880,368,2,1/27/23,5/20/22,5/27/22,#NAME?,FR 4404288389,2/26/19,TRUE,2,TRUE,FR 4404288240,252,7,26,26
1585,368,1,3/25/22,4/26/21,4/29/21,#NAME?,FR 4404288389,2/26/19,TRUE,2,TRUE,FR 4404288240,333,3,26,26
1562,369,1,5/27/22,3/30/21,4/3/21,#NAME?,FR 4404288390,2/26/19,TRUE,2,FALSE,FR 4404288174,423,4,25,25
1947,369,2,8/18/23,10/7/22,10/11/22,,FR 4404288390,2/26/19,TRUE,2,FALSE,FR 4404288174,315,4,25,25
879,369,0,NA,2/26/19,NA,NA,FR 4404288390,2/26/19,TRUE,2,FALSE,FR 4404288174,NA,NA,25,25
882,370,0,NA,3/1/19,NA,NA,FR 4404288391,3/1/19,TRUE,2,TRUE,FR 4404288236,NA,NA,32,32
2080,370,2,4/12/24,5/1/23,5/8/23,,FR 4404288391,3/1/19,TRUE,2,TRUE,FR 4404288236,347,7,32,32
1742,370,1,1/6/23,11/22/21,11/26/21,#NAME?,FR 4404288391,3/1/19,TRUE,2,TRUE,FR 4404288236,410,4,32,32
1871,371,2,1/27/23,5/11/22,5/18/22,#NAME?,FR 4404288392,3/3/19,TRUE,2,TRUE,FR 4404288178,261,7,24,24
1552,371,1,1/28/22,3/10/21,3/17/21,#NAME?,FR 4404288392,3/3/19,TRUE,2,TRUE,FR 4404288178,324,7,24,24
2181,371,3,7/17/24,10/6/23,10/13/23,#NAME?,FR 4404288392,3/3/19,TRUE,2,TRUE,FR 4404288178,285,7,24,24
884,371,0,NA,3/3/19,NA,NA,FR 4404288392,3/3/19,TRUE,2,TRUE,FR 4404288178,NA,NA,24,24
886,372,0,NA,3/4/19,NA,NA,FR 4404288393,3/4/19,TRUE,2,TRUE,FR 4404288197,NA,NA,25,25
1992,372,2,NA,12/14/22,12/21/22,NA,FR 4404288393,3/4/19,TRUE,2,TRUE,FR 4404288197,NA,7,25,25
1576,372,1,10/14/22,4/11/21,4/22/21,#NAME?,FR 4404288393,3/4/19,TRUE,2,TRUE,FR 4404288197,551,11,25,25
888,373,0,NA,3/4/19,NA,NA,FR 4404288394,3/4/19,TRUE,2,FALSE,FR 4404288265,NA,NA,NA,NA
890,374,0,NA,3/4/19,NA,NA,FR 4404288395,3/4/19,TRUE,2,TRUE,FR 4404288270,NA,NA,24,24
1554,374,1,2/25/22,3/13/21,3/24/21,#NAME?,FR 4404288395,3/4/19,TRUE,2,TRUE,FR 4404288270,349,11,24,24
1847,374,2,6/9/23,4/6/22,4/13/22,#NAME?,FR 4404288395,3/4/19,TRUE,2,TRUE,FR 4404288270,429,7,24,24
2126,374,3,NA,7/30/23,8/6/23,NA,FR 4404288395,3/4/19,TRUE,2,TRUE,FR 4404288270,NA,7,24,24
2046,375,3,5/27/23,2/17/23,2/24/23,"+ ORBESEAL   // -> REFORME
GROS PROBLEME DE LOCOMOTION ; glisse et tombe plusieurs fois par jour",FR 4404288396,3/7/19,TRUE,2,TRUE,FR 4404288115,99,7,24,24
1832,375,2,12/23/22,3/9/22,3/16/22,#NAME?,FR 4404288396,3/7/19,TRUE,2,TRUE,FR 4404288115,289,7,24,24
1559,375,1,11/29/21,3/28/21,4/1/21,#NAME?,FR 4404288396,3/7/19,TRUE,2,TRUE,FR 4404288115,246,4,24,24
893,375,0,NA,3/7/19,NA,NA,FR 4404288396,3/7/19,TRUE,2,TRUE,FR 4404288115,NA,NA,24,24
897,376,0,NA,4/7/19,NA,NA,FR 4404288397,4/7/19,TRUE,2,FALSE,FR 4404288237,NA,NA,NA,NA
901,377,0,NA,4/26/19,NA,NA,FR 4404288398,4/26/19,TRUE,2,FALSE,FR 4404288275,NA,NA,28,28
1682,377,1,4/17/22,8/27/21,9/3/21,"Infection pattes ARD
Plusieurs traitements antibio ... jambe de bois",FR 4404288398,4/26/19,TRUE,2,FALSE,FR 4404288275,233,7,28,28
1653,378,1,11/29/21,7/19/21,7/24/21,#NAME?,FR 4404288399,4/29/19,TRUE,2,FALSE,FR 4404288233,133,5,26,26
903,378,0,NA,4/29/19,NA,NA,FR 4404288399,4/29/19,TRUE,2,FALSE,FR 4404288233,NA,NA,26,26
907,379,0,NA,5/22/19,NA,NA,FR 4404288400,5/22/19,TRUE,2,TRUE,FR 4404288276,NA,NA,24,24
1625,379,1,3/25/22,6/21/21,6/28/21,#NAME?,FR 4404288400,5/22/19,TRUE,2,TRUE,FR 4404288276,277,7,24,24
1877,379,2,2/21/23,5/13/22,5/17/22,#NAME?,FR 4404288400,5/22/19,TRUE,2,TRUE,FR 4404288276,284,4,24,24
2066,379,3,7/17/24,4/2/23,4/9/23,#NAME?,FR 4404288400,5/22/19,TRUE,2,TRUE,FR 4404288276,472,7,24,24
2364,379,4,NA,9/8/24,9/14/24,NA,FR 4404288400,5/22/19,TRUE,2,TRUE,FR 4404288276,NA,6,24,24
2171,380,3,NA,9/19/23,9/26/23,NA,FR 4404288401,6/7/19,TRUE,2,TRUE,FR 4404288287,NA,7,24,24
1883,380,2,2/13/23,5/31/22,6/7/22,,FR 4404288401,6/7/19,TRUE,2,TRUE,FR 4404288287,258,7,24,24
1616,380,1,4/8/22,6/12/21,6/19/21,#NAME?,FR 4404288401,6/7/19,TRUE,2,TRUE,FR 4404288287,300,7,24,24
913,380,0,NA,6/7/19,NA,NA,FR 4404288401,6/7/19,TRUE,2,TRUE,FR 4404288287,NA,NA,24,24
915,381,0,NA,6/11/19,NA,NA,FR 4404288402,6/11/19,TRUE,2,TRUE,FR 4404288283,NA,NA,24,24
1630,381,1,1/7/22,6/25/21,6/30/21,#NAME?,FR 4404288402,6/11/19,TRUE,2,TRUE,FR 4404288283,196,5,24,24
2136,381,3,NA,8/23/23,8/30/23,NA,FR 4404288402,6/11/19,TRUE,2,TRUE,FR 4404288283,NA,7,24,24
1905,381,2,3/10/23,7/19/22,7/24/22,#NAME?,FR 4404288402,6/11/19,TRUE,2,TRUE,FR 4404288283,234,5,24,24
1915,382,2,NA,8/13/22,8/18/22,NA,FR 4404288403,6/8/19,TRUE,2,FALSE,FR 4404288274,NA,5,25,25
1651,382,1,1/28/22,7/19/21,7/23/21,#NAME?,FR 4404288403,6/8/19,TRUE,2,FALSE,FR 4404288274,193,4,25,25
918,382,0,NA,6/8/19,NA,NA,FR 4404288403,6/8/19,TRUE,2,FALSE,FR 4404288274,NA,NA,25,25
924,383,0,NA,7/5/19,NA,NA,FR 4404288404,7/5/19,TRUE,2,TRUE,FR 4404288291,NA,NA,25,25
1686,383,1,7/22/22,8/30/21,9/6/21,#NAME?,FR 4404288404,7/5/19,TRUE,2,TRUE,FR 4404288291,326,7,25,25
1931,383,2,6/29/23,9/19/22,9/26/22,#NAME?,FR 4404288404,7/5/19,TRUE,2,TRUE,FR 4404288291,283,7,25,25
2137,383,3,6/28/24,8/24/23,9/1/23,#NAME?,FR 4404288404,7/5/19,TRUE,2,TRUE,FR 4404288291,309,8,25,25
2352,383,4,NA,8/31/24,9/12/24,NA,FR 4404288404,7/5/19,TRUE,2,TRUE,FR 4404288291,NA,12,25,25
929,384,0,NA,7/23/19,NA,NA,FR 4404288405,7/23/19,TRUE,2,FALSE,FR 4944526073,NA,NA,NA,NA
931,385,0,NA,7/30/19,NA,NA,FR 4404288406,7/30/19,TRUE,2,TRUE,FR 4404288198,NA,NA,25,25
2146,385,3,NA,8/29/23,9/5/23,NA,FR 4404288406,7/30/19,TRUE,2,TRUE,FR 4404288198,NA,7,25,25
1911,385,2,7/7/23,8/1/22,8/8/22,,FR 4404288406,7/30/19,TRUE,2,TRUE,FR 4404288198,340,7,25,25
1690,385,1,6/3/22,9/5/21,9/12/21,#NAME?,FR 4404288406,7/30/19,TRUE,2,TRUE,FR 4404288198,271,7,25,25
1676,386,1,8/19/22,8/18/21,8/25/21,#NAME?,FR 4404288407,8/1/19,TRUE,2,FALSE,FR 4404288302,366,7,24,24
1949,386,2,8/25/23,10/14/22,10/21/22,,FR 4404288407,8/1/19,TRUE,2,FALSE,FR 4404288302,315,7,24,24
2195,386,3,NA,10/24/23,10/31/23,NA,FR 4404288407,8/1/19,TRUE,2,FALSE,FR 4404288302,NA,7,24,24
933,386,0,NA,8/1/19,NA,NA,FR 4404288407,8/1/19,TRUE,2,FALSE,FR 4404288302,NA,NA,24,24
936,387,0,NA,8/2/19,NA,NA,FR 4404288408,8/2/19,TRUE,2,TRUE,FR 4404659023,NA,NA,25,25
2226,387,3,8/20/24,12/30/23,1/6/24,#NAME?,FR 4404288408,8/2/19,TRUE,2,TRUE,FR 4404659023,234,7,25,25
1957,387,2,8/28/23,10/24/22,10/28/22,,FR 4404288408,8/2/19,TRUE,2,TRUE,FR 4404659023,308,4,25,25
1704,387,1,8/26/22,9/14/21,9/21/21,#NAME?,FR 4404288408,8/2/19,TRUE,2,TRUE,FR 4404659023,346,7,25,25
1680,388,1,5/27/22,8/25/21,9/1/21,#NAME?,FR 4404288409,8/2/19,TRUE,2,TRUE,FR 4404659023,275,7,24,24
1908,388,2,8/11/23,7/29/22,8/2/22,#NAME?,FR 4404288409,8/2/19,TRUE,2,TRUE,FR 4404659023,378,4,24,24
2177,388,3,NA,9/28/23,10/5/23,NA,FR 4404288409,8/2/19,TRUE,2,TRUE,FR 4404659023,NA,7,24,24
937,388,0,NA,8/2/19,NA,NA,FR 4404288409,8/2/19,TRUE,2,TRUE,FR 4404659023,NA,NA,24,24
940,389,0,NA,8/3/19,NA,NA,FR 4404288410,8/3/19,TRUE,2,TRUE,FR 4944526074,NA,NA,25,25
2122,389,3,7/26/24,7/26/23,8/2/23,#NAME?,FR 4404288410,8/3/19,TRUE,2,TRUE,FR 4944526074,366,7,25,25
1917,389,2,6/2/23,8/19/22,8/23/22,#NAME?,FR 4404288410,8/3/19,TRUE,2,TRUE,FR 4944526074,287,4,25,25
2374,389,4,NA,9/12/24,9/19/24,NA,FR 4404288410,8/3/19,TRUE,2,TRUE,FR 4944526074,NA,7,25,25
1698,389,1,6/24/22,9/9/21,9/12/21,#NAME?,FR 4404288410,8/3/19,TRUE,2,TRUE,FR 4944526074,288,3,25,25
1732,390,1,10/14/22,10/30/21,11/5/21,#NAME?,FR 4404288411,8/13/19,TRUE,2,FALSE,FR 4404659034,349,6,26,26
2220,390,3,3/9/24,12/17/23,12/24/23,mammite Coli puis blessée toute seul ne se leve plus,FR 4404288411,8/13/19,TRUE,2,FALSE,FR 4404659034,83,7,26,26
1987,390,2,9/5/23,12/1/22,12/9/22,,FR 4404288411,8/13/19,TRUE,2,FALSE,FR 4404659034,278,8,26,26
944,390,0,NA,8/13/19,NA,NA,FR 4404288411,8/13/19,TRUE,2,FALSE,FR 4404659034,NA,NA,26,26
946,391,0,NA,8/20/19,NA,NA,FR 4404288412,8/20/19,TRUE,2,TRUE,FR 4404288298,NA,NA,27,27
2028,391,2,5/10/24,1/22/23,1/29/23,,FR 4404288412,8/20/19,TRUE,2,TRUE,FR 4404288298,474,7,27,27
1751,391,1,12/17/22,11/27/21,12/4/21,#NAME?,FR 4404288412,8/20/19,TRUE,2,TRUE,FR 4404288298,385,7,27,27
948,392,0,NA,8/24/19,NA,NA,,8/24/19,FALSE,2,FALSE,FR 4454691592,NA,NA,73,73
948,392,0,NA,8/24/19,NA,NA,,8/24/19,FALSE,2,FALSE,FR 4454691592,NA,NA,73,91
948,392,0,NA,8/24/19,NA,NA,,8/24/19,FALSE,2,FALSE,FR 4454691592,NA,NA,73,72
948,392,0,NA,8/24/19,NA,NA,,8/24/19,FALSE,2,FALSE,FR 4454691592,NA,NA,91,73
948,392,0,NA,8/24/19,NA,NA,,8/24/19,FALSE,2,FALSE,FR 4454691592,NA,NA,91,91
948,392,0,NA,8/24/19,NA,NA,,8/24/19,FALSE,2,FALSE,FR 4454691592,NA,NA,91,72
948,392,0,NA,8/24/19,NA,NA,,8/24/19,FALSE,2,FALSE,FR 4454691592,NA,NA,72,73
948,392,0,NA,8/24/19,NA,NA,,8/24/19,FALSE,2,FALSE,FR 4454691592,NA,NA,72,91
948,392,0,NA,8/24/19,NA,NA,,8/24/19,FALSE,2,FALSE,FR 4454691592,NA,NA,72,72
953,393,0,NA,9/6/19,NA,NA,FR 4404288413,9/6/19,TRUE,2,TRUE,FR 4404288303,NA,NA,31,31
1869,393,1,3/24/23,5/2/22,5/6/22,#NAME?,FR 4404288413,9/6/19,TRUE,2,TRUE,FR 4404288303,326,4,31,31
2102,393,2,4/28/24,6/10/23,6/15/23,,FR 4404288413,9/6/19,TRUE,2,TRUE,FR 4404288303,323,5,31,31
2344,393,3,NA,8/10/24,8/17/24,NA,FR 4404288413,9/6/19,TRUE,2,TRUE,FR 4404288303,NA,7,31,31
2236,394,3,NA,1/8/24,1/12/24,NA,FR 4404288414,9/20/19,TRUE,2,TRUE,FR 4404288140,NA,4,27,27
2041,394,2,11/17/23,2/13/23,2/18/23,,FR 4404288414,9/20/19,TRUE,2,TRUE,FR 4404288140,277,5,27,27
1777,394,1,12/17/22,12/25/21,1/1/22,#NAME?,FR 4404288414,9/20/19,TRUE,2,TRUE,FR 4404288140,357,7,27,27
960,394,0,NA,9/20/19,NA,NA,FR 4404288414,9/20/19,TRUE,2,TRUE,FR 4404288140,NA,NA,27,27
964,395,0,NA,10/8/19,NA,NA,FR 4404288415,10/8/19,TRUE,2,FALSE,FR 4404288300,NA,NA,25,25
968,396,0,NA,10/9/19,NA,NA,FR 4404288416,10/9/19,TRUE,2,TRUE,FR 4404288289,NA,NA,27,27
1805,396,1,11/11/22,1/20/22,1/27/22,#NAME?,FR 4404288416,10/9/19,TRUE,2,TRUE,FR 4404288289,295,7,27,27
2013,396,2,10/15/23,1/7/23,1/12/23,,FR 4404288416,10/9/19,TRUE,2,TRUE,FR 4404288289,281,5,27,27
2212,396,3,NA,12/11/23,12/18/23,NA,FR 4404288416,10/9/19,TRUE,2,TRUE,FR 4404288289,NA,7,27,27
1963,397,2,4/14/23,10/31/22,11/7/22,#NAME?,FR 4404288415,10/20/19,TRUE,2,FALSE,FR 4404288310,165,7,25,25
1759,397,1,9/2/22,12/6/21,12/10/21,#NAME?,FR 4404288415,10/20/19,TRUE,2,FALSE,FR 4404288310,270,4,25,25
974,397,0,NA,10/20/19,NA,NA,FR 4404288415,10/20/19,TRUE,2,FALSE,FR 4404288310,NA,NA,25,25
977,398,0,NA,10/29/19,NA,NA,FR 4404288417,10/29/19,TRUE,2,FALSE,FR 4404288251,NA,NA,25,25
1764,398,1,10/28/22,12/15/21,12/19/21,,FR 4404288417,10/29/19,TRUE,2,FALSE,FR 4404288251,317,4,25,25
