"","AniLifeNumber","lac_number_calculated","AniBirthday","AniActive","milk_production_start_date","milk_production_end_date","last_milk_date","total_milk_prod","mean_fat_percent","mean_protein_percent","dry_off_date","dry_off_interval","still_milking","LacCalvingDate","age_at_first_calving","lactation_duration"
"145","FR4404288151",2,2014-03-10,FALSE,2017-07-12,2018-10-02,2018-10-02,14017,4.78373362445415,3.47816593886463,2018-10-02,76,FALSE,2017-07-11,24,447
"146","FR4404288151",3,2014-03-10,FALSE,2018-12-17,2020-09-15,2020-09-15,19858.5,5.28760802469136,3.65425925925926,2020-09-15,NA,FALSE,2018-12-17,24,638
"147","FR4404288154",2,2014-04-12,FALSE,2017-06-08,2018-03-12,2018-03-12,9607.9,3.95982332155477,3.39159010600707,2018-03-12,57,FALSE,2017-06-08,23,277
"148","FR4404288154",3,2014-04-12,FALSE,2018-05-08,2019-02-28,2019-02-28,10790.3,3.91742574257426,3.36726072607261,2019-02-28,95,FALSE,2018-05-08,23,296
"149","FR4404288154",4,2014-04-12,FALSE,2019-06-03,2020-03-08,2020-03-08,10742.9,3.89475352112676,3.35714788732394,2020-03-08,NA,FALSE,2019-06-02,23,279
"150","FR4404288155",2,2014-04-14,FALSE,2017-07-19,2018-05-23,2018-05-23,10477.3,4.18161904761905,3.3531746031746,2018-05-23,59,FALSE,2017-07-19,27,308
"151","FR4404288155",3,2014-04-14,FALSE,2018-07-21,2019-02-28,2019-02-28,5969.1,4.07254385964912,3.40622807017544,2019-02-28,137,FALSE,2018-07-21,27,222
"152","FR4404288155",4,2014-04-14,FALSE,2019-07-15,2020-05-12,2020-05-12,8995.2,4.22837133550489,3.40837133550489,2020-05-12,NA,FALSE,2019-07-15,27,302
"153","FR4404288156",2,2014-05-05,FALSE,2017-11-13,2018-11-22,2018-11-22,13377.5,4.67516883116883,3.31467532467532,2018-11-22,NA,FALSE,2017-11-13,25,374
"154","FR4404288157",2,2014-05-09,FALSE,2017-08-08,2018-06-01,2018-06-01,9016.60000000001,4.94327868852459,3.43668852459016,2018-06-01,52,FALSE,2017-08-08,27,297
"155","FR4404288157",3,2014-05-09,FALSE,2018-07-23,2019-05-14,2019-05-14,8090.5,4.99685430463576,3.47086092715232,2019-05-14,NA,FALSE,2018-07-23,27,295
"156","FR4404288158",2,2014-05-09,FALSE,2017-07-28,2018-07-30,2018-07-30,12532.1,3.84220744680851,3.23420212765957,2018-07-30,58,FALSE,2017-07-28,26,367
"157","FR4404288158",3,2014-05-09,FALSE,2018-09-26,2019-02-05,2019-02-05,4612.3,3.55422222222222,3.36059259259259,2019-02-05,NA,FALSE,2018-09-26,26,132
"158","FR4404288159",1,2014-05-24,FALSE,2016-10-26,2017-12-01,2017-12-01,9441.00000000001,5.44717821782178,3.60613861386139,2017-12-01,91,FALSE,2016-10-25,29,401
"159","FR4404288159",2,2014-05-24,FALSE,2018-03-02,2018-12-26,2018-12-26,10692.9,5.36674267100977,3.3257654723127,2018-12-26,45,FALSE,2018-03-02,29,299
"160","FR4404288159",3,2014-05-24,FALSE,2019-02-09,2019-06-01,2019-06-01,4592.5,5.09798245614035,3.41482456140351,2019-06-01,NA,FALSE,2019-02-09,29,112
"161","FR4404288161",2,2014-05-27,FALSE,2017-07-08,2018-05-06,2018-05-06,8857.19999999999,5.00906148867314,3.51333333333333,2018-05-06,46,FALSE,2017-07-08,24,302
"162","FR4404288161",3,2014-05-27,FALSE,2018-06-21,2019-04-15,2019-04-15,9371.39999999999,4.86882352941176,3.56552287581699,2019-04-15,54,FALSE,2018-06-21,24,298
"163","FR4404288161",4,2014-05-27,FALSE,2019-06-08,2020-06-19,2020-06-19,12666.5,5.005234375,3.55317708333333,2020-06-19,59,FALSE,2019-06-08,24,377
"164","FR4404288161",5,2014-05-27,FALSE,2020-08-17,2021-06-28,2021-06-28,11133,5.06849529780564,3.69648902821317,2021-06-28,63,FALSE,2020-08-16,24,315
"165","FR4404288161",6,2014-05-27,FALSE,2021-08-30,2022-01-04,2022-01-04,3506.2,5.29076923076923,3.656,2022-01-04,NA,FALSE,2021-08-29,24,127
"166","FR4404288162",2,2014-06-04,FALSE,2018-02-27,2019-02-28,2019-02-28,13384.2,3.41882666666667,3.09405333333333,2019-02-28,NA,FALSE,2018-02-26,27,366
"167","FR4404288163",1,2014-06-16,FALSE,2016-12-04,2018-01-23,2018-01-23,11352.2,4.2226491646778,3.31560859188544,2018-01-23,47,FALSE,2016-12-03,29,415
"168","FR4404288163",2,2014-06-16,FALSE,2018-03-11,2019-02-05,2019-02-05,10673.3,4.12952802359882,3.29613569321534,2019-02-05,NA,FALSE,2018-03-10,29,331
"169","FR4404288164",1,2014-06-22,FALSE,2016-10-18,2017-07-21,2017-07-21,8404.5,4.44470802919708,3.37222627737226,2017-07-21,60,FALSE,2016-10-11,27,276
"170","FR4404288164",2,2014-06-22,FALSE,2017-09-19,2018-08-03,2018-08-03,11918.3,4.94348623853211,3.31831804281346,2018-08-03,61,FALSE,2017-09-19,27,318
"171","FR4404288164",3,2014-06-22,FALSE,2018-10-03,2020-01-08,2020-01-08,14213.8,5.30070212765957,3.43902127659574,2020-01-08,44,FALSE,2018-10-03,27,462
"172","FR4404288164",4,2014-06-22,FALSE,2020-02-21,2020-11-23,2020-11-23,9170.6,5.20024911032028,3.59975088967972,2020-11-23,60,FALSE,2020-02-21,27,276
"173","FR4404288164",5,2014-06-22,FALSE,2021-01-22,2022-04-01,2022-04-01,15426.3,5.50695454545454,3.50656818181818,2022-04-01,59,FALSE,2021-01-22,27,434
"174","FR4404288164",6,2014-06-22,FALSE,2022-05-30,2022-09-24,2022-09-24,4426.4,5.41440677966102,3.2764406779661,2022-09-24,75,FALSE,2022-05-30,27,117
"175","FR4404288165",1,2014-06-27,FALSE,2017-01-14,2019-03-05,2019-03-05,21525.3,5.73442065491184,3.53782115869018,2019-03-05,NA,FALSE,2017-01-13,30,780
"176","FR4404288167",1,2014-08-19,FALSE,2016-12-07,2017-10-19,2017-10-19,9546.30000000001,3.7240251572327,3.40349056603774,2017-10-19,52,FALSE,2016-12-07,27,316
"177","FR4404288167",2,2014-08-19,FALSE,2017-12-10,2018-09-11,2018-09-11,11756.6,3.52120141342756,3.29042402826855,2018-09-11,57,FALSE,2017-12-10,27,275
"178","FR4404288167",3,2014-08-19,FALSE,2018-11-07,2019-11-08,2019-11-08,13506.3,3.92633423180593,3.44571428571429,2019-11-08,62,FALSE,2018-11-06,27,366
"179","FR4404288167",4,2014-08-19,FALSE,2020-01-09,2020-12-03,2020-12-03,12964.8,4.03973134328358,3.41716417910448,2020-12-03,60,FALSE,2020-01-09,27,329
"180","FR4404288167",5,2014-08-19,FALSE,2021-02-01,2022-02-11,2022-02-11,14457.9,4.36834210526316,3.47868421052632,2022-02-11,NA,FALSE,2021-01-31,27,375
"181","FR4404288168",1,2014-08-20,FALSE,2016-12-02,2018-03-30,2018-03-30,16802.9,4.60871165644172,3.02204498977505,2018-03-30,47,FALSE,2016-12-02,27,483
"182","FR4404288168",2,2014-08-20,FALSE,2018-05-16,2018-11-22,2018-11-22,7588.2,4.6248717948718,2.90564102564103,2018-11-22,NA,FALSE,2018-05-16,27,190
"183","FR4404288169",1,2014-08-22,FALSE,2016-10-28,2017-10-19,2017-10-19,11165.3,4.06140056022409,3.33249299719888,2017-10-19,45,FALSE,2016-10-28,26,356
"184","FR4404288169",2,2014-08-22,FALSE,2017-12-03,2019-02-28,2019-02-28,15651.1,4.42282937365011,3.35010799136069,2019-02-28,NA,FALSE,2017-12-03,26,452
"185","FR4404288170",1,2014-08-23,FALSE,2017-03-20,2017-03-31,2017-03-31,282.2,3.7025,3.8,2017-03-31,NA,FALSE,2017-03-19,30,11
"186","FR4404288171",1,2014-09-07,FALSE,2017-03-13,2017-12-12,2017-12-12,6835.7,4.68848375451264,3.28613718411552,2017-12-12,44,FALSE,2017-03-12,30,274
"187","FR4404288171",3,2014-09-07,FALSE,2018-02-16,2018-12-11,2018-12-11,9600.2,4.88137704918033,3.22983606557377,2018-12-11,51,FALSE,2018-02-15,30,298
"188","FR4404288171",4,2014-09-07,FALSE,2019-01-31,2020-03-08,2020-03-08,12682.8,5.18181818181818,3.33083538083538,2020-03-08,48,FALSE,2019-01-31,30,402
"189","FR4404288171",6,2014-09-07,FALSE,2020-05-20,2021-03-02,2021-03-02,9109.1,4.96175257731959,3.38862542955326,2021-03-02,67,FALSE,2020-05-20,30,286
"190","FR4404288171",7,2014-09-07,FALSE,2021-05-08,2022-07-01,2022-07-01,15910.1,5.02635294117647,3.23545882352941,2022-07-01,67,FALSE,2021-05-07,30,419
"191","FR4404288172",1,2014-09-11,FALSE,2017-01-25,2017-05-12,2017-05-12,3014.6,4.53611111111111,3.52083333333333,2017-05-12,NA,FALSE,2017-01-25,28,107
"192","FR4404288174",1,2014-09-24,FALSE,2016-12-19,2017-11-17,2017-11-17,8674,3.03008955223881,3.22301492537313,2017-11-17,60,FALSE,2016-12-17,26,333
"193","FR4404288174",2,2014-09-24,FALSE,2018-01-16,2019-01-23,2019-01-23,12759.8,3.38243455497382,3.25578534031414,2019-01-23,34,FALSE,2018-01-16,26,372
"194","FR4404288174",3,2014-09-24,FALSE,2019-02-26,2019-12-30,2019-12-30,9874.4,3.24426282051282,3.39583333333333,2019-12-30,50,FALSE,2019-02-26,26,307
"195","FR4404288174",4,2014-09-24,FALSE,2020-02-18,2020-12-03,2020-12-03,10069.7,3.35013605442177,3.32166666666667,2020-12-03,66,FALSE,2020-02-17,26,289
"196","FR4404288174",5,2014-09-24,FALSE,2021-02-07,2021-11-02,2021-11-02,8656.80000000001,3.21323420074349,3.33007434944238,2021-11-02,NA,FALSE,2021-02-07,26,268
"197","FR4404288175",1,2014-10-17,FALSE,2016-12-16,2017-11-10,2017-11-10,8590.7,3.65525679758308,3.09570996978852,2017-11-10,39,FALSE,2016-12-15,25,329
"198","FR4404288175",2,2014-10-17,FALSE,2017-12-19,2018-10-05,2018-10-05,9949.7,3.5457525083612,3.11505016722408,2018-10-05,62,FALSE,2017-12-19,25,290
"199","FR4404288175",3,2014-10-17,FALSE,2018-12-06,2019-12-02,2019-12-02,12311.7,3.28820652173913,3.07323369565217,2019-12-02,49,FALSE,2018-12-05,25,361
"200","FR4404288175",4,2014-10-17,FALSE,2020-01-20,2021-02-25,2021-02-25,14129.3,3.82073349633252,3.15264058679707,2021-02-25,68,FALSE,2020-01-20,25,402
"201","FR4404288175",5,2014-10-17,FALSE,2021-05-04,2021-12-01,2021-12-01,7312.6,3.48878504672897,3.1346261682243,2021-12-01,NA,FALSE,2021-04-28,25,211
"202","FR4404288176",1,2014-10-19,FALSE,2016-12-05,2017-10-03,2017-10-03,9104.6,4.88378839590444,3.41324232081911,2017-10-03,NA,FALSE,2016-12-05,25,302
"203","FR4404288177",1,2014-10-20,FALSE,2016-12-27,2017-10-19,2017-10-19,8623.00000000001,3.64892617449664,3.40563758389262,2017-10-19,54,FALSE,2016-12-27,26,296
"204","FR4404288177",2,2014-10-20,FALSE,2017-12-12,2018-09-24,2018-09-24,11809.5,3.57778911564626,3.38363945578231,2018-09-24,63,FALSE,2017-12-12,26,286
"205","FR4404288177",3,2014-10-20,FALSE,2018-11-26,2019-10-08,2019-10-08,11850.2,3.9304347826087,3.47937888198758,2019-10-08,70,FALSE,2018-11-25,26,316
"206","FR4404288177",4,2014-10-20,FALSE,2019-12-17,2020-10-20,2020-10-20,11575.3,3.8882428115016,3.47220447284345,2020-10-20,130,FALSE,2019-12-17,26,308
"207","FR4404288177",5,2014-10-20,FALSE,2021-02-27,2022-01-03,2022-01-03,14206.8,3.64831746031746,3.44298412698413,2022-01-03,63,FALSE,2021-02-27,26,310
"208","FR4404288177",6,2014-10-20,FALSE,2022-03-07,2023-04-14,2023-04-14,16534.9,4.34879901960784,3.5615931372549,2023-04-14,NA,FALSE,2022-03-07,26,403
"209","FR4404288178",1,2014-10-22,FALSE,2017-02-24,2017-12-12,2017-12-12,8088,3.43874149659864,3.12265306122449,2017-12-12,50,FALSE,2017-02-23,28,291
"210","FR4404288178",2,2014-10-22,FALSE,2018-01-31,2018-12-26,2018-12-26,9929.6,3.75437869822485,3.19218934911243,2018-12-26,67,FALSE,2018-01-30,28,329
"211","FR4404288178",3,2014-10-22,FALSE,2019-03-03,2019-10-31,2019-10-31,8156.6,3.43939271255061,3.16161943319838,2019-10-31,NA,FALSE,2019-03-03,28,242
"212","FR4404288180",1,2014-11-03,TRUE,2016-12-09,2017-09-18,2017-09-18,6580.2,3.38345070422535,3.1981338028169,2017-09-18,57,FALSE,2016-12-08,25,283
"213","FR4404288180",2,2014-11-03,TRUE,2017-11-14,2018-09-19,2018-09-19,11826.4,3.05534591194969,3.01116352201258,2018-09-19,51,FALSE,2017-11-14,25,309
"214","FR4404288180",3,2014-11-03,TRUE,2018-11-09,2019-07-16,2019-07-16,9249,3.12303149606299,3.15649606299213,2019-07-16,117,FALSE,2018-11-09,25,249
"215","FR4404288180",4,2014-11-03,TRUE,2019-11-10,2020-09-21,2020-09-21,13546,3.28096273291925,3.12798136645963,2020-09-21,46,FALSE,2019-11-10,25,316
"216","FR4404288180",6,2014-11-03,TRUE,2020-11-22,2021-10-29,2021-10-29,12845.2,3.23315028901734,3.26835260115607,2021-10-29,88,FALSE,2020-11-22,25,341
"217","FR4404288180",7,2014-11-03,TRUE,2022-01-25,2022-11-11,2022-11-11,13424.3,3.16377551020408,3.07551020408163,2022-11-11,27,FALSE,2022-01-23,25,290
"218","FR4404288180",9,2014-11-03,TRUE,2023-01-09,2023-09-29,2023-09-29,11419.5,3.56059925093633,3.16161048689139,2023-09-29,156,FALSE,2023-01-08,25,263
"219","FR4404288180",10,2014-11-03,TRUE,2024-03-03,2024-08-17,2024-08-17,7039.4,3.33171597633136,3.2905325443787,2024-08-17,NA,FALSE,2024-03-03,25,167
"220","FR4404288181",1,2014-11-05,FALSE,2017-02-08,2017-03-31,2017-03-31,1129.2,3.83274509803922,3.59078431372549,2017-03-31,NA,FALSE,2017-02-08,27,51
"221","FR4404288182",1,2014-11-16,FALSE,2017-03-08,2017-03-31,2017-03-31,611.1,4.3225,3.94125,2017-03-31,NA,FALSE,2017-03-08,27,23
"222","FR4404288183",1,2014-11-18,FALSE,2017-01-18,2017-10-11,2017-10-11,4760.4,3.40664179104478,3.38772388059702,2017-10-11,NA,FALSE,2017-01-18,26,266
"223","FR4404288184",1,2014-12-01,FALSE,2017-02-16,2017-03-31,2017-03-31,1269.1,4.64863636363636,3.38090909090909,2017-03-31,NA,FALSE,2017-02-15,26,43
"224","FR4404288185",1,2014-12-10,FALSE,2016-12-02,2017-09-18,2017-09-18,6772.8,3.94810996563574,3.41546391752577,2017-09-18,55,FALSE,2016-12-02,23,290
"225","FR4404288185",2,2014-12-10,FALSE,2017-11-12,2018-10-30,2018-10-30,11045.5,4.22337950138504,3.36670360110803,2018-10-30,53,FALSE,2017-11-12,23,352
"226","FR4404288185",3,2014-12-10,FALSE,2018-12-22,2019-10-28,2019-10-28,10660.4,4.33487341772152,3.42443037974684,2019-10-28,50,FALSE,2018-12-22,23,310
"227","FR4404288185",4,2014-12-10,FALSE,2019-12-17,2020-10-02,2020-10-02,10053.9,4.51742372881356,3.4244406779661,2020-10-02,55,FALSE,2019-12-17,23,290
"228","FR4404288185",5,2014-12-10,FALSE,2020-11-26,2021-11-25,2021-11-25,10863.8,4.60791327913279,3.44547425474255,2021-11-25,65,FALSE,2020-11-25,23,364
"229","FR4404288185",6,2014-12-10,FALSE,2022-01-29,2022-10-28,2022-10-28,9856.8,4.54626811594203,3.36677536231884,2022-10-28,41,FALSE,2022-01-29,23,272
"230","FR4404288185",8,2014-12-10,FALSE,2023-01-02,2024-03-03,2024-03-03,13736.7,5.3553596287703,3.57505800464037,2024-03-03,NA,FALSE,2023-01-01,23,426
"231","FR4404288186",1,2014-12-16,FALSE,2017-03-05,2017-03-31,2017-03-31,711,3.7262962962963,3.46925925925926,2017-03-31,NA,FALSE,2017-03-04,26,26
"232","FR4404288187",1,2014-12-16,FALSE,2017-03-09,2017-03-31,2017-03-31,492.5,3.90590909090909,3.82318181818182,2017-03-31,NA,FALSE,2017-03-08,26,22
"233","FR4404288188",1,2014-12-22,FALSE,2017-02-22,2017-12-01,2017-12-01,7775.9,3.15024561403509,3.09522807017544,2017-12-01,12,FALSE,2017-02-22,26,282
"234","FR4404288188",2,2014-12-22,FALSE,2017-12-13,2018-12-26,2018-12-26,8549.9,4.17789203084833,3.21473007712082,2018-12-26,70,FALSE,2017-12-13,26,378
"235","FR4404288188",3,2014-12-22,FALSE,2019-03-06,2020-03-08,2020-03-08,12510.2,3.30096256684492,3.13390374331551,2020-03-08,NA,FALSE,2019-03-06,26,368
"236","FR4404288190",1,2015-01-03,FALSE,2017-04-26,2018-10-05,2018-10-05,12691.2,4.23942271880819,3.37718808193669,2018-10-05,73,FALSE,2017-04-26,27,527
"237","FR4404288191",1,2015-02-03,FALSE,2017-03-14,2017-03-31,2017-03-31,320.9,4.75277777777778,3.70777777777778,2017-03-31,NA,FALSE,2017-03-13,25,17
"238","FR4404288192",1,2015-02-27,FALSE,2017-03-31,2018-03-30,2018-03-30,11786.4,3.51489189189189,3.24416216216216,2018-03-30,48,FALSE,2017-03-30,25,364
"239","FR4404288192",2,2015-02-27,FALSE,2018-05-17,2018-10-15,2018-10-15,6445.1,3.33541935483871,3.16348387096774,2018-10-15,NA,FALSE,2018-05-17,25,151
"240","FR4404288193",1,2015-03-22,FALSE,2017-04-12,2018-05-14,2018-05-14,11500.7,4.12342431761787,3.52330024813896,2018-05-14,56,FALSE,2017-04-11,24,397
"241","FR4404288193",2,2015-03-22,FALSE,2018-07-09,2019-07-16,2019-07-16,12095.7,4.10915567282322,3.45955145118734,2019-07-16,89,FALSE,2018-07-09,24,372
"242","FR4404288193",3,2015-03-22,FALSE,2019-10-13,2020-07-29,2020-07-29,11346.5,3.97148648648649,3.44408783783784,2020-07-29,57,FALSE,2019-10-13,24,290
"243","FR4404288193",4,2015-03-22,FALSE,2020-09-24,2021-08-09,2021-08-09,11047.2,4.11901234567901,3.50533950617284,2021-08-09,NA,FALSE,2020-09-24,24,319
"244","FR4404288194",1,2015-04-01,FALSE,2017-05-25,2018-05-14,2018-05-14,9439.5,5.36955801104972,3.47430939226519,2018-05-14,56,FALSE,2017-05-25,25,354
"245","FR4404288194",2,2015-04-01,FALSE,2018-07-09,2019-04-30,2019-04-30,9306.7,5.64549668874172,3.40903973509934,2019-04-30,71,FALSE,2018-07-09,25,295
"246","FR4404288194",3,2015-04-01,FALSE,2019-07-10,2020-04-14,2020-04-14,10252.6,5.7004609929078,3.39854609929078,2020-04-14,139,FALSE,2019-07-10,25,279
"247","FR4404288194",4,2015-04-01,FALSE,2020-08-31,2021-09-05,2021-09-05,13680.2,5.92842245989305,3.46866310160428,2021-09-05,81,FALSE,2020-08-31,25,370
"248","FR4404288194",5,2015-04-01,FALSE,2021-11-25,2022-09-16,2022-09-16,13712.5,5.9336,3.3047,2022-09-16,67,FALSE,2021-11-24,25,295
"249","FR4404288194",6,2015-04-01,FALSE,2022-11-22,2023-09-22,2023-09-22,12961.2,6.0952427184466,3.40265372168285,2023-09-22,NA,FALSE,2022-11-22,25,304
"250","FR4404288195",1,2015-04-03,FALSE,2017-05-25,2018-06-01,2018-06-01,9180,4.23699208443272,3.18097625329815,2018-06-01,78,FALSE,2017-05-25,25,372
"251","FR4404288195",2,2015-04-03,FALSE,2018-08-18,2019-05-31,2019-05-31,8573.5,4.30417808219178,3.26044520547945,2019-05-31,65,FALSE,2018-08-18,25,286
"252","FR4404288195",3,2015-04-03,FALSE,2019-08-04,2020-07-17,2020-07-17,11254.4,4.52121126760563,3.28222535211268,2020-07-17,54,FALSE,2019-08-04,25,348
"253","FR4404288195",4,2015-04-03,FALSE,2020-09-09,2021-07-27,2021-07-27,10834.7,4.43341538461538,3.30806153846154,2021-07-27,53,FALSE,2020-09-08,25,321
"254","FR4404288195",5,2015-04-03,FALSE,2021-09-18,2022-08-26,2022-08-26,12874.1,4.61352601156069,3.22404624277457,2022-08-26,11,FALSE,2021-09-17,25,342
"255","FR4404288195",7,2015-04-03,FALSE,2022-12-08,2023-09-05,2023-09-05,10714.9,4.54361940298508,3.2469776119403,2023-09-05,NA,FALSE,2022-12-14,25,271
"256","FR4404288197",1,2015-04-24,FALSE,2018-01-07,2019-01-23,2019-01-23,11078.4,4.49759590792839,3.26081841432225,2019-01-23,40,FALSE,2018-01-06,32,381
"257","FR4404288197",2,2015-04-24,FALSE,2019-03-04,2020-01-10,2020-01-10,10410.6,4.54911949685535,3.25594339622642,2020-01-10,52,FALSE,2019-03-04,32,312
"258","FR4404288197",3,2015-04-24,FALSE,2020-03-02,2021-02-24,2021-02-24,11975.2,4.68903314917127,3.32234806629834,2021-02-24,NA,FALSE,2020-03-01,32,359
"259","FR4404288198",1,2015-05-22,FALSE,2017-08-12,2018-06-28,2018-06-28,8491.3,4.88146341463415,3.48615853658537,2018-06-28,13,FALSE,2017-08-12,26,320
"260","FR4404288198",3,2015-05-22,FALSE,2018-08-16,2019-06-14,2019-06-14,8786.7,5.13284789644013,3.57378640776699,2019-06-14,47,FALSE,2018-08-16,26,302
"261","FR4404288198",4,2015-05-22,FALSE,2019-07-31,2020-05-12,2020-05-12,8388.99999999999,5.26270547945205,3.68472602739726,2020-05-12,65,FALSE,2019-07-30,26,286
"262","FR4404288198",5,2015-05-22,FALSE,2020-07-16,2021-07-13,2021-07-13,11515.4,5.21165760869565,3.73489130434783,2021-07-13,41,FALSE,2020-07-16,26,362
"263","FR4404288198",7,2015-05-22,FALSE,2021-09-23,2022-08-06,2022-08-06,11387.6,5.35643312101911,3.70191082802548,2022-08-06,31,FALSE,2021-09-26,26,317
"264","FR4404288199",1,2015-05-26,FALSE,2017-10-06,2018-07-17,2018-07-17,7136.60000000001,3.57880136986301,3.00832191780822,2018-07-17,59,FALSE,2017-10-06,28,284
"265","FR4404288199",2,2015-05-26,FALSE,2018-09-14,2019-01-06,2019-01-06,2977.8,3.5225641025641,3.17008547008547,2019-01-06,NA,FALSE,2018-09-14,28,114
"266","FR4404288200",1,2015-05-26,FALSE,2017-08-11,2018-10-02,2018-10-02,11373.8,3.74434579439252,3.02698598130841,2018-10-02,69,FALSE,2017-08-10,26,417
"267","FR4404288200",2,2015-05-26,FALSE,2018-12-10,2019-09-19,2019-09-19,7486.4,3.75449826989619,3.07903114186851,2019-09-19,NA,FALSE,2018-12-10,26,283
"268","FR4404288201",1,2015-06-04,FALSE,2017-08-13,2018-05-22,2018-05-22,7581.2,4.09224137931034,3.25110344827586,2018-05-22,NA,FALSE,2017-08-12,26,282
"269","FR4404288202",1,2015-06-14,FALSE,2017-08-16,2018-06-15,2018-06-15,10003.2,2.7238064516129,2.96083870967742,2018-06-15,26,FALSE,2017-08-15,26,303
"270","FR4404288202",3,2015-06-14,FALSE,2018-08-03,2019-05-31,2019-05-31,8489.6,3.26444805194805,3.08623376623377,2019-05-31,99,FALSE,2018-08-03,26,301
"271","FR4404288202",4,2015-06-14,FALSE,2019-09-07,2020-10-08,2020-10-08,14324.9,3.25071782178218,3.09418316831683,2020-10-08,56,FALSE,2019-09-06,26,397
"272","FR4404288202",5,2015-06-14,FALSE,2020-12-03,2021-08-13,2021-08-13,9176.9,2.92871595330739,3.14338521400778,2021-08-13,13,FALSE,2020-12-03,26,253
"273","FR4404288203",1,2015-06-14,FALSE,2017-09-17,2018-12-26,2018-12-26,13889.7,4.36933054393305,3.4447489539749,2018-12-26,46,FALSE,2017-09-17,27,465
"274","FR4404288203",2,2015-06-14,FALSE,2019-02-10,2020-02-17,2020-02-17,12624.2,4.32718832891247,3.43275862068966,2020-02-17,50,FALSE,2019-02-09,27,372
"275","FR4404288203",3,2015-06-14,FALSE,2020-04-07,2021-04-13,2021-04-13,13753.2,4.46013368983957,3.5057486631016,2021-04-13,99,FALSE,2020-04-09,27,371
"276","FR4404288203",4,2015-06-14,FALSE,2021-07-21,2022-05-07,2022-05-07,10954.8,4.43173469387755,3.41377551020408,2022-05-07,NA,FALSE,2021-07-20,27,290
"277","FR4404288204",1,2015-06-19,FALSE,2017-08-21,2018-07-30,2018-07-30,9261.10000000001,4.33181818181818,3.48928977272727,2018-07-30,67,FALSE,2017-08-21,NA,343
"278","FR4404288204",2,2015-06-19,FALSE,2018-10-05,2018-10-21,2018-10-21,521,5.14764705882353,3.52470588235294,2018-10-21,NA,FALSE,2018-10-04,NA,16
"279","FR4404288205",1,2015-06-27,FALSE,2017-08-20,2018-04-12,2018-04-12,4529.4,4.41225941422594,3.39953974895397,2018-04-12,21,FALSE,2017-08-20,25,235
"280","FR4404288205",3,2015-06-27,FALSE,2018-07-28,2019-02-28,2019-02-28,5161.3,4.39841628959276,3.39647058823529,2019-02-28,124,FALSE,2018-07-28,25,215
"281","FR4404288205",4,2015-06-27,FALSE,2019-07-02,2020-04-14,2020-04-14,8099.1,4.8801724137931,3.37703448275862,2020-04-14,71,FALSE,2019-06-30,25,287
"282","FR4404288205",5,2015-06-27,FALSE,2020-06-24,2021-02-09,2021-02-09,6762.1,4.85025641025641,3.41299145299145,2021-02-09,NA,FALSE,2020-06-24,25,230
"283","FR4404288206",1,2015-07-14,FALSE,2017-10-31,2018-10-29,2018-10-29,10163.4,4.36061662198391,3.3997855227882,2018-10-29,16,FALSE,2017-10-31,27,363
"284","FR4404288206",2,2015-07-14,FALSE,2018-11-14,2019-02-03,2019-02-03,1313.5,3.81536585365854,3.89426829268293,2019-02-03,NA,FALSE,2018-11-14,27,81
"285","FR4404288207",1,2015-08-11,FALSE,2017-08-11,2018-12-26,2018-12-26,15721.3,4.77401941747573,2.99699029126214,2018-12-26,59,FALSE,2017-08-11,24,502
"286","FR4404288207",2,2015-08-11,FALSE,2019-02-23,2019-08-29,2019-08-29,6669.2,4.75047368421053,2.84568421052632,2019-08-29,NA,FALSE,2019-02-23,24,187
"287","FR4404288208",1,2015-08-25,FALSE,2017-09-09,2018-06-15,2018-06-15,7054.9,4.15703832752613,3.51320557491289,2018-06-15,26,FALSE,2017-09-09,24,279
"288","FR4404288208",3,2015-08-25,FALSE,2018-08-23,2019-09-13,2019-09-13,9709.39999999999,4.64644501278772,3.56590792838875,2019-09-13,61,FALSE,2018-08-27,24,386
"289","FR4404288208",4,2015-08-25,FALSE,2019-11-13,2021-01-07,2021-01-07,12903,4.72130841121495,3.6167523364486,2021-01-07,NA,FALSE,2019-11-13,24,421
"290","FR4404288210",1,2015-09-01,TRUE,2018-09-20,2019-08-12,2019-08-12,11226.9,3.9914156626506,3.26096385542169,2019-08-12,57,FALSE,2018-09-20,36,326
"291","FR4404288210",2,2015-09-01,TRUE,2019-10-08,2020-07-16,2020-07-16,11752.5,3.87864583333333,3.29600694444444,2020-07-16,64,FALSE,2019-10-08,36,282
"292","FR4404288210",3,2015-09-01,TRUE,2020-09-18,2021-11-06,2021-11-06,16291.5,4.03614285714286,3.33728571428571,2021-11-06,52,FALSE,2020-09-18,36,414
"293","FR4404288210",4,2015-09-01,TRUE,2021-12-28,2022-11-25,2022-11-25,13361.5,4.45559523809524,3.32735119047619,2022-11-25,13,FALSE,2021-12-27,36,332
"294","FR4404288210",6,2015-09-01,TRUE,2023-02-15,2024-01-24,2024-01-24,13768.6,4.5994540229885,3.4166091954023,2024-01-24,NA,FALSE,2023-02-14,36,343
"295","FR4404288211",1,2015-09-14,FALSE,2017-12-08,2018-09-24,2018-09-24,8562.6,3.71244966442953,3.22281879194631,2018-09-24,64,FALSE,2017-12-07,26,290
"296","FR4404288211",2,2015-09-14,FALSE,2018-11-27,2019-11-30,2019-11-30,12161,3.95997333333333,3.25066666666667,2019-11-30,39,FALSE,2018-11-27,26,368
