"","AniLifeNumber","lac_number_calculated","AniBirthday","AniActive","milk_production_start_date","milk_production_end_date","last_milk_date","total_milk_prod","mean_fat_percent","mean_protein_percent","dry_off_date","dry_off_interval","still_milking","LacCalvingDate","age_at_first_calving","lactation_duration"
"297","FR4404288211",3,2015-09-14,FALSE,2020-01-08,2020-10-19,2020-10-19,11031.7,3.98472413793103,3.30658620689655,2020-10-19,45,FALSE,2020-01-08,26,285
"298","FR4404288211",4,2015-09-14,FALSE,2020-12-03,2021-08-24,2021-08-24,7233.89999999999,3.94111940298507,3.44212686567164,2021-08-24,NA,FALSE,2020-12-03,26,264
"299","FR4404288212",1,2015-10-01,TRUE,2017-10-22,2018-08-03,2018-08-03,9413.5,3.9558361774744,3.24064846416382,2018-08-03,59,FALSE,2017-10-22,24,285
"300","FR4404288212",2,2015-10-01,TRUE,2018-10-01,2019-10-28,2019-10-28,12800.8,4.670825,3.4121,2019-10-28,162,FALSE,2018-10-01,24,392
"301","FR4404288212",3,2015-10-01,TRUE,2020-04-07,2021-06-04,2021-06-04,14538.2,5.21765957446808,3.60016548463357,2021-06-04,117,FALSE,2020-04-12,24,423
"302","FR4404288212",4,2015-10-01,TRUE,2021-09-29,2022-02-26,2022-02-26,6968.1,4.32197368421053,3.50138157894737,2022-02-26,NA,FALSE,2021-09-29,24,150
"303","FR4404288213",1,2015-10-14,FALSE,2017-10-25,2018-10-29,2018-10-29,9813.5,4.45706349206349,3.64108465608466,2018-10-29,116,FALSE,2017-10-25,24,369
"304","FR4404288213",2,2015-10-14,FALSE,2019-02-22,2020-01-23,2020-01-23,10439.6,4.79741935483871,3.66912023460411,2020-01-23,NA,FALSE,2019-02-21,24,335
"305","FR4404288214",1,2015-10-22,FALSE,2017-12-04,2018-12-27,2018-12-27,11657.4,3.97722921914358,3.45025188916877,2018-12-27,78,FALSE,2017-12-03,25,388
"306","FR4404288214",2,2015-10-22,FALSE,2019-03-15,2020-01-23,2020-01-23,11117.6,4.0235625,3.45184375,2020-01-23,92,FALSE,2019-03-15,25,314
"307","FR4404288214",3,2015-10-22,FALSE,2020-04-24,2021-03-02,2021-03-02,10517.8,4.37488958990536,3.52006309148265,2021-03-02,NA,FALSE,2020-04-23,25,312
"308","FR4404288215",1,2015-10-24,FALSE,2017-11-27,2018-10-05,2018-10-05,10659.7,4.73420560747664,3.42940809968847,2018-10-05,58,FALSE,2017-11-27,25,312
"309","FR4404288215",2,2015-10-24,FALSE,2018-12-02,2019-12-18,2019-12-18,12192.9,5.29359897172237,3.61460154241645,2019-12-18,61,FALSE,2018-12-01,25,381
"310","FR4404288215",3,2015-10-24,FALSE,2020-02-17,2021-05-04,2021-05-04,14992.4,5.61236607142857,3.58258928571429,2021-05-04,NA,FALSE,2020-02-17,25,442
"311","FR4404288216",1,2015-11-09,FALSE,2018-04-07,2018-06-15,2018-06-15,2044.2,4.05760563380282,3.41507042253521,2018-06-15,NA,FALSE,2018-04-07,28,69
"312","FR4404288217",1,2015-11-14,FALSE,2018-05-21,2019-04-30,2019-04-30,11689.7,3.32571022727273,2.964375,2019-04-30,27,FALSE,2018-05-21,30,344
"313","FR4404288217",3,2015-11-14,FALSE,2019-07-03,2020-09-15,2020-09-15,15555.3,3.44085011185682,3.01709172259508,2020-09-15,85,FALSE,2019-07-03,30,440
"314","FR4404288217",4,2015-11-14,FALSE,2020-12-09,2021-11-29,2021-11-29,14605.7,3.29036111111111,3.02719444444444,2021-11-29,96,FALSE,2020-12-09,30,355
"315","FR4404288217",5,2015-11-14,FALSE,2022-03-05,2023-03-31,2023-03-31,15265,3.86989898989899,3.11686868686869,2023-03-31,NA,FALSE,2022-03-05,30,391
"316","FR4404288218",1,2015-11-15,FALSE,2017-10-24,2018-10-02,2018-10-02,9833.3,4.23915014164306,3.34447592067989,2018-10-02,73,FALSE,2017-10-24,23,343
"317","FR4404288218",2,2015-11-15,FALSE,2018-12-14,2020-08-05,2020-08-05,18323.6,4.84707717569787,3.48625615763547,2020-08-05,NA,FALSE,2018-12-14,23,600
"318","FR4404288219",1,2015-11-15,FALSE,2018-11-30,2020-09-15,2020-09-15,15487.4,3.73670164917541,3.26131934032984,2020-09-15,NA,FALSE,2018-11-30,36,655
"319","FR4404288220",1,2015-11-30,TRUE,2018-02-19,2019-04-01,2019-04-01,12025.3,3.76869879518072,3.28872289156627,2019-04-01,52,FALSE,2018-02-19,26,406
"320","FR4404288220",2,2015-11-30,TRUE,2019-05-23,2020-04-14,2020-04-14,12698.4,3.60201201201201,3.2384984984985,2020-04-14,48,FALSE,2019-05-23,26,327
"321","FR4404288220",3,2015-11-30,TRUE,2020-06-01,2021-05-04,2021-05-04,11969.8,3.86865497076023,3.35634502923977,2021-05-04,49,FALSE,2020-06-01,26,337
"322","FR4404288220",4,2015-11-30,TRUE,2021-06-22,2022-06-24,2022-06-24,10600,3.77948924731183,3.34704301075269,2022-06-24,74,FALSE,2021-06-22,26,367
"323","FR4404288220",6,2015-11-30,TRUE,2022-09-20,2023-12-15,2023-12-15,18932.8,4.15120350109409,3.33002188183807,2023-12-15,59,FALSE,2022-09-20,26,451
"324","FR4404288220",7,2015-11-30,TRUE,2024-02-12,2024-09-19,2024-09-19,10266,3.62642857142857,3.30044642857143,2024-09-19,NA,TRUE,2024-02-12,26,220
"325","FR4404288221",1,2015-12-22,FALSE,2018-01-08,2018-10-29,2018-10-29,8636.70000000001,4.78066225165563,3.11324503311258,2018-10-29,52,FALSE,2018-01-08,24,294
"326","FR4404288221",2,2015-12-22,FALSE,2018-12-20,2020-01-23,2020-01-23,11349.3,4.94413793103448,3.30652709359606,2020-01-23,62,FALSE,2018-12-20,24,399
"327","FR4404288221",3,2015-12-22,FALSE,2020-03-25,2021-02-15,2021-02-15,12933.9,5.25810810810811,3.08630630630631,2021-02-15,50,FALSE,2020-03-25,24,327
"328","FR4404288221",4,2015-12-22,FALSE,2021-04-06,2023-04-14,2023-04-14,27117.7,5.47156626506024,3.37194109772423,2023-04-14,NA,FALSE,2021-04-06,24,738
"329","FR4404288222",1,2015-12-25,FALSE,2018-03-06,2019-04-15,2019-04-15,9742.1,4.24436144578313,3.35869879518072,2019-04-15,42,FALSE,2018-03-06,26,405
"330","FR4404288222",2,2015-12-25,FALSE,2019-05-27,2020-06-19,2020-06-19,12557,4.24249370277078,3.32045340050378,2020-06-19,55,FALSE,2019-05-27,26,389
"331","FR4404288222",3,2015-12-25,FALSE,2020-08-13,2021-09-17,2021-09-17,12586.1,4.39822660098522,3.48788177339901,2021-09-17,62,FALSE,2020-08-13,26,400
"332","FR4404288222",4,2015-12-25,FALSE,2021-11-18,2022-11-11,2022-11-11,12304.2,4.48724517906336,3.29917355371901,2022-11-11,27,FALSE,2021-11-18,26,358
"333","FR4404288222",6,2015-12-25,FALSE,2023-01-16,2023-09-07,2023-09-07,9050.00000000001,4.18029411764706,3.26621848739496,2023-09-07,NA,FALSE,2023-01-16,26,234
"334","FR4404288224",1,2016-01-13,FALSE,2018-03-06,2018-12-26,2018-12-26,9228.5,3.37293729372937,2.91415841584158,2018-12-26,56,FALSE,2018-03-06,25,295
"335","FR4404288224",2,2016-01-13,FALSE,2019-02-20,2020-12-27,2020-12-27,19614.6,4.0990988372093,3.15101744186047,2020-12-27,NA,FALSE,2019-02-20,25,676
"336","FR4404288225",1,2016-01-14,FALSE,2018-03-22,2018-12-26,2018-12-26,7733,3.44571428571429,3.17926829268293,2018-12-26,49,FALSE,2018-03-21,26,279
"337","FR4404288225",2,2016-01-14,FALSE,2019-02-13,2020-01-08,2020-01-08,10299.2,3.76405970149254,3.25017910447761,2020-01-08,40,FALSE,2019-02-13,26,329
"338","FR4404288225",3,2016-01-14,FALSE,2020-02-17,2021-01-11,2021-01-11,10569,3.92089552238806,3.31116417910448,2021-01-11,100,FALSE,2020-02-16,26,329
"339","FR4404288225",4,2016-01-14,FALSE,2021-04-21,2022-05-13,2022-05-13,14806.8,4.13321428571429,3.31359693877551,2022-05-13,25,FALSE,2021-04-20,26,387
"340","FR4404288225",6,2016-01-14,FALSE,2022-08-04,2022-10-05,2022-10-05,2733.9,3.88765625,3.12390625,2022-10-05,64,FALSE,2022-08-03,26,62
"341","FR4404288228",1,2016-02-05,FALSE,2018-09-28,2019-12-18,2019-12-18,14174.8,4.51459340659341,3.26806593406593,2019-12-18,149,FALSE,2018-09-28,31,446
"342","FR4404288228",2,2016-02-05,FALSE,2020-05-15,2021-06-04,2021-06-04,15333.4,4.76419437340153,3.33736572890026,2021-06-04,NA,FALSE,2020-05-15,31,385
"343","FR4404288229",1,2016-02-15,FALSE,2018-03-26,2019-05-31,2019-05-31,11925.9,4.32807256235828,3.25972789115646,2019-05-31,71,FALSE,2018-03-26,25,431
"344","FR4404288229",2,2016-02-15,FALSE,2019-08-10,2020-08-31,2020-08-31,11955.3,4.48531806615776,3.32521628498728,2020-08-31,77,FALSE,2019-08-10,25,387
"345","FR4404288229",3,2016-02-15,FALSE,2020-11-16,2021-09-21,2021-09-21,11929.6,4.36554140127389,3.26694267515924,2021-09-21,NA,FALSE,2020-11-16,25,309
"346","FR4404288231",1,2016-02-15,FALSE,2018-02-27,2018-12-11,2018-12-11,9130.2,3.57605442176871,3.3937074829932,2018-12-11,55,FALSE,2018-02-26,24,287
"347","FR4404288231",2,2016-02-15,FALSE,2019-02-04,2019-10-10,2019-10-10,10001.3,4.08765873015873,3.29615079365079,2019-10-10,NA,FALSE,2019-02-04,24,248
"348","FR4404288232",1,2016-03-21,FALSE,2018-04-21,2019-04-01,2019-04-01,8718.10000000001,4.91011363636364,3.30502840909091,2019-04-01,43,FALSE,2018-04-21,25,345
"349","FR4404288232",2,2016-03-21,FALSE,2019-05-14,2020-03-03,2020-03-03,9845.5,5.11808080808081,3.26151515151515,2020-03-03,99,FALSE,2019-05-14,25,294
"350","FR4404288232",3,2016-03-21,FALSE,2020-06-10,2020-06-11,2020-06-11,9.5,8.435,5.395,2020-06-11,NA,FALSE,2020-06-09,25,1
"351","FR4404288233",1,2016-04-03,FALSE,2018-03-18,2019-03-09,2019-03-09,9501.90000000001,4.08637362637363,3.38381868131868,2019-03-09,51,FALSE,2018-03-18,23,356
"352","FR4404288233",2,2016-04-03,FALSE,2019-04-29,2020-06-01,2020-06-01,14867,4.42174876847291,3.28068965517241,2020-06-01,45,FALSE,2019-04-29,23,399
"353","FR4404288233",3,2016-04-03,FALSE,2020-07-16,2021-06-28,2021-06-28,12759.3,4.430625,3.50147727272727,2021-06-28,26,FALSE,2020-07-16,23,347
"354","FR4404288233",4,2016-04-03,FALSE,2021-07-24,2021-08-26,2021-08-26,426.7,3.419375,4.0978125,2021-08-26,NA,FALSE,2021-07-24,23,33
"355","FR4404288234",1,2016-04-03,FALSE,2018-04-28,2019-05-01,2019-05-01,9238.6,5.01093085106383,3.49260638297872,2019-05-01,65,FALSE,2018-04-28,24,368
"356","FR4404288234",2,2016-04-03,FALSE,2019-07-05,2020-05-12,2020-05-12,10776.4,5.2902523659306,3.44615141955836,2020-05-12,51,FALSE,2019-07-04,24,312
"357","FR4404288234",3,2016-04-03,FALSE,2020-07-02,2021-06-04,2021-06-04,7661.3,5.50214076246334,3.72563049853372,2021-06-04,NA,FALSE,2020-07-01,24,337
"358","FR4404288235",1,2016-04-07,FALSE,2018-04-17,2019-02-20,2019-02-20,7738,4.30167721518987,3.30382911392405,2019-02-20,48,FALSE,2018-04-17,24,309
"359","FR4404288235",2,2016-04-07,FALSE,2019-04-09,2020-01-23,2020-01-23,9237.4,4.49404761904762,3.32904761904762,2020-01-23,57,FALSE,2019-04-09,24,289
"360","FR4404288235",3,2016-04-07,FALSE,2020-03-20,2021-06-06,2021-06-06,14625,4.87442222222222,3.4444,2021-06-06,NA,FALSE,2020-03-20,24,443
"361","FR4404288236",1,2016-04-14,FALSE,2018-04-16,2019-01-23,2019-01-23,7631.2,4.14892733564014,3.30432525951557,2019-01-23,37,FALSE,2018-04-16,24,282
"362","FR4404288236",2,2016-04-14,FALSE,2019-03-01,2019-12-18,2019-12-18,9173.8,4.54508417508417,3.35057239057239,2019-12-18,52,FALSE,2019-03-01,24,292
"363","FR4404288236",3,2016-04-14,FALSE,2020-02-08,2020-11-05,2020-11-05,10125.4,4.6614440433213,3.27931407942238,2020-11-05,74,FALSE,2020-02-07,24,271
"364","FR4404288236",4,2016-04-14,FALSE,2021-01-18,2021-10-29,2021-10-29,10886.9,4.26555555555556,3.37107638888889,2021-10-29,63,FALSE,2021-01-12,24,284
"365","FR4404288236",5,2016-04-14,FALSE,2021-12-31,2022-06-07,2022-06-07,8040.4,3.79909677419355,3.16812903225806,2022-06-07,91,FALSE,2021-12-30,24,158
"366","FR4404288237",1,2016-04-16,FALSE,2018-04-06,2019-02-20,2019-02-20,8736,4.39707317073171,3.27701219512195,2019-02-20,47,FALSE,2018-04-05,23,320
"367","FR4404288237",2,2016-04-16,FALSE,2019-04-08,2020-01-10,2020-01-10,8504.29999999999,4.50142348754448,3.2053024911032,2020-01-10,54,FALSE,2019-04-07,23,277
"368","FR4404288237",3,2016-04-16,FALSE,2020-03-04,2021-03-12,2021-03-12,12362.1,4.72554376657825,3.23050397877984,2021-03-12,84,FALSE,2020-03-04,23,373
"369","FR4404288237",4,2016-04-16,FALSE,2021-06-04,2022-01-28,2022-01-28,8566,4.61206611570248,3.26140495867769,2022-01-28,130,FALSE,2021-06-04,23,238
"370","FR4404288237",6,2016-04-16,FALSE,2022-06-24,2023-03-24,2023-03-24,10896.5,4.81956678700361,3.22238267148014,2023-03-24,67,FALSE,2022-06-24,23,273
"371","FR4404288237",7,2016-04-16,FALSE,2023-05-30,2024-03-03,2024-03-03,9419.2,5.21939501779359,3.30928825622776,2024-03-03,NA,FALSE,2023-05-27,23,278
"372","FR4404288238",1,2016-05-12,FALSE,2018-12-24,2019-12-02,2019-12-02,9152.7,3.70491379310345,3.38807471264368,2019-12-02,NA,FALSE,2018-12-24,31,343
"373","FR4404288239",1,2016-05-16,FALSE,2018-09-09,2019-07-29,2019-07-29,9161.99999999999,3.83306060606061,3.34736363636364,2019-07-29,13,FALSE,2018-09-09,27,323
"374","FR4404288239",3,2016-05-16,FALSE,2019-09-12,2021-05-17,2021-05-17,19457.7,4.52253611556982,3.49250401284109,2021-05-17,26,FALSE,2019-09-12,27,613
"375","FR4404288239",4,2016-05-16,FALSE,2021-06-12,2022-05-25,2022-05-25,14080,4.08945868945869,3.34680911680912,2022-05-25,13,FALSE,2021-06-12,27,347
"376","FR4404288239",6,2016-05-16,FALSE,2022-07-12,2023-07-31,2023-07-31,13728,4.2566323907455,3.49745501285347,2023-07-31,NA,FALSE,2022-07-11,27,384
"377","FR4404288240",1,2016-05-26,FALSE,2019-02-26,2020-01-10,2020-01-10,9040.89999999999,3.94245341614907,3.50313664596273,2020-01-10,56,FALSE,2019-02-26,33,318
"378","FR4404288240",2,2016-05-26,FALSE,2020-03-06,2021-01-07,2021-01-07,10891.9,3.9741214057508,3.42051118210863,2021-01-07,42,FALSE,2020-03-05,33,307
"379","FR4404288240",3,2016-05-26,FALSE,2021-02-18,2021-03-18,2021-03-18,1267.8,3.89862068965517,4.09068965517241,2021-03-18,NA,FALSE,2021-02-18,33,28
"380","FR4404288241",1,2016-06-14,FALSE,2019-02-25,2020-01-08,2020-01-08,8874.2,4.17789473684211,3.1969040247678,2020-01-08,49,FALSE,2019-02-25,32,317
"381","FR4404288241",2,2016-06-14,FALSE,2020-02-26,2020-10-19,2020-10-19,7448.1,4.426625,3.23029166666667,2020-10-19,107,FALSE,2020-02-25,32,236
"382","FR4404288241",3,2016-06-14,FALSE,2021-02-03,2021-10-03,2021-10-03,9985.3,3.97134146341463,3.18857723577236,2021-10-03,NA,FALSE,2021-02-03,32,242
"383","FR4404288242",1,2016-06-23,FALSE,2018-09-06,2019-06-14,2019-06-14,8159.8,3.23263888888889,3.15020833333333,2019-06-14,55,FALSE,2018-09-06,26,281
"384","FR4404288242",2,2016-06-23,FALSE,2019-08-08,2021-01-07,2021-01-07,16451.9,3.81899430740038,3.11912713472486,2021-01-07,36,FALSE,2019-08-08,26,518
"385","FR4404288242",3,2016-06-23,FALSE,2021-02-12,2021-11-29,2021-11-29,10763.6,3.39081632653061,3.21979591836735,2021-11-29,NA,FALSE,2021-02-12,26,290
"386","FR4404288243",1,2016-07-09,FALSE,2018-09-10,2019-07-15,2019-07-15,6905.4,4.9668253968254,3.67209523809524,2019-07-15,64,FALSE,2018-09-10,26,308
"387","FR4404288243",2,2016-07-09,FALSE,2019-09-17,2020-05-11,2020-05-11,6764,5.1395358649789,3.72755274261603,2020-05-11,36,FALSE,2019-09-17,26,237
"388","FR4404288243",3,2016-07-09,FALSE,2020-06-16,2020-08-04,2020-08-04,707.5,4.5248,4.003,2020-08-04,NA,FALSE,2020-06-11,26,49
"389","FR4404288247",1,2016-08-13,FALSE,2018-10-04,2019-11-08,2019-11-08,12482,4.61651960784314,3.17607843137255,2019-11-08,65,FALSE,2018-10-03,25,400
"390","FR4404288247",2,2016-08-13,FALSE,2020-01-12,2020-09-24,2020-09-24,7944.8,4.52107279693487,3.24804597701149,2020-09-24,NA,FALSE,2020-01-11,25,256
"391","FR4404288249",1,2016-08-19,FALSE,2018-11-04,2019-10-08,2019-10-08,9388.5,4.32058309037901,3.42594752186589,2019-10-08,64,FALSE,2018-11-04,26,338
"392","FR4404288249",2,2016-08-19,FALSE,2019-12-11,2020-10-19,2020-10-19,11250.6,4.49088050314465,3.38688679245283,2020-10-19,38,FALSE,2019-12-11,26,313
"393","FR4404288249",3,2016-08-19,FALSE,2020-11-26,2020-12-21,2020-12-21,357.5,4.27740740740741,4.01037037037037,2020-12-21,NA,FALSE,2020-11-25,26,25
"394","FR4404288251",1,2016-08-23,TRUE,2018-11-01,2019-08-27,2019-08-27,8439.2,4.24598684210526,3.28769736842105,2019-08-27,64,FALSE,2018-11-01,26,299
"395","FR4404288251",2,2016-08-23,TRUE,2019-10-30,2020-10-08,2020-10-08,12761.9,4.63134285714286,3.2036,2020-10-08,59,FALSE,2019-10-29,26,344
"396","FR4404288251",3,2016-08-23,TRUE,2020-12-06,2021-09-17,2021-09-17,8765.20000000001,4.25058620689655,3.60458620689655,2021-09-17,55,FALSE,2020-12-06,26,285
"397","FR4404288251",4,2016-08-23,TRUE,2021-11-11,2022-09-24,2022-09-24,13744.4,4.55698757763975,3.25472049689441,2022-09-24,58,FALSE,2021-11-10,26,317
"398","FR4404288251",5,2016-08-23,TRUE,2022-11-21,2023-09-08,2023-09-08,12283.2,4.70668918918919,3.35912162162162,2023-09-08,61,FALSE,2022-11-21,26,291
"399","FR4404288251",6,2016-08-23,TRUE,2023-11-08,2024-08-09,2024-08-09,12592.9,4.80573476702509,3.48609318996416,2024-08-09,NA,FALSE,2023-11-08,26,275
"400","FR4404288253",1,2016-09-14,FALSE,2018-11-18,2019-11-08,2019-11-08,9124.60000000001,3.91767313019391,3.28360110803324,2019-11-08,64,FALSE,2018-11-18,26,355
"401","FR4404288253",2,2016-09-14,FALSE,2020-01-11,2020-10-23,2020-10-23,9219.50000000002,4.05006849315069,3.24760273972603,2020-10-23,127,FALSE,2020-01-11,26,286
"402","FR4404288253",3,2016-09-14,FALSE,2021-02-27,2022-07-06,2022-07-06,17110.6,4.67596,3.3153,2022-07-06,NA,FALSE,2021-02-27,26,494
"403","FR4404288255",1,2016-10-02,FALSE,2019-01-15,2020-01-23,2020-01-23,8363.9,4.1642216358839,3.40343007915567,2020-01-23,NA,FALSE,2019-01-14,27,373
"404","FR4404288257",1,2016-10-25,FALSE,2019-02-08,2019-12-18,2019-12-18,7556.6,4.20122641509434,3.62286163522013,2019-12-18,59,FALSE,2019-02-08,27,313
"405","FR4404288257",2,2016-10-25,FALSE,2020-02-15,2021-02-03,2021-02-03,10753.6,4.71766016713092,3.72816155988858,2021-02-03,57,FALSE,2020-02-15,27,354
"406","FR4404288257",3,2016-10-25,FALSE,2021-04-01,2022-01-28,2022-01-28,10648.8,4.47450980392157,3.64307189542484,2022-01-28,NA,FALSE,2021-03-31,27,302
"407","FR4404288258",1,2016-10-28,FALSE,2018-12-19,2019-10-08,2019-10-08,6814.6,4.15852348993289,3.34365771812081,2019-10-08,96,FALSE,2018-12-19,25,293
"408","FR4404288258",2,2016-10-28,FALSE,2020-01-12,2020-11-23,2020-11-23,11162.9,4.62937888198758,3.10708074534161,2020-11-23,44,FALSE,2020-01-12,25,316
"409","FR4404288258",3,2016-10-28,FALSE,2021-01-06,2021-02-20,2021-02-20,2212.1,4.41478260869565,3.55239130434783,2021-02-20,NA,FALSE,2021-01-06,25,45
"410","FR4404288259",1,2016-11-01,FALSE,2019-01-18,2019-12-02,2019-12-02,8980.89999999999,4.45537037037037,3.45570987654321,2019-12-02,47,FALSE,2019-01-18,26,318
"411","FR4404288259",2,2016-11-01,FALSE,2020-01-18,2020-12-03,2020-12-03,9349.89999999999,5.04564417177914,3.62349693251534,2020-12-03,58,FALSE,2020-01-18,26,320
"412","FR4404288259",3,2016-11-01,FALSE,2021-01-30,2021-03-18,2021-03-18,1957.8,4.44791666666667,4.045625,2021-03-18,NA,FALSE,2021-01-30,26,47
"413","FR4404288261",1,2016-12-03,TRUE,2019-06-01,2020-06-01,2020-06-01,11765.3,4.31838709677419,3.28548387096774,2020-06-01,56,FALSE,2019-05-31,29,366
"414","FR4404288261",2,2016-12-03,TRUE,2020-07-27,2021-08-13,2021-08-13,13832.3,4.36368556701031,3.38175257731959,2021-08-13,67,FALSE,2020-07-27,29,382
"415","FR4404288261",3,2016-12-03,TRUE,2021-10-19,2022-11-25,2022-11-25,15705.9,4.71975369458128,3.35504926108374,2022-11-25,13,FALSE,2021-10-18,29,402
"416","FR4404288261",5,2016-12-03,TRUE,2023-01-22,2024-04-19,2024-04-19,16972.5,5.34365426695842,3.53691466083151,2024-04-19,NA,FALSE,2023-01-21,29,453
"417","FR4404288262",1,2016-12-03,FALSE,2019-02-15,2020-02-17,2020-02-17,8896.2,4.38233243967828,3.69201072386059,2020-02-17,78,FALSE,2019-02-14,26,367
"418","FR4404288262",2,2016-12-03,FALSE,2020-05-05,2021-03-12,2021-03-12,9081.1,4.65721518987342,3.70237341772152,2021-03-12,148,FALSE,2020-05-04,26,311
"419","FR4404288262",3,2016-12-03,FALSE,2021-08-07,2022-05-27,2022-05-27,10086.5,4.99070707070707,3.68525252525253,2022-05-27,11,FALSE,2021-08-07,26,293
"420","FR4404288262",6,2016-12-03,FALSE,2022-09-17,2023-09-01,2023-09-01,12202.3,5.16954545454545,3.73275568181818,2023-09-01,NA,FALSE,2022-09-17,26,349
"421","FR4404288263",1,2016-12-17,FALSE,2018-12-24,2019-10-08,2019-10-08,8353.8,3.78667808219178,3.2658904109589,2019-10-08,62,FALSE,2018-12-23,24,288
"422","FR4404288263",2,2016-12-17,FALSE,2019-12-09,2020-09-21,2020-09-21,11204.5,3.74453924914676,3.21935153583618,2020-09-21,48,FALSE,2019-12-09,24,287
"423","FR4404288263",3,2016-12-17,FALSE,2020-11-08,2021-05-17,2021-05-17,7091.1,3.80341968911917,3.53870466321244,2021-05-17,NA,FALSE,2020-11-08,24,190
"424","FR4404288264",1,2016-12-21,FALSE,2019-01-14,2019-12-18,2019-12-18,9809.4,2.76514534883721,3.18308139534884,2019-12-18,50,FALSE,2019-01-13,24,338
"425","FR4404288264",2,2016-12-21,FALSE,2020-02-06,2020-11-23,2020-11-23,10641.7,2.84326599326599,3.12084175084175,2020-11-23,51,FALSE,2020-02-06,24,291
"426","FR4404288264",3,2016-12-21,FALSE,2021-01-13,2021-02-20,2021-02-20,1706.5,3.15076923076923,3.80769230769231,2021-02-20,NA,FALSE,2021-01-13,24,38
"427","FR4404288265",1,2016-12-23,FALSE,2019-03-04,2019-12-18,2019-12-18,7679.1,4.03102040816327,3.44438775510204,2019-12-18,98,FALSE,2019-03-04,26,289
"428","FR4404288265",2,2016-12-23,FALSE,2020-03-25,2021-07-13,2021-07-13,16882.8,4.76137214137214,3.54975051975052,2021-07-13,78,FALSE,2020-03-25,26,475
"429","FR4404288265",3,2016-12-23,FALSE,2021-09-29,2022-07-01,2022-07-01,10827.5,4.77802867383513,3.61272401433692,2022-07-01,67,FALSE,2021-09-28,26,275
"430","FR4404288266",1,2016-12-26,FALSE,2018-12-23,2019-10-08,2019-10-08,6674.69999999999,3.5756462585034,3.36122448979592,2019-10-08,52,FALSE,2018-12-23,23,289
"431","FR4404288266",2,2016-12-26,FALSE,2019-11-29,2020-10-23,2020-10-23,11115.5,3.62613095238095,3.31880952380952,2020-10-23,58,FALSE,2019-11-29,23,329
"432","FR4404288266",3,2016-12-26,FALSE,2020-12-20,2021-03-18,2021-03-18,4329.3,3.2752808988764,3.57359550561798,2021-03-18,NA,FALSE,2020-12-19,23,88
"433","FR4404288267",1,2016-12-26,FALSE,2019-04-16,2020-02-17,2020-02-17,8787.3,3.66945337620579,3.35183279742765,2020-02-17,68,FALSE,2019-04-16,27,307
"434","FR4404288267",2,2016-12-26,FALSE,2020-04-25,2021-03-12,2021-03-12,10316.9,4.16972392638037,3.37039877300613,2021-03-12,76,FALSE,2020-04-25,27,321
"435","FR4404288267",3,2016-12-26,FALSE,2021-05-27,2021-10-27,2021-10-27,4989.3,3.64367741935484,3.30516129032258,2021-10-27,NA,FALSE,2021-05-27,27,153
"436","FR4404288269",1,2017-01-09,FALSE,2019-01-11,2019-12-02,2019-12-02,9143,3.25730303030303,3.25448484848485,2019-12-02,39,FALSE,2019-01-11,24,325
"437","FR4404288269",2,2017-01-09,FALSE,2020-01-10,2020-11-05,2020-11-05,11040.7,3.4574183006536,3.27800653594771,2020-11-05,69,FALSE,2020-01-10,24,300
"438","FR4404288269",3,2017-01-09,FALSE,2021-01-13,2021-03-18,2021-03-18,2883.4,3.50076923076923,3.53076923076923,2021-03-18,NA,FALSE,2021-01-13,24,64
"439","FR4404288270",1,2017-01-13,TRUE,2019-03-04,2020-01-23,2020-01-23,6645.1,5.5044376899696,3.38170212765957,2020-01-23,47,FALSE,2019-03-04,25,325
"440","FR4404288270",2,2017-01-13,TRUE,2020-03-10,2021-02-15,2021-02-15,11187.3,5.5966091954023,3.07175287356322,2021-02-15,84,FALSE,2020-03-10,25,342
"441","FR4404288270",3,2017-01-13,TRUE,2021-05-10,2022-06-24,2022-06-24,15444.7,5.95141826923077,3.0446875,2022-06-24,57,FALSE,2021-05-10,25,410
"442","FR4404288270",4,2017-01-13,TRUE,2022-08-20,2023-06-02,2023-06-02,10825.6,6.02138408304498,3.19401384083045,2023-06-02,51,FALSE,2022-08-19,25,286
"443","FR4404288270",5,2017-01-13,TRUE,2023-07-23,2024-09-19,2024-09-19,13885.9,6.28718604651163,3.25527906976744,2024-09-19,NA,TRUE,2023-07-22,25,424
"444","FR4404288272",1,2017-02-08,FALSE,2019-09-17,2020-07-16,2020-07-16,8167.2,5.1710355987055,3.42631067961165,2020-07-16,56,FALSE,2019-09-17,31,303
"445","FR4404288272",2,2017-02-08,FALSE,2020-09-10,2021-01-17,2021-01-17,4199.2,4.71962121212121,3.38878787878788,2021-01-17,NA,FALSE,2020-09-10,31,129
"446","FR4404288273",1,2017-02-14,FALSE,2019-01-26,2020-01-08,2020-01-08,9663.09999999999,3.49474576271186,3.34700564971751,2020-01-08,40,FALSE,2019-01-26,23,347
"447","FR4404288273",2,2017-02-14,FALSE,2020-02-17,2021-05-20,2021-05-20,17854.8,4.00122580645161,3.32443010752688,2021-05-20,53,FALSE,2020-02-17,23,458
"448","FR4404288273",3,2017-02-14,FALSE,2021-07-12,2022-03-25,2022-03-25,13502.9,3.50903846153846,3.15376923076923,2022-03-25,NA,FALSE,2021-07-12,23,256
