InsId,InsNumber,InsDate,InsItyId,InsSirId,InsChargeNumber,InsSequenceNumber,InsLacId,InsConId,InsRemarks,InsEdiStatus,InsRowTimeStamp,InsDprId,LacAniId,LacCalvingDate,LacNumber,LacDryOffDate,LacColostrumDate,LacRemarks,AniLifeNumber,AniBirthday,AniKeep,AniGenId,AniActive,AniMotherLifeNumber,lactation_length_days,colostrum_length_days,age_at_first_calving,calving_to_insem,next_lactation_dry_days,number_lactations,PreLacId,PreDate,PreRemark
89,1,10/28/15,1,NA,NA,0,66,NA,,NA,10/28/15 00:00,1,66,12/14/13,0,NA,NA,NA,FR 4404288147,12/14/13,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
90,2,12/2/15,1,NA,NA,0,66,NA,,NA,12/2/15 00:00,1,66,12/14/13,0,NA,NA,NA,FR 4404288147,12/14/13,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,66,10/13/16 00:00,NA
94,1,11/16/15,1,NA,NA,0,73,NA,,NA,11/16/15 00:00,1,73,4/14/14,0,NA,NA,NA,FR 4404288155,4/14/14,TRUE,2,FALSE,FR 4404288093,NA,NA,27,NA,NA,3,NA,NA,NA
95,1,11/16/15,1,NA,NA,0,75,NA,,NA,11/16/15 00:00,1,75,5/9/14,0,NA,NA,NA,FR 4404288157,5/9/14,TRUE,2,FALSE,,NA,NA,27,NA,NA,2,NA,NA,NA
96,1,12/7/15,1,NA,NA,0,77,NA,,NA,12/7/15 00:00,1,77,5/24/14,0,NA,NA,NA,FR 4404288159,5/24/14,TRUE,2,FALSE,,NA,NA,29,NA,NA,3,NA,NA,NA
97,2,1/16/16,1,NA,NA,0,77,NA,,NA,1/16/16 00:00,1,77,5/24/14,0,NA,NA,NA,FR 4404288159,5/24/14,TRUE,2,FALSE,,NA,NA,29,NA,NA,3,77,10/12/16 00:00,NA
98,1,11/5/15,1,NA,NA,0,79,NA,,NA,11/5/15 00:00,1,79,6/4/14,0,NA,NA,NA,FR 4404288162,6/4/14,TRUE,2,FALSE,,NA,NA,27,NA,NA,2,NA,NA,NA
99,2,12/31/15,1,NA,NA,0,79,NA,,NA,12/31/15 00:00,1,79,6/4/14,0,NA,NA,NA,FR 4404288162,6/4/14,TRUE,2,FALSE,,NA,NA,27,NA,NA,2,NA,NA,NA
100,3,1/26/16,1,NA,NA,0,79,NA,,NA,1/26/16 00:00,1,79,6/4/14,0,NA,NA,NA,FR 4404288162,6/4/14,TRUE,2,FALSE,,NA,NA,27,NA,NA,2,NA,NA,NA
101,1,2/1/16,1,NA,NA,0,80,NA,,NA,2/1/16 00:00,1,80,6/16/14,0,NA,NA,NA,FR 4404288163,6/16/14,TRUE,2,FALSE,,NA,NA,29,NA,NA,1,NA,NA,NA
102,2,2/29/16,1,NA,NA,0,80,NA,,NA,2/29/16 00:00,1,80,6/16/14,0,NA,NA,NA,FR 4404288163,6/16/14,TRUE,2,FALSE,,NA,NA,29,NA,NA,1,80,10/13/16 00:00,NA
103,1,12/11/15,1,NA,NA,0,81,NA,,NA,12/11/15 00:00,1,81,6/22/14,0,NA,NA,NA,FR 4404288164,6/22/14,TRUE,2,FALSE,FR 4404287007,NA,NA,27,NA,NA,5,NA,NA,NA
104,2,1/5/16,1,NA,NA,0,81,NA,,NA,1/5/16 00:00,1,81,6/22/14,0,NA,NA,NA,FR 4404288164,6/22/14,TRUE,2,FALSE,FR 4404287007,NA,NA,27,NA,NA,5,81,10/1/16 00:00,NA
105,1,11/18/15,1,NA,NA,0,82,NA,,NA,11/18/15 00:00,1,82,6/27/14,0,NA,NA,NA,FR 4404288165,6/27/14,TRUE,2,FALSE,,NA,NA,30,NA,NA,1,NA,NA,NA
106,2,12/8/15,1,NA,NA,0,82,NA,,NA,12/8/15 00:00,1,82,6/27/14,0,NA,NA,NA,FR 4404288165,6/27/14,TRUE,2,FALSE,,NA,NA,30,NA,NA,1,NA,NA,NA
107,3,12/26/15,1,NA,NA,0,82,NA,,NA,12/26/15 00:00,1,82,6/27/14,0,NA,NA,NA,FR 4404288165,6/27/14,TRUE,2,FALSE,,NA,NA,30,NA,NA,1,NA,NA,NA
108,4,2/8/16,1,NA,NA,0,82,NA,,NA,2/8/16 00:00,1,82,6/27/14,0,NA,NA,NA,FR 4404288165,6/27/14,TRUE,2,FALSE,,NA,NA,30,NA,NA,1,NA,NA,NA
109,5,4/16/16,1,NA,NA,0,82,NA,,NA,4/16/16 00:00,1,82,6/27/14,0,NA,NA,NA,FR 4404288165,6/27/14,TRUE,2,FALSE,,NA,NA,30,NA,NA,1,82,10/13/16 00:00,NA
110,1,2/16/16,1,NA,NA,0,83,NA,,NA,2/16/16 00:00,1,83,8/11/14,0,NA,NA,NA,FR 4404288166,8/11/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,83,10/13/16 00:00,NA
111,1,12/31/15,1,NA,NA,0,84,NA,,NA,12/31/15 00:00,1,84,8/19/14,0,NA,NA,NA,FR 4404288167,8/19/14,TRUE,2,FALSE,FR 4404288112,NA,NA,27,NA,NA,5,NA,NA,NA
112,2,3/2/16,1,NA,NA,0,84,NA,,NA,3/2/16 00:00,1,84,8/19/14,0,NA,NA,NA,FR 4404288167,8/19/14,TRUE,2,FALSE,FR 4404288112,NA,NA,27,NA,NA,5,84,10/13/16 00:00,NA
113,1,2/29/16,1,NA,NA,0,85,NA,,NA,2/29/16 00:00,1,85,8/20/14,0,NA,NA,NA,FR 4404288168,8/20/14,TRUE,2,FALSE,,NA,NA,27,NA,NA,1,85,10/13/16 00:00,NA
114,1,1/25/16,1,NA,NA,0,86,NA,,NA,1/25/16 00:00,1,86,8/22/14,0,NA,NA,NA,FR 4404288169,8/22/14,TRUE,2,FALSE,,NA,NA,26,NA,NA,2,86,10/12/16 00:00,NA
115,1,1/28/16,1,NA,NA,0,87,NA,,NA,1/28/16 00:00,1,87,8/23/14,0,NA,NA,NA,FR 4404288170,8/23/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
116,2,4/4/16,1,NA,NA,0,87,NA,,NA,4/4/16 00:00,1,87,8/23/14,0,NA,NA,NA,FR 4404288170,8/23/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
117,3,5/19/16,1,NA,NA,0,87,NA,,NA,5/19/16 00:00,1,87,8/23/14,0,NA,NA,NA,FR 4404288170,8/23/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
118,4,6/11/16,1,NA,NA,0,87,NA,,NA,6/11/16 00:00,1,87,8/23/14,0,NA,NA,NA,FR 4404288170,8/23/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,87,10/13/16 00:00,NA
119,1,4/11/16,1,NA,NA,0,88,NA,,NA,4/11/16 00:00,1,88,9/7/14,0,NA,NA,NA,FR 4404288171,9/7/14,TRUE,2,FALSE,FR 4952860131,NA,NA,30,NA,NA,5,NA,NA,NA
120,2,5/2/16,1,NA,NA,0,88,NA,,NA,5/2/16 00:00,1,88,9/7/14,0,NA,NA,NA,FR 4404288171,9/7/14,TRUE,2,FALSE,FR 4952860131,NA,NA,30,NA,NA,5,NA,NA,NA
121,3,6/10/16,1,NA,NA,0,88,NA,,NA,6/10/16 00:00,1,88,9/7/14,0,NA,NA,NA,FR 4404288171,9/7/14,TRUE,2,FALSE,FR 4952860131,NA,NA,30,NA,NA,5,88,10/13/16 00:00,NA
122,1,2/24/16,1,NA,NA,0,89,NA,,NA,2/24/16 00:00,1,89,9/11/14,0,NA,NA,NA,FR 4404288172,9/11/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
123,2,4/1/16,1,NA,NA,0,89,NA,,NA,4/1/16 00:00,1,89,9/11/14,0,NA,NA,NA,FR 4404288172,9/11/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
124,3,4/23/16,1,NA,NA,0,89,NA,,NA,4/23/16 00:00,1,89,9/11/14,0,NA,NA,NA,FR 4404288172,9/11/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,89,10/13/16 00:00,NA
125,1,5/19/16,1,NA,NA,0,90,NA,,NA,5/19/16 00:00,1,90,9/12/14,0,NA,NA,NA,FR 4404288173,9/12/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
126,2,6/9/16,1,NA,NA,0,90,NA,,NA,6/9/16 00:00,1,90,9/12/14,0,NA,NA,NA,FR 4404288173,9/12/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
127,3,7/2/16,1,NA,NA,0,90,NA,,NA,7/2/16 00:00,1,90,9/12/14,0,NA,NA,NA,FR 4404288173,9/12/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
203,4,8/22/16,1,NA,NA,0,90,NA,,NA,8/22/16 00:00,1,90,9/12/14,0,NA,NA,NA,FR 4404288173,9/12/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,90,10/13/16 00:00,NA
128,1,3/18/16,1,NA,NA,0,91,NA,,NA,3/18/16 00:00,1,91,9/24/14,0,NA,NA,NA,FR 4404288174,9/24/14,TRUE,2,FALSE,FR 4404288116,NA,NA,26,NA,NA,4,NA,NA,NA
129,2,3/23/16,1,NA,NA,0,91,NA,,NA,3/23/16 00:00,1,91,9/24/14,0,NA,NA,NA,FR 4404288174,9/24/14,TRUE,2,FALSE,FR 4404288116,NA,NA,26,NA,NA,4,91,10/13/16 00:00,NA
130,1,3/19/16,1,NA,NA,0,92,NA,,NA,3/19/16 00:00,1,92,10/17/14,0,NA,NA,NA,FR 4404288175,10/17/14,TRUE,2,FALSE,FR 4954667338,NA,NA,25,NA,NA,5,92,10/13/16 00:00,NA
131,1,3/2/16,1,NA,NA,0,93,NA,,NA,3/2/16 00:00,1,93,10/19/14,0,NA,NA,NA,FR 4404288176,10/19/14,TRUE,2,FALSE,,NA,NA,25,NA,NA,1,93,10/13/16 00:00,NA
132,1,3/19/16,1,NA,NA,0,94,NA,,NA,3/19/16 00:00,1,94,10/20/14,0,NA,NA,NA,FR 4404288177,10/20/14,TRUE,2,FALSE,FR 4454691578,NA,NA,26,NA,NA,6,94,10/13/16 00:00,NA
133,1,4/18/16,1,NA,NA,0,95,NA,,NA,4/18/16 00:00,1,95,10/22/14,0,NA,NA,NA,FR 4404288178,10/22/14,TRUE,2,FALSE,FR 4963097406,NA,NA,28,NA,NA,2,NA,NA,NA
134,2,5/23/16,1,NA,NA,0,95,NA,,NA,5/23/16 00:00,1,95,10/22/14,0,NA,NA,NA,FR 4404288178,10/22/14,TRUE,2,FALSE,FR 4963097406,NA,NA,28,NA,NA,2,95,10/13/16 00:00,NA
135,1,3/5/16,1,NA,NA,0,96,NA,,NA,3/5/16 00:00,1,96,11/3/14,0,NA,NA,NA,FR 4404288180,11/3/14,TRUE,2,TRUE,FR 4404288088,NA,NA,25,NA,NA,8,96,10/13/16 00:00,NA
136,1,4/4/16,1,NA,NA,0,97,NA,,NA,4/4/16 00:00,1,97,11/5/14,0,NA,NA,NA,FR 4404288181,11/5/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
137,2,4/23/16,1,NA,NA,0,97,NA,,NA,4/23/16 00:00,1,97,11/5/14,0,NA,NA,NA,FR 4404288181,11/5/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
138,3,5/12/16,1,NA,NA,0,97,NA,,NA,5/12/16 00:00,1,97,11/5/14,0,NA,NA,NA,FR 4404288181,11/5/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,97,10/13/16 00:00,NA
139,1,3/15/16,1,NA,NA,0,98,NA,,NA,3/15/16 00:00,1,98,11/16/14,0,NA,NA,NA,FR 4404288182,11/16/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
140,2,4/26/16,1,NA,NA,0,98,NA,,NA,4/26/16 00:00,1,98,11/16/14,0,NA,NA,NA,FR 4404288182,11/16/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
141,3,6/4/16,1,NA,NA,0,98,NA,,NA,6/4/16 00:00,1,98,11/16/14,0,NA,NA,NA,FR 4404288182,11/16/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,98,10/13/16 00:00,NA
142,1,4/18/16,1,NA,NA,0,99,NA,,NA,4/18/16 00:00,1,99,11/18/14,0,NA,NA,NA,FR 4404288183,11/18/14,TRUE,2,FALSE,,NA,NA,26,NA,NA,1,99,10/13/16 00:00,NA
143,1,4/26/16,1,NA,NA,0,100,NA,,NA,4/26/16 00:00,1,100,12/1/14,0,NA,NA,NA,FR 4404288184,12/1/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
144,2,5/24/16,1,NA,NA,0,100,NA,,NA,5/24/16 00:00,1,100,12/1/14,0,NA,NA,NA,FR 4404288184,12/1/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,100,10/13/16 00:00,NA
145,1,2/22/16,1,NA,NA,0,101,NA,,NA,2/22/16 00:00,1,101,12/10/14,0,NA,NA,NA,FR 4404288185,12/10/14,TRUE,2,FALSE,FR 4404288078,NA,NA,23,NA,NA,7,101,10/13/16 00:00,NA
146,1,4/5/16,1,NA,NA,0,102,NA,,NA,4/5/16 00:00,1,102,12/16/14,0,NA,NA,NA,FR 4404288186,12/16/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
147,2,6/1/16,1,NA,NA,0,102,NA,,NA,6/1/16 00:00,1,102,12/16/14,0,NA,NA,NA,FR 4404288186,12/16/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,102,10/13/16 00:00,NA
148,1,4/4/16,1,NA,NA,0,103,NA,,NA,4/4/16 00:00,1,103,12/16/14,0,NA,NA,NA,FR 4404288187,12/16/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
149,2,6/1/16,1,NA,NA,0,103,NA,,NA,6/1/16 00:00,1,103,12/16/14,0,NA,NA,NA,FR 4404288187,12/16/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,103,10/13/16 00:00,NA
150,1,4/15/16,1,NA,NA,0,104,NA,,NA,4/15/16 00:00,1,104,12/22/14,0,NA,NA,NA,FR 4404288188,12/22/14,TRUE,2,FALSE,,NA,NA,26,NA,NA,3,NA,NA,NA
151,2,5/23/16,1,NA,NA,0,104,NA,,NA,5/23/16 00:00,1,104,12/22/14,0,NA,NA,NA,FR 4404288188,12/22/14,TRUE,2,FALSE,,NA,NA,26,NA,NA,3,104,10/13/16 00:00,NA
152,1,6/8/16,1,NA,NA,0,105,NA,,NA,6/8/16 00:00,1,105,12/31/14,0,NA,NA,NA,FR 4404288189,12/31/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
153,2,7/1/16,1,NA,NA,0,105,NA,,NA,7/1/16 00:00,1,105,12/31/14,0,NA,NA,NA,FR 4404288189,12/31/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,105,10/13/16 00:00,NA
153,2,7/1/16,1,NA,NA,0,105,NA,,NA,7/1/16 00:00,1,105,12/31/14,0,NA,NA,NA,FR 4404288189,12/31/14,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,105,3/29/17 00:00,NA
154,1,5/26/16,1,NA,NA,0,106,NA,,NA,5/26/16 00:00,1,106,1/3/15,0,NA,NA,NA,FR 4404288190,1/3/15,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
155,2,6/17/16,1,NA,NA,0,106,NA,,NA,6/17/16 00:00,1,106,1/3/15,0,NA,NA,NA,FR 4404288190,1/3/15,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
188,3,7/22/16,1,NA,NA,0,106,NA,,NA,7/22/16 00:00,1,106,1/3/15,0,NA,NA,NA,FR 4404288190,1/3/15,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,106,10/6/16 00:00,NA
156,1,6/10/16,1,NA,NA,0,107,NA,,NA,6/10/16 00:00,1,107,2/3/15,0,NA,NA,NA,FR 4404288191,2/3/15,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,107,10/13/16 00:00,NA
157,1,6/22/16,1,NA,NA,0,108,NA,,NA,6/22/16 00:00,1,108,2/27/15,0,NA,NA,NA,FR 4404288192,2/27/15,TRUE,2,FALSE,,NA,NA,25,NA,NA,2,108,10/13/16 00:00,NA
158,1,6/17/16,1,NA,NA,0,109,NA,,NA,6/17/16 00:00,1,109,3/22/15,0,NA,NA,NA,FR 4404288193,3/22/15,TRUE,2,FALSE,FR 4404288096,NA,NA,24,NA,NA,4,NA,NA,NA
159,2,7/11/16,1,NA,NA,0,109,NA,,NA,7/11/16 00:00,1,109,3/22/15,0,NA,NA,NA,FR 4404288193,3/22/15,TRUE,2,FALSE,FR 4404288096,NA,NA,24,NA,NA,4,109,10/13/16 00:00,NA
204,1,8/22/16,1,NA,NA,0,131,NA,,NA,8/22/16 00:00,1,131,4/1/15,0,NA,NA,NA,FR 4404288194,4/1/15,TRUE,2,FALSE,FR 4950954270,NA,NA,25,NA,NA,6,131,10/6/16 00:00,NA
205,1,8/19/16,1,NA,NA,0,132,NA,,NA,8/19/16 00:00,1,132,4/3/15,0,NA,NA,NA,FR 4404288195,4/3/15,TRUE,2,FALSE,FR 4963097404,NA,NA,25,NA,NA,5,132,10/6/16 00:00,NA
206,1,8/24/16,1,NA,NA,0,133,NA,,NA,8/24/16 00:00,1,133,4/12/15,0,NA,NA,NA,FR 4404288196,4/12/15,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,133,10/13/16 00:00,NA
276,2,11/21/16,1,NA,NA,0,133,NA,,NA,11/21/16 00:00,1,133,4/12/15,0,NA,NA,NA,FR 4404288196,4/12/15,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,133,1/5/17 00:00,NA
331,3,1/31/17,1,NA,NA,0,133,NA,,NA,1/31/17 00:00,1,133,4/12/15,0,NA,NA,NA,FR 4404288196,4/12/15,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
371,4,3/29/17,1,NA,NA,0,133,NA,,NA,3/29/17 00:00,1,133,4/12/15,0,NA,NA,NA,FR 4404288196,4/12/15,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,NA,NA,NA
389,5,4/20/17,1,NA,NA,0,133,NA,,NA,4/20/17 00:00,1,133,4/12/15,0,NA,NA,NA,FR 4404288196,4/12/15,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,133,8/10/17 00:00,NA
389,5,4/20/17,1,NA,NA,0,133,NA,,NA,4/20/17 00:00,1,133,4/12/15,0,NA,NA,NA,FR 4404288196,4/12/15,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,133,1/23/18 00:00,NA
392,4,4/24/17,1,NA,NA,0,134,NA,,NA,4/24/17 00:00,1,134,4/24/15,0,NA,NA,NA,FR 4404288197,4/24/15,TRUE,2,FALSE,FR 4958880362,NA,NA,32,NA,NA,3,134,8/10/17 00:00,NA
379,3,4/7/17,1,NA,NA,0,134,NA,,NA,4/7/17 00:00,1,134,4/24/15,0,NA,NA,NA,FR 4404288197,4/24/15,TRUE,2,FALSE,FR 4958880362,NA,NA,32,NA,NA,3,NA,NA,NA
350,2,3/3/17,1,NA,NA,0,134,NA,,NA,3/3/17 00:00,1,134,4/24/15,0,NA,NA,NA,FR 4404288197,4/24/15,TRUE,2,FALSE,FR 4958880362,NA,NA,32,NA,NA,3,NA,NA,NA
277,1,11/21/16,1,NA,NA,0,134,NA,,NA,11/21/16 00:00,1,134,4/24/15,0,NA,NA,NA,FR 4404288197,4/24/15,TRUE,2,FALSE,FR 4958880362,NA,NA,32,NA,NA,3,134,1/5/17 00:00,NA
257,1,11/9/16,1,NA,NA,0,135,NA,,NA,11/9/16 00:00,1,135,5/22/15,0,NA,NA,NA,FR 4404288198,5/22/15,TRUE,2,FALSE,FR 4404288094,NA,NA,26,NA,NA,6,135,12/15/16 00:00,NA
278,1,11/21/16,1,NA,NA,0,136,NA,,NA,11/21/16 00:00,1,136,5/26/15,0,NA,NA,NA,FR 4404288199,5/26/15,TRUE,2,FALSE,,NA,NA,28,NA,NA,1,NA,NA,NA
304,2,12/26/16,1,NA,NA,0,136,NA,,NA,12/26/16 00:00,1,136,5/26/15,0,NA,NA,NA,FR 4404288199,5/26/15,TRUE,2,FALSE,,NA,NA,28,NA,NA,1,136,2/28/17 00:00,NA
253,1,11/7/16,1,NA,NA,0,137,NA,,NA,11/7/16 00:00,1,137,5/26/15,0,NA,NA,NA,FR 4404288200,5/26/15,TRUE,2,FALSE,,NA,NA,26,NA,NA,1,137,12/15/16 00:00,NA
240,1,10/20/16,1,NA,NA,0,138,NA,,NA,10/20/16 00:00,1,138,6/4/15,0,NA,NA,NA,FR 4404288201,6/4/15,TRUE,2,FALSE,,NA,NA,26,NA,NA,1,NA,NA,NA
258,2,11/10/16,1,NA,NA,0,138,NA,,NA,11/10/16 00:00,1,138,6/4/15,0,NA,NA,NA,FR 4404288201,6/4/15,TRUE,2,FALSE,,NA,NA,26,NA,NA,1,138,2/4/17 00:00,NA
260,1,11/11/16,1,NA,NA,0,139,NA,,NA,11/11/16 00:00,1,139,6/14/15,0,NA,NA,NA,FR 4404288202,6/14/15,TRUE,2,FALSE,FR 4404288106,NA,NA,NA,NA,NA,5,139,8/10/17 00:00,NA
279,1,11/21/16,1,NA,NA,0,140,NA,,NA,11/21/16 00:00,1,140,6/14/15,0,NA,NA,NA,FR 4404288203,6/14/15,TRUE,2,FALSE,FR 4404288069,NA,NA,27,NA,NA,4,NA,NA,NA
284,2,11/24/16,1,NA,NA,0,140,NA,,NA,11/24/16 00:00,1,140,6/14/15,0,NA,NA,NA,FR 4404288203,6/14/15,TRUE,2,FALSE,FR 4404288069,NA,NA,27,NA,NA,4,NA,NA,NA
323,3,12/12/16,1,NA,NA,1,140,10,,NA,12/12/16 00:00,1,140,6/14/15,0,NA,NA,NA,FR 4404288203,6/14/15,TRUE,2,FALSE,FR 4404288069,NA,NA,27,NA,NA,4,140,1/21/17 00:00,NA
280,1,11/21/16,1,NA,NA,0,141,NA,,NA,11/21/16 00:00,1,141,6/19/15,0,NA,NA,NA,FR 4404288204,6/19/15,TRUE,2,FALSE,,NA,NA,NA,NA,NA,2,141,12/30/16 00:00,NA
285,1,11/24/16,1,NA,NA,0,142,NA,,NA,11/24/16 00:00,1,142,6/27/15,0,NA,NA,NA,FR 4404288205,6/27/15,TRUE,2,FALSE,FR 4956691421,NA,NA,25,NA,NA,4,142,12/30/16 00:00,NA
273,1,11/19/16,1,NA,NA,0,143,NA,,NA,11/19/16 00:00,1,143,7/14/15,0,NA,NA,NA,FR 4404288206,7/14/15,TRUE,2,FALSE,,NA,NA,27,NA,NA,1,143,12/30/16 00:00,NA
326,3,1/20/17,1,NA,NA,0,143,NA,,NA,1/20/17 00:00,1,143,7/14/15,0,NA,NA,NA,FR 4404288206,7/14/15,TRUE,2,FALSE,,NA,NA,27,NA,NA,1,143,2/28/17 00:00,NA
306,2,1/3/17,1,NA,NA,0,143,NA,,NA,1/3/17 00:00,1,143,7/14/15,0,NA,NA,NA,FR 4404288206,7/14/15,TRUE,2,FALSE,,NA,NA,27,NA,NA,1,NA,NA,NA
261,1,11/12/16,1,NA,NA,0,144,NA,,NA,11/12/16 00:00,1,144,8/11/15,0,NA,NA,NA,FR 4404288207,8/11/15,TRUE,2,FALSE,,NA,NA,24,NA,NA,2,144,12/15/16 00:00,NA
293,1,11/30/16,1,NA,NA,0,145,NA,,NA,11/30/16 00:00,1,145,8/25/15,0,NA,NA,NA,FR 4404288208,8/25/15,TRUE,2,FALSE,FR 4404288079,NA,NA,24,NA,NA,3,145,12/30/16 00:00,NA
259,1,11/10/16,1,NA,NA,0,146,NA,,NA,11/10/16 00:00,1,146,9/1/15,0,NA,NA,NA,FR 4404288210,9/1/15,TRUE,2,TRUE,FR 4404288131,NA,NA,36,NA,NA,5,146,1/5/17 00:00,NA
319,2,1/16/17,1,NA,NA,0,146,NA,,NA,1/16/17 00:00,1,146,9/1/15,0,NA,NA,NA,FR 4404288210,9/1/15,TRUE,2,TRUE,FR 4404288131,NA,NA,36,NA,NA,5,NA,NA,NA
342,3,2/17/17,1,NA,NA,0,146,NA,,NA,2/17/17 00:00,1,146,9/1/15,0,NA,NA,NA,FR 4404288210,9/1/15,TRUE,2,TRUE,FR 4404288131,NA,NA,36,NA,NA,5,146,4/20/17 00:00,NA
1611,4,12/11/17,1,NA,NA,0,146,NA,,NA,12/11/17 00:00,1,146,9/1/15,0,NA,NA,NA,FR 4404288210,9/1/15,TRUE,2,TRUE,FR 4404288131,NA,NA,36,NA,NA,5,146,1/10/18 00:00,NA
355,2,3/6/17,1,NA,NA,0,147,NA,,NA,3/6/17 00:00,1,147,9/14/15,0,NA,NA,NA,FR 4404288211,9/14/15,TRUE,2,FALSE,FR 4404288109,NA,NA,26,NA,NA,4,147,4/20/17 00:00,NA
264,1,11/15/16,1,NA,NA,0,147,NA,,NA,11/15/16 00:00,1,147,9/14/15,0,NA,NA,NA,FR 4404288211,9/14/15,TRUE,2,FALSE,FR 4404288109,NA,NA,26,NA,NA,4,147,1/5/17 00:00,NA
327,1,1/21/17,1,NA,NA,0,148,NA,,NA,1/21/17 00:00,1,148,10/1/15,0,NA,NA,NA,FR 4404288212,10/1/15,TRUE,2,TRUE,FR 4404288127,NA,NA,24,NA,NA,4,148,2/28/17 00:00,NA
328,1,1/18/17,1,NA,NA,0,149,NA,,NA,1/18/17 00:00,1,149,10/14/15,0,NA,NA,NA,FR 4404288213,10/14/15,TRUE,2,FALSE,FR 4454691593,NA,NA,24,NA,NA,2,149,2/23/17 00:00,NA
320,1,1/16/17,1,NA,NA,0,150,NA,,NA,1/16/17 00:00,1,150,10/22/15,0,NA,NA,NA,FR 4404288214,10/22/15,TRUE,2,FALSE,FR 4404288088,NA,NA,25,NA,NA,3,NA,NA,NA
351,3,3/3/17,1,NA,NA,0,150,NA,,NA,3/3/17 00:00,1,150,10/22/15,0,NA,NA,NA,FR 4404288214,10/22/15,TRUE,2,FALSE,FR 4404288088,NA,NA,25,NA,NA,3,150,4/20/17 00:00,NA
338,2,2/9/17,1,NA,NA,0,150,NA,,NA,2/9/17 00:00,1,150,10/22/15,0,NA,NA,NA,FR 4404288214,10/22/15,TRUE,2,FALSE,FR 4404288088,NA,NA,25,NA,NA,3,NA,NA,NA
344,1,2/27/17,1,NA,NA,0,151,NA,,NA,2/27/17 00:00,1,151,10/24/15,0,NA,NA,NA,FR 4404288215,10/24/15,TRUE,2,FALSE,FR 4404288080,NA,NA,25,NA,NA,3,151,4/20/17 00:00,NA
450,1,7/8/17,1,NA,NA,0,152,NA,,NA,7/8/17 00:00,1,152,11/9/15,0,NA,NA,NA,FR 4404288216,11/9/15,TRUE,2,FALSE,,NA,NA,NA,NA,NA,0,152,8/10/17 00:00,NA
415,4,5/12/17,1,NA,NA,0,153,NA,,NA,5/12/17 00:00,1,153,11/14/15,0,NA,NA,NA,FR 4404288217,11/14/15,TRUE,2,FALSE,FR 4404288137,NA,NA,30,NA,NA,3,153,6/20/17 00:00,NA
415,4,5/12/17,1,NA,NA,0,153,NA,,NA,5/12/17 00:00,1,153,11/14/15,0,NA,NA,NA,FR 4404288217,11/14/15,TRUE,2,FALSE,FR 4404288137,NA,NA,30,NA,NA,3,153,7/3/17 00:00,NA
357,1,3/7/17,1,NA,NA,0,153,NA,,NA,3/7/17 00:00,1,153,11/14/15,0,NA,NA,NA,FR 4404288217,11/14/15,TRUE,2,FALSE,FR 4404288137,NA,NA,30,NA,NA,3,NA,NA,NA
