"","AniLifeNumber","avg_daily_milk","milk_span_days","birth_year","... <- NULL","short_span_flag","cohort"
"622","FR4958829414",34.6,314,2018,34.460141446206,FALSE,"2016-2018"
"623","FR4958880362",29.6733801717408,1387,2012,34.460141446206,FALSE,"pre-2016"
"624","FR4958880363",27.5705463182898,1000,2012,34.460141446206,FALSE,"pre-2016"
"625","FR4958880507",29.1582831325301,1485,2015,34.460141446206,FALSE,"pre-2016"
"626","FR4958880509",21.9969512195122,479,2015,34.460141446206,FALSE,"pre-2016"
"627","FR4963097404",34.4625486922649,2138,2010,34.460141446206,FALSE,"pre-2016"
"628","FR4963720288",34.0333333333333,368,2018,34.460141446206,FALSE,"2016-2018"
"629","FR4964030484",27.9375,489,2018,34.460141446206,FALSE,"2016-2018"
"630","FR4964030485",24.88,246,2018,34.460141446206,TRUE,"2016-2018"
"631","FR4964180046",12.4,0,2014,34.460141446206,TRUE,"pre-2016"
"632","FR4964180227",32.85,190,2018,34.460141446206,TRUE,"2016-2018"
"633","FR4964180265",31.5857142857143,368,2018,34.460141446206,FALSE,"2016-2018"
"634","FR4965313142",14.3666666666667,123,2012,34.460141446206,TRUE,"pre-2016"
"635","FR4968695856",30.9630021141649,528,2013,34.460141446206,FALSE,"pre-2016"
"636","FR4968695919",23.8818181818182,665,2016,34.460141446206,FALSE,"2016-2018"
"637","FR4968695952",10.2,0,2017,34.460141446206,TRUE,"2016-2018"
"638","FR4968915660",30.6272727272727,733,2016,34.460141446206,FALSE,"2016-2018"
"639","FR4968915664",25.96,305,2016,34.460141446206,FALSE,"2016-2018"
"640","FR5345849921",16.8777777777778,537,2015,34.460141446206,FALSE,"pre-2016"
"641","FR5345849942",21.6272727272727,733,2016,34.460141446206,FALSE,"2016-2018"
"642","FR5346756957",12.9666666666667,123,2014,34.460141446206,TRUE,"pre-2016"
"643","FR5346756962",19.37,733,2014,34.460141446206,FALSE,"pre-2016"
"644","FR5371202098",19.25,48,2012,34.460141446206,TRUE,"pre-2016"
"645","FR5639763075",14.1666666666667,123,2013,34.460141446206,TRUE,"pre-2016"
"646","FR5698151341",32.2555555555556,543,2013,34.460141446206,FALSE,"pre-2016"
